,X601857.SH,X600028.SH,X601088.SH,X600019.SH,X600585.SH,X600010.SH,X600011.SH,X601600.SH,X600188.SH,X601898.SH,X600688.SH,X601991.SH,X002466.SZ,X600362.SH,X600660.SH,X600795.SH,X600547.SH,X300072.SZ,X601992.SH,X002460.SZ,X600111.SH,X600516.SH,X000898.SZ,X600886.SH,X000786.SZ,X600176.SH,X000792.SZ,X000553.SZ,X000709.SZ,X600352.SH,X000825.SZ,X600027.SH,X600299.SH,X002271.SZ,X000408.SZ,X601699.SH,X601158.SH,X600489.SH,X600219.SH,X600808.SH,X000883.SZ,X000630.SZ,X600583.SH,X600426.SH,X600157.SH,X002470.SZ,X600315.SH,X000932.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.304244495220938,0.000126706319467972,0,0,0,0,0,0,0,0,0,0,0,0.0525614559599565,0,0,0.173419184200618,0.0171539262645685,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,0.0559750629548183,0,0,3.46944695195361e-18,0,0,0,0,0,0.0642565596781791,0,0,0.0834357781698319,0.0178712927197112,0,0,0,0,0,0.005138550883448,0.0209791396135777,0,0,0,0,0,0
X600028.SH,0.0119152903033127,0,0.319012133968158,0,0,0,0,0,0,0,0.0619831256992629,0,0,0,-0.0213090636298889,0,0.186290062878984,0,0,0.0406188947968753,0,0,0.0566766714823631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0629147432892531,0,0,0,0,0,0,0.0287617293695487,0,0,0,0,0,0,0
X601088.SH,0,0.118531494889884,0,0.218419044807812,0,0,0,0.028547803406148,0,0,0,0,-0.00518213703922367,0,0,0,0,0,0,0,0,0,0,0,0.00863341870302293,0,0,0,0,0,0,0,-0.17789355525836,0,0,0.390350245487286,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.000781695458002884,-0.00554221418952056,0,0,0,0,0,0
X600019.SH,0,0,0.407892178381109,0,0.0750881918263317,0,0,0,0.0795437964167721,0,0,0,0,0,0,0,0,0.0671600963537044,0,-0.00546016514366255,-0.184882330569647,0,0,0,0,0,-0.0154043811157651,0,0,0,0.0955110370510735,0,0,0,0,0,0,0,0,0.107673917905009,0,0,0,0,0,0,0,0.125448673291195,0,0.0193231303523122,0.0049569889197139,0,0,0,0,0,0
X600585.SH,0,0,0.333260610294245,0.283321098822176,0,0,0,0,0.0568333183815153,0,0,0,0,0.100597431812758,0,0,0,0,0,0.0828587723499627,0,0,0,0,0.0675179035656626,0.00346990355056877,0.0480875059829253,0,0,0,0,0,0,0.0518244435746149,0,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0.0418091913742214,0,0,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0281402554380613,0,0.175785035482945,0,0.0177892513169928,0,0,0,0.0195196483091607,0,0,0.0697489610256201,0.0307037459478213,0,0.0128326047885602,0,0.00606796400055425,0,0,0,0,0.0977505015963784,0,0,0.0982505709156905,0,0.00415386747395993,0.122066467742731,0.0158982506966864,0,0,-0.0153787210565072,0.0028314406130171,0,0,0,0,0,0
X600011.SH,0,0,0,0,-0.246650349728315,0,0,0,0,0,0,0,0,0,0,0,0,0.0170182306339956,0,0.0197275394690503,0.0607490323567498,0.140204838800752,0,0,0,0,0,0.05953288247091,0,0,0,0.262013181134807,0,0,0,0.216462675656774,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0247946432407859,-0.0181795055258588,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,1.25471469686245,-0.225018814938697,0,0,-0.0804995916565166,-0.571205967755653,0,0,0.175783034092074,-0.0702796375792195,0,0,0,0,0,0,0,-0.238567468693012,0,0,0,0,0,0,0,0.515699152166761,0,0,0,0,0,0,0,0,0,-0.117207520700584,0.0235907662763196,-0.302226099405969,0,-0.685742882564699,0,-0.0209390734326981,-0.0929739394158202,-0.376753597376991,0,0,0,0,0
X600188.SH,0,0,0,0.149480772204326,0.0231470886388112,0,0,0,0,0,0,0,0,0,0,0,0.179963598405818,0,0,0.0931133360001538,0,0,0.373722483416041,0,0,0.272194131550963,0,0,0,0.0430787366889974,0,0,0,0,0,0.195320913246285,0,0,0,0,0,0,0,0.0660046148930319,0,0,0,0.069555612952398,0,-0.0105046246763626,0,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0.0811741457687634,0,0.0706706804832777,0,0,0,0,0.325290486647583,0,0,0,0,0,0,0,0,0,0,0,0,0.0929817827938504,0,0,0.0711898055726359,0,0,0,0,0,0.0685104047712699,0,0,0,0.107225239854404,0,0,0.0189835249420076,0,0,0.112337197985041,0,0,0,0.00197094547078175,0.00388396707902288,0,0,0,0,0,0
