,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600010.SH,X600019.SH,X600585.SH,X601898.SH,X600795.SH,X601600.SH,X600688.SH,X601991.SH,X600027.SH,X600886.SH,X600157.SH,X600111.SH,X600362.SH,X600299.SH,X600188.SH,X601992.SH,X601158.SH,X000027.SZ,X600583.SH,X000539.SZ,X002466.SZ,X600309.SH,X000630.SZ,X000792.SZ,X600623.SH,X600352.SH,X000709.SZ,X600660.SH,X600098.SH,X000883.SZ,X000898.SZ,X600160.SH,X600021.SH,X002470.SZ,X601918.SH,X600863.SH,X600489.SH,X600808.SH,X000060.SZ,X600578.SH,X600307.SH,X600547.SH,X000629.SZ,X002004.SZ,X600315.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.68284561310919,0,0,0,0,0,0.0739487004912416,0,0.00220346184286829,0.00477153886058506,0,0,0,0,0,0,0,0,6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00932889092181294,0,0,0,0,0,0,0,0,0,0,0,0,-0.0628713401882347,0,-0.0292087813409558,0.00791997226699856,0,0.0560142022616369,0,0,0,0
X600028.SH,0.258814059128816,0,0.277654725891689,0,0,0,0,0,0,0,0,0,0,0,0.0419046652549473,0,0,0,0,0,0,0,0,0,0.0273383276701219,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.214106277051556,0,0,0.00719279656373318,0,0,0,-0.0151060749948417,0,0.00123220878333739,0,0,0,0,0
X601088.SH,0,0,0,0.226484053370303,0,0.274340876474177,0,0,0,0,0,0.127930464040809,0,0,0,0,0,0,0,0,0,0,0.222074637985036,0,0.0630554439270858,0,0,0,-0.0309612714710282,0,0,0,0,0,0,-0.0530187830499446,0,0,-0.0153168976543233,0,0,0,-4.33680868994202e-19,0,0,0,0,-0.00677354446736939,0,0,-0.0102508783461148,-0.0205303519386499,0,0,0,0,0,0
X600011.SH,0,0,0.094831939315056,0,0,0,0,0,0,0,0,0.44564992068077,0.149011701019242,0,0,0,0,0,0,0.120530055522992,0,0,0,0,2.16840434497101e-19,0,0,0.0356665162504752,-0.0272110119243423,0,0,0,0,0.0872045066195582,0,0,0,0.0993510789240399,-0.0520191478237585,0,0,0,0,0,-0.0454021485889294,0,0,0,0,0,0,0.00149810289914067,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0.00920933869263041,0,0,0,0,0.185736690810462,0,0,0.236687973570587,0,0,0,0,0,0.088377647767444,0,0,0,0,0,0,0,0,0.0786923133914345,0.255626725347098,-0.0208145142659867,0,0,0,0,0,0,0,0,0.0178022171393779,0,0,0.139758300254972,0,0,0,0.000709139188331516,0,0,0,0,0,0
X600019.SH,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0.20683547321224,0,0.0625146258529266,0.0610393866291077,0,0.0853967067395292,0,0.0248892023213159,0,8.67361737988404e-19,0,0,0,0.0276583208944272,0,0.0502498617129806,0,0,0,0,0,0,0,0,0,0,0,0,0.0319209910847982,0,0.13546068124613,0,0,0,0,0.00111168281901479,0,0,0.022327665142085,0,0,-0.0338418373897064,0,0,0,0,0,0,0
X600585.SH,0,0,0.502502330495626,0,0,0,0,0,0.0470874865810981,0,0,0,0,0.128374704711053,0,0,0.0838638083392722,0,0,0,0,0,0,0,0,0.0798226020901801,0,0,0,0,0,0,0,0,0,0,0,0,0.017910141673663,0,0,0,0.0188741158516329,0,0,0,0,0,0,0,-0.0224891824468303,0,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0.265961330886938,0,0,0,0,0.0492991954353903,0,0,0,0,0,0.141176023453886,0.0894106854789053,0,0,0.0204135334271254,0,0,0,0,0,0,0,0,0,0,0,0.407614650419386,0,0.0869107534502313,0,0,0,0,0,0,0,0,0,0,0,-0.0120724926879614,-8.80906411651001e-05,0.0229965991265178,0,0,0,0,0
X600795.SH,0,0,0.0444805497169383,0,0,0,0,0,0,0,0,0,0.224580145842579,0,0.00167558334837427,0.0527338747950936,0,0,0,0,0,0,0,0.0992851213367628,0.0091056877337681,0,0,0,0,0,0,0,0,0.210204145089737,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0486716373352984,0,0,-0.0473010490588286,0.0142859004468116,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0.109539744710617,0,0,0,0,0,0,0.177093209378468,0,0,0.0128586965911269,0,0,0.07582303515856,0,0,0,8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0.0193689649657238,0,0,0,0,0.193656979086033,0,0,0,0.114337747675156,0,0.161990177135635,0,0,0,-0.0264253334402424,0.015581041033703,0,0,0,0,0,0
