,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600019.SH,X600309.SH,X600011.SH,X600010.SH,X600660.SH,X601898.SH,X600688.SH,X600188.SH,X002466.SZ,X601991.SH,X601600.SH,X600362.SH,X600795.SH,X600886.SH,X600547.SH,X300072.SZ,X002460.SZ,X600516.SH,X600027.SH,X000898.SZ,X600352.SH,X600111.SH,X000553.SZ,X600176.SH,X601992.SH,X000786.SZ,X000825.SZ,X600426.SH,X000709.SZ,X600299.SH,X000792.SZ,X002110.SZ,X000408.SZ,X600808.SH,X600315.SH,X000883.SZ,X000932.SZ,X000830.SZ,X601158.SH,X601699.SH,X600801.SH,X600219.SH,X002271.SZ,X600489.SH,X000539.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.372766502419721,0,0,0,0,0,0.00504065271195687,0,0,0,0.028852637989753,0,0,0.0788728853301342,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0427064925552962,0,0,0,0,0,0.14561887148701,0,0.0208243277947455,0,0,0,0,0.0301209345369571,0,0.044329737814619,0,0,0,0,0,0,0.012142358162297,-0.0012960541099196,0,0,0,0,0,0
X600028.SH,0,0,0.162934912798983,0,0,0,0,0,0,0,0,0.0678760635576451,0,0,0,0,0,0,-0.110739211156477,0,0,0,0,0,0.0135767754117964,0,-0.182305029801616,-0.0876042190556079,0,0,0,0,0,-0.0803125750171963,0.206035253768391,0,0,0,0,0,0,0,0,0.0505934608127305,0,0,0,0,0,0,0.012414253902484,-2.16840434497101e-19,0,-0.0960084555891175,0,0.03196825225621,0,0
X601088.SH,0,0.14747326361261,0,0.0945374384368943,0,0,-0.0646026463840838,0,0.186825442197221,0,0,0.400610142785463,0.0712272467499011,0,0,0.114285422707887,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0550602659933915,0,0,0,0.0881913621065175,0,-0.118365469990816,0,0,0.0152283390634896,0,0,0.0524748049391392,0,0.00141963804921798,0,0,0,0,0,0,-0.00242237821046118,0,0,0,0,0,0,0
X600585.SH,0,0,0.336082553943666,0,0,0,0,0,0,0,0.00369638852723679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0455754249564251,0,0,0.0931508716315143,0,0,0,0,-0.0550107428885083,0,0,0,0.0911299123647232,0,0,0.18052123710696,0,0,0.254036845251885,0,0.0344532431746591,0,0,0,-0.0278025130320709,0.0521091538921417,0,0.192071308669157,0,0.102467604372358,0,0
X600019.SH,0,0,0,0,0,0.113283873897357,0.0311375742105821,0,0,0,0,0.308213754345229,0,0,0.0575598838208074,0,0,0,0,0,0,-0.110753787190641,0,0,0,0,-0.124840319226876,0.132906383369789,0,0,0,0,0,0,0,0,0,0.236976335911367,0,0,0.0183977595154152,0,0,0.042438341948424,0,0,-0.0247199346825407,0,0,0,0,0.0494377749790434,0,0,0,0,0,0
X600309.SH,0,0,0.28615219376003,0,0,0,0,0.0137622328093311,0,0,0,0,-0.238607746670714,0,0,0,0,0,0,-0.0511304337002293,-0.0365288139104847,0,0,0,0,0,0,0,0,0.206803596859942,0,0,0,0.0751575246895625,0,-0.0793753540715755,0,0,0.102405147260961,0,0,0.0101294063114731,0,0,0,0,0,0,0,0,0.0612946242757069,0.011015209216801,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0.00836786056263989,0,0,0,0,0,0,0,0,0,0,0,0,0.0355051128113911,0.036477442160355,0.20546300439847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0299623932076447,0,0,0.0244088382672834,0,0,0,0,0,0,0,0,0.0223822074212217,-0.0483185675572883,0,0,0,0,0,0
X600010.SH,0,0,0,0,0.273628013385222,0,6.93889390390723e-18,0,0,0,0,0,0,0.108938491301019,0,0,0,0,0.135676220819946,0.63525365228385,0,0,0.738335116708284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.055022708528163,0,0,0,0,0,0,0,0,-0.122900023330326,0,0,0,0.0101148660974487,-0.0946847324656659,0,0,0,0,0,0
X600660.SH,0,0,0,0,-0.109174048552261,-0.00341506072558407,0,0,0,0,0,0,0,0,0,6.93889390390723e-18,0,-0.31593478711931,0,0,0,0,0,0,0.204715794717234,0,0,0.12793522672214,0,0.0795812317204991,0,0.0936645813499562,0,-0.217804869142688,0,0,-0.00508463541230221,0,-0.0455664747959236,0,0,0,0,0,0,-0.177888308005417,0,0,0,0,-0.0280219226373823,0.0831147847782273,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0.0671263381600615,0,0,0,0,0.165993512449683,0,0,0,0,0,0,0,0,0,0.0563149656656868,0,0,0,0.133818097469108,0,0.0824773507391971,0.174460479044394,0,0,0,0,0.0192428614772113,0,0,0,0,8.67361737988404e-19,0,0,0,0,0.0453508429194578,0,0,0,0,0,0.049007909149335,0,-0.00725187731823398,0,0,0,0,0,0
