,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X600585.SH,X600188.SH,X002460.SZ,X000792.SZ,X600019.SH,X600111.SH,X601898.SH,X002466.SZ,X600011.SH,X002271.SZ,X000877.SZ,X600660.SH,X000708.SZ,X600010.SH,X600547.SH,X000301.SZ,X601600.SH,X600886.SH,X600176.SH,X600426.SH,X600362.SH,X600795.SH,X000786.SZ,X000983.SZ,X600803.SH,X000723.SZ,X600096.SH,X600801.SH,X601991.SH,X600486.SH,X000408.SZ,X601699.SH,X600027.SH,X600219.SH,X000932.SZ,X600141.SH,X300073.SZ,X002080.SZ,X600295.SH,X000807.SZ,X600157.SH,X600489.SH,X600352.SH,X000830.SZ,X000630.SZ,X600688.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0,0,0.0853766452931134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0959847063691571,0,0,0,0.147048772142328,0,0,0,0.0459670837505123,0.0185097433228002,0,0,0.0813677675207163,0,0,0.00819466214831968,0,0,0.182695675821958,0,0.0475854024741899,0,0,0,0,-0.0248456315459083,0,0,0,0,0,0
X601088.SH,0.159336113485515,0,0,0,0,0.194547785718262,0,0,0,0,0.185618930922124,0,0,0,0,-0.0542182511525006,0,0,0,0,0,0,0,0,0,0.0741005755449065,0,0,0,0,0,0,0,0,0,0.161568703284713,0,0,0,0,-0.0433003678116779,-0.0568708909145901,0,0,0,0,0,0,0,0,0,0.0879986621754435,-0.0464080464030199,0,0,0,0,0,0
X600028.SH,0.0758289169324563,0,0,0,0,0,0,0,0,0,0.0375650963172647,0,-0.0631178955696727,0,0,0,0,0,0,0.0277442535780594,0.0593180442011984,0,0,0.075049503995852,0,0,0,0.00397568637774958,0,0,0,0,0,0,0,0,0,0.0137572041703767,0,0,0,0,0.00699284615190089,0.0389120550696821,0,0,0,0,0,0.0162714097806058,0,0,-0.0158476845437226,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0.0132425122301302,0,0,0.0261726926680805,0.0774789999984917,0.0653715337482837,0.12663355875286,0,0,0.189120539657521,0,0,0,0,0,0,0,0,0.0975885370528473,0,0,0,0,0.0374600850776422,0,0,0,0,-4.33680868994202e-19,0,0,0.0139521151898286,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,4.33680868994202e-19,0,0,0,0,0,0
X600585.SH,0,0,0,0.0775903648619811,0,-0.012094905790785,0,0,0,0,0,0,0,0.0224132010054898,0,0,0,0,0,0,0,0,0.0910048639402105,0,0,0,0.0576442184504927,0,0,0,0,0.3394997024509,0,0,0,0,0.0458064372526679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0290298198189663,0.0132682269872272,0,0,0,0,0,0
X600188.SH,0,0.956341365511326,0,0,0,0,0,0,0,0,0,0,-0.0130856417626534,0.00226048759482648,0,0,0,0,0,0.31867333492479,0,0,0,0.145088429980374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0802927248574975,0,0,0,0,0,0,0,0.0793300006828943,0.0772997792725632,0,0,0,0,0,0,0
X002460.SZ,0,-0.0483903239771309,0,0,0,0,0,0.121569386251695,0,0.197357972887282,0,0.432365403227387,0,0,0,0,0,0,0,0,0,0,0,-0.0974390004964943,0,0,0,0,0,0,-0.00348099250644399,0,0,0,0,0,0,0,0.0950445200073922,0,0.206452923923924,0,0,0,0,0,0,-0.0235229043785087,0,0,0,-0.0780298024914161,0,0,-1.73472347597681e-18,0,0,0,0
X000792.SZ,0,0,0,0,0,0,0,0,0,0,0,0.362204488321119,-0.0085066693456333,-0.0448556048115329,-0.0237798289300609,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0340260860283087,0,0.0188216949315281,0,0,0,0,0,0,0,0,0.305072970719307,0.0849701170377965,0,0,0,0,0,0,0,0.220770495918792,0,0,0,-0.00567113565307009,-0.106049025775891,0,0,0,0,0
X600019.SH,0,0,0,0,0,0.0274300472742101,0,0,0,0,0,0,0.0492597688192128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00215426147002524,0,0,-0.00189543136588723,0.0746223341558906,0,-0.107554116579639,0,0,0,0,0.586899098367144,0,0,0,0.0247615662010714,0,0,0,0,0.0144323909600081,0,0,0,-0.0286998069601761,0,0,0,0,0,0,0
X600111.SH,0,-0.092203369428736,0,0,0,0,0.31903050638448,0,0,0,0,0,0,0,0,0,0,0.376824010387161,0,0.0345172508184972,0,0,0,0,0,0,0,0,0,0.0118936600681783,0,0,0,0,0,0,0,0,0,0,0,0.115319747467893,-0.0581291366250505,0.129295029521688,0,0,0,0,0,0,0,0,0.0496782149005435,0,0,0,0,0,0
