,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600309.SH,X600019.SH,X600547.SH,X600011.SH,X000708.SZ,X601898.SH,X600010.SH,X600886.SH,X601600.SH,X600660.SH,X600362.SH,X600801.SH,X600188.SH,X600795.SH,X601991.SH,X600352.SH,X002460.SZ,X000786.SZ,X600688.SH,X600111.SH,X000723.SZ,X601992.SH,X600176.SH,X002271.SZ,X600027.SH,X002353.SZ,X002466.SZ,X600516.SH,X600426.SH,X000898.SZ,X600583.SH,X600299.SH,X600489.SH,X000709.SZ,X000883.SZ,X601158.SH,X600219.SH,X000629.SZ,X600612.SH,X000553.SZ,X000027.SZ,X000630.SZ,X000825.SZ,X000792.SZ,X600808.SH,X002110.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0,0.1392606290204,0,0,0.000558068133072444,0,0,0,0,0,0,0.226939222687672,0,0,0,0,0.0403188918842902,0.0271145771287004,0,0,0,0,1.0842021724855e-19,0.0262656471085162,0,0,0,0,0,0,0,0,0,0,0,0,0.0279329341940289,0,0,-0.00714098844877774,0,0,0,0,0,0,0,0,-0.0201338358513295,0,0
X600028.SH,0,0,0.0155242679150745,0,0,0,0,0,0.0400595286095301,0.0614834967279084,0,0,0,0,0,0,0.11976579605772,0,0,0,0,0,0,0,0.0179000714152589,0,0,0.0238423840729266,0,0.0520386490345446,0,0,0,0,0,0,0,0,0,0,0,0,-0.00145101662998373,0,0,0,0,-0.00977541279871931,0.0357842796796176,0,0,-0.0178215112361974,0.0098629196517206,0,0,0,0.0217870288332675,0,0
X601088.SH,0,0,0,0,0,0.617598912390924,-0.0531969513554977,0,0.0120669813025862,0.106253468486086,0,0.126224526091413,0,0,0,0.0209878851457027,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0846555443196127,0.00322469787706204,-0.0106231562348557,0,0,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600585.SH,0,0,0,0,0.0878595415981463,0.0742139998965774,0,0,0,-0.0465865343104443,0,0.0879229073782717,0,0,0,0.325267796206731,0,0,0,0,-0.0197487946841528,0.157745217410815,0,-0.0309234572514151,1.0842021724855e-19,0,0,0.104712692857349,0,0,0,0,0.0171600420273346,0,-0.0572511712048415,0,0,0,0,0,0,0,-0.0373697991012054,0,0,0,0,0,0,0,0,0,-0.00929215239071998,0,0,0,0.00230574021065419,0,0
X600309.SH,0,0,0,0.0934119322715496,0,0,0.0158122925772063,0,-0.0882609079843286,0,-0.052843838827492,0,0,0,0,0.101098945696939,0,0,0,0,0,0,0,0,0,0,0.0625110113336146,0.0978037375510082,0,0.0433804861254149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0979336967023257,0,0,0,-0.0149537559659701,0,0,0,0,-0.0157564174998529,0,0
X600019.SH,0,0,0.184694364349565,0,0,0,0,0,0.0591792248072604,0,0.105903255001744,0,0,-0.091294316965501,0.160217237316489,0.0377148669841658,0,0,0,0,0,0.015217715281063,0,0,0,0,0,0,0,0,-0.00786176461530975,0,0,0,0,0,0,0.131298291191898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00428310276618928,0,0,0,0.0183727567055142,0,0
X600547.SH,0,0,0,0,0,0,0,0,-0.0251097859866674,0,0,0,0,0,0,0,-0.0143457671330335,0,0,0,0.050681850782236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.16681514569845,0,0,0,0,-0.00291864490716623,0,0,-0.0750607609097848,0,0,0.218289634797823,0,0,0,-0.0386120495270481,0.0225092147659605,0,0,0,0,0,0
X600011.SH,0,0,0,0,0.0279538230999057,0,0,0,-0.180176023829893,0,0,0,0,0,0,0,0.324269360694086,0,0,0,0,0,0,0,-0.0735780581020521,0,0.160634791439048,0,0.0455243571751605,0,0,0,0,0,0.165636200499725,0,0,0,0,0,0,0,0,0,0,0,0,0.00648873618809416,0,0,-0.0252137786422731,-0.0221911638904568,0,0,0,0,0.0437299660130352,0,0
X000708.SZ,0,0,0,0.280927891686568,0.105528191679583,0,0,0,0,0,0.71564330902604,0,0,0,0,0,0,0,0,0.067273178180764,0,0,-0.301159598024062,0,0,0,0,0,0,0.221452105478588,0,0,0,0,0,0.367388756612489,0.183366162756938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.117533981859127,-0.0266594330209639,-0.0673208381292041,0,0,0.0431637842967669,0,0
X601898.SH,0.56271368650697,0,0,0,0,0,0,0,0.0279424699311958,0,0,1.0842021724855e-19,0,0,0,0,0.2639951864396,0,0,0,0,0,0,-0.11955216921774,0,0,-0.00478831245351517,0,0,0,0.135748785173713,0,-0.0423179690503509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.064689361809706,0,0,0,0,0.0930267456211671,0,0,0,0.0460881349033662,0,0
X600010.SH,0,0,0,0,0,0.149355472495696,0,0,0.168468022094753,0.0510265056224557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0307763557455836,0,0,-0.0074065222213243,0,0,0,0,-0.0775635151668312,0,0,0,0,0,0,0,0,0,0,0,0,0,0.29675103188514,0,0,0.0260111048055465,0.057728015628746,0,0,0,0.0496742615364031,0,0
