,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600019.SH,X600011.SH,X600309.SH,X600010.SH,X600547.SH,X601898.SH,X601991.SH,X600660.SH,X600886.SH,X600688.SH,X601600.SH,X600795.SH,X600362.SH,X600027.SH,X600188.SH,X000898.SZ,X601992.SH,X600176.SH,X002466.SZ,X600516.SH,X600111.SH,X000709.SZ,X600352.SH,X600299.SH,X002460.SZ,X000629.SZ,X600489.SH,X600808.SH,X600157.SH,X601158.SH,X600219.SH,X600801.SH,X000825.SZ,X000786.SZ,X000883.SZ,X000553.SZ,X002110.SZ,X600583.SH,X002470.SZ,X000408.SZ,X002271.SZ,X600339.SH,X600612.SH,X000539.SZ,X000630.SZ,X600021.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.25650615966007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.165807048435756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0814734499670249,0,0,0,0.099846392370292,0.0551792810614671,0.0226121517062046,0,0,0,-0.0148347597957855,0.00942958493926162,0,0,0,-0.0224078429955581,0,0
X600028.SH,0,0,0,0,0,0.0528076946032381,0,0,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0.099200057606316,0.112871281518678,0,0,-0.0722959597617373,0,0,0,0,0,0,0,0,0,0.03443110607878,0,0.200779395745224,0.381450140810154,0,0,0,0,0,0.000759151738152026,0.126962861783889,0,0,0,0,0,0
X601088.SH,0,0,0,0,0.0775454946321816,-0.128135689170423,0.0144380733946638,0,0,0,0,0,0,0,0,0,0,-0.0824129652605021,0,0,0,0.223127327439041,0.0584790392859208,-0.150101119564807,0,0,0,0,0,0,0,0,0.0131660775746469,0,0,0,0,0.0964647319196208,0,0,0,0.117488355025576,0,0,0,0,-0.0747312014419366,0,0,0,0,0.0132888977748239,0,-0.10569679022167,0,0,0.0948866913764217,0,0
X600585.SH,0,0,0,0,0.0455869068552349,0.280001243265716,0,0,0,0,0,0,0.0270537505784326,0,0,0,0,0,0,0,0,0,0,0,-0.0136037032160062,0,0,0,0,0,0,0,0,0,0,0.233906993025909,0,0,0,0,0,0,0,0.106601440782818,0,0,0,-0.227354653961053,0,0.0185956124569331,0,-0.018734951176145,0.0287871914285554,0,0,0,0.0545858460012462,0,0
X600019.SH,0,0,0.0520210239524557,0,0,0,0.133054605260384,0,0,0,0,0,0,0,0,0,0,0,0.109685996517757,0.359576311564344,0,0,0,0,0,0,0,0,0,0,-0.0847087970817539,0,0.0168171403817308,0,0,0,0,0,0,0,0.0726386380380596,0.0908013387265634,0,0,0,0,0,0,0,0,0,0.0144084351122672,0.00195645285581417,0,0,0,0.028690019713965,0,0
X600011.SH,0,0,0,0.177841158468643,0,0,0.151169598615276,0,0,0,0,0,0,0,0,0,0,0.565592241293127,0,0,0,0.0358108126455038,0,-0.10348950132073,0,0,0,0,0,0.0652725913993745,-0.155082459002032,0,0,0,0,0,0,0,0,0,0,0,0.0543989018726505,0,0,-0.150188076745468,0.0536549141454067,0,0,0,0,0,0.0207995367104532,0,0,0,-0.0327122953804595,0,0
X600309.SH,0,0,0,0.318870099798289,0,0.185737972164267,0,0,0,0,0,0,0,0,0,0,0,0.0587444489791592,0.277055394522074,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0.0444416218930856,0,0,0,0,0,0.0391023566141756,0,0.0967522193469744,0,0,0.31756627541007,0,0,0,0,0,0,0,0,-0.0290291226077146,0.057627270600196,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0.0285023110766273,0.0419100806660849,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0725615847617888,0,-0.0525135546741331,0,0,0,0,0,0,0.12105653636622,0,0,-0.0394228347337953,0,0,0.0232557509803833,0,0,0,0.0537834966100367,0,0,0,0,0.0684077219148192,0,0,0,0,0,0,0,0.0343803576178625,0,0,0,0.0647898840553098,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0924374335530533,0,0.0721720456012143,0,0,0.0180942305229968,0,0.00873400546454907,0.753171186181704,0,0,0,0,-0.208157867992337,0,0,0,0.0331301069545062,0.0860612749350421,0,0,0,0,0,0,0.0969201829924722,0,0.0958998120549552,0,-0.00182632326633365,-0.00559386863916101,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0.0637709470196137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0640529089925828,0,0.102278272008269,0,0,0,0.0338096299126395,-1.0842021724855e-19,0.0151739881304822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0601772769090761,0.0557524501864915,0,0,0,0,0,0,0.0174597387766994,0,0,0,0.0461503020883654,0,0
