,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X600585.SH,X600019.SH,X002460.SZ,X600660.SH,X000708.SZ,X600547.SH,X002271.SZ,X600011.SH,X600176.SH,X600362.SH,X000786.SZ,X600426.SH,X600886.SH,X601600.SH,X601898.SH,X002466.SZ,X600010.SH,X600188.SH,X600111.SH,X000301.SZ,X601991.SH,X600795.SH,X600801.SH,X600352.SH,X600489.SH,X600486.SH,X300037.SZ,X002080.SZ,X600219.SH,X600688.SH,X600803.SH,X600027.SH,X002353.SZ,X601992.SH,X600157.SH,X600529.SH,X600299.SH,X000027.SZ,X000898.SZ,X000932.SZ,X601168.SH,X600399.SH,X300073.SZ,X000630.SZ,X000723.SZ,X000883.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0.01574504516697,0,-0.0138044273071786,0,0,0,0,0,0.118479951537555,0,0,0,0,0.0145220644380794,0.00248898554736106,0,0.0719879886656026,0,0.0106461331991815,0,0,0,0,0,0,0.0035648097397409,0,0,0,0,0,0,0,-0.0306187625620768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.000991222707212644,0,0
X600028.SH,0,0,0,0,0,0,0,0,0,0,-0.0444456308507589,0.0657617262880619,0,0,0,0.0408858002358704,0,0,0,-0.0339863205022847,0,0,0.00234761201260484,0,0,0,0,0,0,0,0,0.064651975533012,0,0,0,0.00712586396553166,0,0,0,-0.029170417952022,0,0,0.131869487274188,0,0,0,-0.0330014387177232,0,0.0206646739827259,0,0,0,0,0,0,0,-0.00649969070654952,0,0
X601088.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.706733912011037,0,0,0.138064868453461,-0.014682608828702,0,0,0,0,0,0,0.0139046633990316,0,0,0,0,0,0,0,0,0,-0.0187316316336629,-0.0481955397392479,0,0,0,0,-0.0898322839503819,0,0,0,0,0,0.003053202987166,0,0,0,0,-0.00532786976476471,0,0
X600309.SH,0,0,0,0,0,0,0.0340239587181739,0,0.0436465214596242,0,0,-0.112246411514317,0,0,0,0,0,0,0,-0.0352534321931434,0,0,0,0,0,0,0,0,0,0.276297876990214,0.0446839248071157,0,0,0,-0.150161448232244,0,0,0,0,-0.177454606883246,0,0,0.0635991171660463,0.170795051714115,2.16840434497101e-19,0,0,0,0,0,0,0.0124336284073889,0,0,0,0,0.00389021457656162,0,0
X600585.SH,0,0,0,0.0956028419079669,0,0,0.00290310351939874,0,0,0.0780420262544176,-0.0599397285911637,0,-0.0115147398677862,0,0,0,0,0.0430806671010064,0,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0,-0.0262837937987262,0,0,0,0,0,0.0844105987813921,0,0.0334700694676882,0,0,0,0,0,0,0.0299481036849943,0,0,0,0,0.00243795214959363,0,0
X600019.SH,0,0,0.0571154725090162,0.0445173503387162,0,0,0,-0.102975267043814,0,0,0,0,0,0.0944166615014378,0,0,0,0.0298390924918188,0.189614178894419,-0.00594303776576716,0,0,0,0,0,0,0,0,0,0,0.0529611552564542,-6.93889390390723e-18,0.0376416306678459,0,0,0,0,0,0,0,0,0,0,0,0,0.106066921751459,0,0,0,0,-1.73472347597681e-18,0.0290530340309886,0.0523675732209068,0,0,0,0.00728479759312455,0,0
X002460.SZ,0,0,0,0,0,0,0,0.0570974459591242,0,0,0.262896952608524,0,0,0,0,0,0,0,0,0.396169591874812,0,0,0.0588291979237203,0,0,0,0,0,0,0,0.303995046731686,0,0,0,0,0,0,0,0,0.0549243912630081,0,0,0,0,0.0289755624348987,0,0,0,0.134944033340118,0,0,0,-0.0968311946084933,0,0,0,-0.0183235912807243,0,0
X600660.SH,0,0,0.064646380030903,0,0,-0.182558634066264,0.139927960108436,0,0,0,0,0,0,0,0,-0.0976994078841985,0,0,0,-0.0360158387439055,0,0,0,0.0375295257149894,0,0,0.144663632636841,0.0313370491025635,0,0,0.155113863842481,0,0,0,0,0,0,0,0,0,-0.00831382042088005,0,0,0,0,0,0,0,0,0,0,0,0.0332145613225447,0,0,0,0.017912878489535,0,0
X000708.SZ,0,0,0.151558318817203,0,0,0,0,0,0,0,0,0.0521653106211206,0,0.0406466990926406,0,0,0,0,0,0,0,0,0.11760020756509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.147301938101955,0,0,0,0,0,0,0,0,0.242695499037534,0,0,0,-0.0241967762560386,0.0936829134882218,0,0,0,-0.00159781054621312,0,0
X600547.SH,0,0,0,0,0,0.0274679077751426,0.0577168249295194,-0.0449244473177712,0,0,0,0,-0.0436056881025643,0,0,0,0,0,0,-0.0313414660705234,0,0,0,0,0,0,0,0,0.5927075281916,0,0.0278739435881931,0.0132202858845624,0,0,0,0,0,0,0,0,0,0,0,0,0.0247237896486177,0.0428839586003689,-8.67361737988404e-19,0,0,0,0,0.00892843341919167,0.00498694343815714,0,0,0,0.00443190188415138,0,0
X002271.SZ,0,0,-6.93889390390723e-18,0.188881953742983,0,0,0,0.120417490096348,0,0,0,0,0,0,0,0,0,0,0,0,0,0.140392630199908,0,0,0,0,0,0,0,0.176720781387521,0.0166823147167969,0,0,0,0,0,0,0,0,-0.00250694298977252,0,0,0,0,-0.0839154457145723,-0.230689167455228,0.160615394837484,0,0,0,0,-0.0211019608228589,0.126426512280764,0,0,0,0.0345529655714826,0,0
X600011.SH,0,0,0,-0.157195962886652,0,0,0,-0.0141707187031111,0,0,0,0,0,0.0932796504339255,-0.0394189427068256,0,0,0,0,0,0,0,0,0,0.0782932360085169,0.181743355099615,0,0,0,0,0,0,0,0,0,0,0.0243769931088647,0,0.1167703381418,0.100432782926222,0,0,0,0,0,0,0.00410148536449629,0,0,0,0,0.0142673839575225,-0.0301425202046494,0,0,0,0.00754866858814035,0,0
X600176.SH,0,0,0,0,0.302363955969505,0,0,0,0.0478228756945598,0,0,-0.116903827752849,0,0,0,0,0,0,0,-0.0792362350696857,0,0,0,0,0,0,0,0,0,0.00632182382054318,0,0.143040922925667,0.018843106255932,0,0,0,0,0,0.101916592398164,0.0040190558353842,0,0,0,0,0.0181214289442126,0,0.438431276519905,0,0,0,0,0,-0.00600588200689474,0,0,0,-0.00358930964791842,0,0
X600362.SH,0,0,0,0,0,0,0,0,0,0,-6.93889390390723e-18,0.227291769636955,0,0,0,0.0216914952691832,0,0.0534170489618788,0.270885474303483,0,0,0,0.297628078122514,0,0,0,0,0.0875180250065873,0,0,0,0,0.249407139750748,0,0,0,0,0,0,0,0,0,0,0,0,0.0721573617561355,0,0,0,0,0,-0.0350963566391236,0,0,0,0,-0.0383840402953547,0,0
X000786.SZ,0,0,0,0,0,0,0,0,0,0,0.131498690094817,0,0,0,0,0.132724969931627,0,0,-0.0784495558337411,-0.124323704351939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.120932396210352,0,0.082225484680901,0,0,0.0993013947953155,0,-0.0831122519162241,0,0.251583021563794,0,0,-0.0871655587968736,0,0,0,0,0.00910288566443377,0,0,0,0,0.0102608620228828,0,0
X600426.SH,0,0,0,0.449921726742836,0,0,0,0,0,0,0,0,0,0.0462344376400792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0344157875213126,0,0.0668048415304691,0,0,0,0,0,0,0,0,0,0,0,0,0.0161706371615029,0.183043813557302,-0.00458642099385908,0,0,0,0,-0.020855127775662,0,0,0,0,-0.0120807372946984,0,0
X600886.SH,0,0,0,0,0,-0.0122044283941804,0,0,0,0,0,0.23526620546917,0,0,0.265933470953589,0,0,0,0,0.0248433743163985,0,0,0,0,0,0,0,0,0,0.0191108786997693,0,0,0,0.0423718253176338,0,0,0.0724751256057722,0,0,0,0,0,0,-0.21098510083761,0,0,-0.00755122828010473,0,0,0,0,0.0398303696762914,-0.0145242759616938,0,0,0,-0.00565476176413138,0,0
X601600.SH,0,0,0,0,0,0.142121469772745,0,-0.0460784691268461,0,0,0,0,0,0.167327392661749,0,0,0,0,0,0.0303083747228778,0,0.00589365155827144,0.042021901667737,0.0853421126729912,0,0,0,0,0,0,0,0,0.251456076116678,0,0,0,0,0,0,-0.0129552901054739,0,0,0,0,0.0512896172521389,0,0.0297897004937629,0.118463396315289,0.0326193116904254,0,0.0271422071342397,0,0,0,0,0,-0.0146213118523919,0,0
X601898.SH,0,0,0.405152304833792,0,0,0,-0.0217178551020428,-0.10443985977677,0,0,0,-0.0161644896350783,0,0,0,0,0,0,0,-0.0478616508364653,0,0.309255449887149,0,0,0,0,0,0,0,0,0,0,0.156632502015825,0.0850048087842741,0,0,0,0,0,0,0,0,0,0,0,0.0178759718228308,0,0,0.148018004466571,0,0,0.0202102779163808,0,0,0,0,-0.0014922545257299,0,0
X002466.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.215944114568579,0,0.239897629587083,4.33680868994202e-19,0,0,0,0,-0.279737799086642,0,0,-0.309413484192426,0,0,-0.149031476529992,0,0,0,0.10446106734018,-0.415393431276665,0.308288499791682,0,0,0.102077756225489,-0.145487498612768,0.948128595538983,0,0,0.0244358055287751,0,0
X600010.SH,0,0,0,0,0,0.0556950888620419,-8.67361737988404e-19,0,0.0165019663200849,0,0,0.0539870598322762,0.0354076581055023,0,-0.0609702960564495,0,0,0,0,-4.33680868994202e-19,0,0,0,0,0,0.0160446925370154,0.0821524405910363,0,0,0,0,0,0,0,0,0,0,0,0.080346476179223,0.011466038006687,0,0,0,0,0.113570638836512,0,0.0544057734237753,0,0,0,0,0.0146254226875215,0,0,0,0,0,0,0
X600188.SH,0,0,0.397946251178579,0,0,0,0.0483015051047709,0,0,0,0,0,0,0,0.029841338575045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0850311380484697,0,0.307109987113954,0,0.0264486729758913,0.0873720869075607,0,0,0,0.0643456530819726,0,0,-0.0459761581488545,0.119509006097778,0,0,0,-0.00048069651169401,0,0
X600111.SH,0,0,0,0,0,0,0.129799623806582,0,0,0,0,0,0,0.183128098942532,0,0,0,0.1251416749645,0,0,0,0,0,0.136772207997004,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0.0129368118904458,0,0.316028067792656,0,0,0,0.0610930262311744,0.0323710421935467,0,0,0,0,0.0445646114704142,-0.0981825376830244,0,0,0,-0.00418303975801907,0,0
