,X601857.SH,X600028.SH,X601088.SH,X600019.SH,X600585.SH,X600010.SH,X601600.SH,X600309.SH,X600011.SH,X601898.SH,X002466.SZ,X600688.SH,X601992.SH,X600795.SH,X600660.SH,X600188.SH,X002460.SZ,X600362.SH,X601991.SH,X300072.SZ,X600547.SH,X600111.SH,X600886.SH,X600516.SH,X000792.SZ,X000709.SZ,X000898.SZ,X600157.SH,X600027.SH,X600339.SH,X000408.SZ,X600489.SH,X000959.SZ,X600219.SH,X000723.SZ,X002271.SZ,X600176.SH,X000553.SZ,X600808.SH,X600549.SH,X600352.SH,X601158.SH,X000883.SZ,X000807.SZ,X000786.SZ,X000983.SZ,X000630.SZ,X600299.SH,X002092.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0.0238603468577611,0,0,0,0,0.0205093764018891,0,0,0.0540319250390218,0,0.00436322890518076,0,0,0,0,0.0321704044045486,0,-0.0258495120138914,0,0,0,0,0,0,0.024492359146688,0,0,0,0,0,0,0.0580665359434708,-0.00635734127933381,0,0,0,0,8.67361737988404e-19,-0.0594251190777246,0,0,0,-0.0296598085359261,0,-0.00813957821993445,0.00721117594746448,0,0,0,0,0,0
X600028.SH,0,0,0,0,0.157575278048439,0,0,0.0366859115331289,0,0,0,0,0,0,0,0,0.00779151576923121,0,0,0,0.0254117139652002,0,0,-0.0487273142140533,0,0,0,0,0,-0.0681784923261429,0,0,0,-0.000321661447907403,0,0,0,-0.0359609920299555,0,0,0.121912796241651,0,0,0,0,0,0,0,-0.0197886831897094,0,-0.00391648117213296,0,0,0,0,0,0,0
X601088.SH,0,0,0,0.103414254257703,0,0,0,-0.0230090717342265,0,0,0,0,0,0.82250132186626,0,0,0,0,0,0,0,0.0554430929790373,0,0,-0.0435171710346495,0,0,0,0,0,2.71050543121376e-20,0,0,0,0,0,-0.111871942375761,0,0.0112780068750779,0,0,0,0,0,0,0,0,0,0.124281278127659,0,0,-0.00890574803154403,0,0,0,0,0,0
X600019.SH,0,0,0.0510248232045474,0,0,0,0.0119928132495436,0.0515165975182819,0,0.3288272393316,-0.00141675247356492,0,0,0,0,0,0,0,0,0,0,0,0,-0.0265047383891305,0,0,0.0832933353852691,0,0,0,0,0,0,0,0,0,0,0,0.31329227972044,0,0,0,0,0,0,0,0,0,0,-0.0587060068179377,0,-0.0176994926810603,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,-0.0137127686907571,0.101702641804927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0932076245691769,-0.0951094534759501,0,0,0,0,0,0.00873186136180919,0,0,0,0,0.0498867925538678,0,0,0,-0.0245652336018978,0,0,0,0.141395156099407,0.0667578381162633,0,0,0,0,-0.108014966283399,-0.000520249878261321,0,0,0,0,0,0,0
X600010.SH,0,0,0,0.050614569281581,0,0,0.000676337099644204,0,0,0,0,0,0,0,0,0,0,0.053461185309064,0,0,0,0.100005218466796,0,-0.0165911174792556,0,0.147446428129194,0.124491700161316,0,0,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,0.13820523290635,0,0,0,0.0566881962981057,-0.0317308998205888,0,0,0,0.176015292181386,0,0,0.016256858942395,0,0,0,0,0,0
X601600.SH,0,0,0,0.0495933214506051,0,0.357291397646592,0,0.0322051889928101,0,0.295066647619498,0.130980792020363,0,0,0,0,4.33680868994202e-19,0,0,0,0,0,0,0,0.0840863601138404,-0.00821727969254033,0,3.46944695195361e-18,0,0,-0.0118332016632713,0,0,0,0,0,0,0,0,0,0,0,0,0,0.122301359050056,0,0,0,0,0,0,-0.018660710625943,0,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0.115557137025649,0,0,0,0,0,0,0,0,0.422398734302715,0,0.0272402252577275,0.129473851888545,0,0,0,0,0,0.053642218900393,-0.0623389271767786,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0382533072463727,0,0,0,0,0,0.132014474065705,0,0,0,0.259674611926703,0,0.0271891138770853,0,0.126967192230337,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0.0213284390050843,0,0,0,0,0,0,0,0.0187282418851897,0,0,0.0464070524146733,0,0,-0.0346301089111064,0,-0.0374600818027691,0,0.0773913794328144,0,0,0,0,0,0.0351684864683025,0,0,0,0,0,0.0350759860418791,0,1.73472347597681e-18,0.186868326584358,0,0,0,0,0,0,0,0,0,0,0.0125205141103454,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0.0488120205437355,0,0,0,0,0,0,0,0,0,0,0.120100271355824,0,0,0,0,0,0,0,0,0.234765253037423,0,0,0,0,0,0,0.0512604772036696,0,0,0,0,0,0.122288587850671,0,0,0,0,0,0.138362003886551,0,0,0,0,0,4.33680868994202e-19,0,0,0,0,0,0
X002466.SZ,0,0,8.67361737988404e-19,0,-0.00477754482809533,0,0,0,0,0,0,0,0,-0.0149370141233161,0,0,0.571341124619347,0,0,0,0,0,0,0.0482460845094168,0.0285374785723776,0,0,0,0,0,0.0723258822126675,0,0,0,0,0,0,0,0,0.108525219347524,0,0,0,0,0,0,0,0,-0.0296460657746299,0,0,0,0,0,0,0,0,0
X600688.SH,0,0,0,0,0,0,0,0,0,0,0.0711651404565392,0,0,0,0,0,0,0,0,0,0.0251995913457978,-0.0263621532765879,0,-0.103717631368508,0,0,0,0,0,0,-0.197404356405015,0.00206841267366249,0,0,0,0,0,0,0.0431778445144217,0,0,0,0,0.126207540863114,0,0,0,0.107495589139185,0,0,-0.0512934272193131,0,0,0,0,0,0,0
X601992.SH,0,0,0,0,0,0,-0.120094412186273,0,0,0,-0.0864439345905764,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0.157537354047779,0,0.0226056062837126,0,0,0.000287338124122887,0,0,0,0,0,0,0,0,0,0.254597763794901,0.503371327027734,0,0,0,0,0,0,0,0,0,0.00889429185501553,0,0,0.0253402488326603,-0.0240544573084534,0,0,0,0,0,0
X600795.SH,0,0,-0.0195274819782303,0,0.0501263888168257,0,0,0,0,0,-0.085133315594866,0,-0.0389570893282215,0,0,0,0,-0.441983726015769,0.0822907977259,0,0,0,0,0,0,0,0.0947777517606001,0,0,-0.0198794522124681,0,0,0,0,0.0662425440169099,0,0,0,0.0315092925273289,0,0.0245089543796682,0,0,0.0922075570868048,0,0.151005331499028,0,0,0,0,0.00160330980006819,-0.0442519049374389,0,0,0,0,0,0
X600660.SH,0,0,0,0.0269465895054793,0.258413172411878,0,0.0963392954716452,0.0750372564156741,0.0478840925560519,0,0,0,0,0,0,0.0579450957522734,0,-0.109162394522123,0.0475961080815695,0.0839828657225814,-0.0793343981876438,-0.0733486988364224,0,0.0287493929104239,-0.0116326685731499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0373171945165916,0.0341324555205767,0,0,0,0,0,0
