,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600309.SH,X600547.SH,X600019.SH,X000708.SZ,X600011.SH,X002460.SZ,X002271.SZ,X600801.SH,X600886.SH,X601898.SH,X600660.SH,X600010.SH,X601600.SH,X600362.SH,X600489.SH,X600188.SH,X600352.SH,X600688.SH,X601991.SH,X000786.SZ,X600795.SH,X600111.SH,X600027.SH,X002466.SZ,X601992.SH,X600299.SH,X600176.SH,X600126.SH,X600426.SH,X002075.SZ,X600486.SH,X600529.SH,X000723.SZ,X002353.SZ,X601158.SH,X600516.SH,X600315.SH,X600612.SH,X600219.SH,X000401.SZ,X000932.SZ,X000898.SZ,X002409.SZ,X000883.SZ,X000553.SZ,X000301.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.0264975783671757,0,0,0,0,0,0,0.020551480848141,0,0,0.00275913051698203,0,0,0.0406328114606426,0,0,0,0.143222454024217,0,0,0.0623684336856349,0,0,0,0,0,0,0,0,0.0987019420718323,0,0,0.012028242176276,0,0,0.0212578505400438,0,0,-1.73472347597681e-18,0,0,0,0.0281176105664111,0,0,0.0117950161307096,0,0,0,0.0270268404577118,0.00384546106470351,-0.00623508996084135,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0100507476490839,0,0,-1.73472347597681e-18,0,0,0,0,0,0.0065407811222737,0,0.142872328360295,0.0704212315961147,0,0,-0.0161292589160415,0,0,0.0386419800949981,0.0391956503128865,0,0.0763453596631697,0,0,0,0,0,0,0,0,0,0,0,0.00723214518177768,-0.00694508526748269,0,0,0,0,0,0
X601088.SH,0,0,0,0.261195335884306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.465114041834936,0,0,0,0,0,0,0,0.0480749414696117,0,0,0.0175970348687106,0,0,-0.177806245246936,0,-1.73472347597681e-18,0,0,0,0,0.0625300706941577,0,0,0,0,0,-0.0191079744721395,0,0,0,0,0.010198164856603,0,0,0,0,0,0,0
X600585.SH,0,0,-6.93889390390723e-18,0,0.197369647564939,0,0,0,0,0.0108912922894206,0,0.58648939298277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0511525117817811,0,0.0581575680309904,0,-4.37216570221719e-05,0,0,-0.0216570543731172,0,0,0.00229994970291996,0,0,0,0,0,0,-0.0377492760411657,-0.00654952980028822,-0.0018819097674789,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0.00360678140705767,0,0,0,0,0,0.0607115678468481,0,0,0.0155110665093164,0,0,0,0,0,0,0.00946840021110282,0,0,0,0,0,0.206491913899643,0,0,0.159056385189968,-0.0141429691100982,0.142413762514099,-0.0122684269997965,0,0.0646854409863577,0,0,0,0,0,0.0643923720079383,0,0,0,0,0,0,0,0,0,0.00643786830138921,0.0163530024273545,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,0.0527697746968736,0,0,0,0,0,0,0,0,0,0,0.55009059876938,0,0,0,0,0.0467252131966866,0,0,0,0.182134824023546,0,0,0,0,-0.11110305878693,0.0160607047599109,0,-0.0716401502131781,0,0,0,-0.0435997207175885,0,0.137395782983462,0,0,0,0,-0.0949021951519805,0,0,0,0,0,0.0179803657736118,0,0,0,0,0,0
X600019.SH,0,0,0.0528126372244882,0,0.147306626433521,0,0,0,0,0,0,0,0,0,0,0,0,0.116935915551938,0,0,0,0.0744612606060459,0,0.0962536338751008,0,0,0,-8.67361737988404e-19,0,0,0.0201131669877755,0,0.0487843333397096,-0.0103180802638622,0,0.0164486408891714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00489882003514136,-0.012290759504739,0,0,0,0,0,0
X000708.SZ,0,0,0,0,0,0.0577620245029143,0,0,0,0,0.160979679337757,0.0248566385334704,0,0,0,0,0,0,3.46944695195361e-18,0,0,0.0536127439522534,0,0.214096452309909,0,0,-0.120970874548989,0,0,0,0,0.0536648856571307,0,0.0362912858434081,0,0,0,0.167492822882314,0,0,0,0,0,0,0,0,0,0,0,0,-0.0716502221963588,-0.00390657544688216,-0.0346864548824262,0,0,0,0,0,0
X600011.SH,0,0,0.235160580705406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.228625135920537,-0.092039342903517,0,0.190170642253468,0,-0.0624337591903014,0,0,0.236154224222119,0,0,0,0,0,0.101034809335605,8.67361737988404e-19,0,0.0623406027135198,0,0,0.00122285602745791,0,0.0321340587918317,0,0,0,-0.000691964054972175,0,0,0,-0.194736704156921,0,0
X002460.SZ,0,0,0,0.0561275511477289,0,0.0497008508251755,0,0,0,0,0,0,0,0,0.36375976752243,0,0,0,0,0,0,0,0,0.121711751523182,0,0,0.102373090557149,0.113382959137372,0,0,0,0,0,0.00688480146306823,0,0.107414355133778,0,0.0257904961817501,0,0.0541951101937613,0,0.310655314506084,0,0,0,0,0.234137150275114,0,0,0,0.0319438029302389,-0.018927970821339,-0.0212595192739443,0,0,0,0,0,0
