,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600309.SH,X600019.SH,X600547.SH,X600660.SH,X002271.SZ,X002460.SZ,X000708.SZ,X600011.SH,X600886.SH,X000786.SZ,X600362.SH,X601898.SH,X600010.SH,X600176.SH,X601600.SH,X600801.SH,X600426.SH,X600489.SH,X600188.SH,X600352.SH,X601991.SH,X600111.SH,X600795.SH,X600688.SH,X000301.SZ,X600299.SH,X600027.SH,X002080.SZ,X600803.SH,X300037.SZ,X601992.SH,X000932.SZ,X002466.SZ,X002075.SZ,X600219.SH,X600315.SH,X600486.SH,X000883.SZ,X000027.SZ,X600529.SH,X600612.SH,X000898.SZ,X002353.SZ,X002409.SZ,X000723.SZ,X601158.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0.00349696393136124,0,0,0,0,0,0,-0.00447350046716444,0,0,0,0.00933927607203479,0.111468822209857,0,0,0.0287628672377667,0,0,0,0,0,0,0,0,0,0,0,-0.020231219201015,0,0,0,0,0.0952137657805023,0,0,0,0.128627473658743,-0.014367509253609,0,0.0350972452635485,0.0182792036439455,0,0,0,0,0,-0.0114358749041942,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0,0,0.043146107720737,0,0,0,0.00301841519197248,0,-0.000482990447031106,0.0407344403318831,0,0,0.0512492874126363,0,0,0,0,0.0125729710117444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0432408666959662,-0.00720711553141782,0,0,0,-0.0235997928421673,0,0,4.33680868994202e-19,0,0,0,0,-0.000666059846700939,-0.00543218788341592,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,-0.00940733590001896,0,0.113432855391211,0,0,0,0,0,0,0,0,0,0,0,0,0.295471716060093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0240846977954978,0,0,0,0,0,0,0,0,0.0021002686610563,0,0,0,0.013741188431857,0,0
X600585.SH,0,0,0,0,0,0,0,0,-0.0196466537065688,0,0,-0.0227730904511481,0.00899164737007781,0,0,0.112686241477287,0,0.0711127585963416,0,0,0,0.0396595023231404,0,0,0.0761153095950575,1.0842021724855e-19,0.0120941381725169,0,0,0,0,0,0,0,0,0.00940100523700855,0,0,0,0.116141825884483,0,0,0,0.0118985488230796,0.016246681103129,0,0,0,0,0,0,0.0146201859936153,-0.0066871017056759,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0.191256291433109,0,0,0,0,0,0,0,0,0,0,0,0,0,0.248650447796374,0.0916305308621758,0,0,0,0.045565227680877,0,0,0,0,0,0,-0.0918768431551835,0.297207415787838,0,0,0.137844321075894,0,0,0,0,0,0,-0.0532105452674085,0,0,0.109019435028219,0,0,0,0,0,0.00955557982517904,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,-0.00683860011154678,0,0.0898610341387142,0,0,0,0,0,0,0,0,0,0,-0.0938433275993896,0,0.127667265413157,0,0,0,0,0,0,-0.0160781411038524,0.0717011830300565,-0.0100314917766425,0,-0.0180105687155795,0,0,0,0,0,0,0,0,0,0,0,0.149256491260001,0,0.0498279591442423,0,0,0,0.0623788349365544,-0.00876230187536299,0,0,0,-0.0245090810810165,0,0
X600547.SH,0,0,0,0,0,0,0,0,0.00793637462824438,0.0106922449009466,0,0,0,0,0,0,0,0,0,0,0.0259114528029621,0.625551437132094,0,0,0,0.136947517972411,0,0,0,0,0,0.0604184427104783,0.0261709940204512,0,0,0,0,0,0.0291266926299305,0.0889928528515246,0,0,0,0,0,0,0,0,0,0,0,-0.010887674911935,-0.0166061289332809,0,0,0,0,0,0
X600660.SH,0,0,0,0,0,0,0,0,0,-0.0285042821339383,0,-0.0823410628775984,0,-8.67361737988404e-19,0,0,-0.0207584177633532,0,0,0,0,0.131789585334004,0,0.127262046501528,0,0.0146106629236739,0,0,0,0,0,0,0,0.247393772205836,0,0,-0.0205470695217654,0.0301387682574405,0,0,0,0,0,0,0,0,0.0547768373073993,0,0,0,0,-0.015399945205077,0.0676498200631406,0,0,0,0,0,0
X002271.SZ,0,0,0,0,0,0,0,0.0152692008727562,0,-0.119198116551304,0,0,0,-0.0960516023626271,0,0,0,0.267790295039555,0,0,0,0,0,0,0,0.0255869876758319,0,0,0,0,0,0,0.126570082603494,0.291880850994256,0,0,0,0,0,0.0702642759273094,0.0708206376994545,0,0,-0.000376719635077315,0,0,0,0.0835186916826827,0,0,0,-8.67361737988404e-19,0.0829851685619748,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0,0.0633110091548202,0,0,0,0,0,0,0,0,0,0.0502417432043625,0,0,0,0,0,0.238348198070419,-2.71050543121376e-20,0.105865004920071,0,0,0,0,0,0.143537800616113,0.211905905853157,0.00185297784971554,0,-0.0990251445909223,0.280701787767184,0,0,0,-0.0475699753638534,0,0,0,0,0,0.195843423397146,-0.00912672006398356,0,0,-0.115377886809141,0,-0.0499198532187237,0,0,0,0,0,0
X000708.SZ,0,0,0,0,0,0,0,0.111296839913449,0,0,0,0.056107292884193,0,0,0,0,0,0.0705254600625815,0,0,0,0,0,0,0,0.114548020711475,0,0,0,0,0,0,0.0695129752838555,0,0,0.0267754519434975,0.0105197051750099,-0.0606154812375591,0,0.08601195606637,0,0,0,0,0,0,0,0,0,0,0,-0.0116615722070041,0,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0.0338723778926072,0,0,0.0747250120823034,0.402870551768732,0,0,-0.0694911322185112,0,0,0,0,0,0,0,0,0,0,-0.020343218266626,0.246266367726163,0.881995619652905,0,0,-0.251210613402389,0,0,0,0,0,0.0990998482175963,0,0,0,-0.0161237540191598,0,0,0,0,0,0,0,0,0.00427519816396559,0,0,0,0,0,0
X600886.SH,0,0,0,0,-0.0111283333033304,0,0,0,0,0,0,-0.012928684899563,0,0,0,0,0,0.0956633966352585,0,0,0,0,0.203354289512535,0,0.0830852349334899,0.0673739428030763,0,0,0,0,0,-0.175512634520115,0.0990818072162956,-0.0290766221046781,0,0,0.0483847111425471,-0.0410428998227933,0,0,0,0,0,-0.00648359655991733,0,0,0,0,0,0,0,0,-0.00820973293695988,0,0,0,-0.0269638043437282,0,0
X000786.SZ,0,0,0,-0.0276544199991673,0,0,0,0.0678471262255897,0,0,0,0.0728118870459536,0.220779418326362,0,0,0,-0.338880481423426,0.155059683933412,0,0,0.136392871527486,0,0,0,0,0,0,0,0,0,0,0,0.204860131480525,-0.0990693085176532,0,0.118969157235887,-0.0734493124054645,0,0,0.182281549640153,0,0,0,0.199598197703868,0,0,0,0,0.0788706129339378,0,0,0.0124565773128313,1.73472347597681e-18,0,0,0,0,0,0
X600362.SH,0,0,0,0,0,0.0201915981050035,0.263691160047936,0,0,0.0406970903430588,0,0.209508737992722,0,0,0,0,0,0,0,0,0,0.0650213363234974,0,0.23457405587832,0,0,0,0,0,0,0,0,0,0.144342785059936,0,0,0,0,0.158035451814639,0,0,0,0,0,0,0,0,0,0,0,0,-0.0101406049365067,-0.0116578896533595,0,0,0,0,0,0
X601898.SH,0,0,0,0,0.0377820565043193,0,0,0,0,0,0,-0.02459395040145,0.022680240895904,0,0,0,0,0.00214723478591765,0,0,0.00639195966748169,0,0.251559553114576,0,0.0282630671519561,0.00693402899314975,0,0,0,0,0,0,0,0,0,0,0.088952091390596,0,0,0,0,0,0,-1.0842021724855e-19,0.0176660800593819,0,0,0,0,0,0,0.0170763043736481,-0.00609861436089256,0,0,0,0,0,0
X600010.SH,0,0,0,0,-0.0834799811419863,0,0,-0.136556070161187,-0.0559886253324595,0,0,-0.225481289239494,0,0,0,0,0,0.0501736654898239,0.315193409417758,0,0,0,0,0.0356030669812258,0.199114834285216,0,0.134369036651653,0,0,0,0,0,0.0225415680241887,0,0,0,0,0,0,0,0,0,0,0,0,0.241805377331326,0,0,0.225836817266159,0,0,0.0475074844631936,0,0,0,0,0,0,0
X600176.SH,0,0,0,0,0,0,0,-0.0956089016192597,0.0758246844719763,0,0,-0.0383524546992267,0,0,0.447678878780213,0,0,0,-3.46944695195361e-18,0,0.0957957629003617,0,0,0,0,-0.131058597379754,0,0,0,0,0,0.106029309414011,0.0520800075689671,0,0,0,0,0,0,0.159071545912778,0,0,0,0,0,0,0,0,0,0,-0.0243611826923343,0.000939131551181282,0.0389579939798957,0,0,0,0.0656264205517558,0,0
