,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X600188.SH,X600011.SH,X600585.SH,X600019.SH,X002460.SZ,X002466.SZ,X601898.SH,X000792.SZ,X600547.SH,X600886.SH,X601600.SH,X600111.SH,X600660.SH,X600010.SH,X000708.SZ,X000301.SZ,X000877.SZ,X600795.SH,X002271.SZ,X600362.SH,X600803.SH,X600426.SH,X601991.SH,X600027.SH,X601699.SH,X000983.SZ,X600176.SH,X600489.SH,X000807.SZ,X600995.SH,X000786.SZ,X600160.SH,X000408.SZ,X300037.SZ,X600219.SH,X600378.SH,X000629.SZ,X000539.SZ,X002080.SZ,X002409.SZ,X600612.SH,X600688.SH,X600985.SH,X600348.SH,X600157.SH,X000932.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.650443735198322,0,0,0,0,0,0,0,0,0,0,0,0.112621851053018,0,-0.138223765041574,0,0,0,0,0,0,0,0,0,0,0.114690832148623,0,0.0812367133554827,0,0,-0.00405874661587554,0.17939208287316,0,0,0,0,0.0840432588081591,0,0,0,0.0184418927106921,0.103875811827231,0,0.047257713397734,0,0,0,0,0,0,0.0952925700063248,-0.020065997027503,0.133041105797246,-0.173423268401626,0,0,0,0
X600028.SH,0.68697428151844,0,0,0,-0.107889493074623,0,0,0,0,-0.101460985203865,0.0732256646682709,0,0.131064911469803,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0122121944469022,0,0,0,-0.026456438644685,0,0,0,-0.0312092252002344,0,0,-0.000249395735533432,0,0,0,0,0,0,-0.0157525460467595,0,0,0,0,0,0,0.0161263804464945,-0.0221785460421287,0,0,0,0,0,0
X601088.SH,0.148579823526714,0,0,0,-0.288792437616079,0,0,0,0,0,0.151517177492574,0,0,0,0.24438375587015,0,0,0,0,0,0,0,0,0,-0.0229178659108002,0,0,0,0,0,0,0.0190166078535941,0,0,0.0817714678812701,0,0,0,0,0,0,0,0.00762987900215645,0,0,0,0.275166691061979,0,0,0.00986479622666766,0,-0.00106686023344603,-0.0587369317311691,0,0,0,0,0,0
X600309.SH,0.0274690490272751,0,0,0,0,-0.104059949244212,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0495164017327727,-0.0620170960928377,0,0,0,0,0.291471641226856,0,0,-0.0718974147110355,0,0,0,0.095596464191039,0,0,0,-0.00824431614653053,0.0364942669472047,0,0,0,0,-3.3881317890172e-21,4.33680868994202e-19,0,0,0,0,0,0,0,-0.0749528697206202,0.0229598343425977,0,0,0,0,0,0
X600188.SH,0,0,0,0,0,0,0,0,0,0,0.271646948548418,0,0,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,0.13947585458029,0.0634497169028639,0,0,0,0,0.0986975011126637,0,0,0.0560344021761034,0,0,0,0,0,0,0,0,-0.00626607540557794,0,-0.037045913062362,0,0,0,0.421846240450593,0,-0.0467216123805363,0,-0.0161018563163259,-0.0611821304316585,0,0,0,0,0,0
X600011.SH,0,-0.0135624751539286,0,0,0,0,0,0,-0.265734457554222,0,-0.124708178994818,0,0,0,0,0,0,0,0,0,0,0.399142567432998,0,0,0,-0.0359202786950938,0.207163761815163,0.192042400540777,0,-4.33680868994202e-19,0,0,0,0,-0.00886785439163854,0,-0.045083955301941,-0.0098214963771241,0,0,0,-0.0136602276171347,0.126541329482286,0,0,0,0,0,0,0,0,0,-0.0190990453947992,0,0,0,0,0,0
X600585.SH,0,0,0,0,-0.0101575078865012,0,0,0,0,0,0,0,0,0,0.0333724944784226,0,0,0,0,0,0.123348125868124,0,0.119192552556935,0,0,0,0,0,0,0,0.0550574090401659,0,0.119434862597915,0,0.116836403729893,-0.0400010059065785,0,0.0129660446053285,0,0,0,0.090818441119897,0,0,0,0,0,0,0,0,0,-0.00738017921633909,0.00260097071285626,0,0,0,0,0,0
X600019.SH,0,0.145869846568689,0,0,0.0866426468280641,0,0,0,0,0,0,0,0.0958658995371665,0,0.0913185834125527,0,0,0,0,0,0,0,0,0.0768490153721288,0,0,0.0560322448206549,0,0,0,0,-3.46944695195361e-18,0,0,0,0.0401704400358586,0,-0.0355555304358541,0,0,0,0,0,0,-0.00646799253614594,0,0,0,0,0,0,0.0472831338161823,-0.0055598460492463,0,0,0,0,0,0
X002460.SZ,-0.0662351227443868,0,0,0,0,0,0,0,0,0.700466530872991,0,0,0,0,0.0348165649529759,0,0,0,0,0,0.10523621320513,0,0,0,0,0,0,0,-0.107878745231544,0,0,0,0,0.0101115577716167,0,0.0246819119267526,0.0647269908481522,0,0,0,0,0,0,0,0,0,0,0,0,0.155472607005287,0.0686645177504525,0,-0.0499694308752888,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0,0,0,-0.0971809349965692,0.324271421554876,0,0,0,0,0,0,0,0,0,0,0,0,0,0.134955393252777,0,0,0,0,0,0.0967930959306085,0.15645897694735,0,0,0.117920283591217,0,0,0.138494968120554,0,0,0,0,0.159455759661413,0.161743964460434,0.0908749107925147,0.108453650110422,0,0,0,0,0,0,-0.242892504420133,0,0.0104731851456359,0,0,0,0,0,0
