,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600019.SH,X600010.SH,X600585.SH,X601898.SH,X600688.SH,X600188.SH,X600795.SH,X601600.SH,X300072.SZ,X600547.SH,X601991.SH,X600157.SH,X600027.SH,X600362.SH,X600309.SH,X601992.SH,X600660.SH,X600111.SH,X600886.SH,X600489.SH,X600623.SH,X002466.SZ,X600299.SH,X601158.SH,X000792.SZ,X002075.SZ,X000723.SZ,X000408.SZ,X000709.SZ,X000898.SZ,X000983.SZ,X600583.SH,X000883.SZ,X600352.SH,X000959.SZ,X600549.SH,X000539.SZ,X000027.SZ,X600176.SH,X600758.SH,X002470.SZ,X000630.SZ,X600021.SH,X601699.SH,X000012.SZ,X600126.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0.0229161250095876,0,0,0,0.0393655289589555,0,0.039828220659933,0,0,0,0.000156911660276702,0,0,0,0,0.0506685485419856,0.0159292709742592,0,0,0,0,0.00617952032699628,0,0,0,0,0.00175817930056252,0,0,0.0175611982146054,0.04931184156001,0,0,0.0508818648004265,0,0,0,0.030891978899382,0,0,0,0.00822596471777998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600028.SH,0,0,0,0.0130089540078045,0,0,0.145040674457106,0.10446189276419,0,0.00741775644864911,0,0,0.0359517737812861,0,0,0,0,0,-0.00321934521656053,0,0,0,0,0,0,0.0304871281972441,0,0,0,0,0,0,-0.0620490619982377,0,0.0302033790671212,0,0,0,0,0,0,0,-0.00221747214991161,0.0588904425421397,0,0,0,0,0.0325182779049686,0,0,0,0,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0,0,0.0860295234811425,0,0,0.0453658981666538,0,0,0,0,0,0,0,0,0,0,0.0398690817334882,0,0.0265075027588633,0,0,0.0160893778594164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0647370690352717,0,0,0,0,0,0.061643370988911,0,0.0390273365182777,0.0345045645687331,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0.105716583434211,0,0,0.10204017973608,-0.0128791249337858,0,0,0.0205601954283734,0,0.0206897183736479,0,0,0,0.110551498669936,0,-0.004257993647161,0,-0.273388833323338,0,0,-0.00966324264196511,0,0,0,0,0,0,0,0.167766282712476,-0.0385392634400321,0.0297489300369737,0,0,-0.136126935354394,0,0,0,0,0,0,0,0,0.025424769288307,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00138755107093709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0.00952213257963871,0.00989428416340224,0,0,0.0275400605609527,-0.000806498315306681,0,0,0,0,0.0169280996968851,0,0,0.111488395686833,0.080036381482031,0,0,0,0,0,0.172829490269094,0,0,0,0,0,0.0915234882577084,0,0,0,0.00667617427022857,0.074236308278669,0,0,0,0.0131081021415403,0,0,0,0,0,0,0,0,-0.0342633772406818,0,0,0,0,0,0
X600585.SH,0,0.115146503173998,0,0,0,0,0,0,0,0.265507996352244,0,0,0.0435991446513844,-0.0141191026225893,0,0,0,0,0,0.148482753237338,0.167699720809883,0,0,0,0,0,0,0,0,-0.106984803731545,0,0,0,0,0,0,0,0.0406170580856611,0,0,0,0,0,0.015084140508715,0,0,0,-0.0760696295795319,-0.182036091065206,0,0,-6.93889390390723e-18,-1.73472347597681e-18,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.0684682412455261,0,0,0,0,0,0,0,0,0,0,0.0544105390570406,0.0413157926076889,0,0,0.018104566046986,0,0.0432942510419402,0.00815042400361301,0,0,0,0,0,0,0,0,-0.185847530505598,0,0,0,0.0144264636139613,0,6.93889390390723e-18,0,0.374701639633815,0.196646951073154,0.0314843628664434,0,0.0707618417341686,-0.0345574250258213,0,0,0,0,0,0
X600688.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0333451812206693,0,0,0,0,0,0,0.054320113475054,0,0,0,0,0,0,0.221645716588319,0,0,0.019153594616473,0,0,0,-3.46944695195361e-18,0,0.0856727583200617,0,0,0.0716075074424986,0,0.0849414147414459,0,0,0.0197277537163192,0,0.00874388930022948,0,0,0,0,0,0,0
X600188.SH,0,0,0,0,0,0,0,0,0,0,0,0,-0.0500587469662724,0,0,0,0,0,0,0,0,0,0,0,0.112331716542875,0,0,0,0,0,-0.0188425820137339,0,0,0.104776596060672,0.629173520830403,-0.138498165426445,0,0,0,0.163676404418984,0,0,0,0,-0.0800412076298549,0,0,0,0,0,0,0.0504613355326461,0.0796131234593491,0,0,0,0,0,0
X600795.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.030292953342738,-0.0114189712804352,0,0,0.171461369238296,0.106438090675377,0,0,0,0,0.0953294019722137,0,-0.00681074225976827,0,0,0.0544202853333236,0.0587320385075983,-0.00332005338118805,0,0,0,0,0,0.037245527934485,0,0,-4.33680868994202e-19,0.0117678189533016,0,0,0.0389442608611314,-0.0101083429000831,0,0,0,0,0,0,0,0.00805587932591901,0,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,0.030960234192205,0,0,0,0,0.118538486520385,0.0829696723551474,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0495091828582419,0,0,0.0165625052902109,0,0,0,0.0773599962322933,0,0,0,0.00591833520207841,0.0102698911771271,0,0,0.135972975558715,0.148331846264111,0,0,0,0,0,0,0,0,0,0
X300072.SZ,0,0,0,0,0,0,0.353652675812757,0,0,-0.0611890304642806,0,0,0,0,0,0,0,0,0.0660360911381943,0,0.0928360678012143,0,0,0,-0.0134334646692658,0,0,0.031727635186696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.204852168132066,-0.115111864848278,0,0,0,0,0,-0.367701745011229,0.864891008672641,-0.526044149360364,0.346800860294265,0,0,0,0,0,0
