,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600309.SH,X600019.SH,X600547.SH,X600011.SH,X000708.SZ,X601898.SH,X600886.SH,X600010.SH,X600660.SH,X601600.SH,X600362.SH,X600188.SH,X600801.SH,X601991.SH,X600795.SH,X600352.SH,X600688.SH,X000786.SZ,X600111.SH,X002460.SZ,X600027.SH,X002271.SZ,X601992.SH,X600176.SH,X000723.SZ,X002466.SZ,X002353.SZ,X600516.SH,X000898.SZ,X600583.SH,X600426.SH,X600299.SH,X600489.SH,X000883.SZ,X000709.SZ,X601158.SH,X600219.SH,X000629.SZ,X600612.SH,X000027.SZ,X000553.SZ,X000630.SZ,X000825.SZ,X000792.SZ,X600808.SH,X002110.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0.019679374749335,0.153367607591677,0,0,0,0,0,0,0.0232888660772822,0,0,0.176836804551487,0,0,0,0,0,0,0.000287560042112847,0,-8.67361737988404e-19,-0.0161294392498244,0,0.064751054147572,0,0,0,0,0.0657969658779937,0,0,0,0,0,0,0,0,0,0,-0.0241591536891046,0,0.00170447233982171,0,0,0.00436866651579231,0,0,0,-0.0281400805235473,0,0
X600028.SH,0,0,0,0,0,0,0,0,0.0111090270118089,0.144677399362527,-0.0190311864218984,0,0,0,0,0,0,0,0,0,0,0,0,0.00524011719547848,0,0.116614046510844,0,0,0.000720383329182372,0,0.0538218368779042,0,0,0,0.00913834897446038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0197309625891226,0.0339488597486503,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0.50973667709764,-0.00735120460022876,0.0317125016705556,0.00422396043484762,0.0454964254472882,0.0545473190295478,0,0,0,0,0,0.0807965041363282,0,0,0,0,0,-5.68736961856669e-05,0,0,0,0,0,0,0.0313154215153255,-0.0983185450653306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0196399917255319,-0.0130267283005898,0,0,0,0,0,0
X600585.SH,0,0,0,0,0.127305857431741,0,0,0,0.00436925043809569,-0.0788394330989331,0.0345390800781657,0,0,0,0,0,0.286154032606913,0,0,0,0,0.0888668951840745,0,0,0,0,0,0,0.0111735575567216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0246820442708788,0,0.00292411968464339,-0.0368150771742902,0,0,0,0,0,0
X600309.SH,0,0,0,0.209043427586358,0,0,0.0494961573853187,0.0378933129255713,-0.074053019843883,0,0,-0.116435068450609,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0808886190578918,0,0.0711288843828643,0,0,0,0.106427837216572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0889479978778379,0,0,0.0111326258832969,-0.0345351543647379,0.00582200967850006,0,0,0,-4.33680868994202e-19,0,0
X600019.SH,0,0,0.254168123414358,0,0,0,0,0,0.0228104058317492,0,0,0.0273287418267885,-0.0421908390242204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0154258833836544,0,0,0,0,0.0518450269439629,0,0,0,0,0.169516275719065,0,0,0,0,0,0,0,0,0,0,0.00557225623746411,0,0.0101758151178395,0,0.0149073907864994,0,0,0.0166150438476805,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0151703896591641,0,0,0,0,0,0,0.0122692650910336,0,0,0,0,0,0,0,0,0,0,0,0,1.16888006014936,0,0,0,0,0,0,-0.0324554845315122,0,0,0,0.215513330602246,0,0,0,-0.0168821342588769,0.0354963285313953,0,0,0,-0.00391354014274798,0,0
X600011.SH,0,0,0,0,0,0,-0.0837090967536689,0,-0.142499315721698,0,0,0,0,0,0,0,0.072610719838845,0,0,0,0,0,-0.0621503072486873,0,0.180432375880666,0.153917106586801,0,0.0234932422764433,0,0,0,0,0,0.0374217631884755,0,0,0,0,0,0,0,0,0,0,0.0708576514977999,0,0,0.12747049450811,0,0,-0.136303055057225,-0.0383558422515912,0.0124571349277002,0,0,0,0,0,0
X000708.SZ,0,0,0,0,0.163018269963726,0,0,0,0,0,0,0.534733721147925,0,0,0.401174041523599,0,0,0,0,0.125702351739843,0,0,0,0,0,0,0,0,0.0248468844437058,-2.16840434497101e-19,0.227326443788815,0,0,-0.0450258820510801,0,0,0.43333457711359,0,0,0,0,0,0,0,0,0,0,-0.187544426822038,0,0,0,-0.0857085254468571,-0.0519201293762189,0,0,0,0,0,0
X601898.SH,0.203827190334762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.61979787260007,0,0,0,0,0,0,-0.0967890112414863,0,0,0,0,0,0,0.0811029221445779,0,0,0,0,-0.215946051850764,0,0,0,0,0,0,0,0,0,0.118100729816678,0,0,0,0,0,0,-0.0700652969561718,0.0651452741248421,0,0,0,0.00593124511305248,0,0
X600886.SH,0,0,0,0,0,0,-0.0506737561512544,0,0.1249086879777,0.0673007957906452,0,0,0,0,0,0,0,0,0,0,0,0,-0.161864931098679,0,0,0,0,0.0967038863223866,0,0.110732794684685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.160535762904512,0,-0.0293560237979071,-0.02741833564151,0,0,0,-0.0259631348677996,0,0
X600010.SH,0,0,0,0,0,0.134127352213207,0,0,0.145641691096046,0.0123565204033647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0485391329809382,0.0688902273294978,0,0,-0.01874210977598,0,0,-0.0338836641411433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.310432017845333,0,0,0,0.065224602184603,0,0,0,0.084513748074226,0,0
X600660.SH,0,0,-0.0331601150792912,0,0.129847980586932,0,0,0,0,0,0,0,0,0,0,0,0.0505836226939977,0,0,0,0,4.33680868994202e-19,0,0,0,0,0.229070944017812,0.0010346626206923,0.00512144304470733,0,-0.0324903264111113,0,0,-0.0386131971514401,-0.00157503480152241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0127013986877151,0,0,0,-0.00103611840101752,0,0
X601600.SH,0,0,0,0.162298554592856,0,0,0.0742124645665363,0,1.0842021724855e-19,0,0,0,0,0,0,0,0,0,0,0,0,0.0328097480547824,0,0,0,0.0314208259508144,0.0258382003203751,0.0500585244760697,0.13271216305647,0,0.000152816598217803,0,0,0,0,0,0,0,0,0,0,0,0,0.0527670255223385,0,0,0,0,0,0,0,0.0122890378875258,-2.16840434497101e-19,0,0,0,0.0293748179760127,0,0
X600362.SH,0,0,0,0,0,0,0,0,0.0503582869072991,0,0,0,0,0,0,0.0105506120617052,0,0,0,0,0,0,0.0727628648914284,0,0,0,0.142495332754859,0.0785164027109872,0.0178512810567321,0.0189664754883024,0,0.115032223385249,0,0,0,0,0.0620738798376691,0,0,0,0,0,0,0,0,0,0,0,0,0.00724325043996799,0,0,0,0,0,0,-0.0107928149208776,0,0
X600188.SH,0,0,0,0,0,0,0,0,-0.045035404293929,0.252988951638072,0,0,0,0,0,0,0,0,0,0.0734770734666116,0,0,0,0,0.00711478161202797,0.0247409076236045,0.0944974226617995,0,0,0,0,0,0,0,0,0.0541891457840567,0,0,0,0,0,0.0438516489850745,0,0,0,0,0,0,0.216682040297485,0,0,-0.0162602955144716,0,0,0,0,0.0512269297634134,0,0
X600801.SH,0,0,0,0.306250339289807,0,0,0,0.138840562086208,0,0.027297493793915,0.0685751250875949,-0.109925092476557,0,0,0,0,0,0,0,0,0,0,-0.123523785846781,0,0,0,0,0,0,0.0338957710741531,0,0.214829940390832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0455858321979161,0.0192815701611013,0,0,0,0.0256017705673972,0,0
X601991.SH,0,0,0,0,0,0,0,0,0.0574931370253857,0,-0.00210947910399308,0.0639996447031794,0,0.00794917998492565,0,0,0,0,0,0,0,0,0,0.0365454517839809,0,0.0128829301335024,0,0.0540678721140627,0,0,0,0.0670197828915469,0,0,0.09879289193091,0.066288932380844,0.0713668196056333,0,0,0,0,0.0148630482849968,0,0,0,0,0,0.0378777167691237,0,0.0738015900005486,0,-0.0130404096126944,0.0448693079617203,0,0,0,0.0576171167380694,0,0
X600795.SH,0.051865349658119,0,0,0,0,0,-0.0475865737873311,0,0,0,0.0895442613170934,0,0,0,0,0,0,0,0,0,0,0.0640766137745403,0,0.064652488020413,0,0,0,0,0.0209049795126241,0,0,0.0989062002262011,0,0.0469338205225426,0,-0.0158764586250786,0,0,0,0,0,0,0,0,0,0,0,-0.00815414820716521,0,0,0,0.0217023882150291,-0.0304377735995039,0,0,0,-0.0253879232064234,0,0
X600352.SH,0,0,0,0,0,0,0.0842616090007024,0,0.0105651484624857,0.0229905894856976,-0.0950865782522147,0,0,0,0,0.0071704855135963,0,0,0,0,0,0,0,0.117882056183722,0,0.0684651943296345,0,0,0.348554051154741,0,0,0.0674266041264062,0,0,0,0.0157497879150836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0609347857823812,0.0571908140340317,0,0,0,0,-0.0128565112099552,0,0
X600688.SH,0,0,0,0,0,0,-0.0279928196957758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0298264681517825,0,0.0671551079218199,0,0,0.125040439042915,0,0.00722834258052132,0,0.0771121000928859,0.031971031490481,0.0787920746607956,0,0,0,0,0,0,0,0,0,0.0354162309549085,0,0,0,0,0.0203169261330846,0,0.0195501127982733,0.0216480397444905,0,0,0,0.0523184239240924,0,0
X000786.SZ,0,0,0,0.442924280232864,0,0,-0.0343107425625122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.165738148434656,0.0902085309779881,0,0,0,0,-0.260571763232439,0,0,0,0,0,0,0,0,0,0,0,0.0245035075548384,0,0.169803576552991,0,-0.0139595187335476,0,0,0,0,-0.0158729071978606,0,0
X600111.SH,0,0,0,0,0,0,0,0,0,-0.0364298002108558,-0.161759919870905,0,0,0,0,0,0,0,0,0.195846479217442,0,0,0,0.1262504097401,0,0.0516496252758988,0,0,0.0622764087164601,0,0,0.206624362175459,0,-0.0233660664843977,-0.00848884461519101,-0.026230733730442,0,0,0,0,0,0,0,0,0,0,0,-0.0845745666095161,0,0,0,0,-0.0116763141527431,0,0,0,-0.0311498001670053,0,0
X002460.SZ,0,0,0,0,0,0,0,0,0,0,-0.0496783804528927,0,0,0,0,0,0,0,0,0,0,0,0.0811208268942165,0,0,0.114610039997408,0,0,0,0.495278392256569,0.0680041053231992,0.303482636623405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.35525271560688e-20,-0.00215180386226148,0,0,0,0.01253570164114,0,0
X600027.SH,0,0,0,0,0,0,0,0.507162836032002,0,0,0,0,0.0590150592927731,0,0,0,0,0,0,0.0753361942523145,0,0,0,0,0,0,0,-0.0227549991927166,0.0432882594321333,-0.00434908630727565,0,0,0,0,0,0,0,0,0,0,0,0,0.126083112575847,0,0,0,0,0.0581062035024006,0,0,0,-0.00303221404249954,-0.0316802310661048,0,0,0,-0.0236907571320141,0,0
X002271.SZ,0,0,0,0.03152665054241,0.128287094730118,0,0,0,0,0,0,0,0,0.0501915115198812,0,0.191816827544047,0.131369731832645,0,0,0.0124819189123681,-0.034826593901182,0,0.201360537854591,0,0.0123948115806205,0,0.116827733564421,0.0451529596901857,0,0,0,0,0,0,0,0.0291861101941707,0,0,0,0,0,-0.451036099933784,0,0,0,0,0,0,0,0,0,0.0393210926469037,0,0,0,0,0,0,0
X601992.SH,0,0,0,0,0,0,0.00824486277819251,0,0,0,0,0.110170166722818,0,0.303082832363029,0,0.190372488664725,0.0747026009401271,0,0,0,0,0,0,0,0,0.0764705536671094,0,0,0.0198943593893157,0,0,0,0,0,0,0,0,0,0,0.0469669319428016,0,0,0,0.0323277487495291,0,0.0998429105377264,0,0,0,0,0,-0.0295140222860764,0.0122802128972176,0,0,0,0,0,0
X600176.SH,0,0,0,0,0,0,0,1.73472347597681e-18,0,0.0687894129510272,0,0.00562417523282142,0,0,0,0,0,0,0,0,0,0,0,0.0323256260229187,0,0,0,0,3.46944695195361e-18,0,0,0.162214843540758,0,0,0.0400954158356167,0.112615547036025,0,0,0,0,0,0,-0.0934756947040647,0,0,0,0,0.0383859638738547,0,0.229662382792363,-0.025419076504682,0.0335546678816635,0.0400642158927036,0,0,0,0,0,0
X000723.SZ,0,0,0,0,0,0,0.184674391867387,0,0,0,0.284138212903645,0,0,0,0,-0.0461437030357427,0,0,0,0,0,-0.0197754868472659,0,0,0,0,0,0.140671548077196,0,0.08598902303267,0.00357114002804954,0.691774999705489,0.463193234258923,0,-0.0136175316506976,0.254696166861357,0.220254839173773,0,0,0,0,0,0,0,2.77555756156289e-17,0,0,0,0,0,0,0.0999718451024099,0.0255137151553172,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0,-0.032556207135617,0.129515495078502,0,0.112016969113011,0,0.158669378263337,0,0,0,0,0,0,0,0,0,0,0,0,0.95446983979595,0,-0.0439798270355014,0,0,0.0150556468625465,0,0,0,0,0.00254642277009259,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.371863966700118,0,0,0,-0.0231790994871102,0,0,0,0,0.0825752038198286,0,0
X002353.SZ,0,0,0,-0.0859546378626995,0,0,0,0,-0.20135284454623,0,-0.0983147121884514,0,0,0,0,0,0,0,0,0.100221187618499,0,0,0,0.106973155125754,0,0,0,0,0,0,0,0.00398956181424215,0,0,0.315247800428445,0,0,0,0,0.861887073682408,0,0,0.179464515061174,0,0,0,0,0.0756048700009672,0.268238660819225,0.093264261837887,0,-0.0511360366011851,-0.0045223328176494,0,0,0,0,0,0
X600516.SH,0,0,0,0,0,0,0,0,0,0,0.1558366202245,0,0,0,0,0,0.0428061907797691,0,0,0,0,0,0.136741426708266,0.198018901730751,0,0.0282444281108954,0.294263731825038,0.111956762373884,0.0879925013820649,0,0.0269232693558822,0,0,0,0,0.171307507108468,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,0.0738673768292134,0,0,-0.0100174165429567,0,0,0,0,-0.0461472428445174,0,0
X000898.SZ,0,0,0,0,0,0,0,0,0.0144517041678985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0276945941969399,0,0.0311354266437036,0.151649780681725,-0.0300282637975692,0,0,0,0,0,-0.0586859333307418,0,0,0.00735544231043682,0,0.0444274940074177,0,-0.163557476347591,0,0,0,0,0,0,0.310564911629183,0,-0.000928990561380269,-0.014639891809525,0,0,0,0.0259847507819745,0,0
