,X601857.SH,X600028.SH,X601088.SH,X600010.SH,X600011.SH,X601898.SH,X600019.SH,X600585.SH,X601600.SH,X600795.SH,X601991.SH,X600157.SH,X600688.SH,X600362.SH,X600188.SH,X600111.SH,X600886.SH,X600027.SH,X000883.SZ,X000709.SZ,X600583.SH,X000539.SZ,X601992.SH,X601158.SH,X600352.SH,X600021.SH,X000027.SZ,X600309.SH,X000898.SZ,X600307.SH,X000629.SZ,X000792.SZ,X000060.SZ,X002075.SZ,X000825.SZ,X600808.SH,X600489.SH,X600098.SH,X600547.SH,X600863.SH,X600008.SH,X002353.SZ,X600660.SH,X002470.SZ,X600578.SH,X000012.SZ,X002004.SZ,X600022.SH,X601918.SH,X000831.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.619566064135644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0697897390542516,0,0,0.0317167785058378,0,0,0.0231912311773075,0.0879626609481289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0198210760909755,0,0,0,0,0.00736362072433578,0,0,0,0,0,0,0
X600028.SH,0.479437381685348,0,0,0,0,0.117526001904789,0,0,0.0409369751017625,0,0,0,0,0,0,0,0,0,0,0,0.0204716134892085,0,0.0238797670935982,0,0,0,0,0,0,0,0,0,0,0.00863748902411245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0826681341080623,0,0,-0.0129506131610192,0.00198218224751063,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0.147974488117821,0.0354722404123322,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0298657830476377,0,0,0,0,0,0,0,0,0,0,0,0.183898861083518,0,0,0,0,0.0526753271586605,0,0,0,0,0,0,0,0,0,0,0.0936053910165561,0,0,-0.0158879259145466,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0.147878471494788,0,0,0.0080025421465322,0.0259624118165205,0,0,0,0,0,0,0.298838070747072,0,0,0,0,0,0,0.161730921681161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0116066851070279,0,0,0,0.0112045443248646,0,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0.00848799325330336,0,0.112901890244622,0,0,0,0,0,0.10708320088077,0.0487607763858851,0,0,0,0.0495672358552326,0,0,0,0.0638998495353276,0,0,0,0,0,0,0.00644862122045705,0,0.154364123589168,0,0,0,0,0,0,0,0,0,0.207176921505626,0,0,0,0,0,0,-0.0056694309785768,0,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0.0722976034826858,0,0.159983955676435,0,0.00311190461201515,0,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0.221262683611624,0,0,0,0,0.143482434743171,0,0,0,0,0,0,0,0.209842607604245,0,0,0.0032808003269755,0.0215590768387561,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0.0839499900181814,0,0,0,0,0,0,0,0,0,0,0,0,0,0.162526463625758,0.0272519745150767,0.0206241084876079,0,0,0,0.0331482318786415,0,0,0.160569373487006,0,0,0,0.138263441932868,0,0,0.0374093154877619,0,0,0,0,0,0,0,0,0,0,0,0.0986613174320589,0.0493929128348531,0,0,0,0,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0.0686691851610228,0,0,0,0,0,0,0,0.285451843418384,0,0,0,0.0604911980588652,0,0.0653824599941644,0,-0.0127853177455529,0,0,0.0284195318489548,0,0,0,0,0,0,0,0,0,0,0,0.075690420519504,0,0,0,0,0,0,0,0,0.063283618713492,0,0,-0.0177936366881166,-0.0152225023492535,0,0,0,0,0,0
X601600.SH,0,0.143261748519334,0,0,0,0.0430838897977637,0,0,0,0,0.069678573620838,0,0,0,0,0,0,0,0,0,0,0,0.120405914295843,0,0,0,0,0,0,0,0,0,0.193924719739847,0,0,0.0785491059724314,0,0,0,0,0,0,0,0,0,0,-0.214615115787455,0,0,0.202578041852081,0,-0.00585206662750107,0.0281753234186076,0,0,0,0,0,0
X600795.SH,0,0,0,0.0691777771219818,0,0,0,0,0.112380200994575,0,0.15863027154879,-1.73472347597681e-18,0,0,0,0,0.10118228362047,0.125622874607362,0,0,0.00780061876575587,0,-0.0229615833732512,0,0,0.0726295944104919,0,0,0,0,0,0,0,0.00730606350880262,0,0,0,0.0491697761705952,0,0.165839762665263,0,0,0,0,0,0,0,0.116306055673083,0,0,0,0.00291811089589643,0.0161333176311032,0,0,0,0,0,0
