,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600010.SH,X600019.SH,X600585.SH,X601898.SH,X600795.SH,X601600.SH,X601991.SH,X600688.SH,X600027.SH,X600886.SH,X601992.SH,X600157.SH,X600362.SH,X600111.SH,X600188.SH,X600299.SH,X601158.SH,X000027.SZ,X600352.SH,X600583.SH,X000539.SZ,X600309.SH,X002466.SZ,X600660.SH,X600160.SH,X000630.SZ,X600623.SH,X000792.SZ,X600098.SH,X000709.SZ,X000898.SZ,X000883.SZ,X600021.SH,X002470.SZ,X000060.SZ,X600863.SH,X600578.SH,X600489.SH,X300072.SZ,X600315.SH,X600547.SH,X000629.SZ,X002004.SZ,X600808.SH,X601918.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.446533675191076,0,0,0,0,0,0.152481526509804,0,0,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0.0432457064514918,0,0,0,0,0.0311660236854226,0,0,0.0155067167598096,0,0,0,0,0,0,0.0209651747092077,0,0,0,0,0,0,0,0,0.0452220932108094,0,0,0,-0.0131997369742768,0.00567758909191106,0,0,0,0,0
X600028.SH,0.534860036874959,0,0,0,0,0,0,0.014064798954227,0,0,0,0,0,-0.0104332848108851,0,0,0,-0.00170985036214407,0,0,0,0.0208881682412087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0804847015787303,0,0,0.0337271112000273,0,0,0,0,0,0,0,0,0.00420011692726042,-0.00183421603518566,0,0,0,0,0,0
X601088.SH,0,0,0,0.333576308955465,0,0,0.187173576693202,0,0,0,0,0,0,0,0.119690592333078,0,0,0,0.0610671874992488,-0.0110019156810456,0,0,0,0.0932477650056103,0,0,0.0195591131727754,0,-0.0314679374718304,0,-0.0312980276603849,0,0,0.011084267561845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.050542615103247,0,-0.00503863536027136,0,0,0,0,0,0,0
X600011.SH,0,0,0.156425722662369,0,0,0,0,0,0,0,0.429426439063334,0,0.124294584819413,0,0.104706060597678,0,0,0,0.00345772318114488,0,0,0,0,0,0,0,0.0124811988240813,0,0,0,0,0.046878963259878,-0.0840017825110759,0,0,0.197482593476989,0,0.0182236117920038,0,0,0,-0.0738844840499812,0,0,0,0,0,0,-0.00747269554364585,0,-0.00332622582759458,0.00922248510756024,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0673990618653712,0.210220717431123,0.25560454468432,0,0,0,0,0,0,0,0.0767630559874447,0,-0.0186666768596418,0,0,0,0,0.0411524903211226,0,0,0,0,0.0575208295464179,0,0,0,0.134124227035206,0,0,0,0.0808109110405308,0,0,0,-0.0062033671998944,-0.0125963344039683,0,0,0,0,0,0
X600019.SH,0,0,0,0.113818203555158,0,0,0,0,0,0,0,0,0,0,0.0441783896088081,0.0420336362993688,0.00625426707892512,0,0,-0.000778471723493866,0,0,0,0.173681630917909,0,0,0.00540977893775991,0,0,0,0,0,0,0.214437337269974,0.105860630133539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00129332609048742,0,0,0,0,0,0,0
X600585.SH,0,0,0.140286978787149,0,0,0,0,0,0,0,0,0,0,0.0827774065357624,0,0,0,0,0.00387417423216033,0,0.111868570680515,0,0,0.12307641675101,0,0.00932988664074234,0,0,0.0164833502087561,0,0,0,0,0,0,0,0,0,0.113480142250721,0,0,0,0,0,0,0,0,0,0,0,-0.0283421551133482,0,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0.423931229066862,0,0,0,0,0,0.117636393938615,0,0,0,0.00976055389064162,0.106826225720677,0.0160232226521791,0,0.0808337379744297,0,0,0,0,0,0,0,0,0,0,0,0,0.204122635711464,0,0,0,0.0753175165157462,0,0,0,0,0,0,0,0.0551296893301357,0,-0.0119425019609088,0,0,0,0,0,0,0
X600795.SH,0,0,0,0,0,0,0,0,0,0,0.00104867157417294,0,0,0,0.0607153267846484,0,0,0,0,0,0,0,0,0,0.190375170353356,0,0.0323784656955228,0,0.0402474684093802,0,0,0,0,0,0,0.0677667920710135,0.118039789765089,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.015850386116727,0,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0.132497023479496,0,0,0,0,0,0,0,0.196783902137251,0,0,0,0.0537441788222394,0.0393560728140385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000106866821734853,0,0.0220146031283073,0,0.0723161924388201,0.246745395708769,0,0,0.0466950860579542,0.155819119063187,0,0,-1.38777878078145e-17,0,-0.0105808277450277,0,0,0,0,0,0,0
X601991.SH,0,0,0.0792148603988154,0.344906927920465,0.0499434260850899,0,0,0.160867686259845,0,0,0,0.0542447688053735,0.114581236370357,0,0.00881651734273891,0,0,0,0.138800309266387,-0.0273816212681129,0,0,0,0,0,0,0,0,0,0,0,0.00206876677195786,0,0,0,0.00585686571505207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00422240742808972,0,0,0,0,0,0,0
X600688.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.098975612922425,0,0.00241243972407027,0,0,0,0.0762732540015465,0,0.188014012883073,0.0550422222892782,0,0,0.114525224318793,0,0.0878267012967569,0,0,0,0,0,0,0.107463188978438,0.135138557235845,0,0,0,0.156895611255524,0,0,0,0,0,0,0,0,0,0,0,-0.00707264467228246,0,0,0,0,0,0,0
X600027.SH,0,0,0,0.0648045128875788,0,0,0,0,0.428731020159588,0,0.219778799361167,0.178514768987812,0,0,0.0980487466287645,0,0,0,0,0,0,0.014166184425562,0,0,0,0,0,0,-0.0611595471442504,-0.0194295583429335,0,0,0,0,0.00498335310481346,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0367504137273804,0,-0.0283616853958513,0.0134641292838676,0.00789975510637937,0,0,0,0,0
X600886.SH,0,0,0,0,0,0,0.320045688750021,0,0,0,0,0,0,0,0,0,0.268282850232617,0,0,0,0.120768852532051,0,0,0,0.261622128000344,0,0.0759569803871842,0,0,0,0,0,0,-0.348137352930678,0,0,0,0,0,0,0,0,-0.237495517001926,0,0,0,0,0,0,0,-0.182297802888475,0.0215807650724705,0,-0.118716893174649,0,0,0,0
X601992.SH,0,0,0,0.561207988125359,0,0,0.033875485536657,0.154653968896226,0,0,0,0,0,0,0,0,0,0,0,0,0,0.027212460474329,0,0,0,0,0,0,0,0.0311281944924144,0,0.0779651730343947,0,0,0,0,0,0,0.223445136177714,0,0,0,0.0466979119568483,0,0,0,0,0,0.0448052404775607,0,-0.0324712445945389,0.0285409070430307,0.171657155786872,-0.10195117574692,0,0,0,0
