,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X600188.SH,X600019.SH,X600585.SH,X600011.SH,X601898.SH,X600547.SH,X601600.SH,X600660.SH,X000792.SZ,X002460.SZ,X002466.SZ,X600886.SH,X600111.SH,X600010.SH,X000708.SZ,X000301.SZ,X600795.SH,X600426.SH,X600362.SH,X000877.SZ,X002271.SZ,X601699.SH,X600803.SH,X600489.SH,X600027.SH,X000983.SZ,X600176.SH,X601991.SH,X000807.SZ,X000786.SZ,X600160.SH,X000630.SZ,X000932.SZ,X600219.SH,X000408.SZ,X600985.SH,X000933.SZ,X300037.SZ,X000629.SZ,X600688.SH,X600612.SH,X600096.SH,X000723.SZ,X600801.SH,X600157.SH,X002080.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.994647624397347,0,0,0,0,0,-0.0279683490888629,0,0,0,0,0,0,0,0,0,0,0.0210235029997657,0,0,0,0,0,-0.22501270112384,0,-0.0740492215609602,0,0,0,0,0,0,0,0,0,0,0,0.0419029408132087,0,-0.0375659773139812,0,0,0,0.0821043760611179,0,0,-0.121179480430734,0.191195767362621,0,0.0259244973604146,0,0.00702597622703001,0,0,0,0,0,0
X600028.SH,0.517595593031534,0,0,0,0,0.0440161406260321,0,0,0,0,0,0,0,0,-0.0670696543542268,0,0,0,0.0319231050495144,0,0,0,0,0,0.0195841778963774,0,0.0479668908140339,0.0647957304749511,0,0,0,0,0,0.0976209416993403,0.0233796187963673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00246589699937823,8.470329472543e-22,0,0,0,0,0,0
X601088.SH,0,0.24206502833976,0,0,0.126416112604168,0,0,0,0.123770909095422,0,0.0973155795395929,0,0,0,0,0,0,0,0,0,0.0444918301129144,0.0575863279469936,0,0,0,0,0,0,0,0,0.0133852978836633,0,0.0328516655303373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0707549682826149,0.00814023385972916,0.0138467269692077,0,0,0,0,-0.016127147685058,0,0
X600309.SH,0,0,0,0,0.0348849531832142,0,0,0,0,0,0.12658617261766,0,0,0,0.127843690379213,0,0.0302052150912066,0,0,0,0,0,0.114339399751771,0,0.116346493333369,0,0,0.0125810461577461,0.00315779412744226,0,0,0,0,0,0,0,0,0,-0.0960211756283336,0,0,0,0,0,0,0,0,0,0,0,-0.063369051770959,0.0398731422323197,-0.0343208361299548,0,0,0,-0.161279011250749,0,0
X600188.SH,0,0,0,0,0,0.120178686153869,0,0,0.146851118676472,0,0,0,0,0,0,0,0,0,0,0,0,0.0404031313316982,0,0,0,0,0.0756029255569607,0,0,0.389717448380659,0,0,0,0,0,0,0,0,0,0,0.062576330369491,-0.00964099146835168,0,0,-0.0410214181955027,0,0,0,0,-0.22363247951522,0,0.0411415246765094,-0.0754637652460711,0,0,0,0,0,0
X600019.SH,0,0,0,0,0.0899268948231066,0,0,0,0,0,0,0.0383868313449872,0.0601794128719819,0,0,0.216216118499203,0,0,0.207703305197884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.313531225137092,-0.027792403386118,0,0.0914709863162626,0.201201405263852,0.167802833529785,0,0,-0.0975721699557034,0,0,0,0,0,0.160361300491962,0,0,-0.0788568431817213,0,0.0399655812156714,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0.0396590773759469,0,0,0,0,0,0,0,-0.194735703049127,0,0,0,0,0.0930497077915618,0,0,0.0481419809635343,0,1.0842021724855e-19,0.0318105539084256,0,0,0,0,0,0,0,0,0.0131594395214975,0,0,0,0,0,0,0,0,0,0,0,0,-0.0525623462356823,0.619051279369465,0,0,0,0.00321437266371224,-8.67361737988404e-19,0,0,0,0,0,0
X600011.SH,0,0,0,0,-0.141344568077296,0,0,0,0,0,0,0,0,0,0,0.177428758332684,0,0,0,0,0,-0.0219920036919421,0,0,0,0,0,0,0.43257603821913,0,0.0120592108175022,0,0,0,0.0764491375533025,0,0,0,0,0,0,0.162622004121686,-0.106408213284142,0,0,-0.0987640282550552,0,0,0,0,0,-0.0114015413994813,0,0,0,0,0,0,0
X601898.SH,0,0,0,0,0.15113687767221,0,0,0,0,0,0,0,0,0,0.0793459606140318,0,0,0,0,0,0,0,0,0.0188125729826589,0,0.319707355689158,0.163938500754138,0.0501491364133425,0,0.0386475224757868,0.0117684394813419,0,0,0,0,0,0,0,0.0790191648235773,0.111319314116882,0,-0.153716027148512,0,0,0,0,0,0,0,0,0,0,0.002227857606095,0,0,0,0,0,0
X600547.SH,0,0,0,0,0.0272461863917491,0,0,-0.125744528040762,0,0,-0.163872285028134,0,0,0,0,-0.13256015125036,0,0,0,0,0,0,0,0,0,0,0.154161635742377,0.543130485934442,0.194692691533642,0.0626143836885448,0,0,0,0.0424094775763555,0,0,0,0,-1.38777878078145e-17,0,0.0652701439958036,0,0,0,-0.0325604656929186,0,0,-0.0690592011607101,0,0,0,0,-0.0084519231607257,0,0,0,0,0,0
