,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X600585.SH,X002460.SZ,X000792.SZ,X600019.SH,X600111.SH,X002466.SZ,X600660.SH,X002271.SZ,X000877.SZ,X600010.SH,X600011.SH,X000708.SZ,X600188.SH,X601600.SH,X000301.SZ,X600547.SH,X601898.SH,X600362.SH,X600886.SH,X600176.SH,X000723.SZ,X600426.SH,X000786.SZ,X600219.SH,X600803.SH,X002080.SZ,X601991.SH,X600795.SH,X000408.SZ,X600688.SH,X600027.SH,X300073.SZ,X300037.SZ,X000807.SZ,X002353.SZ,X600352.SH,X002326.SZ,X000825.SZ,X600489.SH,X600801.SH,X600516.SH,X000630.SZ,X600157.SH,X600486.SH,X600141.SH,X000959.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0.0228040708468779,0,0,0,0,-0.0286957258616611,0,0.0371397716572845,0,0,0.00701373227300101,0,0.139958266454097,0,0.0401111427478366,0,-0.0983313980547127,0,0,0,0,0,0,0,0,0,0,0.108797947213291,0.160273386680617,0,0,0,0,0,0,0,0,0,0.0575506059462929,0.192149643417703,0,0,0,0,0,-0.00822080065268299,0,0,0,0,-0.0135926262159193,0,0
X600028.SH,0.249933044661277,0,0.0439309905833763,0,0,0,-4.33680868994202e-19,0,0,0,0,0,0,0,0.00428334361228572,0,0.0279536388638039,0,0,0,0,0,0,0,0,0,0,0,0,-0.0173977094373429,0,0,0,0.0588255789565908,0,-0.0518276747830655,0,0.0110233021682399,0,0,-0.00404916720407229,0,0,0.0452878684075705,0,0.00562603885737904,0,0,0,0,0,-0.0272695362289096,0,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0,0.0697840168331272,0,0,-0.0151120314401535,0,0,0.0593686287744516,0,0.243522250273585,0,-0.179569866697911,0,0,0,0,0,0.0837577105260383,0,0,0,0,0,-0.0570295106578585,0,0,0.235790845381129,0,0,0,0,0.10461747588512,0,0,0,0,0,0,0,0,0,0.0293376814772438,0.0624570879528512,0,-0.0148179392010787,0,0,0,0,-0.012061310886187,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,-0.0324792842749684,0.104127463253291,0.111343796676177,-0.014717826426219,0.0654396243703273,0,0,0,0,0,0,0,0,-0.0554687232607642,0,0,0,0,0,0,0.12424480241114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.10577601667929,0,0,0,-0.060549462944741,0.119368684225084,0,0,0,0,0,0,-0.00471926729042584,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0.069709946131533,0,0,0.17911302952018,0.0139690290386859,0.0151442312061133,0,0,0,0,0,0,0,0,0.299951113203777,0.00820083434188235,0,0.0294344687877852,0,0,-0.0541829754153655,0,0,0,0,0,0,0,0,-0.0629557207570164,0,-0.0992250170708969,0,0,0.266266597226889,0,0,0,0.0597240776732753,0,0.039623027112207,0,-0.0157913085348937,0.0169121802479671,0,0,0,-0.0201160302832452,0,0
X002460.SZ,0,0,0,0,0,0,0,0,0,0.520382432830504,0.203178691921433,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0255876552293829,0,0,0,0,0.00766080104769224,0,0,0,0,0,0,0.371770285377529,-0.0652535339252028,0,0,0,0,0,0,0,0,0,0,0.167319515849385,0,0,0,0,0,0,0,-0.0598773317555422,0,0
X000792.SZ,0,0,0,0,0,0,0,-0.138835356313977,0.437362758975334,0.171229909031147,0,-0.0200991116279974,0,0,-0.0119234519730681,0,0,0,0.221370660623272,0,0,0,0,0,0.0915745525138288,0,-0.164262661934267,0,0,0.0503324896761819,0,0,0.179314013777998,0.0781886634565824,0,0,0,0,0,0,-0.0471298711359744,0,0,0,-0.0521194985830508,0,0,0,0,0,0,-0.0532419321862528,0.0620762106044752,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0448955834627937,0.000775826811150523,0.0564383865857531,0,0,0,0,0,0,0.0594422731754589,0,0,0,0,0,0.0052748742335525,0,0.0337027437017306,0,0,6.93889390390723e-18,0,0,0.0984272466949582,0,0,0,0.0230709129821732,0,0.0631989919976457,0,0,0,0,0,0.0764690950025773,0,0,0.023108072812447,0,0,0,0,0,0
X600111.SH,0,0,0,0,0,0,0,0,0,0.420196007260253,0,0.106815450002292,0,0.193570177559802,0,0,0,0.0251560583954153,0.155371724863582,0,0,0,0,0,0.0426419142248687,0,0,0,-0.200401925838764,0,0,0,0,0,0,0.099223013916641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5.42101086242752e-20,0,0,0,0,-0.115568968811591,0,0
X002466.SZ,0,0,0,0,0,0.445370871562572,0.302175504058714,0,0,0,0,0,0,0,0,0.0158396125246538,0,0,0,0,0,0,0,0,-0.0691019000299824,0,0,0,0,0,-0.0931449584208783,0,0.251355715592544,0,-0.0191460248699369,0.212580775789549,0,0,0,0,0,0,0,0,0,0.0479375828125462,0,0,0,0.0617233810655887,0,0.024645795147986,0.00267264579649436,0,0,0,-8.67361737988404e-19,0,0
