,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X600188.SH,X600019.SH,X600585.SH,X600011.SH,X601898.SH,X600547.SH,X601600.SH,X600660.SH,X000792.SZ,X600886.SH,X002466.SZ,X002460.SZ,X600010.SH,X600111.SH,X000301.SZ,X000708.SZ,X600426.SH,X002271.SZ,X600362.SH,X600795.SH,X000877.SZ,X000983.SZ,X601699.SH,X600027.SH,X600489.SH,X600803.SH,X600176.SH,X601991.SH,X000807.SZ,X000786.SZ,X600160.SH,X000932.SZ,X000630.SZ,X000933.SZ,X600219.SH,X000408.SZ,X000629.SZ,X002080.SZ,X600688.SH,X600612.SH,X000539.SZ,X600985.SH,X300037.SZ,X600157.SH,X600096.SH,X002128.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,1.04005460793786,0,0,0,0,0,0,0,0,-0.0127750381272734,0,0,0,0,0,0,0,0,0,0.0956219142451239,0.0539798534309716,0,0,0,0.0151598041566032,0,0,0.150726737519473,0,0,0,0,-0.0514292621362108,0.0475094148591704,0,0,0,0,0,0.00370421072602787,0,0,0,0,0,-0.0738075489195534,0,0,0,0,0,-0.017805619280742,0,0,0,0,0,0
X600028.SH,0.429759104094762,0,0,0,0,0.0121102912627957,0,0,0.333375451257069,0,0,0,0,0,0,0,0,-0.00925806771177507,0,0,0,0,0,0,0,0,0,-0.0906686519503788,0,0.0383348169533236,0,0,0,0,0,0,0,0.104198143066842,0,0,0,0,0,0,0,0,0,-0.0250366645596005,-0.24421567272063,0,0,-0.00428509237059966,0.0361711230082163,0,0,0,0,0,0
X601088.SH,0,0.00806011187114221,0,0,0.213514192286016,0,0,0,0,0,0,0,0,0,0,0,0,0.109278116934256,0,0,0.178876508084684,0.0452103963412129,0,0,0,0,0,0.0934282113203914,0,0.0779534310325538,0.140981478084823,0,0,0,-0.151533443067772,0,0.0827009537487611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.67361737988404e-19,0.00589907923155624,0.0467593168835171,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,-0.0376080968708657,0,0,0.0127906781094929,0,0,0,0.0179865272805399,0.211272807319239,0,0,0,0,0,0.0958397484278107,0,0,0,0,0,0,0,0,0,0,0,0,0.00494554891537375,0.106906304648924,0,0.030066909335844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0170301384813963,0,0,0,0,0,0
X600188.SH,0,0,0.725760328872953,0,0,0,0,0,0,-0.373454711100244,0.114302148508593,0,0,0,0,0,0,0,0,0,0,-0.00522976817868902,0,0,0,0.12485979402562,0.225569905568474,0.0357563725612373,0,0,0,0,0,0,0,-0.151965308220976,0,0,0,0,0,0,0,-0.126424963866158,0.0496935637843627,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0.0503274531311477,0,0,0,0,0,0,0,0,0.299354748548015,-6.93889390390723e-18,0.152263687488302,0,0,0.135373308772294,0,0,0,0,0,0,0,0.0634694244402807,0,-0.00728785068866473,0.137593693420483,0,0,0,0,0,0,0,0,-0.00294344887639444,0,-0.260506183378467,0,0,0,0,-0.0188059594333815,0.05576380668824,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0.0496640758312856,0,0,0,0,0,0,0,0,0,0,0,0,0,0.041603944664867,0,0,0,-0.0139806365555522,0,0,0,-0.112412217350794,0,0.0507711432745485,0,0,0.118601314629706,0.0717222045345271,0,0,0,0,0,0,0,0.307384898900425,0,-0.214169436863819,0,0,0,0,0,0,0,0,0.0118905375365273,0,0,0,0,0,0
X600011.SH,0,0.102412259336883,-0.439050272778063,0,-0.0591115162139584,0,0,0,0,0.144306213983494,0,0,0,0.269004558765402,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,-0.099368678292202,0,0,0.320165519284838,0,0,-0.0978220260646165,0.028060356256632,-0.187755545855165,-0.0095394327777682,0,0,0,0,0,0,0,-0.0719229889002715,0,0,0.18322293951346,0,0,0,0,0,0,0,0.0402259358345217,0,0,0,0,0,0
X601898.SH,0.075664028433187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.016206706898663,0,0,0,0,0,0,0,0.160154144553001,0.21902675644651,0,0,0.160480886321343,0,0,0,0,-0.118774520928522,0,0.126105991959482,0,0.0361341884971603,0,0.0662265506299866,0,0,0,0,0,-0.125729197706056,0,0,0,0,0,0,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,-0.16289475038632,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0389107784548455,0,0,-0.0438600972472943,0,0,0.036438250183807,0,0.439627521117517,0.171231127045654,0,0,0,0,-0.0968649314058001,0,0,0,0,-0.0803331077934283,0,-0.0162739768475226,0,0.105761905186833,-0.000129674515491256,0,0.0921203973068676,0,0,0,0,-0.0251696459381146,0,0,0,0,0,0,0
