,X601857.SH,X600028.SH,X601088.SH,X600019.SH,X600585.SH,X600010.SH,X600011.SH,X600309.SH,X601898.SH,X601600.SH,X600688.SH,X600362.SH,X600795.SH,X600188.SH,X601992.SH,X002466.SZ,X601991.SH,X600660.SH,X600547.SH,X600886.SH,X300072.SZ,X600111.SH,X600516.SH,X000709.SZ,X600157.SH,X600027.SH,X002460.SZ,X000898.SZ,X600339.SH,X000959.SZ,X600489.SH,X002092.SZ,X600808.SH,X600352.SH,X601158.SH,X000630.SZ,X600219.SH,X000883.SZ,X002271.SZ,X000983.SZ,X600176.SH,X000792.SZ,X000723.SZ,X600299.SH,X600578.SH,X600549.SH,X000408.SZ,X000060.SZ,X600008.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.00512234980695166,0,0,0,0,0,0,0,0.113908554385839,0,0,0,0,0,0,0.0544819625791632,0.0351858090146093,-0.0462587695174004,0,0.0100507173282869,0,8.67361737988404e-19,0,0,0.00761219137870016,0,0,-0.00219352616128153,0,0,-0.058030427819572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0448137306761942,0,-0.0116149652354011,-0.0115459391670398,0,0,0,0,0,0
X600028.SH,0,0,0,0,0.264058455969396,0,0,0,0,0,0,0,0,0.0254816720670413,-0.0591260958266856,0,0,0,-0.0789622301793666,0,0,0,-0.0157466841048756,0,0,-0.150614160355284,0,0,-0.000506942090745171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00220493988689567,0,0,0,0,-0.0628225970978925,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00370925100045455,0,0.0405956729689585,0,0,0,0.00316597120947125,0,0,0,0.0122754318593318,0,0.0022611558660125,0,0,0,0.0345690643249216,0,0,0,0,0,-0.000344576676657203,0,0,0,0,0,0,0,0,0,-0.0262471169478494,0,-0.00835830679620857,-0.00426122517763649,0,0,0,0.0454630216569704,0,0
X600019.SH,0,0,0,0,0,0,0,0,0.252851568031086,0,0,0.00122480309901004,0,0,0,0,0,0,0,0,0,0,-0.0162281001403585,0,0,0,0,0,0,0,0,0,0.356561321801703,0,0,0,0,0,0.0229229771050326,0,0,0,0,0,0,0,0,0,0,0,-0.0137383809526785,0.018079130088075,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0.375496767198858,0,0,0,0,0,0,0,0,-0.0838124958135695,0.206613623262523,0,0,0,0,-0.00739984202323671,0,0,0,0,0,0,0,0,0,0.247453855926878,0,0,0,0,0,0.0433281080449524,0,0,0,0,0,0,-0.0170898304445346,0,0,-0.0394203969866356,0,0.0145212739890344,-0.00192156815432766,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0.142323771957329,0,0,0,0,0,0,0,-0.0470946376810594,0,0,0.0249295533385804,0.011883494317004,0,0.124504711776726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00795330319586477,0,0,0,0,0,0,0,0.0695134649926183,0.0354428070285011,0,-0.0109674926834576,0.00509351714451965,0,0,0,0,0,0
X600011.SH,0,0,0,0,0.131499194642462,0,0,0,0,0,0,0.0697874016039506,0,0,0,0,0.489330204509735,0,0.0460099143970224,0,-0.0695454417817368,0,0,0.0307206900179538,0,0,0.0187012078800211,0,0.104415862666759,-0.0167659091648903,0,0,-0.0673705409117934,0,0,0,0,0,0,0,0.228757503871584,-0.0211996405842756,-0.062311885226199,0,0.23708715261987,0,-0.120617426736055,0,-0.060166996118486,0,0.0213469249502718,-0.0285857390549664,-0.0873624328713499,0,0,0,0,0
X600309.SH,0,0.10651731498201,0,0,0,0,0.0590663764170366,0,0,0,0,0,0,0.147383529611623,0.0317622138398057,0,0,0.162089920662818,0,0,0.231823870836996,-0.171781622280851,0.15172305897137,0,0,0,-0.0109758493622977,0,0,0,0,0,0,0,0,0,0,0,0.371477777378783,0.109233764449634,0,0,0,0,0,0,0,0,0,-0.0995925400803847,-0.00233209785123414,-0.0915806221399982,0,0,0,0,0,0
X601898.SH,0,0,0,0.0777100941377047,0,0,0,0,0,0,0,0.0700307748005906,0,0.0500054515328898,0,0,0,0,0,0,0,0,0,0,0,0,0,0.338436108455839,0.0133201873472559,0,0,0,0.0896432851734009,0,0,0,0,0,0,0.0880100414928752,0,-0.0126844132981868,0,0,0.14995687250497,0,0,0,0,0,0,0.00125907554403829,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0334174512466424,0,-0.00395737745426879,0,0.105584534957187,0.081388773880241,0,0.282120711636047,-0.0202085536347792,0,0.0945373052900631,0.0545785282124661,0,0,0,0,0,0,0,0,0,0.23874265769286,0,0,0,0,0,0,0.0562850705538737,0,0,0,-0.00663207483719252,-0.0329032162413951,0,0,0,0,0,0
