,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X600188.SH,X002460.SZ,X600585.SH,X002466.SZ,X000792.SZ,X601898.SH,X600019.SH,X600011.SH,X600660.SH,X600111.SH,X600547.SH,X000708.SZ,X600010.SH,X002271.SZ,X000301.SZ,X600886.SH,X000877.SZ,X600795.SH,X601600.SH,X600426.SH,X600362.SH,X600027.SH,X600176.SH,X600803.SH,X601699.SH,X601991.SH,X000983.SZ,X000408.SZ,X000629.SZ,X000786.SZ,X600160.SH,X000723.SZ,X600219.SH,X002080.SZ,X600489.SH,X600348.SH,X600995.SH,X600096.SH,X600378.SH,X000933.SZ,X000807.SZ,X600157.SH,X600688.SH,X600985.SH,X600141.SH,X000932.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.00776030638644075,0.533081438119349,0,0,0,0,0,0,0.153979728179607,0.150034828733524,0,0,7.83642994951237e-05,-1.0842021724855e-19,0,0,0,-0.0267171809488523,0,0,0,0.144520580885334,0,0,-0.0373413848547112,0,0,0,0.0207229131273826,0.0859152384657201,0,0.0718164018393292,0,0,0,0,0,0,0,-0.0173504133387737,0,0,0,0,0,0,0,0,0,0,-0.00268602052742616,-0.0140957694280091,0,0,0,0,0,0
X601088.SH,0,0,0,0,0.342473223504856,-0.0646828956366143,0,0,0,0,0,0.109811076802812,0,0,0,0,0,-0.0192337858854496,0,0,0,0,0,0,0,-0.0467376993399241,0.0591625247943559,0,0,0,0.238897256769779,0,0,0,0.0602671832579721,0,0,0,0,-1.73472347597681e-18,0,0,0.0868712194796773,0,0,0,0,0,-0.0308843322619079,0,0,-0.0020411719084,0,0,0,0,0,0,0
X600028.SH,0.567633092305092,0,0,0,0,-0.000263890088549749,0,0,0.046632577780359,0,0,0,0,0,0,0,0,4.33680868994202e-19,-2.16840434497101e-19,0,0,0,0,0.0062352901411059,0,0,0,0.0883242214392719,-0.0158335391201858,0.0508945216732418,0.00602224035365986,0,0,0,0,0,0,0,0,0,-0.0138029327785595,0,0,0,0,0,-0.0286454100331461,0,0,0,0,0,0.00712817042075577,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,-0.0260146298486146,0,0,0,0,0,0,0,0,0,0,0,0,0.127813995973143,0,0.0590558636215283,0,0,0.193527484981012,0,0.123326555650985,0,0.138087562832884,0,0,0,0,-0.0779349712790987,0.326285815253958,0,0,0,0,0.0838811217796674,-0.172403319972861,0,0,0,0,0,0,0,0,0,0,0,-0.00495555693241738,-0.0452914442514096,0,0,0,0,0,0
X600188.SH,0,0.767035537769936,0,0,0,0,0,0,0,0.195435514761151,0,0,0,0,0,0,0,-0.0584989768730451,0,0,0,0,0,-0.00605687614824635,0,0,0,0,0,0,0,-0.0306983882990155,0,0,0,0,0,0,0,0.00899616622537849,0,0,0.00737756524450914,0.26531709074761,0,0,0,-0.0825679824037622,0,0,0,0.0119544652043658,0.0382311076381404,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0,0.488292201070269,0,0,0,0,0,0,0,0,0,0,0,0,0.0274241501240494,0,0,0,0,0,0,-0.208323941550154,0,-0.112895489562586,0,0,0.0501804948403857,0,0,0.0315029599190357,0,0.183118033670509,0,0,0,0,0.190278234530985,0.107837915499836,0.0741287206912091,0,0,0,0,0,0,4.33680868994202e-19,0,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0.0538976450945689,0,0,0.0485426618749666,0,0,0,0.121896236511289,0,0,0,0,0,0,0,0,0,0.0296426736845894,0,0,-0.0714296828676524,0.041672649991227,0,0.0758411748937642,0,0.488679079194813,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0690624506390021,0,0,0,-0.00119367350441299,-0.011806986966192,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0,0.566178053417792,0,0,0,0,0,0,0,0,0,0.155440769460824,0,0,0,0,0.0638065599083194,0.0722675520226595,0,0,0,0,0,0.0323815946613435,0.030613825433782,0,0,0.347039687586483,0,0,-0.00781997395093096,0,0,0,0,0,-0.000521766664155705,0,0,0,0,0,-0.127352187705052,0,0,0,0,-0.021192144198107,0,0,0,0,0,0,0
X000792.SZ,0,0,0,0,0,0.22095871724403,0,0,0,0,0,0,0,0.268939041838947,0,0,0,0,0,0,0,0,0.0205598599656494,0,0,0,0,0,0,0,0,0.232571423953044,0.0262256566106158,0,0,0.0112411063353445,0,0,0,0,0,0,0,0.0342068963289228,0,0,0,0,0.0977017866871056,0,0.035797113972942,-0.00464201267512083,0,0,0,0,0,0,0
X601898.SH,-1.38777878078145e-17,0,0.140534791291581,0,0.086755152368159,0,0,0,0,0,0,0,0,0,0,0,0,-0.0264711078918188,0,0,0,0,0,0,0,0,0,0.173182809992708,0.0148947308203004,0,0.418370502546632,0,0,0,0,0,0,0,0,0,-0.00541140142671099,0,0,0.0728873845231189,0,0,0,0,0,0,0,-0.0309482422118376,0,0,0,0,0,0,0
