,X601857.SH,X600028.SH,X601088.SH,X600019.SH,X600585.SH,X600309.SH,X600011.SH,X600010.SH,X600188.SH,X601898.SH,X600660.SH,X600688.SH,X002466.SZ,X601600.SH,X601991.SH,X600362.SH,X600795.SH,X600886.SH,X600547.SH,X000898.SZ,X600516.SH,X600111.SH,X002460.SZ,X300072.SZ,X600176.SH,X600027.SH,X600352.SH,X000553.SZ,X000786.SZ,X601992.SH,X600299.SH,X000825.SZ,X000709.SZ,X000792.SZ,X002271.SZ,X600426.SH,X601699.SH,X600808.SH,X600315.SH,X000932.SZ,X000408.SZ,X601158.SH,X000830.SZ,X600489.SH,X600219.SH,X000883.SZ,X000630.SZ,X000983.SZ,X002110.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.30869804050068,0.0512444060250404,0,0,0,0,0,0,0,0,0,0,0.0827684512976225,0,0,0,0,-1.73472347597681e-18,0,0.10701727229784,0.019132675160732,0,0,0,0,0,0,0.00725919680070041,0,0.0465180047343949,0,0,0.032213697846901,0,0,0.065835676808471,0,0.0522795306854945,0,0,0,0,0,0,0,0,0,0,0,0.00584607401515603,0.00309717862494351,0,0,0,0,0,0
X600028.SH,0.398066797682761,0,0.221483811169924,0,0,0,0,0,0,0,-0.0499469313425965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,-0.0349163491166325,0,0,0,0,0,0,0,0.0364164407157051,0.182899431142833,0,0,0,-0.0728287905780867,0,0,0,0,0,0,0,-0.037097821036816,0,-0.00571358760073052,0.00568301545977676,0,-0.0997734901156061,0,0,0,0
X601088.SH,0,0.307429437347115,0,0.240304671948524,0.18623805258779,0,-0.0165830504364078,0,0.17343621947796,0,0,0,0,0,0,0,0,0,0,0,0,-0.0214725583518226,-0.0109765755019033,0,0,-0.0912708625402912,0,0,0,0,0,0,0,0,0,0,0.193338960501297,0,0,0,-0.116115970507634,0,0,0,0,0,0,0.0369940290336638,0,0,0,-0.0612086312935893,0,0,0,0,0,0
X600019.SH,0,0,0.38267390420626,0,0,0.148633219152167,0,0,0.120712370023451,0,0,0,0,0.335969476101877,0,0,0,0,0,0.181957512576782,-0.0630927517780324,0,0.0281811502741614,0,0,0,0,0,0.0193454154596102,0,-0.0180174703653655,0.17679992618696,0,0,0,0,0.0350043447152047,0,0,0,0.0547645129993202,0,-0.223169945388829,0,0,0,0,0,0,0,-0.0177966605455195,0,0,0,0,0,0,0
X600585.SH,0,0,0.116542225903389,0,0,0,0,-0.119226031109147,6.93889390390723e-18,0,0,0,-0.10701642011425,0,0,0,0,0,0,0,0.0311940779009216,-0.0254236127601561,0,0,0,0,0,0,0.100540624606781,0,0,0,0,0.0331007214769153,0.161773987841622,0.0507884232767044,0,0,0,0.149309010271042,0,0,0.299819971755664,0,0,0,0,0,0,0,-0.0396500095933185,0.0303501490461916,0,0,0,0,0,0
X600309.SH,0,0,0,0,0.0120431092958086,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0493703238034101,0,0,-0.0620152153626785,0,0,0.0497977793250777,0,0,0,0.0933636581642004,0,0,0,-0.218914085560503,0,0,0.0721004895618711,0,0,0,-0.108470039262926,0,0,0.0540128291040008,0,0,0,0,0,0,0,0.0220557703304413,0.0180527202171669,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0654765359626479,0.0888399659991237,0,0.0827247771277229,0,0.283236355436696,0,0,0,0,0.111697235005535,0,0,-0.0831991828920936,0.0127060689132452,0,0.15587918948151,0,0.0830253138492151,0,0,0,0,0,0,0,0,0,0,0,0.00135878967077846,-0.0506474780609496,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.286651565951663,0,0,0,0.173186366001582,0,-0.16871200762222,0,0,0.218801622759418,0,0.566653834426449,0,0,0,0,0,0,0,0,-0.290390292984291,0,0,0.368180244014231,0.00820126421639032,0,0,0,0,0,0,0,0,0,0,0,0,0.00637370603597528,0,0,0,-0.73529698201288,0,0
X600188.SH,0,0,0.844837389223543,0.100647055210146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2296978139506,-0.0454022967602253,0,0,0,0,0,0,0,0,-0.0236607710968646,0,0.0183999583397299,0,0.150633682524889,0,0.307181537357396,0,0,0,0,0,0,0.336175656669705,0,0,-0.0240570329678751,0,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0192195168489655,0,0,0,0.0397211813375062,0,0,0,0,0,0.0250756176225755,0,0,0,0,0,0,0,0.0780159847861872,0,0,0,0,0,0.0432574709797248,0,0,0,0,0.306771063182873,0,0,0.0206639529067405,0.0147078582094633,0,0,0,0,0,0
X600660.SH,0,0,0,0,0,0,-0.329775296054693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0024870688373455,0,0.218424419484362,0,0,0,0,0,-0.232012890095576,0,0,0,0,0,0,0,-0.00890578800000582,-0.148659518447362,0,0,0,0,0,0,0,0,0,0,0.0508055166367852,0.0716406342955642,0,0,0,0.342219063517254,0,0
X600688.SH,0,0.175838564751445,0.178620351141931,0,0,0,0,0.0885406016814245,0,0,0,0,0,0.0110221631193882,0,0,0,0,0,0,0,0,0.00106057188665246,0,-0.0122148803539918,0,0,0,0,0,0,-0.037561695178029,0,0,0,0,0.0487694816790181,0,0.0125789344490832,0,0,0,0.090625766440408,0,0,0,0,0,0.00780991293158361,0,0.00656218652366016,-0.00238757205035477,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0,0,0,0,0.147752990681941,0,0,0,0,0,0,0,0,0,0,0,0.0146499026421695,0.111766207200744,0.491280345942578,0,-0.0651861677999678,-0.0524893380639145,0,0,-0.0180406815253904,0,0,0,0,0,0,0.0122051306113792,0,0,0,0,0,0,0.00550392895284891,0,0,0,0,0,0.0944350851971316,0,0.0283724636879474,0.00445689023905099,0,0,0,0,0,0
