,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X600188.SH,X002466.SZ,X002460.SZ,X600585.SH,X000792.SZ,X601898.SH,X600011.SH,X600019.SH,X000301.SZ,X600111.SH,X600660.SH,X000708.SZ,X600010.SH,X600886.SH,X000877.SZ,X600547.SH,X601600.SH,X600795.SH,X002271.SZ,X601991.SH,X600027.SH,X600426.SH,X000983.SZ,X600803.SH,X600362.SH,X600176.SH,X000408.SZ,X601699.SH,X000723.SZ,X600348.SH,X600096.SH,X000629.SZ,X000786.SZ,X600995.SH,X600141.SH,X000933.SZ,X600219.SH,X600160.SH,X600985.SH,X600157.SH,X002353.SZ,X300073.SZ,X002080.SZ,X600489.SH,X000807.SZ,X600801.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,-0.0399529112150702,0.073577779676583,-0.0181738733893161,0,-0.0299275925221934,0,0,0,0,0,0.0160038086971824,0,0.0907807499484318,0,0,0,0,0,0,0,0,0,0,0.162506652348368,0,0.0208098128413156,0,-0.0474212870898023,0,0,0,0.00429527129895539,0,0,0,0,0.132955854933995,0,0,0,0,0,0,-0.0236594848513653,0.000911724002978366,0,0,0,0,0,0
X601088.SH,0,0,0,0,0.388491004810221,0.196024263288336,0,0,0,0.0362972151742269,0.193835581117843,0,-0.0677082059787041,-0.0867050873248865,0,0,0,0,0,0,0,0,0,0,0,0,0.227445653168329,0,0,0,0,0,0,0,0,-0.149542554447224,0,-0.113838698312393,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0115794853905597,0.0411281852205113,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0.0253020260446876,0,0,0,0,0.00609443212097384,0,0,0,0,0,0,0,0,0,0.0366843852414141,0,0,0.00807584629703203,0,0,0.0248429809171684,0,0,0.0454440843019879,0,0.0395378977909766,0,-0.0109749859469938,0,0,0,0,0,0,0,0,0,0,0.0476650631340751,0,0,0,0.0559284256617194,0,0,0,0.0108527677345468,0,0,0,0,0,0
X600309.SH,0,0.0210089237594436,0,0,0,0,-0.012775312344476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0410374105685781,0,0.0439022014664447,0,0,0,0,0.130708149918205,0,3.46944695195361e-18,0,-0.0212254196109614,0,0,0.0279892545279768,0,0,0,0,0,0.147144729688827,0,0.054812420527448,0,0,0,0,0,0,0,0,0,0,0,0.0400023640822072,0,0
X600188.SH,0,0.101611427800841,0,0,0,0,0,0,0,0.600698907974262,0,0,0,0,0,-0.104801319438544,0,0,0,0,0,0,-0.0793875334021525,0,0,0,0.0704649867659387,0.062057841866928,0,0,-0.0481436020159911,0,0,0.0427386437307821,0,0,0,0,0,0.105839131254343,0,0,0,0,0,0,0,0,0,0,0,-0.139737284633039,4.33680868994202e-19,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0,0,0.630213104166783,0,0.101927422845176,0,0,0,0.0427705331351927,0,0,0,0,0,0,0,0,0,0,0,-0.0219038153246533,0,0,0,0,0,0.24833897996679,0,0,0,0,-0.14226340021896,0,0,0.159978518445533,-0.0966288220127563,0,4.33680868994202e-19,0,0,0.179159788998507,0,0.0681015702199634,0,0,0,0,0.0390985870397757,0,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0.373271501596855,0,-0.161097029558133,0,0,0,0,0.123877344677763,0,0,0,0,0,0.0533208473172212,0,0,0,0,0,0,0,0,-0.171142225530349,0,0,0,0.0552356864088821,0,0.0634969408444703,0,0.0736678673350737,0,0,0.0989133922791759,0.106935899978152,0,0,0,0,0,0,0,0,0,0,0,0.02876036021034,-0.0793781836742026,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,4.33680868994202e-19,0,0,0,0,0.0532368073637078,0,-0.0376205716941531,0,0,0,0,0,0,0,0,0.109450085046887,0.0244687547220522,0,0.002259902602962,0,0,0,0,0,0,0,0,0,0.0178191773156079,0,0.0636777552942997,0,0,0.0570689819589466,0,0,0,0,0.102823230013753,0,0,0,0,0.313391587585309,0,0.0274114910300815,0.0340272683362933,0,0,0,0,0,0
X000792.SZ,0,0,0,0,0,0.031988470136261,0.193784561807809,0,0,1.73472347597681e-18,0.146203856638505,0,0,0,0,0,0.140648946631265,0,0,0,0.0849679081258809,0,0,-0.039944041902742,0,0,0,0,0,0,0.255892358372415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0343295151201775,0,0
X601898.SH,0,0.107676783021909,0,0,0,0.00170934611784538,0,0,0,0,0.0324800050946322,0,0,0,0,0,0,0,0,0,0,0.0269650807325993,-0.0960823119916959,0,0,0,0.324331751351582,0,0,0,0,0.0057982294561452,0,0,0.133839528288406,0,0,0,0,0,0.0894249743555498,0,0.101337278687102,0,0.194942795085467,0,0,0,0,0,0,0.00934402033066294,-0.0206884799384216,0,0,0,0,0,0
