,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X601898.SH,X600188.SH,X600547.SH,X600019.SH,X600886.SH,X600660.SH,X601600.SH,X600011.SH,X600585.SH,X600795.SH,X000792.SZ,X600489.SH,X600362.SH,X600010.SH,X600111.SH,X000708.SZ,X600027.SH,X600803.SH,X002460.SZ,X601991.SH,X000301.SZ,X600160.SH,X600426.SH,X000983.SZ,X600219.SH,X601699.SH,X002466.SZ,X000786.SZ,X600176.SH,X002128.SZ,X000807.SZ,X000630.SZ,X600096.SH,X601168.SH,X600985.SH,X000408.SZ,X000933.SZ,X000877.SZ,X000883.SZ,X000027.SZ,X600995.SH,X600378.SH,X002353.SZ,X600299.SH,X600688.SH,X000932.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.646385641326226,0,0,0,0.10791597046383,0,0,0.178287473404683,0,0.0716034326454695,0,0,0.00989488519981311,0,0.122840660008892,0.136024166011414,0,0,0,0,0,-0.0295291189166292,0,0,0,0,0,0,0,0,-0.0421813565760399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0826906796017581,0,0,0,0,0,-0.0544105726082849,0,0,0,-0.0476672423476485,0,0
X600028.SH,0.289445430247997,0,0.220176437934924,0,0.0971061610722995,0,0,0.0905963357342964,0,0,0.0460527112664115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0743943221676092,0,0,0,0.152648994729168,0,0,0,0.0236521263409386,0,0,0,0.070815057053625,0,0,0,0,0,0.0147596013393702,0,0
X601088.SH,0,0.382215555999453,0,0.0120400190462119,0,0.215669231517972,0,0,0,0.0978123980389296,0.0931525684114081,0,0,0,0,0,0,0,0,0,0,0.106091228418789,-0.103615812988219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.01899197534949,0,0,-0.0108040325146251,0,0,0,-0.0457654948729572,0,0,0,-0.0543260444357307,0,0.00157936236813809,-4.33680868994202e-19,0,0,0,0.0203600137306703,0,0
X600309.SH,0,0,0,0,-0.117868910651401,-1.73472347597681e-18,-0.0112908204872453,0,-2.16840434497101e-19,0,0,0,0,0,0,-0.0379485596005067,0,0,0,0,-0.185948441830714,0.278109429591343,0,0,0,0,0.194546336763965,0,0,0,0,0,0,0.33201078695427,0,0,0,0,0,0,0,0,0,0,0,0.211718937392223,0,0,0,-0.0398828978147276,0,-0.0207736554910308,-0.0181549673729765,0,0,0,-0.0220673560414734,0,0
X601898.SH,0,0.286892781189394,0,0,0,0.161540461750439,0,0,0.086355113214979,0,0.184318276007749,0,0,0,0,0,0,0,0,0,0.107200575682659,0,0,0,0,0,0,0,0,0.132345911791379,0,0,0,0,0,0,0,0.053617404389451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00195763155564306,0,0
X600188.SH,0,0,0.21894453399169,0,0.0740416987494656,0,0,0,0,0,0.100641214545531,0,0,0,0,0,0,0,0,0,-0.115590836327071,0,0,-0.0771045285438087,0,0,0,0.00498028261237302,0,0.700194371062013,0,-0.0867437547487626,0,0,-0.151374271454947,0,0,-0.0488320886223473,0.34580846659276,0,-1.38777878078145e-17,0,-0.00558745803753584,0,0,0,-0.119350573101109,0,0,0,0,0,0.0700028643375227,0,0,0,8.67361737988404e-19,0,0
X600547.SH,0,0,0,-0.0626136856394624,0,0,0,0,0,0,0,0,0,0,0,0.683851311579341,0,0,0.103669085177618,0,0,0,0,0,0,0.183017226907527,0,0,0,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0,0,-0.212783526380775,0,0,0.100875942449047,-0.0468563829215619,0,0,0,0,0.0254997562449119,0,0
X600019.SH,0,0.409534527798695,0,0,0.021579677650935,0,0,0,0,0,0,0.105308990080345,0,0,0,0,0,0,0,0.301058977043664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0680913783842235,0,0,0,0,0,0,0,-0.123896385372157,0,0,0,-4.33680868994202e-19,0,0.16275519895134,0,-0.129303177704944,0,0,0,0,0
X600886.SH,0.31584199515353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.25209071757759,-0.214690585624683,0,0.13914280243516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.117015948472261,0,0.0279993540311721,0,0,0,-0.0202019903781811,0,0
X600660.SH,0,0,0,0,0,0,0,-0.0979464273190082,0,0,0,0,0,0,0.1834997926426,-0.108771000853069,0,0,0,0,0.140011586043966,0,0.133236324964824,0,0,0,0,0,0,0,0.049683770352574,0.359402833428977,0,0,0,0,0,-0.0563972405992662,0,-0.00429530173313428,0,0,0,0,0,0,-0.147063745126946,0,0,0,0,0,-0.0557466709558935,0,0,0,-0.0636590872580812,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0,0,0,-0.0608978746739571,0,0,0,0.43556132862462,0,0,0,0,0,0,0,0,0.03500181939534,0,0,0.351205961633204,0,0,-0.0529351024429983,0,0.343236199944745,0.056306843515119,0,0,0.162050645504719,0,0,0,0,0.115960642024732,0,0,0.00956496642574401,0,0,0,0,0,0,0,0,0,0,0,0,0
