,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X600188.SH,X002466.SZ,X002460.SZ,X600585.SH,X000792.SZ,X000301.SZ,X601898.SH,X600019.SH,X600111.SH,X600011.SH,X600660.SH,X600010.SH,X000708.SZ,X000877.SZ,X002271.SZ,X600547.SH,X601600.SH,X600886.SH,X600795.SH,X600426.SH,X600176.SH,X600362.SH,X000629.SZ,X600803.SH,X601991.SH,X000408.SZ,X600348.SH,X600027.SH,X000983.SZ,X600096.SH,X000723.SZ,X002080.SZ,X000786.SZ,X600160.SH,X300073.SZ,X601699.SH,X600219.SH,X600141.SH,X002353.SZ,X600157.SH,X000933.SZ,X600378.SH,X600549.SH,X600295.SH,X600801.SH,X300037.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0.0223930192558643,0,0,0,0,0,0,0,0,0,-0.0862559379883585,-0.000359446430364207,0,0,0,0,0,0.177044725259716,0,0.0377694911079316,0,0,0,0,0.0409302313111425,0,0,0.053009286068907,0,0.138365513921691,0.0333598365929496,0,-0.0494181969914878,-0.10654748116191,0,0,0.0782198952464151,0,0,0,0,0,0,-0.0450267423463301,0,0,0,-0.0133123263416121,0.0548124814922895,0,0,0,0,0,0,0
X601088.SH,0,0,0,0.00709533300469556,0.215227123555567,0.104163210604066,0,0,0.155471449570321,-0.00358145407994389,0,0,0,0.0508773757392551,0,0,0,0,0,0,0,0,0,0,0,0,-0.0900685923591192,0,0,0,0,0,0,0,0,0,0.0173987055988106,0,0,0,0,0,0,0,0.360671932033186,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600028.SH,0,0,0,0.0490506051887351,0,0,0,0,0,0,0,0,0,0.0275177804971002,0,0,0,0,0,0,0.0517771357546823,0,0,0,0,0,0,0,0,0,-0.0121248421846496,0,0.0667087847206943,0,0,0,0,0,0,0,0.00269380438017999,0,0,0,0.000664951329112178,0,0,0,0,0,0,0.000456165146357065,0,0,0,0,-0.0343223345024235,0,0
X600309.SH,0,0.0805165339842349,0,0,0,0,0,0,0,-0.0035331330214593,0.0613709890912199,0,0,0,0,0,0.0245194847247192,0,0.064266039620042,0,0,0,0,0.0113067192146979,0,0,-0.0110932459334192,0,0,0,0,0,0,0,0,0,0.00146775787376715,0,0,0,0,0,0.0638916602066034,0.125110197293556,0,0,0,0,0,0,0.0881103459025118,0,0,0,0,0,0.000827353546266867,0,0
X600188.SH,0,0.0157062142034325,0,0,0,0,0,0,0,0,0.407325608359637,0,-0.0407414960153192,0,0,0,0,0,0,0,0,0,-0.0609950079838718,0,-0.120168615224764,0,0.0270379255944967,0,0,0,0,0,0.110722529157409,0.0190476405185899,0,0,0,0,0,0.353465541724419,0,0,0,0,0,0,0.0276576623929431,0,0,0,0,-0.0966705557240338,0,0,0,0,-0.0026231868714004,0,0
X002466.SZ,0,0,0,0,0,0,0.527134085999309,0,0.103802804102793,0.0291479598931428,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0500075320993047,0,0,-0.136001866641676,0,-0.0764308196886961,0.211031361894682,-0.0398168589225117,-0.0285841365558939,0,0,0,0.0723151455562955,0,0,0,0,0,0.303260292368561,0,0,0,0,0,0,0,0,0,0.0489814591819784,0.00967146249390531,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0.168858140161725,0,0,0.108865667562726,0,0,0,0,0,0,0.0348853230392003,0,0,0.123546198903474,0,0,0,0,0.129012608530674,0,0,0,0,0,0,0.0119077961348726,-0.0344294474293281,0,0,0,-1.73472347597681e-18,0,-0.0416182608651491,0.0775772876723509,0,0,0.1947177357119,0,0,0.10563378632273,0,0,0,0,0.145206178786494,0,0,-0.059761503393246,0,0,0,0.0385845629843709,0,0
X600585.SH,0,0,0,0,0,0,-0.0152865093212783,0,0,-0.0748704988878822,0,0,0,0,0,0,0,0,0.0922995196362589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0404245358559277,0,0,0.0964981402578251,0,0,0,0,0,0,0,0,0,0,0,0.181821896925034,0,0,0,-0.0606993441413364,0,0,0,0,0,0
X000792.SZ,0,0,0,0,0,0.250094828563715,0,0,0,0,0,0,0,0.097599764245821,0.00740177947036501,0.105729048007984,0,0,0,0,0.0236986052804668,0,0,0,0,0,0,0.0707099739010543,0,0,0.0904646889761313,0,0,0,0,0,0,0,0,0,0.256725222612723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0392084875544339,0,0
X000301.SZ,0,0,0,-0.10736888296834,0,0.338797767592877,0,0,0,0,0,0,-0.0060005887021363,0,0,0.157676121248262,0.244760570729451,0,0,0,0,0,0,0,0,0,0,0,0,0.274023893543429,0.051761271425115,0,-0.0825764807140291,0,0,0.113131790816908,-0.0841855767291411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.170248706180475,-0.117798133543506,0,0,0,0.0568950630336865,0,0
