,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X601898.SH,X600188.SH,X600660.SH,X600019.SH,X601600.SH,X600547.SH,X600886.SH,X600585.SH,X600011.SH,X600795.SH,X000792.SZ,X600362.SH,X600489.SH,X600010.SH,X600111.SH,X600803.SH,X000708.SZ,X600027.SH,X002460.SZ,X000301.SZ,X601991.SH,X600160.SH,X002466.SZ,X600426.SH,X600219.SH,X000983.SZ,X601699.SH,X000786.SZ,X000807.SZ,X000630.SZ,X600985.SH,X000408.SZ,X601168.SH,X600176.SH,X002128.SZ,X000933.SZ,X600096.SH,X000877.SZ,X000883.SZ,X600352.SH,X600378.SH,X002353.SZ,X600995.SH,X600863.SH,X600688.SH,X600612.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0.35163307321619,0,0.345826487964136,0,0,0,1.38777878078145e-17,0,0,0,0,0,0,0,0.121917953863247,0,0,0,0,0.126999835090469,0,0,0,0,0,0,0.144720751172066,0,0,0,0,0.403103156054575,0,0,0,0,0,0,0,0,0,0,-0.205245606850982,0,0,0,0,0,0,-0.0141093686967908,-0.00275728077883069,0,0,0,0,0,0
X601088.SH,0.121274563292034,0,0,0,0.131016608898229,0.00350678424479991,0,0,0,0,0,0,0,0.147951803265022,0,0,0,0,0,0,0,0,0,0,0,0,-0.0685316415474818,0,0,0,0,0,0,0,0.121082496290777,0,0,0,0,0.0935311994139144,0,0,0,0,0,0,0,0.0501097353693591,0,0,0,0,-0.0385811134498187,0,0,0,-0.0575817686551306,0,0
X600028.SH,0.376237748710466,0.199743232855568,0,0,0.197398147479438,0,0,0,0,0.0773609767993601,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,-0.0922496015158456,0,0,0,0,0,0,0,0,0,-0.0516216408512572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0523994942683079,0,0.0516260791055565,0,0,0,0,0
X600309.SH,0,0,0,0,0,-0.106857620011264,0,0,0,-0.0343126875552946,0,0,0,0,0,0,0,0,0,0,0,-0.0400519655641663,0,0,0,0,0,0.271788576274037,0,0,0,0,0,0,0,0,0,0,0.272750253891898,0,0,0,0,-0.065096035727145,0,0.0800986874960051,0,0,0,0.292266887067422,0,-0.0977658297571259,-0.0259542379400777,0.0317129710930563,0,0,0,0,0
X601898.SH,0,0.596945230126814,0.145942710510167,0,0,0.106522391057273,0,0,0,0.0559665579126826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000376612915906781,0,1.73472347597681e-18,0,0,0.0201778817840881,0,0,0,0,0,0,0.179088380356919,0,0.0266026529861617,0,0.0420341947163055,-0.0365879225014792,-0.0807256280215976,0,0,-4.33680868994202e-19,0,0
X600188.SH,0,0,0,0,0.251655342895818,0,0.0115061452861474,0,0,0.101605271425737,0,0,0,0,-0.105845261099595,0,0,0,0,0,0,0,0,0,0,-0.00832374335820392,0,0,0,0,0.361426886320376,0,0,0,0.526350131605976,0,0,0,-0.26816493825612,0,0,-0.0529615818889655,0,0,-8.67361737988404e-19,0,0,0.32876301504545,0,0.0952667517568739,0,0.0235201512214123,0,0,0,0,0,0,0
X600660.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.529712525700532,0,0.0699297994121071,0,0,0,0.0213895886066077,0.435540736642563,0,0,0,0.197052629393237,0,0,0,0,-0.069035748525739,0,0,0,0.00196111688895393,-0.226434659812984,0,0,0,-0.0742715754727017,0,0,0,0,0,-0.159529129484822,0,-0.105130038106173,0,0,-0.0914421366268695,0,0
X600019.SH,-1.73472347597681e-18,0,0.218353670972312,0,0,0,0,0,0,0,0,0,0.196800870072982,0,0.108228988224147,0,0.159166171702455,0,0,0,0.250978783647729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0350020590185057,0,0,0,0,-0.134045556822958,0,0,0,-0.0960872009646122,0,0,0,0,0,-0.0784528289442728,-0.00672288667975089,2.71050543121376e-20,0,0,0,-0.0204272100535743,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.124586859385482,0,0,0,0,0,0,0,0.011700785576838,0,-0.0130563402749775,0,0.0123355265671977,0,0,0,0,0,-0.0363583382476966,0.497830388180227,0,0,0.0234798077626316,0.398285391180893,0,0,0,0,-0.0505118736038617,0.231609334755136,0,0,0,0,0,0,0,0,-0.0466740730523974,-0.00739618838375509,-0.0357364842147497,0,0,0,0,0
X600547.SH,0,0,0,-0.0967583592618918,0,0.215608713176267,0,0,-0.172047602235113,0,0,0,0,0,0,0,0.666920732239519,0,0,0,0,0,0,0,0,0.0704867333288802,0,0,0,0,0.0105244175136778,0,0,0,0,0,0.246081734679062,0,0.0253227765969674,0,0,0,0,-0.0106664493385528,0,0,0,0,0,0,0,-0.0288425476980939,0.0231953320888888,0,0,0,0.02401733480906,0,0
