,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600019.SH,X600585.SH,X600010.SH,X601898.SH,X600688.SH,X600547.SH,X601600.SH,X600795.SH,X600362.SH,X300072.SZ,X600188.SH,X601991.SH,X600157.SH,X600027.SH,X600309.SH,X600660.SH,X601992.SH,X600886.SH,X600111.SH,X600489.SH,X600299.SH,X000898.SZ,X000792.SZ,X601158.SH,X000723.SZ,X000959.SZ,X000709.SZ,X600583.SH,X002466.SZ,X000408.SZ,X000883.SZ,X000630.SZ,X600352.SH,X600098.SH,X600219.SH,X600623.SH,X000539.SZ,X000983.SZ,X000027.SZ,X600021.SH,X002470.SZ,X000060.SZ,X000937.SZ,X600549.SH,X600176.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.386732715254641,0,0,0.0643930438650273,0,0,0,0,0,0.0472536879933758,0,0,-0.0278418495812405,0,0,0,0,0,0,0,0.0143477294310317,0,0,0,0.0245097463917788,0,0,0,0,0,0.0371896045601268,0,0,0,0,0,0,0,0.129209392371311,0,0,0,0,0,0,0,0,0,0,0,-0.0103165134908447,0,0,0,0,0,0
X600028.SH,0.729585350969497,0,0,0,0,0.23467498939127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0310736972738042,0,-0.0348036286403509,0,0,0,0,-0.0304265534133351,0,-0.0120478060724994,0,0,0,0,0,0,0,0,0,-0.0358043412037141,0,0,0,0,0,-0.00604881583447004,-0.011783128732193,0,0,0,0.0113435116078542,0,0.0586518760129919,0,0,0,0,0
X601088.SH,0,0,0,0,0,0.0204688744883806,0.102814953540408,0.103375848241356,0,0.113537002314158,0,0,0,0,0,0,0,0,0,0.00655680258035193,0,0,0,0,0,0.112925899315368,0,0,0,0,0,0,0,0,0,0.0356834310461361,0,0,0,-0.128224920413099,0,0,0,0,0,0,0.144192154512049,0,0,0,-0.0203441862582046,-0.00801938136696133,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0.1063925578045,-0.0365335018494026,0,0.385856558271071,0.0537630400287123,0.0119275562033241,0,0,0,0,0,0,0,0,0,0,0,-0.0939928289300229,0,0.0410495913966097,0,-0.00456837596752851,0,0,0,0,0,-0.0714010773649273,0,-0.0326082256450583,0,0,0,0,0,0,0,0,0,0,0,0.0606030816683276,-0.0463164027666118,0.0492540205750077,0,0,0,-1.38777878078145e-17,0,0
X600019.SH,0,0,0,0,0,0.39673082948213,0,0,0,-0.053051099707462,0,0,0.161619631496885,0.0107860937310865,0,0,0,0,0.0113312304981306,0,0,0,0,0,0,0.0127291392222905,0,0.0616207847279774,0,0.0592116790540252,0,0,0,0,0,0,0,0,0,0,0,-0.0253673610698773,0,0.236346016148583,0,0,0,0.18882891799324,0,0,0.0477678091576502,-0.00732559401210125,-0.59404353735921,0,0,0,0,0
X600585.SH,0,0.374308159117479,0,0,0,0,0,0,0,0.0169618745784625,0,0,0,-0.0637282155231243,0,0,0,0,0.264531031954409,0.15872893682875,0,0,0,0,0,0.12749283444048,0,0,0.0679029941564767,0.0106434732509953,0,0,0,0,0,0.282762449066293,0,0,0,0,0,-0.042160721911005,0,0.164953099100814,0,-0.131238825361993,0,0,0,-0.0653366770060509,0,0.0152275570309472,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0.102236253208197,0,0,0,0,0,0,0,0.0776719019138371,0,0,0,0,0,0,0.220908113439625,0.0272239225624334,0,0,0.00777388527978562,0,0,0,0,0,0,0,0.021393278855839,0,0.0963888348446765,0,0,0,0,0,0.000246347939511442,0.0720364178786439,0,0,0,-0.018666400402937,0,0,0,0,0,0,0
X601898.SH,0,0,0.23276676764495,0,0,0,0,0,0,0,0,0,0,0,0.228943807194392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.112578129103553,0,0,0.275978940672291,0,0,0,0,0.3096715322741,0,0,0,0,0,0,0,0,0,-0.00454119286272847,0,0,0,0,0,0
X600688.SH,0,0,0,0,0.0172221889404975,0,0,0,0,0,0.0186907083373493,0,0,0,0,0,0.0660858981662159,0,0,0,0.0985594934370569,0,0,0,0,-0.0031785707160513,0.220687476869512,0.00622173387256341,0,0,0,0.439870303486768,0,0,0,0.00150462640484238,0,0,0,0.032704990144198,0,0,0,0,0.00812882510730099,0,0,0,0,0,0,0.00172131422690957,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,-6.93889390390723e-18,0,0,0,0,0,-0.210465403026223,0,0,0.0860708370349111,0,0,0,1.06122104380484,0,0,-0.0731903546932868,0,0,0,0,0,0,0,0,0.0589005175314918,0,0.0141393929096931,0,0,0,0,0,0,0,0.0103932874565746,0.0148887771532331,-0.138424267462699,0,0,0,-0.00685718529989228,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0.173382593326951,0,0,0,0.0275046570092973,0,0.139722074072156,0.0583216731336199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.127680403227487,0,0,0,0,0,0,0,0,0.098259348733189,0.542120557936516,0,0,0,0,-0.0398965899080531,0.00542362480160203,0,0,0,-0.334650378805173,0,0
X600795.SH,0,0,0,0,-0.16375309549971,0,0,0,0,0,0.105001794982914,0,0.150682308539523,0.0161034156309526,0,0,-0.0353775695558762,0,0,0,0,0,0,0.0181025142287489,0,0,0,0,0,0.00577059485335558,-0.0226838031681676,0,0,0,0,0,0,0,0,0.0960202115789451,0,0,0,0,0,0,0,-0.00278862652133727,0,0,-0.0152107121425837,0,0.113398747771146,0,0,0,0,0
X600362.SH,0,0,0,0,0,0,0,0,0,0,0.298983697671052,0.0839595541852647,0,0.069410549124356,0.191433371184066,0,0,0,0,0,0,0,0,0,0,0,0,0,0.247628085359607,0,0,0,0,0,0,0.147085049174669,0,0,0.324214343469978,0.0712497702491285,0,0,0,-0.0701939659986902,0,0.000836178168713455,0.0400193627113923,0,0,0,-0.0140566302923961,0,0.0700112186413793,0,0,-0.0725944948650457,0,0
X300072.SZ,0,0,0,0,0,0.0889089279840923,0,0,0,0,0,0.276001263911109,0.0577893709919814,0,0,0,0,0,0,0,0,0,0,0.090826979860196,0,0,0,0,0.146205469035363,0,-0.335317675298364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0754449563332631,0,0.0693433183068154,0.555666358124335,0.359861362863063,0,0.00566711818652925,-0.67268121385696,0,0,0.266644821879009,0,0
