,X601857.SH,X600028.SH,X601088.SH,X600019.SH,X600585.SH,X600010.SH,X600309.SH,X601600.SH,X600011.SH,X600188.SH,X601898.SH,X002466.SZ,X600660.SH,X600688.SH,X600362.SH,X300072.SZ,X600795.SH,X601992.SH,X002460.SZ,X600516.SH,X000898.SZ,X601991.SH,X600547.SH,X600886.SH,X600176.SH,X600111.SH,X000786.SZ,X000709.SZ,X600352.SH,X000825.SZ,X601699.SH,X000792.SZ,X002271.SZ,X000553.SZ,X600027.SH,X000830.SZ,X600299.SH,X000408.SZ,X600808.SH,X002110.SZ,X600219.SH,X601158.SH,X000959.SZ,X000932.SZ,X600489.SH,X000883.SZ,X600426.SH,X000630.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.411235300750677,0,0,0,0,0,0,0,0,0,-0.00435191664586045,0.0445605059244598,0,0,0.198971353001295,0,0,0,0,0.019653450488408,0,0,0,0.0282226965800432,0,0,0,-3.46944695195361e-18,0.0753723776795314,-0.00608287128513311,0,0,0,0,0,0,0,0,0.00271575197588743,0,0,0,0,0,0,0.0188390555172587,0,0,-0.000755004073878148,2.16840434497101e-19,0.0573829965424568,0,0,0,0,0
X600028.SH,0.485810847951965,0,0.130223519954171,0,0,0,0,0,0,0,0,0,0,0.0896641789483902,0,0,0,0,0,0,0,0,0.259003484722654,0,0,0,0.0366752389248606,0,0,-0.0823102122046092,0,0,0,0,0,0,0,0,-0.0217473812320271,0.0149325827050195,0,0,0,-0.145389566651878,0,0,0,0,0,-0.0100912254205123,0.0034000640833293,0,0,0,0,0,0
X601088.SH,0,0,0,0.419562879149838,0.138480848136908,0,0,0,0,0.0554456371121383,0,-0.0401924061410849,0,0,0.00586700208344348,0,0,-0.0419294559979311,0,0,0,0,0.0348445420132489,0,0,0,0,0,0,0,0.0300033497814049,-0.00744025157870945,0,-0.0597360919011074,0,0.102727216204695,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0217462247110013,0.0219260717629013,0,0,0,0,0,0
X600019.SH,0,0,0.0131399036965128,0,0.0331877711824864,0,0,0,0,0,0,0,0,0,0.183810849380895,0,0,0,-0.136480013935386,0,0.659124021316344,0,0,0,0.0990175625207006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.135288930747188,0,0,0,0,0,-0.0124836181495608,0.0232589846439109,0.120922176901825,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0.306827481058949,0,0,0,0,0,-0.14751316361917,0,0,0,0,0,0,0,0,0.165474469903057,0,0.299045225323902,0,0,0,0.0969419093968025,-0.187937904305773,0,0,0,0,0,0,0,0,0,0,0,0.124895765954717,0,0,0,0,0,-0.0168386936988275,0.0214926208073013,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0.0612934642203632,0,0,0,0,0,0,0,0,0,-0.0379192393942905,0,0,0,0,0,0,0,0,0.126900085603897,-6.93889390390723e-18,0,0,0,0.116097455790613,0,0,0,0.142321665910709,0,0,0,0,0.24755289525919,0.0353563188629999,0,0,0,0,0,0.0510277868673085,-0.0487541393286803,0,0,0,0,0,0
X600309.SH,0,0,0.110379684306263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.33680868994202e-19,0,0,0,0.0026603890823682,0,0,-0.0242193981249681,0.0552727832136179,0,-0.0127220436889707,0,0,0,0,-0.00163943512243218,0,0,0,-0.0288416100210628,0,-0.0944535898297032,0,0,0,0,0,0,0,0,0,-0.0515135290778446,0.0716371613655929,0.0822527148554715,0,0,0,0,0
X601600.SH,0,0,0,0,-0.113420230549101,0,0,0,0,0.0141126358070011,0,0,0,0,-0.0951742488780984,-0.593577787989632,0,-6.93889390390723e-18,0,-0.0202121297557086,0,0,6.93889390390723e-18,0,0,0,0,0,0,0.640028244533536,0.0791628763867031,-0.129153140407433,0.0652737669414707,0,0,-0.044727057190694,0,-0.00491687330887468,0,0,0,0,0,0,0,0,0,0,0,0,-0.102800015482789,0,0,0,0,0,0
X600011.SH,0,0.0578103769280495,0,-0.165781489029607,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00263088634508414,0,0.00976483741461087,0,0.165251851005003,0.0343877126077266,0.0341440225294168,0,0,0,0,0,0,0,0.0380671381880176,0,0.142399871955184,0.161748257544407,0.0378235377583956,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0142336072148872,0.016078710040969,0,0,0,0,0,0
X600188.SH,0,0,0.168600118698377,0,0.173285279020017,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0866140654704936,0,0,0,0.0584575104821619,0,0,0,0,0,0,0,0.431420027875438,0,0,0,0,0.125892251443425,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00476929751135713,-8.67361737988404e-19,0,0,0,0,0,0
