,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600019.SH,X600309.SH,X600011.SH,X600547.SH,X600010.SH,X601600.SH,X601898.SH,X600660.SH,X601991.SH,X600886.SH,X600688.SH,X600362.SH,X600352.SH,X600188.SH,X600795.SH,X600801.SH,X600111.SH,X000723.SZ,X601992.SH,X600027.SH,X000898.SZ,X600489.SH,X002271.SZ,X600176.SH,X600516.SH,X002460.SZ,X000709.SZ,X000786.SZ,X002466.SZ,X600299.SH,X000629.SZ,X601158.SH,X600219.SH,X000883.SZ,X600808.SH,X000553.SZ,X000401.SZ,X600985.SH,X000630.SZ,X000027.SZ,X601699.SH,X600426.SH,X600583.SH,X000825.SZ,X600339.SH,X600612.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.107733238369651,0,0,0,0,0,-0.00489688455472119,-0.00774128550148869,0,0,0,0,0,0,0,0,0,0,0.0265430385744029,0.0344182849375063,0.015258542193597,0,0,0,0,0,0,0.0727390671171647,0,0,0,0,0.0884815379572988,0.029907140795917,0,0,0,0,0.00265195311470581,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00857564705658332,0.0155785016415126,0,0,0.0188110576827648,0,-0.0122705287542161,0,0,0,0,-0.0195074021154636,0,0,0,0.0339481599588071,0,0,0.0205956127521381,0,0,0,0,0,0.0301445929511747,0,0,0,0,0,0.133436941914309,0,0,0.15686929700616,0,-0.0160169775206103,-0.00435962080819673,-0.0150205303221453,0,0,0,-0.010300088220565,0,0
X601088.SH,0,0,0,0,0,0,0,-0.0153605384889714,0,0,3.46944695195361e-18,0,0,0,0,0,0,0.229387350566675,0,0.0568364039270761,0.0145169070041219,0.00294080055172334,0,0,0,0,0,0,0,0,0,0.102911368437346,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.070893347579526,0,0,0.00475416715663402,-0.0186945650966042,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0.123973957077561,0,0,0,0,0,0,0,0.11959241108565,0,0,0,0,0,0.369063300423529,0,0.00808125919943023,0,0,0,0,0,0,0.0433551061282519,0,0,0,0,-0.0304181548538022,0,0,0,0,0,0.0151543128356284,0.0770473362391508,0.00207797115132503,0,0,0,0,0,0,0,0,0,-0.00362608476110404,0,0,0,0,0.0168417393069551,0,0
X600019.SH,0,0,0,0,0,0.0357792052173697,0,-0.015738032526646,0,0,0,0,0,0,0,0,0,0,0,0.204421731996213,-0.0383027811542457,0.0517750009926529,0,0,0,-0.00571399468967295,0,0,0.0189097315794438,0,0,0,0,0.0871194212045724,0,0,0,0,0,0,0,0.123092031067658,0,0,0,0,0,0,0.0290772429253924,0,0,-0.0108791509638651,0,0,0,0,0.012678356668406,0,0
X600309.SH,0,0,0,0.274322798861997,0,0,0.0919823129758489,0,0,0,0,0,0,0,0,0,0.26802700259529,0,0,0,0.0400465956537374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.444304432191915,0,0.0145317475887256,0.0733229435588565,0,0,0,0.123105644707819,0,0
X600011.SH,0,0,0,0,0,0.0136246123075186,0,0.0583711793744944,0.0639313344051947,0,0,0,0,0,0,0,0,0,0,0,0,0.0571975401207233,0,0.27288429063324,0,0,-0.164932870749163,0,0,0,0,0,0,0.0177076892000715,0.184955948619965,0,0,0,0,-0.0146928321858426,0,0.105112180316381,0,0,0.0684610762258825,0,0,0,0,0,0,0.0187611080421859,-0.0283754584750393,0,-0.423930666282721,0,-0.00156570809201562,0,0
X600547.SH,0,0,0,0,0,0,0.137431167128104,0,0,0,0,6.93889390390723e-18,0,0.0016115314692967,0,0,0,0,0,-0.118661602515538,0,-0.00707366779698615,0,0,0,0.773448944170429,0,0,0,0,0,0,0,0,0,0,0,0,0,0.108804878889754,0,0.0325976101628804,0,0,0,0,0,0,-0.105657575600267,0.114410135158856,0,-0.0957530096875124,0.127210368825522,0,0,0,-0.0339887028750915,0,0
X600010.SH,0,0,0,0,0,0,0.374550077097907,0,0,0,0,0,0,0,0,0.302139320659569,0,0,0,0.151226518839969,0.0806689054245354,0.0114407062094575,0,0,0,0,0,0,0,0,0,0,0,0.129576979932814,0,0,0,0,0,0,0,0.0987596647126672,0,0,0,0,0,0,0.0149247406434798,0,0,-0.0115536120122216,-0.0709370140419595,0,0,0,-0.0166673917157962,0,0
X601600.SH,0,0,0,0,0,0,0,0,0.184514577002006,0,0,0,0,0,0,0.340670557292448,0,0,0,0.0350205729022968,0,0.0209220492246703,0,0,0,0,0.0012627221041876,0,4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0,0,0,0.0112812504767287,0,0,0,0.180457730752337,0,0,0,0,0,0,-0.0425172245088358,0,0,0,-0.0212747414121611,0,0
