,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600010.SH,X600019.SH,X600585.SH,X601898.SH,X600688.SH,X600547.SH,X600188.SH,X600795.SH,X601600.SH,X601991.SH,X600362.SH,X600111.SH,X600157.SH,X600027.SH,X600886.SH,X002466.SZ,X601992.SH,X600623.SH,X600489.SH,X000792.SZ,X600309.SH,X600299.SH,X600660.SH,X300072.SZ,X600549.SH,X002075.SZ,X601158.SH,X600583.SH,X000883.SZ,X000709.SZ,X600352.SH,X000723.SZ,X000898.SZ,X000983.SZ,X000539.SZ,X002407.SZ,X002470.SZ,X000060.SZ,X002460.SZ,X000027.SZ,X000630.SZ,X000761.SZ,X000012.SZ,X600176.SH,X600021.SH,X600219.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0.0472695416523158,0,0,0,0,0,0,0.033755003926608,0,0,0,0,0,0,0,0,0.0773313939834309,0,0,0,-0.0108479956816319,-0.00155059039866174,0,0.161743516626417,0,0,0,-0.0263654820898097,0,0,0,0,0,0,-0.0475127313496303,0,0,0,0,0,0,0,0,0,0.0327367394774628,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0,0,0,0.185240986380104,-0.00187485630395824,0.000185188128750728,0,0,0,0,0,-0.0356522479997052,0,0,0,0,0,0,0.0258905691458573,0.0653503377672473,0,0,0,0,0,0,0.110558202822647,0,0,0.00720720358802295,-0.0836027620315728,0,0,0,-0.011339269352032,0.0128782424084983,0.000468218882074245,0,0,0,0,0,0,0,0,0,0,0.00918431890863868,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0.185842957745563,0,-0.00313388719414524,0.00304407662224254,0,0,0,0,0,0.00404496697678852,0,0,0,0,0.0510526429995454,-0.0212103963765338,0,0,0,0,0,-2.16840434497101e-19,0,0,0,0,0,0,0,0,0.104497029566199,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00861188719878915,0.0394488613384777,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0.101998401150537,0,0.107233398637367,-0.0307102266232445,0,0,0.00909932309571947,0,0,0.046962823887473,0,0,0,0.00359545931615424,0,0,0,-1.73472347597681e-18,0,0,0,0,0.0120318513457673,-0.0144822067012433,0.0270363798566159,0,0,0,0,0,0,0,0,0.0149191908028441,0,0,0,0.158353303094706,0,0,0,0.0870294160814171,0,0,0,-0.0314099042882468,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0.110691532333625,0.0241981899772561,0,0,0,0,0,0.473319643659651,0,0,0,0,-0.0104640929211171,0.00444503467696265,0,0,0,0,0,0,-8.67361737988404e-19,0.00697552775492176,0,0,0,0,0,0.189386595434012,0,0,0,0.0224760198943496,0.00614408504925599,0,0,0,0,0,0,0,0,-0.0834991650637778,0,0,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0.0410165015023991,0,0,0,0,0,4.33680868994202e-19,0,0,0,-0.00894812596021447,0,0,0,0,0,0,0.0264388189653837,0,0,0,0,0,0,0.0722317507593852,0,0.124232722642141,0,0,0.0464504507501096,0,0.00152208174356287,0.15372153898548,0.000563237384495451,0,-0.0878475887042068,0,0,0,0,0,0,0,0,0,0,0,0.0310101501625298,0.0733139283758193,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0.0327780553198846,0.0374689488908511,0,0,0,0,0.204758989975201,0.0281586431000964,0,0,-0.208092744967143,0,0,0,0,0.0337356483222737,0.123719428812343,0,0,0.0741843263616639,0,0,0,0,0.157774322579957,0,0,0,0,0,0,0,0,0.268123868484461,0,0,-0.122056311851143,0,-0.115426796918346,0,0,0,-0.0334975417802539,0,0.106993996528652,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0.0559042881829157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.145054227222916,0,0,0,0.0983387319115076,0.0332989086622833,0,0,0,0,0,0,0.0349541236813621,0,0.213607978582102,0,0,0,0.0346067152570952,0,0,0.0163497112269934,0.150639785529196,0,0,0,0,0,0,0,0,0,0,0,0,0
X600688.SH,0,0,0,0,0,0,0,0,0,0,0.0278273587501679,0,0,0,0,0,0,0,0,0.0607291083152129,0,0.0142639920476847,0,0.0836065570702133,0,0.188860074997144,0,0.0903117151966373,0.0234306749068158,0.140034166885306,0.0816724688822769,0,0,0,0,0,0,0,0,0,-2.16840434497101e-19,0,0,0,0,0,0.0749205370688571,0.160813605588131,0,0,0,0,0.0225451094135116,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,-0.153492631970655,0,0,0,0,-0.0764328589088283,0,0,0,0,0,0.0662978124600069,1.06842239226404,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,0.132063188497918,0,0,0,0,0.0938799046289487,0,0,0,0,0,0,0,-0.167946153753081,0.188666885717967,0.123787241339006,0,-0.00909070135069713,0.0884640262985171,0,0,0,0,0,0
