,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600019.SH,X600585.SH,X601898.SH,X600010.SH,X601991.SH,X601600.SH,X600795.SH,X600886.SH,X600188.SH,X600362.SH,X600111.SH,X600688.SH,X600027.SH,X600309.SH,X601992.SH,X000792.SZ,X601158.SH,X600583.SH,X600157.SH,X000898.SZ,X600352.SH,X000709.SZ,X600547.SH,X600489.SH,X002353.SZ,X000831.SZ,X000630.SZ,X600008.SH,X000539.SZ,X600660.SH,X002470.SZ,X600808.SH,X000825.SZ,X000027.SZ,X600021.SH,X000629.SZ,X600549.SH,X600307.SH,X600578.SH,X600315.SH,X601699.SH,X600098.SH,X000983.SZ,X000960.SZ,X600863.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.57928563157089,0,0,0,0,0,0,0,0.0308661876541884,0,0.144617419855143,0.141552289836292,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0.0062834934288269,0,0,0.0256592875421528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0241355653488151,0.00887419543812527,0,0,0,0,0,0
X600028.SH,0.316306753632243,0,0,0,0,0,2.77555756156289e-17,0,0,0.114264622565345,0,0,0,0,0,0.310406610098869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0.1107786195897,0,0,0,0,0,0,0,0,0,0,0,0,-0.0312267778900547,0,0,0,0,0,0,0
X601088.SH,0.0069643848777189,0,0,0,0.0898990361526118,0,0.0474133690489197,0,0,0.00874616700797097,0,0,0.104310738690051,0,0,0,0,0.0798074640471712,0,0,0,0,0,0,0,0,0,0,0,0,0.0949026645517225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.489574795080939,0,0,0,0,-0.00221623944852029,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0.100387843480979,0,0,0.0357308894795625,0.0776361686296675,0.150327893223326,0,0,0,0.209025497674346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.22545819742044,0,0,0,0,0,0,0,0,-0.0108307429549641,0,0,0,0,0,0
X600019.SH,0,0.0180796384273736,0,0,0,0,0,0,0,0,0,0.135758070365503,0,0,0,0.16133525591478,0,0,0,0,0,0,0,0.395840003804764,0,0,0,0,0,0,0,0,0.0336966820079938,0,0,0,0,0,0.0295610981935503,0,0,0,0,0,0,0,0,0,0,0,-0.0228091195409819,-0.00571928504698119,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,1.73472347597681e-18,0.0648118014636262,0,0,0.10056217032308,0,0,0,0,0,0.060311521763267,0,0,0,0,0,0,0,0,0,0.0194736637434353,0,0,0,0,0,0.0368392269160303,0,0,0,0,0,0,0.25227477288329,0.238016116647229,0,0,0,0,0,0.00311524420505495,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0.128146735841858,0.0704947106525297,0,0,0,0,0,0,0,0,0,0,0,0.0141204523175748,0,0.015573072969427,0,0,0,0,0,0,0,0.0652247293783456,0,0,0,0,0,0.00694196508853053,0,0,0,0.0727703467117599,-8.67361737988404e-19,0,0.0304932189120323,0,0.459851439818393,0,0,0,0,-0.00448946232684259,0,0,0,0,0,0
X600010.SH,0,0,0,0.0665452516804581,0,0,0,0,0,0,0,0,0.0593351867054029,0,0,0,0,0,0,0,0,0,0,0.364529466883765,-0.0182321812542926,0,0,0,0,0.109696063985583,0,0,0,0,0,0,0.0975816564353283,0,-0.0586511550462062,0,0.209501179458939,0.111987876144214,0,0.170553646727259,0,0,0,0,0,0,0,-0.022022993633084,0,0,0,0,0,0
X601991.SH,0,0,0,0,0,0,0.0967022348343704,0,0,0.362397159491152,0.0724272444550639,0,0,0,0,0,0.0836009743747186,0.00959267551056351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.214797543059519,0,0,0,0,0,0,0,0,0,0,0,0,-0.023004985893728,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0.183085542368276,0,0.0945374596817504,0,0,0.151357905485599,0,0,0,0,0.207391408546183,0,0.00584019271217139,0,0,0,0,0.238043358004857,0,-6.93889390390723e-18,0,0,0,0,0,0.0190365747138109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00538046586828383,0,0,0,0,0,0
