,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600585.SH,X600019.SH,X601898.SH,X601600.SH,X600010.SH,X601991.SH,X600795.SH,X600886.SH,X600362.SH,X600188.SH,X600111.SH,X600688.SH,X600027.SH,X600309.SH,X601992.SH,X600583.SH,X000792.SZ,X601158.SH,X600157.SH,X000898.SZ,X600352.SH,X000709.SZ,X600547.SH,X002353.SZ,X600489.SH,X000831.SZ,X000630.SZ,X000539.SZ,X600660.SH,X600008.SH,X002470.SZ,X600219.SH,X000825.SZ,X600808.SH,X000027.SZ,X600315.SH,X000629.SZ,X600098.SH,X600549.SH,X600021.SH,X600578.SH,X600307.SH,X601699.SH,X000983.SZ,X000960.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.438668675372121,0.00250160188277853,0,0,0,0,0,0,0,0,0.264776702975705,0,0.156442160458288,0,0,0,0,0.0298136212199219,0,0,0,0,0,0,0,0,0,0,0.0571212350882158,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0531709690368438,0,0,0,0,0,0,0,0.00895251105322442,0,0,0,0,0,0
X600028.SH,0.337192483491746,0,0,0,0,0,0,0.090714456594582,0,0,0,0,0,0,0,0.455634836562319,0,0,0,0,0,0,0,0,0,0,0,-0.0370996732686881,0,0,0,0,0,0,0,0,0,0,0.0190809075666605,0,0,0.0541803232189473,0,0,0,0,0,0,0,0,-0.0519506050164256,-0.0108825110354872,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0.0899811507238762,0.141764956133118,0,0,0,0,0,0,0.189870186503284,0,0,0,0.0391969941922191,0,0,0,0,0,0,0,0,0,0,0,0,0.0628057410645831,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.38777878078145e-17,0,0,0.387546830291507,0,0,0.00489500057883916,0,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0.222662360478009,0.0221829314832393,0,0.294145979994021,0,0.122607500526016,0,0,0.199227969252494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0909148696215752,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0154090672371286,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,6.93889390390723e-18,0,0,0,0,0,0.0751245889166407,0,0.0923316731866624,0,0,0,0.10128683245312,0,0,0,0,0,0,0,0,0,0.0494779673870514,0,0,0.0513657200336886,0.0126053877880902,0,6.93889390390723e-18,0,0,0.0440696967847738,0,0,0.247968771003732,0,0,0,0,0.138492553635726,0,0,0,0,0.00414332783182516,0,0,0,0,0,0
X600019.SH,0,0.0593129165054609,0,0,0,0,0,0,0.00308194923751485,0,0,0.145462952985862,0,0,0,0.107346125422576,0.0339678339587929,-4.33680868994202e-19,0,0,0,0,0,0.355455113429355,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000276424141429594,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0.0771775201501492,0,0.15063441236204,0,0,0,0,0,0,0,0.0219789789341537,0,0.0209678489051791,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0395075472046468,0,0,0,0,0.0222978666360113,0,0,0,0,0,0.0230876788423195,0.0680576633954427,0,0.444655788834485,0,0,0,0,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0.427350578756717,0,0,0.0448329829189917,0,0.137206296830836,0,0,0.111192825454185,0,0.223774245381901,0,0,0,0,0,0,0.0290968295181829,0,0,0,0,0,0,0,0,0,0,0,0.0449291061196036,0,0.058754037498809,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0179614013816701,0,0,0,0,0,0
X600010.SH,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0.0455345638571671,0,0,0,0,0,0,0,0,0,0.701708962786335,-0.0142135788316693,0,0,0,0,0.106729474364458,0.0433264344946061,0,0,0,0,0,0,0,0,0.349305181037322,0,0,0,-0.0670591979695236,0,0,0,0,0,0,0.0078076497307466,-0.020279963445842,0,0,0,0,0,0
X601991.SH,0,0,0,0,0,0,0.0602522595517979,0.35847974534946,0,0,0,0,0,0,0,0,0.145998071700182,0.0180424010322638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0619004091285576,0,0,0,0,0,0,0,0.179418585812146,0,0,0,0,0,0,0,-0.0199346148665625,0,0,0,0,0,0
