,X601857.SH,X600028.SH,X600585.SH,X601088.SH,X600309.SH,X600547.SH,X600019.SH,X000708.SZ,X600011.SH,X002271.SZ,X600801.SH,X002460.SZ,X000792.SZ,X601898.SH,X600010.SH,X600886.SH,X601600.SH,X600660.SH,X600688.SH,X600362.SH,X000786.SZ,X600188.SH,X600795.SH,X601991.SH,X600352.SH,X601992.SH,X600027.SH,X600299.SH,X600111.SH,X600489.SH,X002075.SZ,X600176.SH,X000723.SZ,X002466.SZ,X600126.SH,X000401.SZ,X600426.SH,X000553.SZ,X601158.SH,X000898.SZ,X600219.SH,X600516.SH,X000932.SZ,X002353.SZ,X000883.SZ,X600486.SH,X600583.SH,X000709.SZ,X000027.SZ,X000630.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0,0,0,0.00789198119308882,0,0,0,0,0,0,0.118177464156305,0,0,0,0,0,0,0.204644562150863,0,0.037953258387222,0,0,0.0339006289409707,0,0,0,0,0,0,0,0,0,0.175769375919529,0,0,0,0.141090305176152,0,0,0,0.000559920618103183,0,0,0.0205748858999956,0,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0,0,0,0.0336056092500832,0,0,0.0451004928816909,0,0,0,0,0,0,0,0,0,0,0,0,0.106308361557285,0,0,0.138403841147311,0,0,0,0,0,0,0.0225304214720254,0,0,0.0510378908124749,0,0.0288270778148992,0,0,0,0,0,0,0,0,0,0,0,0.0193759239364119,0,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0.406969306604803,0.00741247540552258,0.0186887547799452,0,0,0,0,0,0.0126274522945777,0.168856099876151,0.105151562716522,0,0,0,0,0,0,0,0,0,-0.0490479920053521,0,0,0,0,0.170184528785067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0152525850210598,-0.00676054790338099,0,0,0,0,0,0
X601088.SH,0,0,0.0811980867519325,0,0,0,0,0,0.224997460183424,0,0,0,0,0,0,0,0,0,0,0.223736914722903,0.115784748199172,0,0,0,0,0,0,0,0,0,-0.0161976188645263,0,0,0.0420441333815668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00722241426015831,0.034167390117676,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0.0673189657183305,0.0168255491075748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.115245827853055,0,0,0,0.0212031568105974,0.048812641348471,0.0718699157205147,0,0,0,0,0,0,0,0,0,0.129862718804891,0,0,0.00740173513426066,0,0,0,0,0.024150720292581,0.0177242299837933,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,0,-0.137075045456035,6.93889390390723e-18,0,0,0,0,0,0.0284099474892035,0,0.0293525792546721,0,0,0,0,0,0,0,0,0.962705278245589,0.0707051080278511,0,8.67361737988404e-19,0,0.113383090884983,0,-0.0469208777496365,0.0579255887936877,0,0,0,0,0,8.67361737988404e-19,0,0,-0.0481321310627204,0,0,0,0.00618915760692069,0.0073434559172152,0.0368519078826159,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0.115239680689824,0.0819577632395474,0,0,0,0,0,0,0.0998447130671792,0.101364153939197,0,0,0,0,0,0.129554627200811,0.231119240200073,0.0435329562811077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0173404238159598,-0.00671389789058353,0,0,0,0,0,0
X000708.SZ,0,0,0,0,0,0,0,0,0,0.122230508757486,0,0,0.000955448322597252,0,0,0,0,0,0.135578326286088,0,0,0,0,0,0.0620978592983401,0,0,0,0,0,0.111705544268015,0,0,0.0355239218420835,0.0751766753729391,8.67361737988404e-19,0,0,0,0,0,0,0,0.132784429723452,0,0,0.00896880008036099,0,0,0,0,0.0256969402384327,-0.050573940431721,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.666755824115038,0,0,0,0.0062697545271442,0,0.00162709441819067,-0.00391231329640127,0,0,0,0.198105861064411,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0178232917573209,0.00655025246744703,0,0,0,0,0,0
X002271.SZ,0,0,0,0,0,0,0,0,0,0,0.12237929149718,0.10303605841597,0,0,0,0,0,0,-0.0288697394786098,0,0.152682337607539,0,0,0.0518760959137707,0,0,0,0,6.93889390390723e-18,0.203058820434729,-0.0420197535666021,0,0,0,0.0365175447723853,0,0,0,0,0,0,0,0,0,0,0,0.0181783083608147,0,0,0,0,0.0533051432122138,0.0284962893949344,0,0,0,0,0,0
