,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600019.SH,X600309.SH,X600011.SH,X600010.SH,X601898.SH,X600660.SH,X601991.SH,X600188.SH,X600688.SH,X601600.SH,X600795.SH,X600362.SH,X600886.SH,X002466.SZ,X000898.SZ,X600547.SH,X600516.SH,X300072.SZ,X600027.SH,X002460.SZ,X600111.SH,X601992.SH,X600176.SH,X600352.SH,X000553.SZ,X000786.SZ,X002110.SZ,X600808.SH,X600299.SH,X000709.SZ,X600426.SH,X600801.SH,X000932.SZ,X000408.SZ,X000883.SZ,X601158.SH,X600219.SH,X601699.SH,X601003.SH,X002271.SZ,X000830.SZ,X600315.SH,X000792.SZ,X600339.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.347601550543371,0,0,0,0,0,0,0,0,0,0.00398324011857937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0290339354419289,0,0,0.0533706197426543,0.0614198682496517,0,0,0,0,0.0305786848416905,0,0,0,0,0,0,0,0.124124612526959,0,0.0142596137431745,0.0543331300722024,0,0.00508549908290556,0.00654820295233731,0,0,0,0,0,0
X600028.SH,0.338124057842111,0,0.00826403205511658,0,0,0,0,0,0,0,0,0.144979675885886,0,0,0,0,0,0,0,-0.0973796371200608,0,0,-0.059434365580225,0,0,0,-0.221063096043259,0,-0.0979932393500984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0636090803325277,0,0,0,0,0,0.0132834642371499,-0.0118925246742412,0,0,0,0.0387612395708003,0,0
X601088.SH,0,0.0352809205080265,0,0.267306808430077,0,0.000446268868745812,0,0,0,0,0,0.600422121312811,0,0,0,0.0404567891453557,0,0,0,0,0,0,0,0,0,0,0,0,-0.0697376449129314,-0.0870829784666617,-0.191843119070268,0,0,0,0,0,0,0,0,0,0,0,-0.00741242795536264,0,0,0,0,0,0,0,-0.0015823267621931,0,0,0,0,0,0
X600585.SH,0,0,0.0560645253383091,0,0,0,0,0,0,0,0,0,0.248399658107287,0,0,0,-0.0922791170110105,0.0105427800581088,0,0,0,0.246389578918462,0,0,0,0,0,0,0,0.115486829659191,0,0,0,0,0,0.309032418900267,0,-0.00810344611280041,0,0,0,0,0,0,0.0689181182855306,0,0,0.057778636846834,0,0,0,0,0,0,0.0851562084186153,0,0
X600019.SH,0,0,0,0.285269576450072,0,0.0542994292840492,0,0,0,0,0,0.174534702059343,0,0.061938114712836,0,0,0,0,0.142252960135232,0,-0.0619999348651147,-0.0393691514943021,0,0,0,0,0,0,0,0,0,-6.93889390390723e-18,0,0,0,0.101515265301722,0.155260677895915,0,0,0,0,0,8.67361737988404e-19,0.0311541129025981,0,0,0,-0.0429892227862748,0,0.00656778460643106,0.0114584639791231,0,0,0,0,0,0
X600309.SH,0,0,0.141405766963154,0,0,0,0,0,0,0,0,0,0,0,0.320080093587651,0,0,-0.195745232625818,0,0,0,0,0,0,0,0,0,0,0,0.211003529371229,0,-0.0925373625712903,0.187519138520767,-0.263478744442878,0,0.0255816681750231,0,0,0,0,0,0,-0.0645426833863331,0,0.194428930270937,0,0.00813835323523909,-0.0323174619474428,0.169363863018411,0.031614104581401,0.0728405958389725,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0614697341656795,0,0.30991333120027,0.0454023602377033,0,0,0,0.0974615445780967,0,0,-0.10500220942775,0,0,0,0,0,0,0,0,0.0593986189454808,0,0,0,-0.142097926691968,0.0761650676241206,0,0,0,0,2.31699808765497e-05,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.232442257306778,0,0,0,0,0,0,0.0333855363533316,0,0.950055362745659,0.173508494030317,0,0,0,0,0,0,0,0,0.188068621231575,0.539508625756423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.169570930616226,0,-0.0327729448498057,-0.0379960965484915,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.229713737021423,0,0,0,0,0,0,0.110621333411735,0,0,0,0,0.0891096235549208,0.0589127584516558,0,0,0,0,0,0.00295311594156581,0,0,0,0,0,0,0,0,0.0401893601530483,0.0684307981911149,0,8.67361737988404e-19,0,0,0,0,0,-0.0169075835311825,0,0,0,0,0,0
X600660.SH,0,0,0,0,0,-0.0985027806089384,0,0,0,0,0,0.0775667346411525,0,0,0,0,0,0,0,0,0,0.0176258105243528,0.0494034022133503,0,0,0,0.0711154942401285,0,0,0,0,0,0.127505202892652,0,0.0957494115172416,0,0,0,0,0,0,0,0,0.143311211831745,0,0,0,-0.0543888693236629,0.0451371989120576,-0.00532913053997598,0.00872989485152131,0,-0.054663857160344,0,0,0,0
X601991.SH,0,0,0,0,0,0,0.0137983233134626,0.0742279423392817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0277372562251204,0.154932220947595,0,0,0.0826698490257207,0.0300101954397121,0,0,0,0,0,0,0,0,0.0192889100197604,0.0298895916734475,0,0,0,0,-8.67361737988404e-19,0,0,0,0.00823276487742207,0.130810969222224,0,0.00834889345244805,-0.000223879681084801,0,0,0,0,0,0
X600188.SH,0,0,0.275786057850236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0131670643124845,0,-0.185362751970184,0,0,0,0,0,0,0,0.0572939242982287,0,0.117924262984455,0,0,0,0,0,0,0,0,0.669981326455281,0.0889199123029121,0,0,0,0,0.0447912336709059,0,-0.00546251541902501,-0.0184910152636589,0,0,0,0,0,0
X600688.SH,0.189695998703454,0.139681780755532,0.054376603843709,0,0,0,0,0.039121202238649,0,0,0,0,0,0,0,0.160873450264194,0,0,0,0,0,0,0,0,0,-0.0431431470369465,0,0,-0.128190721583042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0795982133228443,0.0422552361750525,-0.0224998332411688,0,0,0.0217660854516531,0.00413996886101205,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0,0,0.101486858554312,0,0,0,0,0,0,0,0,0,0,0,0,0,0.144477532242184,0.0673533597463325,0.012705341235693,0,0,0,0.0455853397698396,0.00866431833353727,0,0,0,0,0.0199997514130819,0,0,0,0.264522417344338,0,0,0.113172298386237,0,0,0,0,0,-0.00323537682366406,0,0,0,0,0,0
X600795.SH,0,0,0,0,0,0,0,0,0,0,0.135950102049665,0,0,0,0,0,0.0261290348461205,0,0,0,0,0,0,0,0,0.102404218778796,0.0842059950038944,0,0,0,0,0,0,0,0.0111635700995424,0.00378257029495901,0,0.0714663544732224,0,0,0,0,0,0,0.0116423971550434,0,0.106462668531744,0.0212401142923873,0,-0.000303807202452454,-0.00348041536120698,0,0,0,0,0,0
X600362.SH,0,0,0.144622561678709,0,0,0.170585069974705,0,0,0,0,0,0,0,0.354578190412137,0,0,0,0,0,0.0759340067647668,0,0,0,0,0,0,-0.0509283418190153,0.125027453291015,0,0,0,0,-0.0274286359607716,0,0,0,0,0,0,0,0,0.083919612918799,0,0,0,0,0,0.0891086802564237,0,0.0157131040793018,-0.0110991440813564,0,0,0,0,0,0
X600886.SH,0,0,-0.0452300100086643,0,0,0,0.00883924128283219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.153721884565216,-0.0776820526474846,0,0,0.079472830384744,0.156403273065108,0,0.127588770202111,-0.0845454212788109,0,0.0833376937213296,0,0,0,0,0,0,0,0,0,0,-0.00513577962029127,0,0,0,0.0486152507012313,0,0.00271984781671389,-0.0137967728844241,0,0,0,0,0,0
X002466.SZ,0,0,0.265467942915581,-1.73472347597681e-18,0,0,0.291143108961434,0,0,0,0,0.0207343851301538,0,0,0,0,0,0,0,0,0,0,-0.247234584493004,0.592065233800831,0,0,0,-0.0147794978676756,0,0,0.183651064285998,0,0,-0.516506261749231,0,-0.429411875870218,0,0,0,0,0,0,-0.279133026656257,0.223850266476193,0,0,0,0,0,0.0530237784335312,0.0363770689161379,0.10702596816778,0,0,0,0,0
