,X601857.SH,X600028.SH,X600309.SH,X601088.SH,X002460.SZ,X600585.SH,X600019.SH,X002271.SZ,X600660.SH,X600111.SH,X000301.SZ,X002466.SZ,X000708.SZ,X600010.SH,X601600.SH,X601898.SH,X600362.SH,X600547.SH,X600426.SH,X600188.SH,X000786.SZ,X600886.SH,X600176.SH,X600011.SH,X300037.SZ,X600219.SH,X600803.SH,X000408.SZ,X002080.SZ,X601991.SH,X000027.SZ,X000932.SZ,X600795.SH,X000825.SZ,X000898.SZ,X600489.SH,X600688.SH,X600352.SH,X002353.SZ,X000807.SZ,X002409.SZ,X000830.SZ,X000959.SZ,X600399.SH,X600549.SH,X600315.SH,X300073.SZ,X000012.SZ,X601699.SH,X600801.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.126807853664431,0,0,0.0319079493487731,0,0,0,0,0,0,0,0.0160695504736983,0,0,0.000496709294068884,0,0,0.186229204635317,0,0,0,-0.0474738560385535,0,0.0518647769334108,0,0,-0.0694986998767868,-0.038385635339599,0.00599784766405918,0.0167166252973717,0,0,0,-0.0140514638249802,0,0,0,0.0477251211773077,0,0
X600028.SH,0.28250040912195,0,0,0,0,0,0.1360831881819,0,0,0,0,-0.0390520928933816,0,0,0,0,0,0,0,-4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0,0,0.0462205134148966,0,0,0,0,0,0,0,0.0766145594012311,0,0.0130267296256142,0,-0.0194995227751509,0,0,-0.00611309979963997,0,0.0238523508270841,0,0,0.05875401980394,0.0233399456773041,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0.102732594574288,0,0.140314914053772,0,0,0,0,0,0,0,0,0.299269305120587,0,0.0024733141823798,0,0,0,0,0,0,0,0.0383016348959341,0,-0.0233890576722733,0,0,0,0,0,0,0,0,0.0348749418292576,0.0711937077780441,0.17776805083396,0,0,0,0.0223991084010124,0,0,0,0,0,-0.0480234831083219,0,0,0,0,-0.0458626564464533,0,0
X601088.SH,0,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0.0722335768354182,0,0,0,0,0.21705935567708,0,0,0,0,-0.0741566939721134,0,0,0.0235241657400228,0,0,0,0.0278311354563555,0,0,0,0,0,0,0,0,0,0.0442489926214785,0,0,0,-0.0485108704554628,0,0,0,0,0,0.0230086605469826,0.00236071059565882,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0,0,0,0,0,0.457613418663423,0,0,0,0,0,0,0.0754233598275165,0,0,0,0,0,0,0,-0.0626402374698742,0,0,0,0,0,0,-0.0954654926058834,0,0,0,0,0,0.133034242876802,0,0,0,0,0.0276242248963165,0,0.382661651542691,0,0,0,0,0,0,0,0,0,-0.00988882503231997,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0.0344931425566084,-8.67361737988404e-19,0,0,0,0.00668326210642994,0,0,0,0,0.0459961196883697,0,0,0,0.0368348010699463,0,0,0,0,0,0,0,0,0,-0.00255366291461798,0,0,0,0,0,0,0,0,0,0,0,0,0.048822412685837,0,0.525424361421225,0,0,0.055926653762368,0,0,0,0.023456488243923,0,0
X600019.SH,0,0.190147341607782,0.106459453712659,0,0,0,0,0,0,0,0,0,0,0.0294110172485622,0,0,0,0,0,0,0,0,0.109261445014984,0,-0.0323698913465294,0,0,-0.0311912983443891,0,0,0,0.0384489709112254,0,0.0579136438865189,0.295720957871467,0,0,0,0,0,-0.138368079397203,0,0,0.16884303367085,0.0720515215267184,0,0,0,-0.00924876664088641,0,0,0,0.00859612224810806,0,0,0,0,0,0
X002271.SZ,0,0,0.188546808548067,0,0,0,0,0,0.0367631122506979,0,0,-0.0108713868337026,0,0,0,-0.0375606313829434,0,0.134867311274186,-0.0339090627873147,0,0,0,0,0,0,0,0,0.093386145169696,0,-0.0661336603498294,0,-0.0914065531536625,0,0.0779342629483147,0,0,0,0,0,0,0,-0.0485665602721698,0,0.0215658137279317,0,0,0,-0.152202969007,0,0,0,-0.0187229293584371,0,0,0,0,0.106838874861961,0,0
X600660.SH,0,0,0,0,0,0,0,0,0,-0.0979503874753761,0.0542682034261337,0,0.214025443466845,-0.0841607630577992,0,-0.00652024539882205,0,0,0,0,0.0380418194468416,0,0,0,0.219205865441322,0,0,0,0,0,0,0,0,0,0,0,-0.0373194148078122,0,0,0,0,0,0,0,0,0,0.17828073927531,0.0359236184777604,0,0,0,0,0,0,0,0,0.0309091013232726,0,0
X600111.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.209621622310273,0,0,0.0371664389327609,0,0,0,0,0,0,0,0.119153979315723,0,0,0.0289586270493888,0,0,0,0,0,0.118165998338542,0,0,0,0,0,0.00640123925905496,0,0,0,0,0.0795607704115703,0,-1.73472347597681e-18,0,0,0,0,-0.0687300182221014,0,0,0,0,-0.0357952252255278,0,0
