,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600019.SH,X600309.SH,X600011.SH,X600547.SH,X600010.SH,X601600.SH,X601898.SH,X601991.SH,X600362.SH,X600688.SH,X600660.SH,X600886.SH,X600188.SH,X600795.SH,X600352.SH,X600111.SH,X000723.SZ,X600801.SH,X601992.SH,X000898.SZ,X600027.SH,X600489.SH,X600176.SH,X600516.SH,X002271.SZ,X000709.SZ,X002460.SZ,X000786.SZ,X000629.SZ,X002466.SZ,X000883.SZ,X600299.SH,X600219.SH,X000553.SZ,X601158.SH,X000630.SZ,X600808.SH,X600583.SH,X600985.SH,X601699.SH,X000027.SZ,X600612.SH,X600426.SH,X600339.SH,X000825.SZ,X000401.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0.00531998398530901,0,0,0,0,0,0,0,0,0,0,0.108919891136354,0,0,0,0,-0.00442573929079251,0,-0.0162115086509444,0.0588667732689545,0,0,0,0,0,0,0,0,0,0,0,0.0605981063905127,0,0.00799899736585179,0,0,0.0911264670826482,0,0,0.00100924708092569,0.0900442623395778,0,0,0,0,0.00414075053215144,0.0160248530930609,0,0,0,0,0,0,0,0.003429318217832,0,0
X600028.SH,0,0,0.104204919371268,0,0,0.0088970026186043,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0045267429090375,0,0,0,0,0,-0.0246128677596342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.174302982800743,0.104398487406527,0,0.011864639303289,0,0.00242106775132876,-0.0316822021027884,0,0,0,-2.16840434497101e-19,0,0
X601088.SH,0,0,0,0,0.209916066925911,0.0955509344134755,0,0,0,0,0,0,0,0,0,0,0.146717669174779,0,-0.064670705493779,0,0,0.0490138166877302,0,0,0,0,0,0.0325548308804125,0,0,0,0,0,0,0,0,0,0,0.176003081627279,0,0,0,0,0,0,0,0,0,0,0.0223927264441579,0,0.0612565993847063,-0.0553001379166684,0,0,0,0.043422348896942,0,0
X600585.SH,0,0,0,0,0,0.084915327928699,0,0,0,0,0,0,0,0,0,0.120232946834182,0.0502263038173589,0,0,0,0.0111087529613392,0.401282035728385,-0.0139493460718401,0,0,0,0,0.0411881618822533,0.0572625644206359,0,0,0,0.0221989458724558,0,0,-0.0577280372367788,0,0,0,0,0,0,0,0,0,0.0491289181556715,0,0,0,0,0,-0.00532588541308313,0,0,0,0,0.0191993642842213,0,0
X600019.SH,0,0,0.155397383812856,0,0,0,-0.00659637556602002,-0.0236441762111398,0,0,0,0,0,0,0,0,0,0,0.0313147574762972,0,0.0308090788215317,0.183363068448629,0,0,0,0,0,0,0,0,0,0,0,0,0.11873595375555,0.0993668263131833,0,0.00228481982027251,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00981464433054784,-0.0050923360267701,0,0,0,0.0197992934751074,0,0
X600309.SH,0,0,0,0.296328820617674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.326097081567201,0,0,0,0,0,0,0,0,0.0866572110452768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.209843801472515,0.301566297633613,0.0367969489741412,0,0,0,-0.0193472894695654,0.00283198568350862,0.0340390285131434,0,0,0,0.0981196322533225,0,0
X600011.SH,0,0,0,0,0,0.121597530095024,0,0,0.150938119432619,0,0,0,0,0,0,0,0,0,0.137638941676036,0,0,0,0,0,0.221863602816197,0.0636297035039671,0,0,-0.0146072327209738,0,0,0,0,0,0,0,0,-0.118632262237841,0,0,0,0,0,0,0,0,0,0,0,0,0.0308435766817373,0.022246977052,-0.0782748150986222,0,-0.242082815126426,0,-0.0102736929377338,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00821148325137446,-0.0501952802240685,0.00824625948406127,0,0,0,0,0.898498833343586,0,0,0,0,0,0,0,0,0,0,0,0.0877486037032809,0,0,0,0,-0.00914004935107841,0,0,0,0,0,0,0,0,0.00102816051940718,0,0.0605900774998912,0,0,0.0248170334793804,0,0
X600010.SH,0,0,0,0,0,0,0.0827718447531697,0,0,0,0,0,0.309257903566687,0,0,0,0.0921158605803114,0,0.141793954304983,0,0.0137310556237876,0.0484073968605821,0,0,0,0,0,0,0,0,0,0,0.0904460796371437,0,0,0,0.0600016305581097,0,0,0,0,0,0.0252316942689179,0,0,0.238784486644582,0,0,0,0.0157303664974988,0,0.00838103583735442,-0.0393489024842997,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0.154898933333359,0,0,0,0.414814754220402,0,0,0,0,0,0.0406413739546641,0,0.01162942918369,0.00667976863085257,0,0,0,0,0,0.077481859458419,0,0,0,0,0,0,0,0,0.0662169170264685,-0.0256639753685714,0,0,0,0,0,0,0,0,0.138429005730532,0,0,0,0,-0.0045297580365371,-0.028319031650117,0,0.0316177470913108,0,-0.019097765832549,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0.157121574230767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0588624704592486,0,0.13793837630337,0,0,0,0,0.0103074628303977,0,0.0707776527036001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.129315060584776,0,-4.33680868994202e-19,0,0,0,0,0.00356237105264118,0,0
X601991.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.0129423778848412,0,0,0,0,0,0.0232431636403729,0.00923740120851316,0,0,0.151226871935068,0,0.169230244668606,0,0.00666196141500194,0.0572854379396448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0161784764348855,0,0,0,0.0371866631648447,0,0.0597297135965776,0,0,0.0279467050195052,-0.0758016482877653,0,0,0,0,0,0
