,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X600188.SH,X002466.SZ,X002460.SZ,X600585.SH,X000792.SZ,X000301.SZ,X601898.SH,X600111.SH,X600019.SH,X000708.SZ,X600011.SH,X600660.SH,X600010.SH,X000877.SZ,X002271.SZ,X600547.SH,X601600.SH,X600886.SH,X600795.SH,X600426.SH,X600176.SH,X600362.SH,X000408.SZ,X000629.SZ,X601991.SH,X600096.SH,X600803.SH,X600348.SH,X000983.SZ,X300073.SZ,X000723.SZ,X600160.SH,X000786.SZ,X002080.SZ,X600027.SH,X600219.SH,X600141.SH,X601699.SH,X600549.SH,X002353.SZ,X600378.SH,X300037.SZ,X600157.SH,X600801.SH,X600399.SH,X600489.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0.027640770160926,0.0462844933912846,0,0,0,0,0,0,0,0,0,-0.0803442730178826,0,0,0,0,0,0.151759361117267,0,0.0528654844177144,0,0,0,0,0,-0.0138221421206795,0,0,0.0279698011807699,0.0888957678908272,0,0,0,-0.111928792184291,-0.0473962187403133,0,0,0,0.145714210705749,0,0,0,0,0,0,0,0,-0.0276783686812196,0.0334507187007984,0,0,0,0,0,0,0
X601088.SH,0,0,0,0.0693323030725513,0.30393404680902,0.200242592058066,0,0,0.0544713452553277,-0.072810361367869,0,0,0,0,0.127705287960626,0,0,0,0.0178151345668377,0,0,0,0,0,0,0,0,-0.0638675111238066,0,0,0,0,0.188538388306646,0,0.0386364096203073,0,0.0276759897877302,0,0,0,0,0,0,0.0443857031695427,0,0,0,0,0,0,0,0,0,0,0,0,-0.0145858331346629,0,0
X600028.SH,0.22767868561047,0,0,0.059567998961182,0,0,0,0,0,-0.00894289748705432,0,0,0,0,0.0733302326534406,0,0,0,0,0,0.0381687171038848,0,0,0,0,0,0.00112206968324893,0,0,0,-0.0137034903163636,-0.00417146193583699,0.0208500513378449,0,0,0,0,0,0,0,0,0,0,0.0536929553228262,0,0,0.00659968065490048,0,0,0,0,0,0,0,0,0,-0.021034937660387,0,0
X600309.SH,0,0.0678075476870421,0,0,0,0,-0.0137058301666495,0,0,-0.0732322612984776,0.0717299836258114,0,0,0.0516905317258987,0,0,0.0104148955052325,0.0727750487507591,0,0,0,0,0,0.078720512666629,0.0227496207437784,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0,-0.0288812621477999,0,-1.73472347597681e-18,0,0.0432943727551521,0,0,0,0,0,0,0,0,0,0,0,0,0.000408907226428879,0,0
X600188.SH,0,0.230647055437424,0,0,0,0,0,0,0,0,0.204618175067154,-0.0725406918594685,0,0,0,0,0,0,0,0,0,0,-0.0895493765604385,0,0,0,0,0.116577031255559,0,0,0,0.172438216098614,0.0454182382155128,0,0,0,0,-0.0338887671081436,0,0,0,0.299464575542804,0,0,0,0,0,0,-0.00206393455704147,0,0,-0.0468232568889567,0,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0,0,0.554652921987402,0,0.134319140346224,0.0714795169516951,0,0,0,0,0,0,0.126185527744763,0,0,0,0,0,0,0,0,0,0.047636034246243,-0.176207041519002,0,0,0,-0.0616638463759703,0,0,0.0228831858791174,0,0,0.0819682844191384,0,0,0.219044265843898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X002460.SZ,0,0.0457062579252349,0,0,0,0.07360978124302,0,0,0.301695372646229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.122420587839918,0,0,0,-0.193584374885894,0,0,0,0,0.0825660991799771,0.00277714243154476,0,0,0,0,0,0.105355237891401,0,0,0,0,0.133641334105368,0,0,0,0,0,0.0399421436844329,-0.0186969935196791,0,0,0,0.0657315632482142,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.181804345163383,0,0,0,0,0,0,0,0,0,0.0254077554664095,0.0317751124381556,0,0,0,0,0.0328285068871515,0,0.00456218441711115,0,0,0,0,0,0,0,0,0,0,0.344861807611131,0,0,0,-0.000968744740262484,-0.0645374564085817,0,0,0,0,0,0
X000792.SZ,0,0,0,0,0,0.285837211087581,0,0,0,0,0,0,0,0,0.0891671393546421,0.0222207159105904,0.0847139552036295,0,0,0,0.12574113957023,0,0.0375885619714976,0,0,0,0,0.0215116161026068,0,0,0.0629338915907754,0.0995445197150155,0,-0.00944928982895851,0,0,0,0,0,0.15571653577853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.039201790748448,0,0
X000301.SZ,0,0,0,-0.0906593348065793,0,0.371262326196149,0,0,0,0,0,0,0,0.118294053670334,0,0,0.116108559969663,0,0,0,0,0,0,0,0,0,0.304763831765419,0,0,0,0,0.077084695312004,-0.0447067475663358,0,0.0358376378230819,0,0,0.118112346959191,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0989249475282373,-0.169409347265438,0,0,0,0.0956763087809244,0,0
