,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X600188.SH,X601898.SH,X600019.SH,X600011.SH,X600660.SH,X600547.SH,X601600.SH,X600585.SH,X600886.SH,X600795.SH,X600362.SH,X000792.SZ,X000708.SZ,X600010.SH,X002460.SZ,X600111.SH,X600027.SH,X000301.SZ,X002466.SZ,X600160.SH,X600489.SH,X600426.SH,X601699.SH,X000983.SZ,X600803.SH,X601991.SH,X000877.SZ,X000786.SZ,X600985.SH,X000630.SZ,X000807.SZ,X000933.SZ,X601168.SH,X600176.SH,X002128.SZ,X000408.SZ,X600219.SH,X600612.SH,X000883.SZ,X600096.SH,X002271.SZ,X000932.SZ,X600295.SH,X000027.SZ,X600348.SH,X600282.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.142870325388822,0.0596726827557881,0,0,0,0,0.163810892146878,0,0,0.155783162008219,0,0,0,0,-0.0757651684968533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0809029093690991,0,0,0,0.0366438529295793,0,-0.0197709926808791,0,0,0,0,0,0,-0.0753953716548855,0,0.13190618731804,0,0,0,0,0,0,0,0,0,0,0,0
X601088.SH,0.0621530873703508,0,0,0,0.255198439466024,0,0,0.131110065316056,0,0,0,0,0,0,0,0,0,0,-0.00213685574002518,0,0,0,0,0,0,0,0,0.217521328014797,0,0,0,0,0,0,0,0,0.00288821221023757,-0.0602308078082799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0355618353029054,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0.1022058786057,0,0,0,0.0321055033669073,0,0,0,0,0,0,0,0,-0.150128062501075,0,0,0,0,0.0107238112080335,0,0,-6.93889390390723e-18,0,0,0.0816398515312381,0,-0.0384872386138922,0,0,0.159376967215124,0,0.0319455653774066,0,0,0,0,0,0,0,-0.0666068042977137,0.0733339864858577,0.00695036158815004,0,0,0,0,0,0.0447687349385672,-0.0130775953697369,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0631957835069311,0.0728257499203564,0,0,0,0,0.117446559586671,0,0,0.0328056482827141,0.024439882851496,0,0,-0.104216146010119,0,0,0,0,0,0,0,0,0,0,0.240726182300667,0,0.0386498221091063,0,-0.150957074941863,0,0,0,0,0,0,0,0,0,-0.0141702216543851,-0.0742567696886236,0,0,0,0,0,0
X600188.SH,0.03261846421742,0,0,0,0,0.221754607362341,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0332348222554105,0,0,-0.0163527577719754,-0.0157374896912551,0,0,0.26104701104165,0,0,0,0,-0.114740401972458,0,0,0.0230746070559654,0.00161510145551765,6.93889390390723e-18,-0.0370370670046871,0.0212167117662216,0,0,0,0,0,-0.0186859978128857,0,0,0,0.217976669001897,0,0,0,0,0,0,0,0,0,0
X601898.SH,0,0.249801665424775,0,0,0,0,0,0.313999340683767,0,3.46944695195361e-18,0,0.179738719890181,0,0,0.0764519184400302,0,0,0.225552288910285,0,-0.317634923201882,0,0,-0.0563387666029098,0,0,0,0.0925051355632783,0,0,0,0,0,0.529233121727789,0,0,-0.0298094131291177,0,0.136626803011672,0,0,0,0,0,0,0,0,0,0,0,0,0,0.083140849367278,-0.0283606947476645,0.0547622414935474,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0.170397118417459,0,0,0.0090791137761371,0,0,0.128806372362095,0,0.0145401364821594,0,3.46944695195361e-18,0,0,0,0.048710690019587,0,0.123625294105747,0,0.101991267255017,0,0.0150922951615302,0,0,0,0,0,0,0,0,0,0,-0.164213342019333,0,0,0,0.0350843348097737,0,0,0,0,0,0,0,-0.0118205776095193,0,0,0,0,0
X600011.SH,0.0235599671298197,0,0,0,0,0,0,0,0,0,0,0,0,0.519451016727282,0,0,0.0130976476194637,0,-0.0531935925987195,0,0.0873328804198457,0,0,0,0,0,0,0,0,0.286785385047492,0,0,0,0,0,0,0.00381942813026978,0,0.016615354499822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600660.SH,0.0743555927266248,0,0,0,0.0272210183579499,0,0,0,0,0,0,0,0,0,0,0,-0.0109155107921595,0,0,0,0,0,0,0.0122958354826664,0.0759952133986946,0.15474601033458,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0,-0.0626365698045305,0,0,0,0,-0.0436431858716163,0,0,-0.0358819495193421,0,0,0,0,0,0,0.0485316127450756,0,0,0,0,0,0,0
X600547.SH,0,0,0,0,-0.249177819979688,0,0,0,0,0,0,0,0,-0.00354746329465143,0.0886255290594192,0,0.050755203912507,0,0,0,0,-0.110266202264072,0,0,0.609304938971008,0,0,0,0,0,0,0,0,-4.33680868994202e-19,0,0.102785447921212,0,-0.0264331837142757,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0.151108782460443,0,0,0.00812080316979721,-0.0744218407901667,0,0,0,0,0
X601600.SH,0.103435411210913,0,0,0,0,0,0,0,0,-0.0252369376404082,0,0,0,0,0,0,0.121752213484821,0,0,0,0.188180409542641,0,0,0.0848861851147979,0,0,0,0,0,0,0,0,0,0,0.250196528376206,6.67998615594723e-05,0.223356790414109,0,0,0,0,0.0655007900162079,0,0,0,0.00813547513068687,0,0,0,0.0590271449617047,0,0,0.0288035259763144,0.215126790821786,0,0,0,0,0
X600585.SH,0,0,0,0.237068728035651,0,0.0820052811892431,0,0,0,0,0.0118752696808285,0,0,0,0,0,0,0.0953496483223396,0,0,0,0,-0.0394290287089834,0,0.0938908409123865,0,0,-0.0324950651612069,0,0,0,0.156988408065003,0,0,0,0,-0.0631395945601455,0.0898141184732806,0,0,0,0,0,0,0.0704424939042172,0.0846587094733598,0,0,0,0,0,0.00864844194023216,0,-0.0918935011863069,0,0,0,0,0
X600886.SH,0,0.040047750876789,0,0,0,0.0149277778554786,0,0,0.00865522381023711,0,0,0,0,0.373463015703542,0,0,0,0,0,0,0,0,-0.048771535633823,0,0,0.0619919081473113,0,0,0,0,0,0,0.00131277505373842,0,0,0,0.024527558694378,0,0,0,0,0,0,0,-0.10214728307522,0,0,0,0,0,0,-0.0384891473702343,0,0,0,0,0,0,0
X600795.SH,0,0,0,0,0.0759879187788622,0,0,0.212032909415753,0,0,0.00364471046832406,0,0.17719544572865,0,0,0,0,-0.00138312845167132,0,0,0.390277606874943,0,0,0.03255465314908,0,0,-8.67361737988404e-19,0,0,0.142992683433246,0,-1.73472347597681e-18,0,0,0,0.00630195042605755,0,-0.0145270899248745,0.0653287022841534,0,0,-0.0332750995072625,0,0,0,0,0,0,0,-0.133940513891959,-0.0337227632394292,0,0,0,0,0,0,0,0
X600362.SH,0.0640594466500094,0,0,0,0,0,0,0,0,0.214528715718053,0,-0.0399372370587829,0,0,0,0,0,0,0.027886014330489,0,0,0,0,0,0.151152463402851,0,0,0,0,0,0,0,0,0.374830915372028,0.0762988811310551,0,0,0.0634027050172346,0,0.153851371177639,0.0431831960438786,0,0,0,0,-0.101861297707672,0,0,0,0,0,0,-0.00277009864055641,0,0,0,0,0,0
