,X601857.SH,X600028.SH,X601088.SH,X600019.SH,X600585.SH,X600011.SH,X600010.SH,X600188.SH,X601898.SH,X601600.SH,X002466.SZ,X600688.SH,X601991.SH,X600660.SH,X600362.SH,X600795.SH,X600516.SH,X600547.SH,X002460.SZ,X300072.SZ,X600886.SH,X600111.SH,X601992.SH,X000898.SZ,X600176.SH,X000786.SZ,X000553.SZ,X600352.SH,X600299.SH,X600027.SH,X000709.SZ,X000792.SZ,X000825.SZ,X002271.SZ,X000408.SZ,X600489.SH,X601158.SH,X601699.SH,X600426.SH,X600157.SH,X600808.SH,X002470.SZ,X600219.SH,X000883.SZ,X000830.SZ,X600315.SH,X000630.SZ,X600583.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.233890889656063,0.0224408759086861,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0857340487581959,0,0,0.0988098164671352,0,0.0832183250247706,0,0,0,0,0,0,-8.67361737988404e-19,0,0.0954066063568186,0,0,0,0,0,0.0078134657044637,0.0854466002063912,0,0,0,0,0,0,0.0903945292978126,0,0.00808457298734234,0,0.0666825711958979,0,0,0,0,0
X600028.SH,0,0,0.245418558189377,0,0.257833852490098,0,0,0,0,-0.0294448717196952,0,0.348891949177859,0,0,0.0888097431431598,0,0,0.095429547173713,0.0576661492082984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.119695876988129,0,0,0,0,0,0,0,0,0,0.00864107773441078,0,0,0,0,0.0153212127279759,0.0114520540201225,0,0,0,0,0,0
X601088.SH,0,0.0835650597608158,0,0.333825552579421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0169882589226151,0,0,-0.109435347620392,0,0,0,0,0,0,0,0,0.342685280525899,0,0,0,0,0,0,0,0,0,0,0,0.00648188017900663,-0.0207529091173954,0,0.0465834893705445,0,0,0,0
X600019.SH,0,0,0.473675775764434,0,0,0,0,0.235046807960689,0,0,0,0,0,0,0,0,-0.0110069361953602,0,0,0,0,0,0,0,0,0,0,0,-0.0682037989380691,0,0,0,0.0702716112277223,-0.122363855583446,0,0,0,0,0,0,0.109518816382837,-0.0680935394651402,0,0,-0.0478262035965626,0,0,0,0,0.0149798451769429,0,0,0,0,0,0,0
X600585.SH,0,0,0.325810414605941,0.184198534835505,0,0,0,0.174791875763509,0,0,0,0,0,0,0,0,0,0,0.0939812098374875,0,0,0,0,0,0,0.143201006533654,0,0,0,-0.0552272890022693,0,0,0,0,0,0,0,0.0109413173892322,0,2.16840434497101e-19,0,0,0,0,0.0156227864100894,0,0,0,0,0.00072664518695343,0.0388187276570684,0,0,0,0,0,0
X600011.SH,0,0,0,0,-0.21574135472253,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0.113873288264633,0.00191730690655178,0,0.0339053124535485,0,0.0947275262091143,0,0,0,0,0.117120678703618,0,0,0.22017704571915,0,-0.0351686757905642,0,0.0397472945385398,0,0,0,0.163455785682793,0,0,0,0,0,0,0,0,0,0,0,-0.0136129585342748,-0.024865195717094,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0.0749535066996556,0,0,0,0,0,0,0,0,0,0,0,0,0,0.200093044978523,0.0255959136589895,0,0,-4.33680868994202e-19,0,0.0439854342788196,0,0,0,0,0.0403102357052405,0,0,0,0,0,0,0.00479793275121428,0.0329517568978023,0.116787010973557,0,0,0,0,0,0.130197819784861,0,-0.0122723409218651,0.00261356794030042,0,0,0,0,0,0
X600188.SH,0,0,0,0.663652451460012,0,0,0,0,0,0.0508321397820232,0,0,0,0,0,0,0,0.0303928381728197,0.0836886128801486,0,0,0,0,0,0.323957510424462,0,0,0,0,0,0,0,0,0,0,0,0,0.0142933648187016,0,0.117376665718205,0,0,0,0,0.128377685784085,0,0,0.116325451954727,0,-0.0113333165760546,0.0188816465572716,0,0,0,0,0,0
X601898.SH,0,0.0220928724890599,0,0,0,0.0248546254779445,0,0,0,-0.0474089521197283,0,0,0,0,0.396725389079421,0,0,0,0,0,0,0,0,0,0,0,0.0283145400555336,0.0732838551392151,0,0,0,0.0733988137847208,0,0,0,0,0,0.00684830978179685,0,0,0.170302187565495,0.0434811561074885,0,0,0.0584725926386653,0,0,0,0,0.0148124710100257,0,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0.493970119374577,0,0,0,0,0,0,0,0,-0.139360292547043,0.173827691521931,0.0462581893264544,-0.114436000470577,0,0,0,0,-0.281022640738448,0.324044495713223,-0.128455167510049,-0.27827573735575,0.440836328010344,0,0,0,0,0.165554716030568,0,0,0,0,0,0,0,-0.676861994923078,0,0,-0.271866177409347,0.122386339980776,0,0,0,0.118096705568946,0,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0.0175810889109386,0,0,0,0,0,0,0,0,0,-0.128180831455731,0,0.062885973099314,-0.108088967258449,0.536330669908073,0,0,0.0817496871593709,0,0,0,0,0.112660024776269,0,0,0,0,-0.03749669267439,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0.0381560686502262,0,0,0,0,0,0,0,0.00529652800185531,-0.013356742903353,0,-0.420727002663924,0,0,0,0
X600688.SH,0,0.364880895935409,0.0470903967117567,0,0,0,0,0,0,0,-0.00506994366851359,0,0,0,-1.38777878078145e-17,0,0,0,0,0,0,0,0,0,0,0.0179492339252993,0,0,0,0.130399967310426,0,-0.0194170360345772,0,0,0,0,0,8.67361737988404e-19,0,0,0,0.0426342669288861,0,0,0.00570369556524091,0.00805719378841069,0,0,0,0.0315599654069477,0.0571810555668845,0,0.146840871852343,0,0,0,0
