,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600011.SH,X600019.SH,X601898.SH,X601991.SH,X600111.SH,X601600.SH,X600362.SH,X600886.SH,X600795.SH,X600010.SH,X600188.SH,X600688.SH,X600309.SH,X600583.SH,X600027.SH,X002353.SZ,X601992.SH,X000792.SZ,X601158.SH,X000898.SZ,X000883.SZ,X600490.SH,X600489.SH,X600315.SH,X000709.SZ,X000825.SZ,X000629.SZ,X600547.SH,X000831.SZ,X600352.SH,X000539.SZ,X600660.SH,X601699.SH,X000630.SZ,X600549.SH,X000983.SZ,X600307.SH,X002470.SZ,X000937.SZ,X000027.SZ,X600578.SH,X000960.SZ,X000959.SZ,X600516.SH,X600863.SH,X600008.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.102406185737562,0,0.000219256286829233,0,0.0251779732842537,0.0480281424874268,0,0,0,0,0,0,0,0,0,0,0,0,0.0324538400464984,0.0491132772353871,0,0,-2.16840434497101e-19,0,0.0263323191148887,0,0,0,0,0,0,0.0551324810118855,-0.0185213300208957,0,0,0,0,0,0,0.00901354471496073,0,0,0,0,0,0,0,0,0.186881235274957,0,-0.00182979426172678,-0.012376540354103,0,0,0,0,0,0
X600028.SH,0,0,0,0.15306370951333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.044440950483547,0,0.0774634597489117,0,0,0,0,0,0,0,0,0,0,4.33680868994202e-19,0,0,0,0,0,0.0480109876427768,0,0.0240605039569671,0,0,0,0.107953629997619,0.00712179761786823,0,0.044629372969295,0,0,0,-0.0164626388039897,0.0263780544529211,0,0,0,0,0,0
X601088.SH,0,0,0,0.0607481159779861,0,0,-3.46944695195361e-18,0,0,0.119556228360647,0,0,0,0,0.185732545550827,0,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0497813223352439,0,0,-0.0462655113134043,0,0,0,0,0,0,-0.0140828226170342,0,0,0,0,0,0
X600585.SH,0,0.111440498134276,0.192990264425568,0,0,-6.93889390390723e-18,0.156840106598225,0,0,0.0239274712838021,0,0,0,0,0,0,0,0,0.0492182800743987,-0.0399453750557974,0,0.208480029300291,0,0.0209017429927671,0,0,0.0602290165291945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00559417076367182,2.16840434497101e-19,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0.0519217028070668,0,0,0,0,0,0.156527758982166,0,0.00274454402238342,0,0,0,0,0.24858034404227,-0.141995379639282,0.193251123020439,0,0,0,0,-0.0721737416653362,0,0,0,0,0,0,0,0,0,0.00837110025808558,0,0,0,0,0,0,0,0,0.0466898404554402,0,0.0894011296703271,0,0,0,0,0.0282316222807259,0,0,0,0,0,0,0
X600019.SH,0,0,0.0702137471621218,0,0,0,0,0,0,0,0,0,0,0,0.0710827767552931,0,0,0,0,0,0,0,0,0,0,0,0,0.181224429931735,0,-0.043601341472812,0.141720450606692,0,0.0044371389075548,0,0,0,0,0,0,0,0.0748391223416374,-0.0767704578585549,0.078644205546712,0,0,0,0.119962612599053,0,0.265328362623013,0,0,-0.0118702875593465,0.00229722742040406,0,0,0,0,0,0
X601898.SH,0,0,0,0,0.0548900929988589,0.118571340861922,0,0,0,0,0,0,0,0.033627453146878,0,0,0,0,0,0,0.144718448345756,0,0,0,0,0,0.0198369174611783,0,0,0,0.0462666115046125,0,0.183191484548926,0,0,0,0,0,0,0,0,0,0.0841503604050064,0,0,0,0,0,0.0822990771876397,0,0,0.00158821510339119,-0.000731118466864337,0,0,0,0,0,0
X601991.SH,0,0,0,0,0,0,0,0,0,0,0,-0.00372399783028462,0,0,0,0,0,0.0532893642131853,0,0.0503082668983513,0,0,0,0,0,0.00864173766582392,0,0,0,0.0487022723071782,0.119027152932668,0,0,0,0,0,0,0,0,0,0,0,0,0,0.180823284106751,0.0258809889626683,0,0,0,0,0,0,-0.00901912414108865,0,0,0,0,0,0
X600111.SH,0,0,0,0,0,0,0,0,0,0.0162728308792774,0,0,0,0,0.0322327984807545,0,0,0,0,-3.46944695195361e-18,0.0896712808810712,0,0,0,0,0,0,0,0,0.0520266579704943,0.00905054881890877,0,0,0,0,0,0.0524290119257834,0.0190204074426084,0.230725027937811,0.0384186869294716,0.0622848604638421,0,0,0,0,0.0702290296140591,0.0131597564276566,0,0,0,0,-0.00571896730602054,0,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.158830028325937,0,0.0884746118608368,0,0,0,0.0577699062428261,0,0,0.0507402268168365,0,0,0,0,0,0.171224539861787,0,0.0999255324661289,0,0,0,0,0,0,0.0367291924044828,0.209746286641578,0,0.0421731705076504,0,0,0.191305850375088,0,-0.152726563605967,0.0648307278305595,0,0,0.105584444856801,0,-0.043179659159589,0,0,0,0,0,0,0
