,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600019.SH,X600309.SH,X600011.SH,X600010.SH,X601898.SH,X600660.SH,X600688.SH,X601991.SH,X600188.SH,X601600.SH,X600795.SH,X600362.SH,X600886.SH,X000898.SZ,X002466.SZ,X600516.SH,X600547.SH,X300072.SZ,X601992.SH,X600027.SH,X600111.SH,X600176.SH,X002460.SZ,X600352.SH,X000553.SZ,X002110.SZ,X600299.SH,X600808.SH,X000786.SZ,X000932.SZ,X600801.SH,X600426.SH,X000709.SZ,X000883.SZ,X601003.SH,X601158.SH,X601699.SH,X600219.SH,X600339.SH,X600583.SH,X002271.SZ,X000408.SZ,X000830.SZ,X600782.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.0674608775137036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0.0595677108918964,0,0,0,0,0.077208049103996,0,0.111372829578654,0,0,0,0.000699636752781968,0.141353132561799,0,0.00636123065661345,-0.00220768963941454,0,0,0,0,0,0
X600028.SH,0,0,0.335547286178402,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0,-0.0797991209970027,0,0,-0.165467521185414,0,0.0124282155250477,0,0,0,0,0,0,0,-0.0171240354729536,0,0,0.0237362976513617,0,0,0.0821406315081709,0,0.100403422148646,0,0,0.0055622789121213,0.00242158581840479,0,0,0,0,0,0
X601088.SH,0,0.0812270359604751,0,0.0157604301663688,0.10171350757722,0.0364464672184558,-0.0622659797636818,0,0,0,0,0,0.575234109842728,0,0,0.00344745565319234,0,0,0.0375700642619455,0,0,0,0,0,0,0,-0.00274087090918147,0,-0.0186130381979452,-0.145221095138333,0,0,-0.0609058642621832,0,0,0,0,0,0,0,0,0,0,0,0.016870463307225,0,0,0,0,0,-0.00714652748417802,0,0,0,0,0,0
X600585.SH,0,0,0.274980514067408,0,0.072328139445651,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0732600157190579,0,0,0,0,0,0,0,0,0,0.133792004010763,0,0,0,0.0420516979811593,0.0271567201469578,0.280538364348789,0,0,0,0,0,0,0,0,0,0.0220486108002351,0,0,0,0,0.000518559502667574,0,0,0,0,0,0,0
X600019.SH,0,0,0,0.269509833557937,0,0.0474819505269672,0,0,0,0,0,0,0,0,0,0,0,0.147577919440201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.106250684117122,0,0,0,0,0.0604144992838877,0,0.126856389457822,0,-0.0352143363515449,0,0.0806483907906338,-0.0378522142711163,0,0,0,0.00986288969482067,0.0238137874790838,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.297269342949941,0.06495717806074,0,0,-0.0998820355584838,0,0,0,0,0,0,0,0,0,0,0,0.292037254890194,-0.324342927339977,0.164357426023949,0,0.105561166454458,0,0,0,0,0,0,0,-0.0692519091303113,0,-0.0535983369401301,0,0.405446658948366,0,0.0449888986108735,0.0345566986425313,0.0430358055608158,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0.101646853010337,0,0,0,0,0,0,0,0,0,0,0.0812557528661187,0,0,0.166917923806239,0,0,0,0.578183344869437,0,0,0,0,0,-0.102258921355491,0,0,0,-0.0263953294081815,0,0,0,0,0,0.0273401388216826,0,0,0,0,-0.00654869729933442,0,0.000571733700232488,0.160968147817696,0,-0.00551009880702572,0.0128676098797121,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.218571412301741,0,0,0.862328387510561,0,0,0,0,0,0,0,0,0.283650681584835,0,0,0,0,0,0,0,0.00265030110837913,0,-0.243117497203884,0,0,0.627680865039365,0,0,0,0.169603184066147,0,-0.0080022018555382,-0.0494950287387057,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.0148238640532581,0.289522369350261,0,0,0,0,0,0.0407566587513581,0,0,0.127507288810892,0,0,0.0650482061255896,0.0072773864069933,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0.0528198525292656,0,0,0,0,0,0,0,0.0118449567703952,0,0,-0.00442665384980673,0,0,0,0,0,0,0
X600660.SH,0,0.301044331430313,0,0,0,-0.0760883751032825,0.0058167911539728,0,0,0,0,0,0,0,0,0,0,0,0.136602369511843,0,0,0,0,0,0,0.173598049938744,0,0.0033231239523097,0,0,0.0692142698532803,0,0,0.0949816632774008,0,0.0856549827864419,0,0,0,0,-0.056761142914065,0,-0.0891206345416425,0,0,0,0,-0.0708761491571325,0.181566818956414,-0.0095754351292971,0.024853294004412,0,0,0,0,0,0
