,X601857.SH,X600028.SH,X601088.SH,X600019.SH,X600585.SH,X600309.SH,X600011.SH,X600010.SH,X600188.SH,X601898.SH,X002466.SZ,X600660.SH,X600688.SH,X601600.SH,X600362.SH,X601991.SH,X600795.SH,X600547.SH,X600886.SH,X600516.SH,X300072.SZ,X000898.SZ,X002460.SZ,X600111.SH,X000553.SZ,X600176.SH,X600352.SH,X601992.SH,X000786.SZ,X600027.SH,X000825.SZ,X000792.SZ,X000709.SZ,X600299.SH,X600426.SH,X002271.SZ,X000408.SZ,X600315.SH,X600489.SH,X601699.SH,X600808.SH,X601158.SH,X000830.SZ,X000883.SZ,X600219.SH,X000932.SZ,X000630.SZ,X600339.SH,X600583.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.18018268971007,0.104312474811324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0683887946843237,0,0,0,0,0,0,0.0340083480382523,0,0,0,0,0,0,0,0,0.0380344479161175,0,0.0537023675966175,0,0.0759351917812612,0,0,0.0154135467979044,0,0,0,0,0,0.111966409189259,0,0,0.00363899983802766,0,0,0,0,0,0
X600028.SH,0.62266016727965,0,0.268414019731807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0369327582661264,0,1.73472347597681e-18,0,0,0,0,0,0,-0.0193986933529771,0.0099469984783908,0,-0.0225899623456782,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0192700477802454,0.00870634760578903,-0.0216983731630986,-0.0868611756577829,0,0,0,0
X601088.SH,0,0.244064238784109,0,0.247626930101295,0.186948842955919,0,0,0,0.208414549737533,0,0,0,0.10664007725085,0,0,0,0,0,0,0,0,0,-0.00128499900671079,-0.0712098050706326,0,0,-0.024487249586694,0,0,-0.0949260963696404,0,0,0,0,0,0.00244271796006186,-0.0934141897909701,0,0,0.203130615654334,0,0,0,0,0,0,0,0,0,0,0.00202409237412884,-0.0542509569365097,0,0,0,0,0,0
X600019.SH,0,0,0.279734875421467,0,0,0,0,0,0.275244031295753,0,0,0,0,0.287837270566968,0,0,0,0,0,-0.00777920663091686,0,0,0,0,-0.107852455040707,0,0,0,0,0,0,0,0,-0.0651474379919845,0,0,0,0,0,0,0.00444901179464554,0,-0.0556044452057304,0,0,0.154847828109928,0,-0.0575788944786901,0,0,-0.0348954866830029,-0.0306821901779801,0,0,0,0,0,0
X600585.SH,0,0,0.159361198262589,0,0,0,0,-0.0582894647758369,0,0,0,0,0,0,0,0,0,0,0,0.0277494424008391,0,0,0,-0.159369323018626,0,0,0,0,0.102911802213254,0.0331419717424463,0,0,0,0,0.156105855034129,0,0,0,0,0,0,0,0.240422259909466,0,0,0.0933756788580948,0,0.0635740472797446,0,0,-0.047829844955667,0.0356679622173965,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0.017104316599966,0,0,0.09761319325326,-0.0106374018554332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00854177136453602,0,0.0436165276590686,0,0,-0.0310392829718024,0,0,0,-0.00823285727861871,0,0,0.0173241272822486,0,0,0,0.0400199049534613,0,0,0,-0.0240656570797501,0,0,0,0.013904302156,0.010169803347935,0.0124016875666903,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0893646790724293,0.0937463514511499,0,0,0.0641621957040336,0,0,0,0,0,0.309254815777513,0,-0.0763621355755012,0,0.119600002165512,-0.049037683575224,0.0090140757961819,0,0.0460596277248723,0.0448685205842001,0.205648560026717,0,0,0,0,0,0,0,0,0,0,-0.000662575486103288,-0.0418514641444342,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.412624768861771,0,0.0408164327044142,0,-0.142974523888222,0.211310039509519,0,0,0,-0.0450881195154293,0,0,-0.0098754162750779,-0.0190298852215462,0.527533994455599,0,0,0,0,0,0,0,0,0,0,0.0742107060029622,0,0,0,0,0,0,0.241914472021099,0.00719247534846252,0,-0.00848853720160422,0.00921331230953718,0,0,0,-0.746008133851486,0,0
X600188.SH,0,0,0.589288273349529,0.191376874204228,0,0,-0.03234806969896,0,0,0,0.188261671893231,0,0,0.136216238746081,0,0,0,0,0,0,0,0,0,0,0.0514433174907732,0.213918767454012,0,0,0,0,0,0,0,0,0,-0.0572193485827972,0,0.25659289443016,0,0.122875898050291,0,0,0,0,0,0,0,0.236104547027197,0.018478972570131,0,-0.0354743367596352,-0.00466635316249749,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0.0324340702484148,0,0.000221739973378936,0,0,0,0,0.0482430283705771,0,0,0,0,0,0.0596954443455333,0,0,0.0064117380508442,0,0,0.054529490117801,0,0.132725886367544,0,0,0,0,0,0,0,0,0,0,0,0.184703157295157,0,0.117466508638689,0.0351740279124453,0,0,0,0,0,0,0,0.010259254418679,-0.00767213774617919,0,0,0,0,0,0
