,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600010.SH,X600019.SH,X600585.SH,X600688.SH,X601898.SH,X601600.SH,X600795.SH,X601991.SH,X600027.SH,X600188.SH,X600362.SH,X600111.SH,X601992.SH,X600886.SH,X600157.SH,X600623.SH,X600299.SH,X600547.SH,X600660.SH,X601158.SH,X002466.SZ,X600352.SH,X600309.SH,X000792.SZ,X600489.SH,X600583.SH,X000709.SZ,X000539.SZ,X000898.SZ,X000883.SZ,X000027.SZ,X000629.SZ,X000630.SZ,X002075.SZ,X300072.SZ,X000959.SZ,X600021.SH,X002470.SZ,X000060.SZ,X000983.SZ,X600176.SH,X600578.SH,X600612.SH,X600022.SH,X600098.SH,X601699.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0.0347779418786397,0.0984535848568055,0,0,0,0.110478662024501,0,0,0,0.0879705248091699,0,0,-0.0222591212869131,0.0689327351355595,0,0,0,8.67361737988404e-19,0,0.0417212089340998,0,0,0.0534661031367985,0,0,0.0278538724057215,0,0,0.0387902035284891,0,0,0,0,0,0,0,0,2.16840434497101e-19,0.0339927528560729,0,0,0,0,0,-0.00551658192710199,-0.00747635408224116,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0,0,0.0791000947911809,0.241086605397574,0,0,0,0,0,0,0,0,0,0.0360458351352152,0,0,0,0,0,0,0,0,0.0199681650882286,0,0.0183941916734569,0.00802843082939157,0,-6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0.00440251331747604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0,0.403064994527582,0,0,0,0,0,0.108039109770868,0,0,0,0.0611193468967444,0.00799806676029629,0,0,0,0,0,0,0,0.0977248323963469,0,0,0,0,0,0,0,0.0854582263641195,0,0,0,0,0.0365221378341466,0,0,0,0,0,0,0,0,0.0687834994355259,0,-0.0108990867229056,0,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0616861621105175,0,0,0.178515402075014,0,0,0,0,0,0,0,0,0,0,0.0441906101123424,0,0,0.0914244093691784,0,0,0,0,0.0426015910002436,0,0,0,0,0,0,0,0,0,0,0,0.0892013312579115,0.0590494421670563,0,0,0,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0.129205938777489,0,0,0,0,0,0.0427044574607761,0.264641894308833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.108218414414551,0,0.00767286819601834,0,0,0.0998851139004717,0,0.0146938075832322,0,0.0213277640712704,0.086400237368707,0,0.106933133747523,0,0,0,0,0.0810474302799568,0,0,0,0,-0.012992975457166,0,0,0,0,0,0
X600019.SH,0,0,0.110819328928761,0,0,0,0,0,0,0,0,0,0,-1.38777878078145e-17,0,0,0,0,0,0,0,0,0,0,0,0,0.0150994296504496,0,0,0,0,0,0.469310000408591,0,0,2.77555756156289e-17,0,0,0.095734765980798,0.0636048557891636,0,0,0,0.140178543768603,0,0,0.0364908107335413,0.0886470818590365,0,0,0,0.0470879350666547,0,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0.0596832339862766,0,0,0.0247843807929404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16196156827533,0,0,0,0.0203606764026282,0,0,0,0,0,0.157631561697018,0,0,0,0.07232646747669,0,0,0,0,0,0,0.0466553099767158,0.0484440324037638,0,0,0,-0.0398883138640465,0,0,0,0,0,0,0
X600688.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0889412897102518,0,0,0,0,0,0.0556470936349787,0.156262261446121,0,0,0,0,0,0,0,0,0,0.0808660335521236,0,0.0107062709402714,0,0,0,0,0,0,0,0.0418897776222817,0,0.319023361333213,0.076963187664382,0,0,0,0,0,0,0,0.00539302363339986,0.0551520157183858,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0.0083115265682678,0,0,0,0,0,0,0,0,0,0,0,0,0.163997124767694,0.0278284619757699,0.135969152901822,0,0,0,0,0,0,0,0,0,0,0,0.215777403906523,0,0,0.122781159521866,0,0,0,0,0,0,0,0,0,0,0,0.0387266082154213,0.140504674155717,0,0,0,0,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0833747950370212,0,0,0,0,0,-0.0153880210123874,0.0352520332189681,0,0,0,0,0.122036848505226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.085515762782589,0,0.240966002938067,0,0,0,-0.211380685739005,0.355371515838608,0,0,0,-0.0181808423822956,0,0,0.0130909484357315,0,0,0,0
