,X601857.SH,X600028.SH,X600585.SH,X601088.SH,X600309.SH,X600547.SH,X600019.SH,X000708.SZ,X600011.SH,X002271.SZ,X600801.SH,X002460.SZ,X000792.SZ,X601898.SH,X600010.SH,X600886.SH,X601600.SH,X600660.SH,X600688.SH,X600362.SH,X000786.SZ,X600188.SH,X600795.SH,X601991.SH,X600352.SH,X601992.SH,X600027.SH,X600111.SH,X600299.SH,X600489.SH,X002075.SZ,X600176.SH,X000723.SZ,X002466.SZ,X600126.SH,X000401.SZ,X000553.SZ,X600426.SH,X601158.SH,X000898.SZ,X600219.SH,X600516.SH,X000932.SZ,X002353.SZ,X000883.SZ,X600486.SH,X000709.SZ,X600583.SH,X600529.SH,X000027.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0.00571171636288895,0.0415567893706241,0.119564895029922,0,0,0.00422807664118576,0,0,0,0,0,0,0.0996192790673366,0,0,0,0,0,0,0,0,0,0.0208176029789262,0,0.0463139456345622,0,0,0,0,0.102158111437272,0,0,0,0,0.245224112874951,0,0,0,0,0,0,0.0447210175525438,0,0,0,0.0119555455537282,-0.00421809012128366,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0,0,0,0.0181944834740732,0,0,0.0212261566082776,0,0,0,0,0,0,0.0181829942526269,0,0,0,0,0,0,0.102654734795407,0,0,0.179725194045605,0,0,0,0,0,0,0,0.0456790374869283,0,0,0.0471324013189412,0,0,0,0,0,0,0,0,0,0,0,0.0135362789554496,0,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0.406969306604803,0.00741247540552259,0.0186887547799452,0,0,0,0,0,0.0126274522945777,0.168856099876151,0.105151562716522,0,0,0,0,0,0,0,0,0,-0.0490479920053521,0,0,0,0,0.170184528785067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0152525850210598,-0.00676054790338099,0,0,0,0,0,0
X601088.SH,0,0,0.0858430285190621,0,0,0,0,0,0.279579881069043,0,8.67361737988404e-19,0,0,0,0,0,0,0.0265573122633055,0.076801035397442,0.0938491519625916,0.110419761415872,0,0,0,0,0,0,0,0,0,-0.0421712485933476,0,0,0.0429249246420412,0,0,0,0,0,0.0322662064346654,0,0,0,0,0,0,0,0,0,0,0,-0.0152354933641356,0.0308755797896117,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0.0657648217269457,0.0163110094802884,0,0,0,0,0,0,0,0.00463107556675398,0,0,0,0,0,0,0,0,0.112284707981492,0,0,0.0286175728983536,0.0499552771457874,0.0718578056456815,0,0,0,0,0,0,0,0,0,0.132409641636388,0,0,0,-3.46944695195361e-18,0,0,0,0.0240583751505189,0.0171640632231202,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,0,-0.137702494627678,0,0,0,0,0,0,0.0227556128012752,0,0.0602468533462204,0,0,0,0,0,0,0,0,0.985835068633552,0.0637064686585545,0,0,0,0.113237290333497,0,0.0246457241674601,0,0,-0.0115718402794988,0,0,0,0,0,0,0,-0.076139283430138,-0.0198782119482581,0,0,0.00742995251392669,0.0357954124425281,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0.0655966152212881,0.10947950809553,0,0,0,0,0,0,0.0567493084936736,0.212803960242396,0,0,0,0,0,0.0771378595525189,0.241802915680393,0,0.0453295977602603,0,6.93889390390723e-18,0,0,0,0.00155316036068409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0154043616374658,-0.0160830104496815,0,0,0,0,0,0
X000708.SZ,0,0,0,0,0,0,0,0,0,0.0364809690960715,0,0,0.141347119960018,0,0,0,0,0,0.0585329581704943,0,0,0,0,0,0,0,0,0,0,0,0.0530740144605936,0.120166644295757,0,0,0.167283445213657,0.0130383741092086,0,0,0,0,0,0,0,0,0,0.215614904848989,0,0.0789589299465796,0,0,-0.099861565440035,0.00468004770764128,-0.0172187325006848,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.663577161392843,0,0,0,0.00959486534925622,0,0,-0.00357909749435545,0,0,0.195379730282162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0161839624130992,0.00718592346603989,0,0,0,0,0,0
X002271.SZ,0,0,0,0,0,0,0,0,0,0,0.236712716427063,0.147738060902857,0,0,0,0,0,0,-0.128321356071274,0,0.0544439416084249,0,0,0.0754366677786985,0,0,0,0,0,0.153694227564002,-0.0222901589178235,0,0,0,0.0546194249855901,0,0,0,0,0,0,0,0,0,0,0,0,0.074865436853336,0,0,0,0.0356911522585324,0.021845324716297,0,0,0,0,0,0
