,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X002460.SZ,X600585.SH,X000792.SZ,X600111.SH,X600019.SH,X600188.SH,X002466.SZ,X600011.SH,X000877.SZ,X600010.SH,X600660.SH,X002271.SZ,X000708.SZ,X000301.SZ,X601600.SH,X600547.SH,X601898.SH,X600886.SH,X600362.SH,X600426.SH,X600176.SH,X000723.SZ,X000408.SZ,X600219.SH,X601991.SH,X000786.SZ,X600803.SH,X002080.SZ,X600795.SH,X000807.SZ,X600096.SH,X600141.SH,X600688.SH,X600801.SH,X600027.SH,X300073.SZ,X600489.SH,X002353.SZ,X000983.SZ,X000825.SZ,X002497.SZ,X000960.SZ,X000630.SZ,X600352.SH,X000959.SZ,X000932.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0.113266140100965,0,-0.0750971389353751,0.0147088516651549,0,0,0,0,0,0,0,0,0.0400491442699652,0,0,0,0,0,0,0,0,0,0,0,0,0.0955026442440631,0,0,0.0891364725050723,0.190560594047769,0,0,0,0,0.00967543900717965,0.0775540601166536,0,0,0,0,0,0,0,0,0,0,0,0,0.0519420460273162,0,0
X600028.SH,0.24292214912493,0,0,0,0,0,0,-0.0188662803838362,0,0.0201079770498375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0560811760582482,0,0,0,0,0.0913657620652544,0,0,0,0.0203656154085869,0,0.0437242633040713,0,0,0,0,0,0,0,0.0146671991090404,0,0
X601088.SH,0.126363109304735,0,0,0,0,0,0,0,0,0.0385532189418591,0,0,0,0,0,0,0,-0.283364656822279,0,0,0,0,0,0,0,0.11197000401819,0,0,-0.0136886460885641,0,0,-0.029217670401427,0,0,0,0,0,0,-0.0438402016203923,0,0,0,0.310003553411872,0,-0.0801641549068535,0.117916829759261,3.46944695195361e-18,0,0,0,0,-0.0323967783060799,0.0346393907231545,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.098752941949053,0,0.0670530823389162,0,0,0,0,0,0,0,0,0.0563345903519422,0,0,0,0.0856625105746456,0.00106996808493905,0,0,0,0,0,0,0,0,0,0,0.0239082736563414,0,0.00542448558275481,0,0.0387936746210945,0,0,0,0,0,-0.00965086903656615,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0,0,0,0.0922788229759102,0.265953422003593,-0.0121932596119827,0,0,0,0.116648008394654,0,0,0,0,0,0,0,0,0,-0.28933362312517,0,0,0,0,0,0.110096007261849,0,0,0,0.105282048589589,0,0,0,0.274901781096774,0,0,0,0,0.1226509336698,0,0,0,0,0,0.0886177229680411,-0.0140337820313786,1.73472347597681e-18,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0513179545028056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.078348992099216,0,0,0,0,0,0,0,0.410573363136147,0,0,0,0,-0.0177420778573389,0,0,0,-0.00137013276910176,0,0,0,0,0,-0.00991651597758542,0,0,0,0,0,0
X000792.SZ,0,0,0,0,0,0,0,0.234126004548125,0,-0.0403251052150948,0.31505378046022,0,0,0,0,0,0,0.178991439195617,0,0,0,0,0,0,0,0.0946991161242672,0,0,0,0,0,0,0,0,0.160881896438622,0,0,0,0,0,0,0,0,-0.485462061983248,0,-0.00616535850774675,0,0,0,0,0,0.00781558820599936,0,0,0,0,-0.0229628462027232,0,0
X600111.SH,0,0,0,0,0,0,0.0429508800683588,0,0,0,0.17803798489866,0,0,0.226171024500775,0,0,0.191669249700567,0.0233689167390145,0,0,0,0,0,0,0,0.00242504902036671,0,0,0,0,0,0,0,0.117706947960608,0.0560211121346097,0.0591344829699292,0,0,0,0,0,0,0,0,0.10292279626772,0,0,0,0,0,0,0.00848112586515863,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.110346911060855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0842021724855e-19,0,0.0158795694771326,0,0,0.212956878417392,0.0749468644528064,0,0,0,0,0.162149714574832,0,0.0387467563127126,0,0,0.178936031900844,0.0525759437983526,0,0,0,0,0,0,0,0,0
X600188.SH,0,0,0,0,0.051269880018039,0,-0.0708180936864907,0,0,0,0,0,0,-0.0785787508724811,0,0,0,0,0,0,0.141185776325349,0.340064945663067,0,0,0,0,0,0,0,0,0,0.0336740847756564,0,0,0,0,0,0,0,0,0,0,0.444706207589557,0,0,0,0,0,0.0225640725351679,0,0,-0.0741681973960693,0.107332372286039,0,0,0,0,0,0
