,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600585.SH,X600019.SH,X600010.SH,X601898.SH,X601991.SH,X600795.SH,X601600.SH,X600188.SH,X600886.SH,X600362.SH,X600111.SH,X600027.SH,X600309.SH,X601992.SH,X600688.SH,X000792.SZ,X600583.SH,X601158.SH,X600547.SH,X000898.SZ,X600352.SH,X000831.SZ,X000709.SZ,X600489.SH,X002353.SZ,X000883.SZ,X000539.SZ,X000630.SZ,X000027.SZ,X000825.SZ,X600008.SH,X600549.SH,X600660.SH,X600808.SH,X000629.SZ,X002470.SZ,X600315.SH,X600578.SH,X600021.SH,X000983.SZ,X601699.SH,X600863.SH,X600307.SH,X600098.SH,X600348.SH,X000960.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.519250840526438,0,0,0,0,0,0,0,0,6.93889390390723e-18,0.150648423854155,0.162827974796391,0,0,0,0,0.032373962362479,0,0,0,0,0,0,0,0.0358359009213864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0345133426498483,0,0,0,0,0,0,0,0,-0.00859039659596176,-1.35525271560688e-20,0,0,0,0,0,0
X600028.SH,0.482600718231995,0,0,0,0,0,0,0,0,0,0.0728298988167023,-2.77555756156289e-17,0,0,0,0,0,0,0.457036634159675,0,0,0,0.0149442924556538,0,-0.09947440796148,0,0,0.00490955257773861,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00467414426650259,0,0,-0.0548872532716356,0,0,0,0,0,-0.0326390992626039,-0.0135362836532996,0,0,0,0,0,0
X601088.SH,0,0.0793784094596557,0,0,0,0.0474554820478183,0,0.101965426782878,0,0,0,0.111519258181601,0.0985979337243963,0,0,0,0.0497441621008694,0,0,0,0,-0.0155944136452323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0151203150990557,0.0310851938278776,0,0,0,0,0,0.391829957611227,0,0,0,0,0,0,0,0,0.00284251501117825,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0.0599837230965258,0,0,0.00642326620437978,0,0,0,0.0840250855437898,0,0,0.0945081485609914,0.0558224046445085,0,0.245835666530115,0,0.1279281015283,0,0,0,0,0,0.225935791329949,0,0,-0.0956988652177695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00300761343492438,0,0,0,0,0,0.0110287904526429,0,0,0,0,0,0
X600585.SH,0,0.117045200644464,0.0699317257139894,0,0,0,0.0549210804597493,0,0,0,0,0.00445080684828068,0,0,0,0,0.020545076769933,0,0,0,0.142527137413141,0,0,0,0,0,0,0,0,0,0,0,0.0190525169471057,0,0,0,0.184643167004267,0,0,0,0,0,0,0,0,0,0,0.212648922518727,0,0,0,0,0,0,0,0,0,0,0
X600019.SH,0,0.00480263846751729,0,0.0278900595023353,0,0,0.170408739593822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.326840493214856,-0.0461853244086062,0,0.271730896610818,0,0,0,0,0,0,0,-0.0116097486565031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0701762813372572,-0.0171966911398582,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.104377822354341,0,0,0,0,0.0514479300825857,0,0.0109519942030544,0,0.551959453167642,0,0,0,0,0,-0.244707326325867,0,0,0,0.0446742467302059,0,0,0,-0.034342631978702,0,0,0,0,0,0,0,0,0,0.0477016599275185,0,0,0,8.67361737988404e-19,-0.000167209602398633,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0.149034586795032,0,0.0633612565632184,0.0210467326812959,0,0.00512834461964203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.161631175019462,0,0,0.0133762686027998,0,0.31659642006219,0.175223115760447,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601991.SH,0,0,0,0,0,0,0,0,0,0,0.285049765959129,-2.16840434497101e-19,0.101474401480002,0,0,0.0216864556329936,0.0506327586269923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0499079701140986,0,0.0150863143325078,0,0,0,0,0,0,0.0570488211369141,0,0,0,0,0,0,0,0,0,0,-0.0450103676526722,0,0,0,0,0,0
X600795.SH,0,0,0,0.0132775010211311,0,0,0,0,0.266161311660581,0,0.227814364638328,0,0.158865090161046,0,0,0.140857973217612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0269478566210045,0,0,0,0,0,0,0,0,0,0,0,0.00842135414588774,0,0,0,0,0,0.0100701987054836,0,0,0,-0.0107622390221159,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0.103658704354535,0.256525715858159,0,0,0,0,0.210259247841818,0,0.0770920438614912,0,0,0,0,0,0,0,0.12797808356362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15542163948863,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0280671799721487,0,0,0,0,0,0
X600188.SH,0.316453023413293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.239452356655348,0,0,0.20811012791634,0,0,0,0,0,0,0,0,0.0633002293662834,0.258840956918545,0,0,0,0,0,0,-0.00361984406829186,0.010533776227819,0,0,0,0,0,0
X600886.SH,0,0,0.047196360480066,0,0,0,0,0,0.0725961920500653,0.0541027515233429,0,0,0,0,0,0,0.144869895430114,0,0,0,8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0,0,0.0950510992235169,0.151429916710211,0,0,0,0,0,0,0,0.199020196652372,0,0,0.0722414435558457,0,0,6.93889390390723e-18,0,0,0,-0.0167154832721776,0,0,0,0,0,0
X600362.SH,0,0,0,0,0,0,0,0,0,0,0.148281306932813,0,0,0,0,0,0,0.0274270425687219,0,0,0,0,0,0,0,0,0,0,0,0,0,0.104265394699195,8.67361737988404e-19,0,0,0,0,0.00808534841824318,0,0,0,0.118565246203623,0,0,0.0753295321771826,0,0,0,0,0,0,0,-0.0100184977632362,0,0,0,0,0,0
X600111.SH,0,0,0,0,0,0,0,0,0,0,0.00977111043734055,0,0,0,0,0,0,0.0822879506358352,0,0,0,0,0,0,0,0.286836225809755,0,0,0,0,0,0,0,0,0,0.225390927555807,0,0,0,0,0.194316060712328,0,0.0739634503673723,0,0,0,0,0,0,0.068356062538991,0,0,-0.0257013251599693,0,0,0,0,0,0
X600027.SH,0,0,0,0.249293962769267,0,0,0.0475508567010331,0,0.102157824825323,0.302369639451436,0.0276815764821829,0,0,0,0,0,0,0,0,0,0,0.0914519029322172,0,0,0.0920756730550973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00358352565956256,0,0,0,0,0,0,0,0,0,-0.0171412717060937,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0.129427837014933,0.247956053944079,0,0,0,0,0,0,0,0.00387583035890883,0,0,0,0.0655553469732124,0,0,0,0,0,0,0,0.0189997795121476,0,0,0,0.225035382263187,0,0,0,0,0,0,0,0.151023258915474,0,0,1.73472347597681e-18,0.0361992537458415,0,0,0.0136956154488519,-0.00502495591847182,0,0,0,0,0,0
X601992.SH,-0.228375525533942,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.212349028270604,0,0,0,0.0242361298917509,0,0.0415643646920069,0,0,0,0,0.107616646124992,0,0.00192860929499114,0.018457503127132,0,0.108598539250383,0,0,0,0,0.11871725863974,0,0,0,0.118726947372227,0,0.168853543041056,0,0,0,0,0,0,0,0,0
