,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X601898.SH,X600188.SH,X600547.SH,X600019.SH,X600660.SH,X600886.SH,X601600.SH,X600585.SH,X600011.SH,X600795.SH,X600489.SH,X000792.SZ,X600362.SH,X600010.SH,X600111.SH,X000708.SZ,X600803.SH,X600027.SH,X002460.SZ,X601991.SH,X000301.SZ,X600426.SH,X600160.SH,X000983.SZ,X600219.SH,X601699.SH,X000786.SZ,X600176.SH,X002466.SZ,X002128.SZ,X000807.SZ,X000630.SZ,X600096.SH,X601168.SH,X000877.SZ,X600985.SH,X000408.SZ,X000933.SZ,X000883.SZ,X600995.SH,X600378.SH,X002353.SZ,X000027.SZ,X600299.SH,X600688.SH,X000932.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.686431447402883,0,0,0.00594172494538895,0.0870423086535611,0,0,0,0.135583078757648,0.0896494249839259,0,0,0.0151716154655668,0.109755775062583,0,0.256155720124067,0,-0.0364181677660121,-0.0614446697630016,0,0,-0.0391213055929899,0,0,0,-0.0160229798697673,0,0,0,0,0,0,0,0,0,0,0,0.0297399681988948,0,0,0,0,0,0,0.0543702840230603,0,0,0,0,0,0,-0.0632627598068015,0.0918571646720297,0,0,-0.0482013844272469,0,0
X600028.SH,0.336895368123905,0,0.186201813659712,0,0.106026768852949,0,0,0.0895506863318591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0694576456459402,0,0,0.159194176287484,0,0,0.0227199370824331,0,0,0,0,0,-5.42101086242752e-20,0,0,0,0,0.0185174876676958,0,0
X601088.SH,0,0.404631791789263,0,0,0,0.200707638114139,0,0,0.0957540472613362,0,0.0883029660311383,0,0,0,0,0,0,0,0,0,0.0804856253204163,0,-0.106408314491194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00236770908922031,0,0.0129633786048854,0,0,-0.0376399921267888,0,0,0,0,-0.0308955062147502,0,0.00503614323879763,0,0,0,0,0.0182820364219581,0,0
X600309.SH,0,0,0,0,0,-0.0205655538634408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.20037318161828,-0.267457116860521,6.93889390390723e-18,0,0,0.167017676174921,0,0,0,0,0,0,0.0123432082370779,0.383155901825459,0,0,0,0,0,0,0,0,0,0,0.0519252218881088,0,0,0,0,-0.00236242134804929,-0.101113681466586,-0.0610500829033659,-0.0315231942619213,0,0,0,0,0,0
X601898.SH,0,0.275518480172953,0.0243180975320654,0,0,0.205501482713403,0.0175007502219007,0,0,0.0988605536541138,0.239110242784533,0,0,0,0,0,0,0,0,0,0,0.136856124242852,0,0,0,0,0,0,0,0.118452541633584,0,0,-0.00649663927136816,0,0,0,0,0.0012575100091368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00907675142004639,0,0,0,0.000460743701130387,0,0
X600188.SH,0,0,0.156560948995624,0,0.132580228476762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0230429600845867,0,-0.159170307353772,0,0,0,0,0,0,0,0.685217629623566,0,0,0,0,-0.0863966757350929,0,-0.107822255361396,0,0,0.357768249785956,0,0,0,0,0,-0.0880152794452465,0,0,0,0,0,0,0.0415272108562038,0,0,0,0.00674259379047145,0,0
X600547.SH,0,0,0,-0.112184554217554,0,0,0,0,0,0,0,0,0,0,0.697041955761764,0,0,0,0.0664076053835176,0.00988591768551254,0,0,0,0,0,0,0.170696166056051,0,0,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0,0,-0.213251172607944,0,0,0.0744262309861268,-0.0460440416659663,0,-0.0022094816895159,0,0,0.0329183185053423,0,0
X600019.SH,0,0.294638330541772,0,0,0.139753067103494,0,0,0,0,0,0,0,0.158428016632115,0,0,0,0,0,0,0.282779887100364,-0.0950571338141595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0240077941834594,0,0,0,0,0,0,-0.113443306035139,-6.93889390390723e-18,0,0,0,0.0895667491867864,0,0.131008051721927,0,-0.131731839977944,0,0,-0.00625635351785519,0,0
X600660.SH,0,0,0,0,0,0,0,-0.0979464273190075,0,0,0,0,0,0,-0.108771000853069,0.1834997926426,0,0,0,0,0,0.140011586043967,0.133236324964825,0,0,0,0,0,0,0,0.359402833428977,0,0.049683770352574,0,0,0,0,-0.056397240599267,0,0,-0.0042953017331336,0,0,0,0,-0.147063745126946,0,0,0,0,0,0,-0.0557466709558937,0,0,0,-0.0636590872580812,0,0
X600886.SH,0.316655644964623,0,0,0,0,0,0,-0.0451582965632739,0,0,0,0,0,0.123344621047035,0.0577578116929475,0,0,0,0,0,0,0.104711390162379,0,0,0,0,0,0,0,0,-0.185125758500105,-0.170263210229766,-0.0746889152999109,0,0.0342489956708503,0,0,0,0,0,-0.210197539208709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0103110456333062,0,0
