,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600010.SH,X600585.SH,X600019.SH,X601898.SH,X600688.SH,X600547.SH,X600188.SH,X601600.SH,X600795.SH,X600362.SH,X601991.SH,X600157.SH,X600111.SH,X600489.SH,X600027.SH,X600886.SH,X002466.SZ,X601992.SH,X600623.SH,X600299.SH,X000792.SZ,X600309.SH,X300072.SZ,X600660.SH,X600549.SH,X600583.SH,X601158.SH,X000723.SZ,X000709.SZ,X000883.SZ,X600352.SH,X002075.SZ,X000898.SZ,X000983.SZ,X600176.SH,X002460.SZ,X000539.SZ,X000027.SZ,X002470.SZ,X000060.SZ,X000630.SZ,X002407.SZ,X600612.SH,X000012.SZ,X601699.SH,X600021.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.15215472636069,0,0,0,0,0,0,0.0731021293419712,0,0,0,0,0,0,0,0.112943433854339,0,0,0,0,0,0,0,0,0.0183206278344624,0.0104091230036719,0,-0.0386267610169488,0,0,-0.067831551954093,0,0,0,0,0,0,0.0173305826208246,0,0,0,0.0215516855335148,0,0,0,0,0,0,0,0,0,0.0335745156449346,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0,0,0,0.183188340514488,-0.00635926853259652,0.0123731637148964,0,0,0,0,-0.0422412797612293,0,0,0,0,0,0,0.016969575736536,0,0,0.0746701795250203,0,0,0,0.0541546442360236,0,-0.0858848645621918,0,0,0.0192980100011081,0,0,0,0,0,0,0,0.00944541263211683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0.0635624475591124,0,-0.00437671485802326,0,0,0,0,0,0,0,0,0,0,0,0,0.0306853380074663,0,0,0,0,0,0.00756997706108375,0,0,0,0,0,0.1107490738299,0.0255668115748524,0,0.0467227374526575,0,0,0,0,0,0,0,-0.000522707147024123,0,0,0.0830724919147963,0,0,0,0,0,0,0,0,0,0
X600011.SH,0,0,0,0,0.0312312626991147,0.149290602146286,0,0.0196421517956758,0.0651265099535555,0,0.0841596386418635,0,0,0,0,0,0,-0.102309585787607,0,0,0,0,0.0227882989590069,0,0.0645841516924935,0,0,0,2.16840434497101e-19,0,0,0,0,0,0,0,0,0,-0.0424857734156807,0,0,0,0.0263590269351105,0,0,0,0.185657187831461,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0.128260320912622,0,0,0,0,0,0.0796425184946237,0,0,0,0.00945562577772152,0.379618910279477,0,0,0,0,-0.0266154480382966,0.00148832730790167,0,0,0,0,0,0,0,0,0.132250087235849,0.00419022821540055,0,0,0,0,0,0,0,0,0,0.016800319521908,0,0,0.0501160167471311,0.0739617523573561,0,0,0,0,-0.00747185207683404,-0.0343558410403195,0,-0.024154703532337,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0.135544588538318,0,0,0,0,0.133614717014277,0.0874610661815173,0,0,0,-0.112673905973074,0,0,0,0,0,0,0.356648195191628,0.134801639252519,0,0,0,0,0,0,0,0,0,-0.0180179791903807,0.0755791106975017,0,0,0,0,0,-3.46944695195361e-18,0,0,-0.116823953582812,0,0,-0.053828819828716,0,0,0,0,0.0683270887757951,0,0
X600019.SH,0,0,0,0,0.132503043095447,0,0,0,0,0,0,0,0,0,0,-0.0469180966754275,0,0,0,0,0,0,0.0384896569963526,0,0,0,0.06402297908681,0,0.0699679561802708,0,0.037650806608236,0,0,0,0.046119837479841,0.0090239787879599,0.148907564158761,0,0,0,0,0,0,0,0,-0.0312858623718295,0,0,0,0,0,0.0302245890808346,0.0302317977134019,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0,0.155448039400494,0,0,0,0,0,-0.0192393597854091,0,0,0,0.0481934392976657,0,0,0.148959869928355,0,0,0,0.0266438064918923,0,0,0,0,0,0,0.0240062055480713,0,0.155090892905336,0,0,0,0,0,0.103815697627628,0,0,0,0.064881537744737,0.0102032292823906,0,0,-0.0247782234410322,0,0,0,0,0,0,0
X600688.SH,0,0,0,0,0,0,0,0,0,0,0.0856172282927509,0,0,0,0,-1.38777878078145e-17,0,0,0,0,0.00907733150398965,0,0.0260709185464832,0.152290966630086,0,0,0.199556090527362,0,0.0420671859079492,0.0451557488833079,0,0,0,0,0,0.199428887209822,0,0,0.0398316948071502,0,0,0,0.0512240633151986,0,0,0,0,0,0.0264791413937654,0,0,0,0,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.585181224046432,0,0,0,0.270755193334254,0.0568489035558845,-0.00425157206480032,0,-1.73472347597681e-18,0,0,0.0482307240789844,0,0,0,0,0,0,0,-0.0720860044091285,0,-0.0610081298770133,0.0132658612971511,0,0,0,0,0,0,0,0,0,0,0,0.0063877770151398,0,0,0,0,0,0,0
X600188.SH,0,0,0,0,0,0,0,0,0.15800511589901,4.33680868994202e-19,0,0,0,0,0,0,0.0406647387983113,0,0,0,0,0,0.0792254747443476,0.108213852537091,0,0,0,0,-0.0164257419881419,0,0,0,0,0,0,0.159319040471127,0,0.552010368474992,0,0.0137638664853999,0,-0.0766440841143081,0,0,0,0,0,0,0,0,0,-0.0155995579824081,0.000979221310912645,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00412966321831258,0.0726463501142774,0,0,0,0,0,0.0682757219296529,0,0,0,0,0,0.0988762515049395,0,0,0.158700200854396,0,0,0,0.0532054449986972,0,0,0,0,0,0,0,0.33975331884123,0,0,0,0,0,0,0,-0.030862985562527,0,0,0,0,0,0,0
X600795.SH,0,0,0,0,0.0503711678012408,0.229393605629235,0,0,0.028661798024205,0,0.0155348843055515,0,0,0,0,0.00674572935193827,0.0177998917469569,0,0,0,0,0,0,0.0235996829815697,0,0,0.0158537544348807,0,-0.00410815190405021,0,0,0,0,0,0.0198121848961257,0,0,0,0.0452644472064953,0,0,0.0696473242944489,0,0,0,0,0.00215299859517556,0,0,0,0,0,0.0231371045593109,0,0,0,0,0,0
X600362.SH,0,0,0,0,0,0,0,0,0,0.0766160485141414,0.246383939483179,0,0,0,0,-0.0687761560859541,0.146943785314845,0.00346657344251022,0,0,0,0,0,0,0,0,0,0,0.0763749310354862,0,0,0,0,0,0,0,0,0,0,-0.0365401679918459,0,0,0,0,0.353656412982499,-0.0073804671552451,0,0,0,-0.0311116120267125,0,0.0326522695405812,0,0,0,0,0,0,0
X601991.SH,0,0,0,0,0.0368248587824802,0,0,0,0.031875459880651,-0.035406572913537,0,0,0,0,0,0.0180890117276761,0,0,0,0,0,0,-4.33680868994202e-19,0.123657644157118,0,0,0.0288714372497038,0,0,0,0,0,0,0,0,0.0258947304400458,0,0.0293586226708078,0.0182234265735294,0,0.206482652849726,0.0964659577138873,0,0.00165626048890111,0,0,0,0,0,0,0,0,0.00126571438856311,0,0,0,0,0,0
X600157.SH,0,0,0,0,0,0,0,0,0,0,0.0401330741198569,0,0,0,0,0,0,0,0,0,0.112076100115216,0,0,0,0,0,0.230875365175555,0,0,0,0,0,0,0,0,0.0743324324038222,0,0,0,0,0,0,0,0,0,0,0,0,0.378195948609018,0,0,0,0.0278355819296808,0,0,0,0,0,0
X600111.SH,0,0,0,0,0.612763247788226,0,0,0,0,0.0989401586437159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.080269532711434,0,0,0,0.233890185451886,0,0,0,0,0,0.0325258283964567,-0.0537518932249364,0,1.38777878078145e-17,0,0.0119085352204613,0,-0.197656023686347,0,0.177141744587433,0,-2.16840434497101e-19,0,0,0.0934980829723881,0,0,-0.0384059973268613,-0.128627044133069,0,0,0,0,0,0
X600489.SH,0,0,0,0,0,0,0,1.73472347597681e-18,0,0.615713017900564,0,0,0,0,0,0,0,0,0,0,-0.118516647108606,0,0.0227180109482195,0,0,0,0,0,-0.0639093189860355,0,0,0,0.00731059538725686,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0.0322304707320229,0.0929388181150136,0,0,0,0,0,0.124184716784567,-0.230257842742928,0,0,0,0,0
X600027.SH,0,0,0,0,0,0.142433395127185,0,0,0,0,0.0537179653196644,0,0,0,0,0,0,0,0,0.0643825014661638,0,0,0,0.0339827525552415,0.0267642500437875,0,0,0,0,0,0.0404456036104114,0,0,0,0,0,0,0,0,0.0305548772430407,0,0,0,0.0397550290849964,0,0,0,0,0.00228809770325551,0,0,0.0146115592914242,0.0371398119204999,0,0,0,0,0,0
X600886.SH,0,0,0,0,0,0,0,0,0,-0.0502400752228046,0,0,0,0,0,0,0,0,0,0,-0.00667354602432345,0,0,0.0589651099076974,0,0,0,0,0.062752639968445,0,0.155349533194815,-0.0741168754939791,0,0,0,-0.0180789833126613,0,0,0.0988523374175358,0,0,0,0,0.0470878134072912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0,0,0,0.0562079514919607,0.0504130662334782,0.0498447214279629,0,0,0,0,0,0,0,0,0,0,0,0,0.0794383312119557,0,0.0325605941651582,0,0.00406455913689214,0,-0.207112112107143,0,0,0,0,0,0,0.016605746152142,0,0,0,0.715285808513138,0,0,0,0.0511082462889589,0,0.325354048875835,0,-0.0887172477602114,0,0,0,0,0,0,0,0,0,0,0
X601992.SH,0,0,0,0,0,0.198926305194197,0,0.20372630337539,0,0.0916888801873804,0,0,0,0,0,0.0914681877177987,0,-0.156184222599861,0,0,0,0,0,0,0,0.0449697492597615,0,0,0,0.0485501692674671,0,-0.123619150825878,0,0,0,0.0359689975711718,0,0,0,0,0,0,0.113427619894462,0,0,0,0,0,0,0,0,-0.041597145717033,0.147846750875668,0.0161552930987509,0,0,0,0,0
X600623.SH,0,0,0,0,0.213219440394365,0,0,0,0,-0.0834299039643989,0,0,0,0,0,0,0,0,0,-0.220160191027436,0,0,0,0,0.140018756514311,0,0,0,0.00618676177141699,0,0,-0.0519839182763986,0.409651241974446,0,0.167521092789268,0.167385312074662,0,0,0.100605965969006,0,0,0,0.109385191900349,0,0,0,0,0,-0.0185572563918804,0,0,-0.0758498246754396,1.73472347597681e-18,0,0,0,0,0,0
X600299.SH,0,0,0,0,0,0,0,0,0.29038409511881,0,0.152290385229485,0,0,0,0,0,-0.0643116411316642,0,0,0,0.0233435787351145,0,-0.147254115954708,0,0,0,0,0,0,0,0.324196070455413,0.145433297800588,0,0,0,0,0,0,0,0.0116932400050182,0,0,0,0,0.0545980604753256,0.0154424398119456,-0.0327905080335246,0,0,0,0,0,0,0,0,0,0,0,0
X000792.SZ,0,0,0,0,0,0,0,0,0,0,0,0.22808446398993,0,0,0,0,0,0,0,0,0,0.0247130095473762,0.0446915001941815,0.0375777935475027,0,0,0.0717599195060033,0,0.0505752740361422,0,0,0,0,0,0,0.0890780271575379,0,0.0141238152919877,0,0.239943594018622,0,0,0,0,0,0,0,0.108380801878005,0,0,0,0.00870934557561654,-0.117570446436272,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0308666049459905,0,0,0,0.00666476378809435,0,0,-0.0480470959443604,0,0,0,0,0,0.0650374883160638,0,0,0,0,0.00954595202922006,0.00602396400906995,0,0,0,0.0487811778638086,0,0,0,0,0,-0.0879560887615975,-0.0169213867039466,0,0.247220504027528,0,0,0,0.0133477466912135,0,0,0,0,0,0
X300072.SZ,0,0,0,0,0,0,0,0,0.0223429291926412,-0.0588479059269242,0,0,0,0,0,0.177727866749322,0.0311112657984648,0,0,0,0,0,-0.0535002143280792,0,0,0,0,0,0,0,0.126903078933594,0,0,0,0.0571915951811877,0,0,0,0.258191809061487,0,0,0.153520653557484,0,0,0,-0.119915520998778,0,0,0,0,0,0.00175241581656662,0.104488230758681,0,0,0,0,0,0
X600660.SH,0,0,0,0,0,0,0,0,0,-0.0466314600041072,0.0346605241314433,0,0,0,0,0.0332176495226977,0.0290583549450445,0,0,0,0.00389902744702755,0.00264024543317097,0,0,0,0,0,0,0.016746841379516,0,0,0,0,0,0,0.0129549903482609,0,0,0,0.0392666292558918,0,0,0,0,0,0,0,0.0352159748338581,0,0,0,0,0.0253300689732513,0,0,0,0,0,0
X600549.SH,0,0,0,0,0,0,0,0,0,0,-0.168053595659028,0,0,0,0,0,0.672426154359537,0,0,0.357738684347118,0,0,0,0,0.171336427735436,0.102419929881477,0,0,0,0,0,0.0342246363459598,0,0,0,0.225770714545095,0,0,-0.0713121233984136,0.0945830453986514,0,0,0,0.0574025310237414,0,0,0,-0.118987341563538,0,0,0,0,-0.00566105792632036,0,0,0,0,0,0
X600583.SH,0,0,0,0,0,0,0,0,0.15637379909223,0,0.0147185400592991,0,0,0,0,0,0.0183029552672139,0,0,0,0,0,0,0,0,0.0137676586944819,0,0,0,0,0,-0.0875137522535394,0,0,0.241369330688995,0,0,0,0.00754588470220381,0,0,0,0,0,0,0,0.0459155202897143,0.026153658268062,0.113492758391095,0,0,0.0220084796230374,0.0756047813744703,0,0,0,0,0,0
X601158.SH,0,0,0,0,0,0,0,0,0,0,0.0358923718247775,0,0,0,0,0,0,0,0,0,0,0,0,0.10420573638343,0.0158232479753282,0,0,0,0,0,0,0,0,0.0657844575243569,0.100894057589409,0.0640713661151175,0,0,0.0918528963345579,0.0301069034773724,0,0.205667291230972,0,0.159478423776822,0,0.0240410891216348,0,0,0,0.00448679430780472,0,-0.0060778821048587,0,0,0,0,0,0,0
X000723.SZ,0,0,0,0,0,0,0,0,-0.066931357177978,-0.0115683712136728,0,0,0,0,0,-0.00295497531197309,0.0274959521085119,0,0,0,0,0,0,0,0.111504532459689,0,0,0,0,0,0,0,0,0,0,0.120776460550322,0.215674529900004,0.14827195201243,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.118418437575951,0.0886103466684148,0,0,0,0,0,0
X000709.SZ,0,0,0,0,0,0.0345986766510323,0,0,0,0,0.189312556734763,0.0264587441042029,0,0,0,0,-3.46944695195361e-18,0.0231664909633126,0,0,-0.00550020047290159,0,0.0878738705452961,0,0,0,0.139657678616727,0,0.0823635508464078,0,0,0.0159429869748335,0,0,0,0,0.13936738861857,0,0,0,0,0,0,0,0,-0.00239694793260713,0,0,0,0,0,0,0,0,0,0,0,0,0
