,X601857.SH,X600028.SH,X601088.SH,X600019.SH,X600585.SH,X600011.SH,X600010.SH,X600188.SH,X601898.SH,X002466.SZ,X601600.SH,X600660.SH,X600688.SH,X601991.SH,X600362.SH,X600795.SH,X600547.SH,X600886.SH,X300072.SZ,X002460.SZ,X600516.SH,X600111.SH,X000898.SZ,X601992.SH,X600176.SH,X600352.SH,X600027.SH,X000553.SZ,X000786.SZ,X600299.SH,X000825.SZ,X000792.SZ,X000709.SZ,X002271.SZ,X000408.SZ,X600426.SH,X600489.SH,X601158.SH,X600315.SH,X000883.SZ,X601699.SH,X000830.SZ,X600219.SH,X600808.SH,X600157.SH,X000630.SZ,X600339.SH,X600583.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.147777120114082,0.177103500042616,0,0,0,0,0,0,0,0.0295844523134588,0,0,0,0,0,0,0,0,0,0.0696591398376413,0,0,0,0.0214002868990856,0.0608753444324575,0,0,0,0.0443307698118541,0,0,0,0,0,0,0,0,0.0121976960961654,0,0,0,0,0,0,0,0,0.130439117401724,0,0.00645282532998981,0.0128706947903958,0,0,0,0,0,0
X600028.SH,0.55563501410023,0,0.331823409635022,0,0,-8.67361737988404e-19,0,-6.93889390390723e-18,0,-0.060029936505536,0,0,0.0441704638194863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014377325878734,0,0,0,0,0,0,0,0,0,0,-0.0230828522072167,0,0,-0.0261518554898603,0,0,-0.217125036718279,0,0,0,0
X601088.SH,0,0.292792397285337,0,0.0788285664491257,0.0533314145473731,-0.0765193566565696,0,0.087175221563024,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.138708106927115,0,0,0,-0.148097312504587,-0.0246607527584765,0,0,0,0,0,0,0,-0.174730851384255,0,0,0,0,0,0.493828009293266,0,0,0,0,0,0.00365421020967794,0,0,-0.0118358893266313,-0.0251754045184768,0,0,0,0,0,0
X600019.SH,0,0,0.243583026319599,0,0,0,0,0.345519166914079,0,0,0,0,0,0,0,0,0,0,0,0,-0.0470717688268307,0,0.0707477146439329,0,0,-0.0342387246895502,0,0,0,-0.116114104023778,0,-0.0448373619993926,0,0,0,0,0,0,0,0,0.0385999031863323,-0.161423519292519,0,0.224314468513581,0,0,0,0,0,0.0139913079615757,0.00525305242110592,0,0,0,0,0,0
X600585.SH,0,0,0.574104492555886,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0202633633048446,0.0196041038590103,0.0889776581185889,0,0,0,0,-0.110548073798651,0,0,0,0.00380176971805423,0,0,0,0.0847712608085543,0,0,0,0,0.0395490701587743,0,0,0.201270954954254,0,0,0.0745693382280343,0,0,0,0,-0.00579018803533437,0.0548657364900182,0,0,0,0,0,0
X600011.SH,0,0,0,0,-0.0837274290024697,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0460414372860026,0,0,0.0386514273922529,0,0,0,0,0.40913743863265,0,0,0.134640244628707,0,-0.0441295187959561,0,0.244512531913206,0,0,0,0,0,0,0.0893431221278177,0,0,0,0,0,0,0,0,0,-0.024574711232399,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00644703369607605,0,0.146148622152971,0,-0.0248907949737237,0,0,0,0,0,0.430830128360845,-0.100790632597527,0,0,0,0,0,0,0,0,0,0,0.0753675743994179,0,0,0,0,0.00989186178318899,0.0758124165270726,0,0.327840003170566,0,0,0.00999872941074541,0.0362566924944169,0,0,0,-0.912845143821142,0,0
X600188.SH,0,0,0.497427567706935,0.194097865520446,0,-0.0426934375798052,0,0,0,0.255306369565598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.262120399994887,0,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0.060603396895785,0,0.168088694802332,0,0,0,0,0,0.153495359382927,0.167670215204167,0,-0.0093807496677666,0.00967712976249497,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0.0241420305399285,0,0,0,0,0,0,0,0,0,0,0,0,0.0447946929097996,0,0.0236616279547678,0.0649821939955841,0,0.0541212555623538,0,0,0.0609314065501965,0,0,0,0,0,0,0,0,0,0,0,0.0953950922102095,0.0113312689783671,0.0201473147461793,0.0772745284462498,0,0,0,0,0,0,-0.0112620201582437,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0,0,0,0.0431730599916075,0,0,0,0,0,0,0,0,0,0,0,0.538148170328196,0.100897313799899,0.0799633649916526,0,0,-0.0799118250735052,0,-0.0581341511593936,0,-0.0113413082926962,0,0.0376121999968389,-0.0285425108127935,0,0,0,0.0567680641815274,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00237062346549493,-0.0132130146589263,0,0,0,0,0,0
