,X601857.SH,X600028.SH,X601088.SH,X600019.SH,X600585.SH,X600010.SH,X600309.SH,X600011.SH,X601898.SH,X600688.SH,X600188.SH,X600660.SH,X600362.SH,X300072.SZ,X601992.SH,X600795.SH,X600547.SH,X002466.SZ,X600516.SH,X601991.SH,X600111.SH,X600176.SH,X600886.SH,X002460.SZ,X000898.SZ,X000792.SZ,X000786.SZ,X000709.SZ,X600157.SH,X600352.SH,X000553.SZ,X600027.SH,X000408.SZ,X002271.SZ,X600489.SH,X600339.SH,X601699.SH,X600219.SH,X000983.SZ,X600299.SH,X600808.SH,X000959.SZ,X601158.SH,X002092.SZ,X600583.SH,X000883.SZ,X000630.SZ,X002110.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.550231945084751,0,0.00899503431473216,0,0,0,0,0,0,0,0,0,0,0,0,-0.103327934580245,0,-0.0303305838624581,0,0,0,0.0200007678988767,0,0.0215670388742633,0.0208156153343942,0,0,0,0,0,0,0,0.0783629032957174,0,0,-0.0186364434704694,0,0,0,0,0,0,0,0,0,0,0,0,0.00901493353095008,0,0,0,0,0,0,0
X600028.SH,0.72389023131601,0,0.0507634062513754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0420323668802745,0,0,0,-1.73472347597681e-18,0,0,0,-0.0981677363423058,0,0,0,0,0,0,0,0,0,0.0428675738872964,-0.128488114524234,0,0,0,0,0,0,0.0120669101532525,0,0.00962796790963449,-0.0148957071869108,0,0,0,0,0,0
X601088.SH,0,0,0,0.220309690646444,0.23690546572938,0,0.0036222122555367,0,0,0,0,0,0,0,-0.0406221764461135,0,0,0,0.0407698789006989,0,0,0,0,0,0,0,0.0847213941380761,0,0,0,0,0,0,0,0,0,0.0546635271334001,0,0,0,0,0,0,0,0,0,0,0,0,-0.00531451275261291,0,0.1544333831772,0,0,0.0262426222583674,0,0
X600019.SH,0,0,0.118346210601668,0,0,0,0,0,0,0,0,0,0.136406379515186,0,0,0,0,0,0,0,0,0.119140726690953,0,-0.104449033423801,0.750529535118542,0,0,0.184407612685629,0,-0.00865835077426669,0,0,0,0.126062316052056,0.00236854171130757,0,0,0,-0.0908613324598776,0,0,0,0,0,0,0,0,0,0,0.0168401532610571,-0.00653195504807501,0.0524819506116702,0,0,0,0,0
X600585.SH,0,0,0.354001896862581,0,0,0,0,0,0,0,2.77555756156289e-17,0,0.285193389244535,-0.107909015266574,0.0554803840844366,0,0,0.210119846395181,0,0,0,0,0,0,0,-0.288431723852428,0.21684487677932,0,0,0,0.180436503670414,0,0,-0.172770970822413,0,0,0.0885978480955693,0,0,0.110180044824114,0,0,0,0,0,0,0,-1.73472347597681e-18,0,-0.0165096844465668,0.00423735328230793,0,0,0,0,0,0
X600010.SH,0,0,-0.0645969522065795,0,0,0,0,0,0,0,0,0,0,0,0.00483173324342591,0,0,0,0,0,0,0,0,0.188749188176806,0,0,0.00639246867082581,0,0,0.0470305267748621,0.100423724733355,0,0,0,0,0,0,0,0.219605627311756,0,0.10629011510972,0.238659250061578,0,0,0.0994223900118406,0,0,0,0,0.00227778803405028,0.0180901673830525,0,0,0,0,0,0
X600309.SH,-0.515255681270721,0,0.0750419229099492,0,0,0,0,0,0,-0.0641570320768116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.103611097171513,-0.023658921363967,0.0637195797949967,0,0,0,-0.0445341849253007,0,0,0,0,0.0156402461241228,-0.0100170540935653,0,0,0,0,0,0,0.226760857677864,0,0,0,-0.146879046242434,0,-0.0448289641537497,0.0779540087346872,0,0,0,0,0,0
X600011.SH,0,0,0,-0.0578065158722204,0,0,0,0,0,0,0.027963259747714,0,0,0.0835278070388695,0.10217719716352,0,0,0,0.0142734120626952,0,0,-0.0421024588789623,0,0,0,-0.0358948585878316,0,0,0,0,0,0,-0.000235782270149987,0,0,0,0,0,0,0.0926002484908803,0,0,0,0,0,0,0,0.0154583072011755,0,-0.00969420739305388,0,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0491442062668578,0,2.16840434497101e-19,-0.00225621008402465,0,0,0,0.0294664873153812,0,0,0,-0.024646127882664,0.0520560180110873,0,0,0,0,0,0.0266898694430173,0,0.236664252986371,0,0.185586039473791,0,0,0,0,0,0,0,0,0.00353027289059634,0,0,0,0,0,0,0
X600688.SH,0,0.189462488024663,0,0,0,0,0,0,0,0,0,0.14541227397339,0,0,0,0,0,0,-2.16840434497101e-19,0,0,0,0,0,0,0,0.0136257275174584,0,0,-0.0413642531866679,0.0927767727414765,0,0,0.0710628901666103,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0295330311991517,0,-0.00177209894446663,0.000813863276194831,0,0,0,0.0535227347662879,0,0
X600188.SH,0,-0.0153628092683204,0,0,0.100118527944998,0,0.105612917681616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.119800389630128,0,0.151096307040009,0,0,0.0313712076351315,0,0,0.0183846720740429,0,0,0,0,0,0,0.270176730590505,0,-3.46944695195361e-18,0,0.298669249282776,0,0,0,0,0,0,0.0307094665023161,0,0.0233779189827027,-0.0324318052147208,0,0,0,0,0,0
X600660.SH,0,0,0.0506723087847913,0,0,0,0,-0.0884046681902435,0,0,0,0,-0.0205261967643618,0,0,0,0,0,0.117772407757158,0,0,0.195829745951132,0,-0.0524388498916279,0,-0.054972728465738,0.0373417973817433,0,0,0,0,0,0,0.129568983528142,0,0.0196457317717346,0.0847597837861946,0,0,0,0,0,0,0,0,0,0,0,0,-0.0172464667651232,0,-0.075363719187347,0,0,0,0,0
X600362.SH,0,0,0,0.379136103836275,0,0,-0.039524744511541,0,0,0,0.0186793803704493,0,0,0,0,0,0,0,0,0,0.392467350595944,0,0,0,0,0,0,0,0,0,0,0,-0.0319698032225764,0.130355626665703,0,0.028877707127543,0,0,0,0,0,0,0,0,0,0,0.157975329955101,0,0,-0.0017727278620671,0,0,0,0,0,0,0
X300072.SZ,0,0,0,0,0,0,0,0,0,0,0,-0.0971747793279848,-0.04379029848619,0,0,0,0,0,0,0,0,0.141929434851447,0,0,0,-0.0312894591619029,0.196375559021291,0,0,0,0.102988949743132,0,0.0400415305632935,0,0,-0.052952055124716,0,0,0,0,0,0,0,-0.153384152863082,0,0,0,0,-0.179476471981652,-0.00307918725816059,0,0,0,0,-0.329702219848621,0,0
X601992.SH,0,0,0,0,0,0,0,0,0.0807420192398785,0,0,0,0,0,0,0,0.062370540273678,0,0,0,0,0,0,-0.0159116504848462,0,0.011823051508997,1.73472347597681e-18,0,0,-0.083905589185063,0.185028684412639,0,0,0,0.0746968317596446,0,0,0,0.132638853949048,0,0,0,0,0,0,0,0,0,0,0.00315276894703668,-0.00642062300487857,0,0,0,0,0,0
