,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600019.SH,X600010.SH,X600585.SH,X601898.SH,X600688.SH,X600547.SH,X601600.SH,X600795.SH,X600362.SH,X300072.SZ,X600188.SH,X601991.SH,X600309.SH,X600157.SH,X600027.SH,X601992.SH,X600660.SH,X600886.SH,X600111.SH,X600489.SH,X000959.SZ,X600299.SH,X000898.SZ,X000792.SZ,X601158.SH,X000709.SZ,X600339.SH,X002466.SZ,X000723.SZ,X600583.SH,X000408.SZ,X000630.SZ,X600098.SH,X000883.SZ,X600352.SH,X600219.SH,X600623.SH,X000539.SZ,X000983.SZ,X000027.SZ,X002092.SZ,X600021.SH,X000060.SZ,X601699.SH,X002470.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.366623018052982,0.00973937564387042,0,0.072753439998156,0,0,0,0,0,0.0104171585362278,0,0,0,0,0,0,0,0,0.031798176495948,0.00223356086715597,0,0,0,0,0,0.0606335514096483,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10872190698956,0,0,0,0,0,0,0,0,0,0.00343731363014499,-0.00613630132923867,0,0,0,0,0,0
X600028.SH,0.676704598719723,0,0,0,0,0,0.242523206020257,0,0,0,0,0,0,0.0112993601233765,-0.00689653053194683,0,0,0,0,0,0,0,0,0.015390048822121,0,0,-3.46944695195361e-18,0,-0.0183417068036549,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,-0.0316048655897112,0,0,0,0,0,0,-0.0296013929087964,0,0,0.0223646207845089,0,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0.209501230718052,0,0.131247457175854,0,0.0892197515576945,0,0.0751369814112115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.103468427765791,0,0,0,0,0,0.0654951065375576,0,0,0.0489988645518166,0,0,0,0,-0.173573423890539,0,0.140483989125089,0,0.0306248317617499,0,0,0,0,0,-3.74408393311285e-05,-0.00378462212230773,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,-0.0327794395448308,0,0.383875192433481,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0753249126065252,0,0,-0.00442218384096325,0,0,0,0.0544160636491453,0,-0.0392942734915919,-0.0432805226171873,0,0,0,0,0,0,0,0.0647456593814775,0,0,0,0,0.0957954132835169,-0.0385519397528096,0.0435925825475393,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0.300450426711899,0.00348045307899478,0,0,0,0,0,0,0,0,0,0,0,0.196860863951058,0,0,0,0,0,0,0.106073373518458,0,0.0583413573029017,0,0,0,0,0,0,0,-0.0381404925184303,0,0,0,0,0,0,0,-0.148602590443264,0.12618190547594,0,0.100941952427787,0,0.00511895789273977,-0.0238018104107621,0.0254306866285971,-0.411941904853565,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0.0256211024360385,0,6.93889390390723e-18,0,0,0,0.0180156754509902,0,0,0,0,0,0,0,0.0181693216212451,0,0.187104651593684,0,0,0,0,0,0,0,0,-0.0290470619669614,0.0976717448456964,0,0,0,0.0527749193145215,0,0.0445679001563434,0.122024651370836,0,0,0.0700946406712112,0,0,0,-0.0193049347367903,0,0,0,0,0,0,0
X600585.SH,0,0.301838524922219,0,0,0.13636225816275,0,0,0,0,0.0629080346569917,0,0,0,0,0,0,0,0,0,0,0.0861617542256357,0,0,0,0.0108096788498547,0,0.259926248096589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.097631430626369,0,0,-0.176025595137624,-0.0153688555660085,0.00555830410145266,0,0,0,0,0,0
X601898.SH,0,0,0.261298216592067,0,0,0,0,0,0,0,0,0,0,0,0.190793868551082,0,0,0,0,0,0,0,0,0,0.00576863190858196,0,0,0,0.0738436253138645,0,-0.0113438237030045,0,0,0,-0.1351916060163,0,0,0,0.262843168036985,0,0,0,0.309669873725197,0,0,0,0,0.00406325586319472,0,-0.0164314250788267,-0.00968330763895125,0,0,0,0,0,0,0
X600688.SH,0,0.113439158417544,0,0,0,0,0,0,0,-0.00815944941623463,0,0,0,0,0,0,0,0.12038158300121,0,0,0,0,0.0993486365018053,0,0,0,0,0,0.0188500899568957,0,0.0600248270798493,0,0,0.30194124693066,0,0.0459816558911378,0,0,0,0,0,0,0,0,0.0718204184926397,0.103218280712912,0,0,0,0,0,-0.00103734985167974,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,-0.0067636671055908,0,0,0,0,0,0,-0.0415951293135391,0,0,-0.0837959133916524,0,0,0,0,0,1.01683175747026,0,0,0,0,0,0,0,0,0,0,0,0,0.0643490177027861,0,0,0,0,0,-0.0239240546303645,0,0.197103581164564,0,0,0,0,0,-0.0280454256399064,0.0082762842889735,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0.106908123039528,0,0,0.0520296319176834,0,0.0422037908186921,0.0141323550783538,0,0,0,-0.0126175676886168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.196230918321332,0,0,0,0.112979451367208,0,0,0,0,0.18732975447764,0,0.466253771326825,0,0,-0.0463885078063645,0,0.00286335778547636,0,0,0,-0.0766709771888372,0,0
X600795.SH,0,0,0,0.362649078842422,0,0,0,0,0,0,0.0389140967128689,0,0.0433937211585062,0.0788427657030751,0,0,0,-0.0873129352548918,0,0,0.085540996524006,0.0251167909745136,0,0.0336494437281286,0.0327438730586134,0,0,0,0,-0.0926352329048186,0,0,0,0,0,0,0,0,0,0,0.0562149161454873,0,0,0,0.067859662220304,0,0,0,0,0,-0.0067305755985393,0,0.00971248355077347,0,0,0,0,0
