,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600019.SH,X600309.SH,X600011.SH,X600547.SH,X600010.SH,X601600.SH,X601898.SH,X600886.SH,X600660.SH,X601991.SH,X600362.SH,X600688.SH,X600188.SH,X600795.SH,X600352.SH,X600801.SH,X600111.SH,X000723.SZ,X601992.SH,X600027.SH,X002271.SZ,X000898.SZ,X600489.SH,X600176.SH,X600516.SH,X000709.SZ,X600299.SH,X002460.SZ,X000786.SZ,X000629.SZ,X000883.SZ,X601158.SH,X600219.SH,X002466.SZ,X002353.SZ,X600985.SH,X000630.SZ,X000553.SZ,X600426.SH,X601699.SH,X600612.SH,X600583.SH,X000027.SZ,X000825.SZ,X000401.SZ,X600808.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0161440390924152,0,0,0,0.0318853570893475,0.016339779443248,0.0148260304339286,0.0195796176165852,0,0,0,0.0431785191118459,0,0.0793949304212191,0,0,0.00253610360343025,0,0,0.0880869390479767,0,0,0,0,0,-0.00260715460322186,0.00638701965166924,0,0,0,0.00134967861029549,0,0
X600028.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.160411140141847,0,0.00663527135285592,0,0,0,0,0,0,0,0,0.00857271320561831,0.0335199205756667,0,0,0,0.0263507900147931,0,0,0,0,0,0.0831884253756012,0,0,0.0874870304895874,0,-1.73472347597681e-18,0,0,0,0,0,0,0,-0.0205302783085028,0,0,0,0,-0.0124811791997399,0,0
X601088.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0510564405750108,0,0.0352802007715688,0,-8.67361737988404e-19,0.046428855997128,-1.73472347597681e-18,0.0302631174070939,0,0,0,0,0,0,0.0712045623352913,0,0,0,0,0.155455973205038,0,0,0,0,-0.0596084745516828,0,0,0,0,0.106522610917224,0,0,0,0,0,0,0,-0.00767694135246372,-6.7762635780344e-21,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0340916714232621,0.326776849212251,0,0.0503406445013811,0,0,0.113230206872306,0,0,0,-8.67361737988404e-19,0,0,0,0.0013484923739081,0,0,0,0,0,0,0.0322256478750651,0,0,0,0,0.0757564574502071,0,0,0,0,0,0,-0.0109640414142543,0,0,0,0,0.0162585082262543,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0506475038925908,0.177591773549252,-0.0119825118383253,0.0308425460339695,0,0,0,0,0,0,0,0,0.0871391222879189,0.106549321006732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0221125902167097,-0.0015944118838244,0,0,0,0.0278526665819212,0,0
X600309.SH,0,0,0,0.0158818726039342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.287309163698766,0,0.047768063671332,0,0,0,0,0,4.33680868994202e-19,0.120316919711772,0,0,0,0,0,0,0,0,0,0,-0.0312096633537926,0,0,0.263108541900668,0,0,0.0749664690389999,0,0,0,-0.121583055468999,0,0,0,0.010651020026597,0,0,0,0.170827936180543,0,0
X600011.SH,0,0,0,0,0,0,0,0.012665985658602,0.229196451232902,0,0,0.164976797966363,0,0,0,0,0,0,-0.019637672490653,0,-0.103128410355744,0,0,0.428855695008329,-0.132901691004231,0,0,0,0,0,0,0,0,0.233669481007005,0,0,0,0,0.0599826958005906,0,0,-0.165620653190827,0,0,0,0,0,0,0,0,0,-0.00116251076476462,0,0,-0.365612522166943,0,-0.0108335840199373,0,0
X600547.SH,0,0,0,0,0,0,0,0,0.0435015202718618,0,0,0.0644820047222044,0,0,0,0,0,0,0,-0.206203045572053,0,0,0,0,0,0,0.690050293686831,0,0,0,0,0,0,0,0,0,0,0,-4.33680868994202e-19,0,0,0,0,0,0.210387928926769,0,0,0,-0.0459086569495111,0,0.00872868092292381,-0.0741385891507835,0,0,0,0,-0.106357801738495,0,0
X600010.SH,0,0,0,0,0,0,0.377477171161952,0,0,0.213560853696868,0,0,0,0,0.149430391770788,0,0,0,0,0.126606939262885,0.0725475556946813,0.015895209049202,0,0,0,0,0,0,0,0,0,0.0309936784898851,0,0,0,0,0,0,0,0.21503575639585,0,0,0,0,0,0,0,0,0,0,0,0,-0.0530953662567701,0,0,0,-0.00317766773281948,0,0
X601600.SH,0,0,0,0,0,0,0,0,0.182823171223237,0,0,0,0,0,0.375339271813062,0,0,0,0,0,0,0,0,0,0,0,-0.0297975828618436,0,0,0,0,0.104543067805069,0,0,0,0,0,0.020669477855427,0,0.0705991278027422,0,0,0.235815085147259,0,0,0,0,0,0,0,0,0.011193692703434,-0.0521106565470055,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00402035489804849,0,0,0,0,0.0216864385844152,0.0495596871407185,0,0,0,0,0,0,0,0,0,0.048011828553784,0,0,0.24645230789929,0,0,0,0,0.073622515536802,0,0,0,0.00857980076800687,0,0,0.126153672098601,0,0.0303858958551123,0,0,0,0.00727753196993252,0,0,0,0,0,0,0
X600886.SH,0,0,0,0.131787644005906,0,0.0353937203955778,0,0.0587267246789512,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0338275212030528,0,0,0,0,0,0,-0.060936412597333,0,0,0,0.12349312372968,0,0,0,0,0,0,0.0343390450802989,0,0.12517029926549,0,0,0.00274332067064496,0,0,0,0,0,0,0.0080376236233707,0,0.0370523743270243,0,0,0.00958765990134648,0,0
X600660.SH,0,0,0,0,0,0.0192097635763826,0,0,0,0,0,0.0471432582809091,0,0,0,0,0,0,0.0104368418452091,0.14164349414355,-0.00534377162972201,0,0,0.0867236405818657,0.106864359860469,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0758355314626544,0,0,0.014046003874976,0,0,0,0,0,0,0,0,0,0.00268149593844446,-0.0326529855010721,0,0,0,0.0105648505976293,0,0
X601991.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0244881915499525,0,0,0,0.0114184372410434,0.102338103957719,0.0140520103350792,0.0250500418124906,-4.33680868994202e-19,0.122715269436856,0,0,0,0.0108355706238175,0.0085914497124413,0,0,0,0,0.00534111093047104,0,0,0,0,0.0891190361466441,0,0,0,0.110176686115663,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00833867737928881,0,0
X600362.SH,0,0,0,0,0,0,0,0,0.285135898469284,0.142324902934371,0,0,0,0,0,0,0,0,0,0.0137462413855425,0.0414525532177746,0.0298606105364015,0.033967922957562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.181780796647443,0,0.160158267967869,0,0.143327295745305,0,0,0,0,0,0,-0.0190150668726534,0.0235511339442696,0,0,0,0,0,0
X600688.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.00550320605188189,0,0,0,0,0,0,0.013919982077195,0.00280272200686802,-0.0135230827109687,0,0,0,0,0,0,0,0,0.00664916368414486,0,0,0,0,0,0,0,0,0,0,0,0,0.209131909969448,0,0,0,0.16283952345789,0,0,0,0.0114831092639367,0,0,0,0,0.0355082989419565,0,0
X600188.SH,0,0,0,0,0,0.0406327917694283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0802627044400433,0,0,0,0,0,0.200785674846065,0,0,0.096892061104805,0,0,0,0,0,0,0,0,0,0,0,0.150157708865846,0,0.0473063952401008,0,0,0,0,0,0,-0.00150204640318545,0,0,0,0,0.0141391975731818,0,0
X600795.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00976440858413331,0,0,0,0.019254605038375,0.0703600018955021,0,0.030186773877034,0,0.0318235889064596,0,0,0,0,0,0,0.0856244800197223,0,0,0,0,0,0,0,0,0.0361652452963143,0,0,0,0.0739861821329791,0,0,0,0,0,0,0,-5.77742560798608e-05,-0.0431472954288671,0,0,0,0.00229990139881919,0,0
