,X601857.SH,X600028.SH,X601088.SH,X600019.SH,X600585.SH,X600011.SH,X600010.SH,X601898.SH,X600309.SH,X600688.SH,X601600.SH,X600795.SH,X601992.SH,X300072.SZ,X600188.SH,X600660.SH,X601991.SH,X600362.SH,X002466.SZ,X600547.SH,X600886.SH,X600027.SH,X000709.SZ,X600157.SH,X600111.SH,X000898.SZ,X000959.SZ,X600339.SH,X002460.SZ,X600489.SH,X601158.SH,X000723.SZ,X600299.SH,X002271.SZ,X000883.SZ,X600176.SH,X600808.SH,X600219.SH,X600008.SH,X600352.SH,X000630.SZ,X000792.SZ,X600578.SH,X000983.SZ,X000408.SZ,X000786.SZ,X600516.SH,X000539.SZ,X600583.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.14591668720136,0,0,0,0,0,0,0,0,0.162074321367251,0,0.0478399076617187,0,-0.0519489844367477,0,0.0635947425178781,0,0,-0.0112251376772397,0,0,0,0,0,0,0,-0.0398220445389139,-0.014528345335289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0631714019664587,0,-0.0436968917242803,0,0,0,0,-0.0165357650895472,0.0163788190780191,0,0,0,0,0,0
X600028.SH,0,0,0,0,0.00308283536943425,0,0,0,0.032619663329152,0,0,0,0,0,0,0,-0.000840282547720611,0.0136376755405981,0,-0.144666002374149,0,2.16840434497101e-19,0,0,0,0,0,-0.0262960842123776,0,-0.0807441616779481,0,0,0,0.0796054562794475,0,0.0581176029141171,0,0,0.012846407010441,0,0,0,0,0,0,-0.0228608341100068,0,0,0,0,0,0,-0.11110028829377,0,0,0,0,0
X601088.SH,0,0,0,0.0477467542559655,0,0,0,0,0,0,0.0435076460716821,0,0,0,0,0,-0.00864889194463348,0.0381356855582321,0,0.0373805876091025,0,0,-0.0246555036821524,0,0,0.00631430161554911,0,-0.00841369767316934,0,0,0,0,0,0,-0.0773103660702922,0,0,0,-0.0103244355138736,0,0,0,0,0,0,0,0,0,-0.00077874468599185,0,-0.00929565130694206,0,-0.0100843252654824,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0.0701550566531645,0,0,0.0247240485092956,0.0484217602304648,0,0,0.167081447542018,0,0,0,0,0,0,0,0.309498241466961,-0.0932455163938909,0,0,0,0,0,0,0.0161832726572723,-0.117110093371122,0,0.29934355624549,0,0,0,0,0,0,0,0,0,-0.0791161700922125,0,0.0368222995335218,0,-0.00554840757733646,0.0193226971278985,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0.0119817759181974,0,0,0,0,0,0,0.21543929724094,-0.0438210459949887,0,0,0,0.450064372916639,0,0,0,0,0,0.0779478098797906,0,0,0,0,0,0,0.121156050915922,0,0,0,0,-0.0685117880953065,0,0,0,0,0.0611088072791839,0.229988354091765,-0.0260512758277788,0,0,0,0,0.0118731601624017,-0.0814444086829408,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,-0.0297425337620461,0,0,0,0,0,0,0,0,0,0.185090934278789,0,0.092514914155927,0,0,0.297380051858209,0.0290052194917531,0,0,0,0,0.0767562176346112,0.0416087742508861,0,0,0,0,0,0,0,-0.119934598058306,0,0,0,0,0,0.0375764853321129,-0.0844569449182793,-0.0182478515301333,0,0,0,0,0,0.0057157628448592,0.0458463122941876,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0.0544354363901992,0,0,0,0,-0.0664895378105877,0,0,-0.068983191432229,0,0,0,0.0156025391921107,0,0.0807654941000459,0.166486861053659,0,0,0,0,0,0,0,0,0,0,0,0,0.10781592369138,0,0.12587432836058,0,-0.0236707244648461,0.0126615663602042,0,0,0,0,0.0304432709044565,0,0,-0.0353986070736934,0,0,0,0,0,0
X601898.SH,0,0,0,0.187802617651813,0,0,0,0,0,0,0,0,0,0.0202490649077445,0.0677599997661536,0,-0.0330699095519694,0,0,0,0,0,0,0,0,0.347059721895913,-0.000416010610145593,0,0,0,0,0,0,0,0,0.074615758984312,0,0,0,0,0,0,0.0168088244959704,0.099501396598349,0,0,-0.0121018649549488,0.047147056238016,0.107043446399661,0,-0.00842067473566845,0.0259509737357961,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,-0.239633784461714,0,-0.0297977721423973,0.15595931226996,0.398792412270009,0.11126791905014,0,0,0,0,0.102616687055214,0,0.0358071046617407,0,0,0,0,-0.00630070658424052,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0122077319813972,0,0,0,0,0,0.102971547361686,0,0,-0.024146024468716,-0.00532021199600596,0,0,0,0,0,0
X600688.SH,0,0.119263969192673,0,0,0.139234540501523,0,0,0,0.0253011424571985,0,0,-0.00402444302414572,0,-0.0483175670494855,-0.0371239885004268,0,-0.00884756165705178,0,0,-0.070311818320333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004964449246457,0,0,-0.0256819843494021,0,0,0,-0.0185921484898671,0,0,0,0,0,-0.0603956398873023,0,0,0,0,0,0
X601600.SH,0.192781141519688,0,0,0.0269221477390571,0,0,0,0,0,0,0,0,0.055538625686533,-0.0103455152723334,0,0.0588119375663543,0,0,0,5.42101086242752e-20,0,0.232865741125726,0,0,0,0.0917744164449593,0,0.11031775533588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.242548524151791,0,0,0,0,0.0227235149168286,0,-0.0210503073021578,-0.000263324926513487,0,0,0,-0.0976495403351241,0,0
X600795.SH,0,0,0,0,0,0,0,0,0,0,0,0,-0.0380583730705652,0,0,0,0,0,0,0.0636983562735959,0,0.0669535584986969,0.0835828201552209,0,0,0,0,-0.0264658110398082,0,0,0,0,0,0,0,0,0,0,0.00410588450778911,0,0,0,0,0.0072143683455831,-0.048505081936808,0,0,0.158347452712874,0,0,-0.0100427825712623,-0.00164869073701268,0,0,0,0,0,0
X601992.SH,0,0,0,0,0,-0.0336935306831802,0,0,0,0,0,0,0,0,0,0,0,0,-0.156159555544972,0,0,0,0.567342174895193,0,0,0,0.147654960885942,-6.93889390390723e-18,0,0.406908124423977,0,0,0,0,0,0,0,0,0.29296714683953,0,0,0,0,0,0,0.0575468228295342,0,0,0.198607221482494,0,-0.0163674368792518,-0.0360591243156012,0,0,0,0,0,0
X300072.SZ,0,0,0,0,-0.437232243799326,-0.113394379699638,0,0,0.768366848879571,0,0,0,0,0,0,0,0,0,0,-0.290420972280295,0,0,0,0,0,0,-0.132542473347922,0,-0.0794151109514975,-0.614722504686322,0,0,0,0,0,-0.122831933465688,0,0,0.308986711935149,0,0,0,0,0,-0.274025362729812,-0.0134668199432319,0.251680368103042,0,0,0,-0.0530908734720379,0.0335456321460943,0,0,0,0,0,0
X600188.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.0659462403935537,0.0374320745576094,0,0,0,0,0.0578678074666637,0,0,0,0.0728376120536511,0,0,0,0.00754908332118141,-0.217813186744137,0,0,0,0,0,0,0,0,0,0,0.0717132179855792,0,0.157418598997756,0,0,0.357854582918529,0,0.131255545390233,0,0,0,0,-0.0359226845714889,0,0,0,0,0,0,0
X600660.SH,0,0,0,0,0.14186395768185,0,0,0,0,0,0.00498771190370307,0,0,0.0233836965614688,0,0,0,0,0.000630981998391496,0,0.0356896439286245,0,-0.00526598183122947,0,0,0,0,0.0312997397008083,0,0,0,0.219404370025796,0,0.175746489575738,0,0.041075481525503,-0.0534775694536443,0,-0.0289394955040716,0,0,0,0,0,0.153578367479604,0,0.0452864182751056,0,0,0,0.00873898556839965,0,0,0,0,-0.213168324577396,0,0
X601991.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00641149890400235,0,0.0353332062826691,0,0,8.67361737988404e-19,0.0385482163045341,0,0,0,0,0,0,0,0.117793649490947,0,0.074413858745755,0,0,0,0.137374184226596,0.129361994605853,0,0.0110054792217908,0.0993561439690229,0,0,0,-0.00858711794986754,-0.0151179883224299,0,0,0,0,0,0
X600362.SH,0,0,0,0,0,0,0,0.325997648847251,0,0,0,0,0.0233877878562166,0,0.0609961401465178,0,0,0,0.0142430361887988,0,0,0,0,0,0,0.104306265360483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.135397850045748,0,0,0.0436656898627612,0,0,0,-0.0101639278951285,-0.0195875848643755,0,0,0,-0.00241339302888821,0,0
X002466.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.0175765591893546,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.113319855094496,-0.078305820109057,0.614665279952786,0,0,0,0,-0.236140631338866,0,0,0,0,1.73472347597681e-18,0,0,0,0,0.172799461532149,-0.0459022234618245,0.144493231467435,0,0,0,0.0479929826274242,-0.00663838837858181,0,-0.174423373175865,0,0,0,0,0
X600547.SH,0,0,0,0,0,0.495269389904074,0,0,-0.114377394104859,0,0,0,-0.00356329393306002,0,0,-0.196687229750973,0,0,0.0158395374611988,0,0,0,-0.0387310414242121,0,0,0,0,0,0.0570756810451172,0,0,0,0,0,0,0,0,0,0.148584438992348,0,0,0,0,0,0.00876509934443033,0,0,0,-0.418357820472092,0,-0.0607728478002431,0.0896547070381041,0,0,0,0.858454483425018,0,0
X600886.SH,0,0,0,0,0.244035967113223,0,0,0,-0.0159199077409686,0,0,0,-0.081004451752034,0,0,0.0350645652088268,0.107850748708525,0,0,0,0,0,0.0849707478106327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0347520905050598,0,0,0,0.0316311762935565,0,0,-0.0902900813290105,-0.0236093161681068,0,0,0,0.00751332257205216,-0.0142775438746958,0,0,0,0,0,0
X600027.SH,0,0,0,0,0,0.224159662588469,0,0,0,0,0.477164952855026,0,0.0266457938060898,0,0,0,0.063797929700444,0,-0.0665206791555051,0,0,0,0,0,0,0,0,0,-0.107236844843428,0,0,0,0,-0.019879034720892,0,0,0,0,0.0272271820339599,0,0,0,0,0,0,0,0,0,0.0703130873062011,0,-0.0126279280162443,0,0,0,0,0,0,0
X000709.SZ,0,0,0,0,0,0,0,0,0,0,0,0,-0.0157562909630494,0,0.16192597730286,0,0,0,0,0,0.211516313096474,0,0,0,0,0,0.52566389430829,0,0,0,0,0,0,0,0,0,0,0,0.216908871548382,0,0,0.0208918624038185,0.176701853647931,0.0881044845483971,0,0.223574922161313,-0.0966629816607718,0.325060144481814,0,0,-0.00550131560821211,0,0,0,0,0,0,0
X600157.SH,0,0,0,0,0,0,0,0,-0.0214506012640475,0,0,0,0.060672904296329,1.73472347597681e-18,0,0,0.00018294191871587,0,0,0,0,0,0.0557323144477763,0,0.161791417993067,0,0,0,0.00553191107527951,0.0466371875822025,0,0,0,0,0,0,0,0,-0.0513025862002241,0,0,0,0,0.0637086630285092,0,0,0,0.0561690682144868,0.0610547493789607,0.00971459035249592,-0.000438446977297638,-0.0200507005054974,0,0,0,0,0,0
X600111.SH,0,0,0,0,0,0,0.11710355277159,0,0,0,0.0486627980974349,-0.00326202823569879,0,0.0211178045439603,0,0,0.0467538709311613,0,0.0372949584075469,0,0,0,0,0,0,0,0,0,0.070539435714638,0.280162488017126,0,0,0,0,0,0.0872012614495176,0,0,0,0,0,0,0,0.116521492187204,0,-0.00993575393675604,0.144972501607295,0,0,0,-0.00753388135942134,-0.00627190636950179,0,0,0,0,0,0
X000898.SZ,0,0,0,0.629870134474208,0,0,0,0,-0.0114498949504057,0,0,0,0.0161582569557788,0,0,0,0,0.121238600971581,0,0,0,0,0,0,0.0702572245164671,0,0.10575991979688,0.096200828164023,0.0088753966050431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0513789490765607,-0.091803369780779,0.000975094110653659,0,0,0,-0.00607070340735035,0,0,0,0,0,0,0
X000959.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12130125363218,0,0.0640943100212124,0,0,0,0,0,0,0.248470974462739,0,0,0,-0.169967230346457,0,0,0,0,0,0.156496774152071,0.219498549930089,0,-6.93889390390723e-18,0,0,0,0,-0.00901310919993901,-0.0753897657904624,0.411061657183959,0,-0.0378209614937728,0,0,0.0178070444037684,-0.190048734881775,0,0,0,0,0,0
X600339.SH,0,0,0,0,0,0,0,0,0.0467118980016307,0,0,0,0,0,0,0,0,0,0.0782473935908619,0,-0.0590876795204607,0,0,0,0,0,-0.0845837442317166,0,0,0,0,0,0,-0.0363783602252305,0,0,0.292067525686717,0,0.223506174121583,0,0,0,0,0,0.224014521011216,0,0,0,0.427186327325152,0,-0.0213461588047663,0.0608918596024351,0,0,0,0.692437133216749,0,0
X002460.SZ,0,0,0,0,0,0.218381020323097,0,0,0,0,0,0,-0.113037429834602,0,0,-0.434784299215988,0,0,0.706746958521869,0,0,0,0,0,0,-0.0661063561217533,-0.127537615117312,0.28699367633749,0,0,0,0,0,0,0,0,0,0,0.0779798327716582,0,0,0,0.018016829907355,0,0,0,0.12976925666555,-0.0620687779974808,-0.176616712768213,0,0.00529842823911033,0,0,0,0,0,0,0
X600489.SH,0,0,0,0,0,0,0,0,0,0,0,0,-0.030564071344426,0,0,0,0.0752145410061822,0,2.16840434497101e-19,0,0,0,0.0847260096543013,0,0.138705904879068,0,-0.0286243202781668,0,0.115475185367449,0,0,0,0.0854240231164821,0,0,0,0.184245068669543,0,0,0,0,0,0.0380620833045174,0.0121063951005618,0,0,0,0,0,0,-0.0268396137428428,0,0,0,0,0,0,0
X601158.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0911631110657916,0,0,0,0,0,0,0,0.0592063670446086,0,0,0,0.078611052744568,0,0.0684710914912175,0,0,0,0,0,0,0,0.0352073805218505,0.125309789714934,0,0,0,-0.11908829141153,0,0,0,0,0,0.0498145693586207,0,0,-0.00516247880846687,0,0,0,0,0,0,0
X000723.SZ,0,0,0,0,0,0,0,0,-0.0700289645059277,0,0.0149151820637369,0,0,0,0,0.0897393585112923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0173481390176902,0,0,0,0.0186547846111904,0,0,0.0505852175795351,0.0151034412085139,-0.0764933070672457,0,0,0,0,0,0
X600299.SH,0,0,0,0,0,0,0,0,-0.0639715768604353,0,0,0,-0.0555227105116246,0,0,0,0.0137385573739172,0,0,0.0564003392922182,0,0,0,0,0,0,0,0,0,0.275025696849404,0,0,0,0,0,0,0.0351067604072244,0,0,0,0,0,0,0.0451949154276407,0.201281122045459,0,-0.118677802786309,0,0,0,-0.0151924480330831,0,0.068985305904663,0,0,0,0,0
X002271.SZ,0,0,0,0.220376474018464,0.189003794866129,-0.170836046246223,0,0,0,0,0,0,-0.0494723932264739,0.0360657091252321,0,0.439655367409825,0,0,0,0,0,0,0,0,0,0,0.0341352574645248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.189932254732219,0,0.207546397576973,0,-0.083804171449001,0,0,0.0124357903532348,-0.0375402029519597,0,0,0,0,0,0
X000883.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.16840434497101e-19,0,0.0688519103031699,0,0.0627882072387583,0,0,0,0.0224506963225212,0,0,0,0,0.0933141961689219,0.0196663114642558,0.0321423281116133,0,0,0,0,0,0,3.46944695195361e-18,0,0.00133461495711032,0,0,0.0455922297878227,0.0709534565375955,0.0049749080297482,0,0.00771132159792746,0.0427999956772173,0.0247643773936278,0,0,-0.0146368311591854,0,0,0,0,0,0,0
X600176.SH,0,0,0,0,0,0.0136428374605247,0,0,0.393479830060888,0,0,0,0.014061880024606,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0372697349726124,0,0.0856781372062356,0,0,0,0,0.128603175677155,0,0,0,0,0,0,0,-0.123634783935336,0,0,0,0.0680128420049823,0.184356427671735,-0.0101768797680557,0,0,0.0210794196855736,0.00903495545261214,0,0,0,0,0,0
