,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X600188.SH,X600019.SH,X600585.SH,X600011.SH,X601898.SH,X600547.SH,X601600.SH,X600660.SH,X600886.SH,X000792.SZ,X002460.SZ,X002466.SZ,X600111.SH,X600010.SH,X000708.SZ,X600795.SH,X000301.SZ,X600426.SH,X600362.SH,X000877.SZ,X601699.SH,X002271.SZ,X600027.SH,X000983.SZ,X600489.SH,X600803.SH,X601991.SH,X000807.SZ,X600176.SH,X600160.SH,X000786.SZ,X000932.SZ,X000408.SZ,X000630.SZ,X600985.SH,X000933.SZ,X600219.SH,X300037.SZ,X000629.SZ,X600688.SH,X600612.SH,X002409.SZ,X000723.SZ,X002128.SZ,X600157.SH,X601168.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.728375841366535,0.0303081892127609,0,0,-0.00382275982297744,-0.0846385584584361,0,0,0,0,0,0,0,0.176687432765281,0,0,0,0,0,0,0,0,0,0,-0.228060809952446,0,0,0,0,0,0,0,0,-0.0188626325129467,0,0,0,0,0,0,0,0,0,0.0179692766324268,0,0,0,0,0,0,-0.00229814457609279,0.0263905834680169,0,0,0,0.0762525098250367,0,0
X600028.SH,0.457742006393952,0,0.0890078552662446,0,0,0,0,0,0,0,0,0,0,0,0,-0.0532364528843474,0,0,0,0,0,0,0,0,0.0460601557307337,0,0,0,0.0628370949820166,0.0544281165439675,0,0,0,0,0.0350988537069988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00486477795378306,0,0,0,0,0.104786204778991,0,0
X601088.SH,0.0420152931471375,0.0836822907182944,0,0,0.144680428895916,0,0,0,0,0,0,0,0.0754481045041911,0,0,0,0,0,0,0,0,0,0,0,0.0236633944975299,0,0,0.138299099103535,0,0,0,0,0.0430386883684027,0,-0.0281806266048733,0,0,0,0,0,0,-0.0960946906162586,0,0,0,-0.054944310431046,0,0,0,0,0,0.0149003892650264,0,0,0,0,0,0,0
X600309.SH,0,0,0,0,0.039080903886507,0,0,0,0,0,0.139486115765645,0,0,0,0.111214459926518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.152126249359099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00774180478452144,0.0485044866126544,-0.0435300957947235,0,0,0,-0.185722697926402,0,0
X600188.SH,0,0,0,0,0,0.0405814151604329,0,0,0.295006811339595,0,0,0,0,0,0,0,0,0,0,0,0,0.0568576021597483,0,0,0.0882912235316668,0,0,0.414409478145516,0,0.133290281475855,0,0,-0.121736044295314,0,0,0,0,0,0.021647844364983,0.0870408773483515,0,-0.0828302812369739,0,0,-0.0187504103269609,0,0,0,0,0,0,0,-0.0110913006319641,0,0,0,0,0,0
X600019.SH,0,0,0,0,0.279368249735789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.119145134439619,0.190829802979305,0,0.610807697199927,0,0,0,0.25885896738747,-0.14055137618585,0,0,0,-0.0373588797937962,0,0,0,0,-0.0010452232770553,0.00394795760410862,0,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0.0384503219381713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0859484281597545,0,0.224644851470293,0,0.082341230079547,-0.145159859412799,0,0,0,0,0.116203546040409,0,0,0,0,0,0,0,0,0,-0.0600627406038916,0,0,0,0,0,0,0,0,0,-0.0249365991435559,0.0340721257448658,0,0,0,0,0,0
X600011.SH,0,0,0,0,-0.112869356671156,0,0,0,0,0,0,0,0.218203127438068,0,0,0,-4.33680868994202e-19,0,0,0.07197198486668,0,2.16840434497101e-19,0,0,0,-0.0276193570120769,0.296854466521575,0,0,0,0,0,0.0205767151413507,0,0,0,0,0,0,-0.107280881241195,-0.000729820932111894,0.12986281727609,0,0,0,0,0,0,-0.194409825507305,0,0,-0.00468625222338955,-0.023241412258373,0,0,0,0,0,0
X601898.SH,0,0,0,0,0.220557049453624,0,0,0,0,0,0.0298967918091227,0,0,0,0,0.133227034779108,0,0,0,0,0,0,0,0.0343515739259587,0.249861492874756,0,0,0.0873570174199024,0,0.1669046338125,0,0,0,0,0,0,0,0,0.0103786959437881,0,0,-0.0904999871818464,0,0,0,0,0,0,0,0,0,-0.00236341147078022,0,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,-0.108190759261891,0,0,0,0,0,0,0,0,0,0,-0.101723910342878,0,0,0,0,0,0.00554731363829644,0.50421463362918,0,-0.0228101715993825,0,0,0,0.0288004978516866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0293482839433529,-0.0412835047950542,0,0,0,0.00914695284150703,0,0
X601600.SH,0,0,0,0,0,0.035970778100096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.285546141389007,0,0,0,0,0,0.189929822471115,0,0.155422831773841,0.247006211765013,0,0,0,0,0,0,0.0129792525794683,0,0.243858319845383,0,0.00181233250027586,0,0,0,0,0,0,0
X600660.SH,0,0,0,0,0,0,0,0.0303433626663808,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0345894742156076,0,-0.0492941645951502,0,0,0,0,0,0,0,0,0,0,0.187376545133794,0.120666597075405,0.0633083580084282,0,0,0,0,0.0033526329495314,0,0,0.0328902358020413,0,0,0,0,0,-0.158839071146394,-0.0160374812137697,0.0370580548486868,0,0,0,0,0,0
X600886.SH,0.0579339584110357,0.101071155386867,0,0,0,0,-0.0894208335624078,0.251501964740834,0,0,0,0,0,0,-0.0207305912283364,0,0,0,0,0.117216596303336,0,0,0,0,0.13381661405011,0,0,0,0.14860053823202,0.274395287158721,0,0,0,0,0,0,0,0,0,0,0,0,-0.195811294910445,0,0,-0.0214105428824234,0,0,0,0,0,-0.00826970157386454,4.33680868994202e-19,0.0597207230629292,0,0,0,0,0
X000792.SZ,0,0,0,0,0,0.0348837423770188,0,0.0734305727230094,0,0,0,0,0,0,0.0456845113837361,0.245278893041305,0,0,0,0,0.284189268095803,0,0,0,0,0.0774219588362594,0,0.0103193064672284,0,0,0,0,0,0.0923519719504331,0,0,0.0996760110499997,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0886565983812562,-4.33680868994202e-19,-0.00642113780577863,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,-0.0404864172545547,0,0,0,0,0,0,-0.0338145464859491,0,0,0.743106251824882,0,0,0.286500272877569,0,0,0,0,0,0,0,0.0569229430194799,0,0,-0.0190295119923478,0,0,0,0,0,0,0,0,-0.110453324370744,0,0,0.0144480463173572,0,0,0,0.0677221749352149,0,0,0,0,0,0.00415371011822043,0,-0.0184868662675224,0,0,0,0,0
X002466.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0804547877532646,0.722432219135733,0,0.0289844215032271,0,0,-0.0984593073272819,0,0,0,0,0,0.0841317050090704,0.023665433205386,-0.00841655873024028,0,0.0133197838309509,0,0,0,0,0,0,0,0,0,0,0,0,0.0797241038447829,0,0.0665998970097713,0,0.0607125608995103,0,0,0,0,-0.00164410378300423,0,0,0,0,0,0,0
X600111.SH,0.0324404530112753,0,0,0,0,0,0,0,0,0,0.00838925151845709,0,0,0,0.210543622487914,-8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0.0129135381008643,0,0,0.284702609621616,0,0,0,0,-0.0583794663635984,0,0,0,0,0,0,0.0747754938640697,0.143490625443422,0.0388086007677059,0,0.175673764676338,0.0658499673213254,0,0,0,0,-0.0131090295288513,0.0353915657062654,0,0,0,0.0279175856280306,0,0
X600010.SH,-3.46944695195361e-18,0,0,0,0,0,0,0,-0.0694536765645376,0,0,0,0,0,0,0,0.451708579716845,0,0.138386014957123,0.23986658593116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0179490499777912,0,0,0,0,0,0,0,0,0,0.0621873931589705,0.044705230609146,0.0967198161486785,0,0.063391753445327,0,0,0.00205479702709548,0.00921923532272815,0,0,0,0.043208986952779,0,0
X000708.SZ,0.323516489558742,0,0,0,0,0.0655599778789748,0,0,0,0,0,0,0,0,0.208018554077023,0,0,0,0,0.121941758275223,0,0,0,0.012987135441031,0,0.100242939908621,0.0332137032575865,0,0,0,0,0,0,0,-0.261652507709257,0.0191299864092139,0,0,0,0,0,0,0,0,0,-0.0306680819188732,0,0,0,0,0.0716440152002259,-0.000540149608909729,0,0,0,0,0,0,0
X600795.SH,0,0.141299832722098,0,0,0,0,0,0.147403619872043,0,0,0,0,0,0,0,0,0.118446547087173,0,0.172226807918498,0,0,0,0,0,0,-0.198110613699667,0.145982394614004,0,0,0,0.33295357850612,0,0,0,0,0,0,0,0,0.223685247146836,0,0,0,0,0,0,0,0,0,0,-0.163180082354872,-0.00679752024795605,5.42101086242752e-20,0,0,0,0,0,0
X000301.SZ,0,0,0,0,0,0,0,0,0,0,0,-0.0313638809014229,0,0,0,0.217431661237644,0.0920826447577881,0,0,0,0,0,0.149658074283676,0,0.0357839954603631,0.0921261484573746,0,-0.0105386354857417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0643642212743802,0,0.0969649140375047,0,0,0,0,0,0.0835695772165505,-0.00773265931432508,0,0,0,0,0.0163892092862755,0,0
