,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600010.SH,X600585.SH,X600019.SH,X601898.SH,X600795.SH,X601600.SH,X601991.SH,X600688.SH,X600027.SH,X600886.SH,X600111.SH,X600157.SH,X600362.SH,X600188.SH,X600583.SH,X601158.SH,X601992.SH,X000027.SZ,X000539.SZ,X000898.SZ,X600309.SH,X000709.SZ,X000883.SZ,X600352.SH,X600021.SH,X600660.SH,X002353.SZ,X002470.SZ,X000792.SZ,X600489.SH,X600863.SH,X600547.SH,X600098.SH,X600022.SH,X000629.SZ,X600623.SH,X600307.SH,X300072.SZ,X600808.SH,X600578.SH,X601918.SH,X600612.SH,X000825.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.794116895930241,0.122769696649449,0,0,0,0,0,0,0,0,0.0172512333282225,0,0,0,0,0,0,0,0,-0.126873390780336,0,-0.00808016741126555,0,0,0,0,0,0,0,0,0.0383849527271631,0,0,0,0,0,-0.00308646071834369,0,0,0,0,-0.0314225695817283,0,0.0358904826325863,0,0,0,-0.0179113451695236,-0.0140633159430845,0.0940484122316973,0,0,0,0,0
X600028.SH,0.351090658344876,0,0.042523135537417,0,0,0.28904058625575,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.16840434497101e-19,0,-3.46944695195361e-18,0,0,0,0,0,0,0.103603263055283,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0.0454469257713191,0,0,0,-0.0569117948411397,0.0344961279916012,0,0,0,0,0,0
X601088.SH,0,0,0,0.0460909288435427,0.282667732730445,0.0861456955695704,0.303736819760425,0,0,0,0,0,0,0,0,0,0,0,0.113803785149183,0,0,0,0,0,0,0,0,0,0,0,0,0.0873806710229139,0,0,0,0,-0.0672198733442445,0,-0.0760158314757411,0,0,0.0421574706839564,0,0,-0.00142164724476184,0,0,0,0,0,0,0,0,0,0,0
X600011.SH,0,0,0.109461022197397,0,0,0,0,0,0,0,0.439191109702605,0,0,0,0,0,0,0.0720815416794841,0,0,0.288217436804227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0215494580503565,0,0,0,0,0,0,0
X600010.SH,0,0,0.0518143199148432,0,0,0,0.140118454522663,0.00738843423986611,0,0,0,0,0,0,0,0,0,0.353605927063692,0,0,0,0,0.185629773012013,0.0785982292540066,0,0.0128645857899217,0,0,0.0381940306265193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600585.SH,0,0,0.086045346283191,-8.67361737988404e-19,0,0,0.326243060860657,0,0,0,0,0,0,0.0311262685282235,0,0,0,0,0,0,0,0,0,0,0.287412874816161,0,0,0,0,0.0448948156857388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.16840434497101e-19,0,0,0,0,0,0,0
X600019.SH,0,0,0.305717413432491,0,0,0,0,0.138362088326232,0,0,0.0155165931435896,0.0756975301021988,0,0,0,0,0,0.0764963201834055,0.028119039395658,0,0.03480435625879,0.0439748620426599,0,0,0,0,0,0,0.0131973088919813,0,0,0,0,0.00246933460965325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0489275547988681,-2.16840434497101e-19,0,0,0,0,0,0
X601898.SH,0,0,0,0,0.0786761595533652,0,0,0,0,0.491936195725754,0,0.0779043960872793,0,0,0,0,0,0.0136930134630582,0,0.298727182027831,0,0,0,0,0,0,0,0,6.93889390390723e-18,0,0,0,0,-4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0,0.179353374586562,0,0,0,-0.0809492445014154,0,0,0,0,0,0,0
X600795.SH,0,0,0,0,0,0,0,0,0,0,0.103224998121757,0,0.0219678874544341,0,0,0,0.114542304412818,0,0,0,0.19794598092909,0.086186528408077,0,0,0.019011771875533,0,0,0,0,0,0,0,0,0.00677897150084654,0.101489139226753,0.0186079112709899,0,0,0,0,0,0,0.0172038242392809,0.167341951795645,0,0.0181589395817403,0,0,0,0,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0.126376328517009,0,0,0,0,0,0,0,0,0.00845189526349691,0,0.0222505189313874,0.0431414278944593,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0299185833232581,0,0,0,0,3.46944695195361e-18,0.124920751706653,0,0,0.00682183478055033,0,0.0322507678805898,0,0.23738321369474,0,0,0,0,0,0,0,0,0
