,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X600188.SH,X002460.SZ,X600585.SH,X002466.SZ,X000792.SZ,X600011.SH,X601898.SH,X600019.SH,X600547.SH,X600660.SH,X600111.SH,X600010.SH,X000708.SZ,X600795.SH,X600886.SH,X000301.SZ,X002271.SZ,X000877.SZ,X601600.SH,X600426.SH,X600027.SH,X600362.SH,X600803.SH,X600176.SH,X601991.SH,X601699.SH,X000983.SZ,X000408.SZ,X000629.SZ,X600160.SH,X000786.SZ,X000723.SZ,X600219.SH,X600378.SH,X600489.SH,X600995.SH,X002080.SZ,X600348.SH,X600096.SH,X600157.SH,X600688.SH,X000933.SZ,X000807.SZ,X600985.SH,X600141.SH,X000932.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0.536876345738674,0,0,0,0,0,0,0,0.163991577211644,0.243880986074394,0,0,0,0,0,0,0,0,0,0,0.0943276301477667,0,-0.0233787245266987,0,0,0,0,0,0.0704516223738391,0,0.0331650007334809,0,0,0,0,0,0,-0.0120982053985413,0,0,0,0,0,0,0,0,0.0280013378684954,0,0,-0.000874228255055827,-0.0111095320725503,0,0,0,0,0,0
X601088.SH,0,0,0,0,0.505062690590075,-0.0162229755236128,0,0,0,0,0,0,0,0,0,0,0,-0.044797143004337,0,0,0,0,0,0,-0.0756059903394492,0,0,0.0707407510892657,0,0,0.14056945177916,0,0,0.0570537012662472,0,0,0,0,0,-0.00422153991171699,0,0,-0.0779047219016381,0.171501979089171,0,0,0,0,-0.0348995651074369,0,0,-0.0179995347086191,0,0,0,0,0,0,0
X600028.SH,0.567629868360399,0,0,0,0,-0.00026991839726859,0,0,0.0466371437362933,0,0,0,0,0,0,0,0,0,0,-2.16840434497101e-19,4.33680868994202e-19,0,0,0.00624040545808143,0,0,0.088321675098775,0,0.0508943324156031,-0.0158300800854235,0.00602094564727761,0,0,0,0,0,0,0,0,-0.013808711541608,0,0,0,0,-0.0286446978751526,0,0,0,0,-4.33680868994202e-19,0,5.42101086242752e-20,0.00712879918914541,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,-0.0739599194155127,0,0,0,0,0,0,0,0,0,0,0,0,0,0.125541510234426,0,0.0266315964745271,0,0.155507018778304,0.180948768177099,0,0.102828418384234,0,0,0,0,0,-0.0527964667143626,0,0.399520217161875,0,0,0,0.140313221067086,0,0,-0.188257679839843,0,0,0,-0.0629476942441512,0,0,0,0,0,0,-0.0243229997634927,0,0,0,0,0,0
X600188.SH,0,0.74791770542189,0,-0.00241283767036396,0,0,0,0,0,0,0.179561026518114,0,0,0,0,0,0,0,0,0,-0.0609842864010872,0,0,0,0,0,0,0,0,0,0.0243494251444548,-0.0451880501194102,0,0,0,0,0,0.0362272279903342,0,0,0,0.0155654390259061,0,0,0,0.259522824635731,0,-0.0770828868162982,0,0,0,0.00893516461543269,0.0420241112154436,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0,0.481971798637222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.170301994122336,0,-0.139554930816898,0,0,0,0.0397993191706499,0,0,0.139768299460225,0,0.149799999467653,0,0,0.211029501145246,0,0,0,0,0.0862843511188954,0,0,0,0,0,0,0,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0.0625477480091728,0.0721953967196807,0,0,0,0,0,0,0.0472711560018633,0,0,0,0,0,0,0,0.0107193075484447,0,0,0,0,-0.118748470792641,0,0.0336444408649957,0,0,0.466917927823436,0,0,0,0,0,0,0,0,0,0,0,0,0.140227980555874,0,0,0,0.000989281050522769,-0.0088114040186058,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0,0.568498613811368,0,0,0,0,0,0,0,0,0,0,0.0169121036606819,0.0729265495172812,0,0,0,0.0503913479711798,0,0,0,0,0.0252013307640999,0,0,0.0417793302244781,0,0.405156675697268,0,0,0,0,0,0,0,-0.0352432454981045,0,0,0,0,-0.138596936075629,0,0,0.0518010219881227,0,0,0,-0.0171318262058456,0,0,0,0,0,0,0
X000792.SZ,0,0,0,0,0,0.220958717244029,0,0,0,0,0,0,0,0,0.268939041838947,0,0,0,0,0,0,0,0.0205598599656489,0,0,0,0,0,0,0,0,0.232571423953044,0.0262256566106161,0,0,0.0112411063353446,0,0,0,0,0,0,3.46944695195361e-18,0,0,0.0342068963289225,0,0,0.0977017866871062,0,0.0357971139729415,-0.0046420126751208,0,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0.0929393271441383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.228329065647194,0,0,0,0.319477413607622,0,0,0.0770661657196331,0.0195169747890085,0.128515975143218,0,0,0,0,0,0,0.206631763576798,0.0751906754311533,0,0,0,-0.340397650654725,0,0,0,0,0,-0.0427593619081514,0.0689160860319906,0,0,0,0,0,0
X601898.SH,0,0,0.184461174436815,0,0.0794950125852986,0,0,0,-0.0163501080094333,0,0,0,0,0,0,0,0,0,0,0,-0.036827625012966,0,0,0.0645841857679988,0,0,0.146967412981807,0,0,0.0439366214381926,0.391779206627888,0,0,0,0,0,0,0,0,0,-0.0247995036110331,0.0187352374659678,0,0,0,0.064301280490192,0,0,0,0,0,-0.031772800533726,0,0,0,0,0,0,0
X600019.SH,0,0,0,0.0175415357984472,0,0,0,0,0,0.0532700998319858,0,0,0,0,0,0,0,0,0,0,0,0.149554025445044,0.214871544188344,0.171384284223663,0,0,0.0825032141126397,0,0,0,0,0,0,0,0.0155685288689994,0,0,0,0,-0.10057919680971,0,-0.0882537074101332,0,0.10880186240175,0,0,0,0.0553176149067107,0,0.0206479810703766,0,0,0.0255218897577062,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0500976134495879,0,0,0,0,0.431636763410781,0.0208031222877077,0,0,0,0,0,0,0,0,0,0,0,0.202114745771164,0,0,0,0,0,0,0,0,0,0,0,0,-0.0101211478453798,0,0,0,0,0,0,0
X600660.SH,0,0,0,0,0,0,0,-0.0497111516685057,0,0,0,0,-0.0905814501913985,0,0.0639519509362466,0,0,0,0,0,0,0,0,0.0151430792182237,-0.00166721191895329,0,0,0,0,0,0,0,-0.0387410821044195,0,0,0,0,0,0,0.11258524265171,0.035945443560519,0,0,0,0,0,0.163087997121464,0,0.159875814155632,0,0.100397527952467,0,0,0,0,0,0,0,0
X600111.SH,0,0,0,0,0,0.17322080533592,0,0,0,0,0,0,0,0,0,-0.0479480780763267,0,0,0,0,0.116952588043089,1.73472347597681e-18,0,0,0,0,0,0,0.0600724549641406,-0.0102746230025392,0,0.194797402530931,-0.0290206362925458,0,0,0,0,0,0,0,0,0,0,0,0,0,0.174732058881772,0,0,0,-0.00441907445566267,-8.67361737988404e-19,0.0715650693614226,0,0,0,0,0,0
