,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600309.SH,X600019.SH,X600547.SH,X600011.SH,X000708.SZ,X601898.SH,X600886.SH,X600010.SH,X601600.SH,X600660.SH,X600362.SH,X600188.SH,X600801.SH,X601991.SH,X600795.SH,X600352.SH,X600688.SH,X000786.SZ,X600111.SH,X002460.SZ,X600027.SH,X002271.SZ,X601992.SH,X600176.SH,X000723.SZ,X002466.SZ,X002353.SZ,X600516.SH,X600583.SH,X000898.SZ,X600426.SH,X600299.SH,X600489.SH,X000883.SZ,X000709.SZ,X601158.SH,X600219.SH,X600612.SH,X000629.SZ,X000553.SZ,X000027.SZ,X000630.SZ,X000825.SZ,X000792.SZ,X600808.SH,X002110.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0.0179798612991384,0.151685571750313,0,0,0.0117329408714828,0,0,0,0.0200873848140791,0,0,0.17787525735232,0,0,0,0,0,0,0.00782394640673487,0,0,-0.0165195349736887,0,0.0690200027688974,0,0,0,0,0.0647477376525517,0,0,0,0,0,0,0,0,0,0,-0.029977241458313,0,0.000661506256929195,0,0,0.00599422822221989,0,0,0,-0.0258394451109028,0,0
X600028.SH,0,0,0,0,0,0,0,0,0.0474516870381048,0.0668037715312204,-0.0355986131362725,0,0,0,0,0,0,0,0,0,0,0,0,4.33680868994202e-19,0,0.0601474170232532,0,0,0.0690232094259789,0,0.0210224996852861,0,0,0,0.0696903370752183,0,0,0,0,0,0,0,0,0,0,0,0,-0.0223133390830141,0,0,0,0.0149723909563733,0.0275079346023943,0,0,0,0.0136104771141626,0,0
X601088.SH,0,0,0,0,0,0.470521111163059,0,0.030245487609007,0.00567652645212191,0.0359763749601371,0.0474577600586833,0,0,0,0,0.00209730346672754,0.0855613081189855,0,0,0,0,0,0,0,0,0,0,0,0,0.0423443735519675,-0.103647614014962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0182209156858117,-0.0126982374725579,0,0,0,0,0,0
X600585.SH,0,0,0,0,0.158568547088034,0,-0.0367861145681339,0,0,-0.0728877517786785,0.0112730029620801,0,0,0,0,0,0.389734237451384,0,0,0,0,0.0854383429995236,0,0,0,0,0,0,-0.015711497519279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0213029100459576,-0.018683355063748,0,0,0,0,0,0
X600309.SH,0,0,0,0.127567731514202,0,0,0,0,-0.108553356825845,0,0,-0.0696140644916364,0,0,0,0.0130062850904798,0.119597175247637,0,0,0,0,0,0,0,0,0.185850814838138,0,0,0,0,0,0.0976645582818738,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0788922513969418,0,0,0.0137600973002883,-0.0402642319199761,0.0153239606191238,0,0,0,0,0,0
X600019.SH,0,0,0.225469985435535,0,0,0,0,0,0.0265333934765956,0,0,0.103576766176208,0,-0.0189291007495376,0,0,0,0,0,0,0,0,0,-0.0117198160113335,0,0,0,0,-0.00910685618536172,0,-0.00927259358239281,-0.0582225182032763,0.0993505579750788,0,0,0,0,0,0.0225095520401798,0,0,0,0,0,0,0,0,0,0,0.0833987610958886,0,0.00196997278673681,0.00818627878318525,0,0,0,0.0376855945231094,0,0
X600547.SH,0,0,0,0,0,0,0,0.0163067985609055,0,0,0,0,0,0,0,0,-0.019106544896387,0,0,0,0,0,0,0.0140002103257223,0,0.033438330318135,0,0,-0.10256933972866,0,0,0,0,0,0,0,1.2896047382667,0,0,0,0,0,0,0,0,0,0,0.203407179017702,0,0,0,-0.0111777611321435,0,0,0,0,-0.0455591073299452,0,0
X600011.SH,0,0,0,0,0,0,-0.0980085589787782,0,-0.140846066770133,0,0,0,0,0,0,0,0.0667807810248051,0,0,0,0,0,-0.0530401847366871,0,0.192443519035334,0.179933230950849,0,0.0207054317652266,0,-8.67361737988404e-19,0,0,0.0321624054216354,0,0,0,0,0,0,0,0,0,0,0.0665157954937443,0,0,0,0.119613894751607,0,0.000829459009846455,-0.158799444873066,-0.0437657042470644,0.0160184164207802,0,0,0,0,0,0
X000708.SZ,0,0,0.00155496493329838,0,0,0,0,0,0,0,0,0.223842862866722,0,0,0,0,0,0,0,0.867926463577963,0,0,0,0,0,0,0,0,0,0,0.112815390529969,0,-0.0858424968657109,0,0,0,0.410537684756902,0,0,0,0,0,0,0,0,0,0,-0.113182632119694,0,0,0,-0.108336921838517,0,0,0,0,-4.33680868994202e-19,0,0
X601898.SH,0.280739372295409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.510005003510803,0,0,0,0,0,0,-0.112337957787248,0,0,0,0,0,0,0.0893529550497611,0,0,0,0,-0.253448930101184,0,0,0,0,0,0,0,0,0.032872125363507,0,0,0,0,0,0,0,-0.04698520960407,0.0630646581690963,0,0,0,0.00099958080833481,0,0
