,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600010.SH,X600886.SH,X600585.SH,X600019.SH,X601898.SH,X600795.SH,X601600.SH,X601991.SH,X600688.SH,X600027.SH,X000709.SZ,X600157.SH,X002075.SZ,X600111.SH,X600362.SH,X600188.SH,X600583.SH,X601158.SH,X600309.SH,X601992.SH,X600021.SH,X000027.SZ,X000898.SZ,X000883.SZ,X000539.SZ,X600352.SH,X000878.SZ,X600022.SH,X000629.SZ,X601918.SH,X600660.SH,X600098.SH,X000792.SZ,X600863.SH,X600307.SH,X002470.SZ,X600578.SH,X600489.SH,X600808.SH,X600547.SH,X000060.SZ,X600612.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.833252387504517,0,1.38777878078145e-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0139106970541504,0,0,0,0,0,-0.032497246236924,0,0,-0.0372733950919786,0.0368347279914962,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0420244776440319,-0.0642750848444341,0,0.0281317757141895,0,0,0,0
X600028.SH,0.420221411336344,0,0.0650819442519042,0,0,0,0.0366481450268941,0.137733581604957,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0560562851483605,0,0,0,-4.33680868994202e-19,0,0,0,0,0,0.0301796915142001,0,0.0599326946163134,0,0,0,0,0.0608463866947545,0,0,0,0,0,0,0,0,0.0190509013056959,0,0.0382154731577255,0,0,0,0,0
X601088.SH,0,0,0,1.73472347597681e-18,0.184272155824727,0,0,0.0947036852948895,0.260890536712223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0587720021665547,0,0,0,0,0,0,0,0,0,0,0,0.00198390539376238,0,0,0,0,0,0
X600011.SH,0,0,0,0,0.100084905766956,0,0,0,0.0530811487267038,0,0.128403315967571,0.166464086038331,0,0.0653993739290652,0,0,0,0,0,0.099875974860851,0,0,0.0569078180069455,0,0,0,0,0,0,0,0,0,0,0.0606692171785271,0,0,0,0,0,0,0.180860153584241,0,0,0,0,0,0,0,-0.00318380321320337,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0.143092703000469,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0.210867148467096,0.202717042650134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10575171804604,0,0.0682342643771212,0,0,1.0842021724855e-19,-0.0227569896328672,0,0,0,0,0,0
X600886.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014191459318486,0,0,-0.521952609615531,0,0,-0.0164422736867692,0,0,0,0,-0.0128011997955574,0,0,0,0,0,0,0,0,0,0,0,-4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0,-0.05763423720282,0.0431445228099821,0,0,0,0,0,0
X600585.SH,0,0,0.109739753285525,0.110459812764866,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0457258197715756,0,0,0,0,0,0,0,0.0690958056467924,0.146170158297395,0,0,0,0,0,0,0,0.204052711234235,0,0,-1.38777878078145e-17,0.0244765366737326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600019.SH,0,0.0253169197334216,0.229550726104128,0.0638207563227849,0,0,0,0,0,0,0,0,0.0619081776182079,0,0,0,0,0,0,0,0,0,0.0343201520975118,0.110216260953672,0,0.0685855146514744,0.120519075691629,0,0,0,0,0,0,0.076621918253783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00169081773651809,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0.0898671877666783,0,0,0,0,0,0,0,0,0.238126781192261,0.196590195554225,0,0,0,0.0281479728274814,0,0,0,0,0,0,0,0,0.229173595037278,0,0.102329101576325,0,0,0,0,0,0,0,0,0.020071284635264,0,0,0.0421746423171115,0,0,0,0,0,0,0
X600795.SH,0,0,0,0,0,0,0,0,0.143470011342298,0,0,0,0,0.0208320044084574,0,0,0,0,0,0,0,0,0,0.0671791482422132,0,0.0572724964678176,0,0,0,0,0,0,0,0.0140840876109602,0,0.00187217548728656,0,0.259573205805633,0,0,0.211697092563123,0,0,0,0,0,0,0,-0.00150892276878734,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0.0134330023175892,0,0,0.0628782924572926,0.0222826598976858,0.0718950360804355,0,0,0,0,0.031111946078035,0,0.0362161572774932,0,0,0.00890858856941216,0,0,0.050048368443069,0,0,0,0,0,0,0,0,1.0842021724855e-19,0,0.136679898055977,0,0,0.106207196587869,0,0.0185018758235644,0,0,0,0,0,0,0,0,0,0,0,0
X601991.SH,0,0,0.050335816802163,0,0,0,0,0,0.122886329810516,0.052712146760165,0.0199128507044629,0,0,0.0275141506513976,0,0,0,0.048426263728292,0,0.194575500707807,0,0,0,0.00316648268930815,0,0,0,0,0,0,0,0,0,0.0644805884877811,0,0.0114579631695727,0,0,0,0,0.203360510174861,0,0.0303489818282533,0,0,0,0,0,0,0,0,0,0,0,0
X600688.SH,0,0,-0.150966270241521,0,0,0,-0.16370881865849,0,0,0,0,0,0,0,0,-0.115455490588448,0,0,0,0,0.503812387504854,0,0,0,0.0862580864825405,0.0509228069023619,0,0,0,-0.0589390039109124,0,0.045852306424374,-3.46944695195361e-18,0.328634037355107,0,0,0,0,0,0,0,0,0.00696378564013409,0,0.0942900250760021,0,0,0,-0.00679856035651656,0,0,0,0,0,0
X600027.SH,0,0,0,0.0673527196517393,0,0,0,0,0,0,0.0838106775032281,0.248702820809878,0.0749849928698272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0103445667676116,0,0.0691729095887813,0,0.220280907371305,0,0,0.0226799050923627,0,0,0,0,0.0858467381733923,0,0.00334490773733181,-0.0470545638930625,0,0,0,0,0,0
X000709.SZ,0.223507978396314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.298411952937764,0,0,0,0.935664908573601,-0.187896952831913,-0.146640650306373,0,0,0,0,0,0,0,0,0,0.151879461326216,0,-0.180613760942681,0,0,0,0,0,0,0.0398602028748665,0,0.354067034233038,0.168055244304186,0,0,0,0
X600157.SH,0,0,0,0,0.0101773879383436,0,0,0,0.0710053655330651,0,0,0,0,0,0,0,0,0,0,0,0,0.0886848372737484,0,0,0,0.0725705583928993,0,0,0,0,0,0.0655958084904516,0.0211757811413834,0.107738640447882,0,0,0.0635790261135907,0,0.150753202776689,0,0,0,0,0,0,0,0,0,-0.0100395604082907,0,0,0,0,0,0
X002075.SZ,0,0,-0.00795850893986635,0,0,0,0,0,-0.063036772317103,0,0,0,0,0,0,-0.0264229939091794,0,0.00908533186284046,0,0,0,0,0,0,0,0,0,0,0.0624439217229959,0,-0.0370466125335044,0,0,0,0,0,0,0,-0.0156671569007302,0,0,0.0336362407683656,0,0,-0.0145386523163195,0,0,-0.0560243545053316,0.027543071094606,0,0,0,0,0,0
X600111.SH,0,0,0.0499568941017231,0,0.0750817242370155,0,0,0,0.0984370494359288,0,0,0,0,0,0,0,0,0,0.0992391689746691,0,0.156168316931824,-1.73472347597681e-18,0,0,0.11410864291764,0,0,0.0740912809412404,0,0,0,0.0265048428237618,0,0,0,-6.93889390390723e-18,0,0,0.0420506338581284,0,0,0,0,0,0,0,0,0,-0.0170048177464425,0,0,0,0,0,0
X600362.SH,0,0,0,0,0,0,0,0,0.0922204788569343,0,0,0,0,0,0,0,0,0,0,0.0214664745267427,0,0,0,0,0,0.0842645029010486,0,0,0,0.106916014196821,0,0.138998992333609,0,0.0668126774470386,0,0,0,0,0.00653461206338192,0,0.0432193558528456,0,0.182118448535429,0.0363312310395569,0,0,0,0,-0.0388684022163324,0,0,0,0,0,0
X600188.SH,0,0,0,0,0,0,0,0,0.220702013673282,0.028723962438805,0.00811308055092742,0,0,0,0,0,0,0.0371725421779828,-3.46944695195361e-18,0,0,0,0.0250472440574032,0,0,0,0.414495315653909,0,0,0.0199822699240825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0354329982518982,-0.0162204948552995,0,0,0,0,0,0
X600583.SH,0,0,0,0,0,0,0,0,0.0321067844392985,0,0.542664848022805,0,2.16840434497101e-19,0,0,-0.0255542380403186,0,0,0.116294389715815,0,0,0,0,0,0,0,0,0,0,0,0,0.0454728077072871,0,0,0,0,0,0.127975567603054,0,0,0,-0.0934865806247425,0,0,0,0,0,0,-0.0164401552097033,0,0.0292665017572447,0,0,0,0
X601158.SH,0,0,0,0,0.0114280986559965,0,0,0,0,0,0,0.0450785100969576,0,0,0,0,0,0,0.0357867238415278,0.0920677563190475,0,0,0,0.124095149979583,0.103477369753051,0.221680885897777,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0.0102087637466813,0,0,0.0164971224617589,0.0241690210256423,0,0,0,0,0,0,0,0,0,0,0,0
X600309.SH,0,0,0,0.197219513430533,0,0,0,0,0.158164084904937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0850971433289112,0,0,0.228743503477919,0,0,0,0.00910866496986293,0,0,0,0,0,0,0.00327212582080857,0,0.0100923295091461,0,0,0,0,0,-0.000467609545677503,0,0,0,0,0,0
X601992.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0843773225264293,0.181849189440664,0,0,0,0,0.0584250985329456,0,0,0.0178419159543062,0,0,0,0.228084222935847,0,0,0,0.0660689043323162,0,0,0,0,0.153238020633576,0,0,0,0,0,0,0,0,0,0,0,0
X600021.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.33680868994202e-19,0,0,0,0.232827067903107,0,0.125681136877165,0,0,0,0,0,0.0801213514712268,0,0.0876206151043094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X000027.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.0198462921084332,0,0,0,0,0,0,0,0,0,0,0,0.308999806678689,0,0,-3.46944695195361e-18,0,0,0,0.0635893468430343,0,0.125533620537113,0,0,0,0.135068414724865,0.0179779807710734,0,0,0,0,0,0,0,0,-0.0323477268783586,-0.0139699103939064,0,0,0,0,0,0
X000898.SZ,0,0,0,0,0,0,0,0,0,0,0.19336842212798,0,0,0,0,0,0,0,0,0.0682692457037347,0.0890027829418071,0,0,0,0,0,0,0,0,0,0,0,0.220646811876005,0,0,0,0,0,0,0,0.0698999767314451,0,0.140450591661787,0,0,0,0,0,0.00824586208895126,0,0,0,0,0,0
X000883.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.064490603765674,0,0,0,0,0.0558113123000411,0.13303055605131,0.0384445350929956,0,0,0,0,0,0.0191418755106805,0.0157659805916356,0.0413633916558766,0,0.0706115488331318,0,0,0,0,0,0,0.131053820013045,0,0,0,0,0,-0.0203748668445016,0,0,0,0,0,0
X000539.SZ,0.0740240912690873,0,0,0,0.176597329751639,0,0,0,0,0,0,0,0.041104858647155,0,0,0,0,0,0,0,0.0466443619989416,0,0,0,-3.46944695195361e-18,0,0,0.0489816523277814,0,0.03828735950881,0,0,0,0,0,0,0,0,0,-0.131907456841285,0,0,0,0,0,0.125829217009786,0,0.121684482448983,-0.00679740563266214,0,0,0,0,0,0
X600352.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.144561078742533,0,0,0,0,0.261155940994643,0,0,0,0.0180380806985405,0,0,0,0,0.0282729612358159,0,0,0,0,0.0734481991978523,0,0,0,0,0.042396753823168,0,0,0,0,-0.00385973616851621,-0.00720847246213772,0,0,0,0,0,0
X000878.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0443566819919478,0,0,0,0,0.0705208571521025,0,0,-0.17550629238394,0,0,0.0140779453558965,0,0,0,0,0,0,0.00523745716300652,0,-0.022752919796354,0.0528341439699735,0,0,0,0.0107568749791046,0,0,0,0,0,0,0,0,-0.0739432603793372,0.0650223336975109,0,0,0,0,0,0
X600022.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.111344787577573,0,0,0,0,0,0,0.344500762800538,0.0163499379345761,0.0796187364327686,0,0,0,0,0.0198441740692184,0.0419141743030941,0,0,0,0,0.0869891075299547,0,0,0,0.101275039748363,0.00256721847099928,0,0,0,0.0035422934221631,0,0,0,0,0,0,0
X000629.SZ,0,0,0,0,0,0,0,0,0,0,0.0178543768526412,0,0,0,0,0,0,0,0,0,0.029100919120334,0,0,0.241930084264094,0,0,0.142686764367519,0,0,0,0,0.118567561618903,0,0,0,0.0898490565743667,0,0,0.129333842189367,0,0,0,0,0,0,0,0,0,0.0260157718845963,0,0,0,0,0,0
X601918.SH,0.325958624208392,0,0,0,0,0,0,0,0.0171935437988971,0,0,0,0.394954799885705,0,0,0,0,0,0,0,0,0,0,-0.00929635157886623,0,0,0,0,0,0,0,0,0,0,0,0.115303821000494,-0.0960362097168609,0.447304339504143,0,0,0,0,0,0,-0.025787198464498,0,0,0.0629289196896513,-0.10976246053579,0,0,0,0,0,0
X600660.SH,0,0,0,2.16840434497101e-19,0,0,0,0,0.0310591007666511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.37313763801194,0,0,0,0,0,0.0140551337703837,0.00882312030664618,0,0.00629953251328475,0,0.173453379648683,0,0,0.0873086276075491,0,0,0,0,0.0263529169205394,0,0.000302848173968886,0,0,0,0,0,0,0
X600098.SH,0,0,0,0,0,0,0,0,0.0407678926511639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.274965843352584,0,0,0.0675770621861931,0,0,-0.0550435800693023,0,0.179049076465779,0,0,0,0,0.141328721296307,0.0425056648628858,0,0,0,0,0.10531658350415,0,0,-0.0145652458216894,-0.024332985072428,0,0,0,0,0,0
X000792.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.118656106843174,0,0,0,0,0,0,0,0,0,0,-0.0555671016697784,0,0,0,0,0,0,0,0.0295061593059316,0,0,0.00195511220945238,0,0.228816571805334,0.00410767841339561,0.000143367271556535,0.0490629720631189,0,0,0,0.310139247136903,0,0,0.00563208499440286,-0.00659168404474919,0,0,0,0,0,0
X600863.SH,0,0,0,0,0,0,0,0,0,0,0.0578467241015931,0,0,0.163722565561697,0,0,0,0,0,0,0.104689119852497,0,0,0,0,0.233990597864419,0,0,0,0,0,0.0431748316444437,0.062669783013761,0.0959476626966778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0149889311951942,0,0,0,0,0,0
X600307.SH,0,0,0,0,0,0,0,0,0.0321757311284049,0,0,0,0,0,0,0,0,0,0,0.0154596484804118,0,0,0,0,0,0.144454120063131,0,0,0,0,0,0.046502362381925,0,0.0343734587598646,0,0.232507855076107,0,0.000480865722591824,0,0,0,0,0,0,0.0730358439997685,0,0,-0.0190011938816127,-0.0060697990625881,0,0,0,0,0,0
X002470.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0582376591655701,0,0.205771196431291,0,0,0,0,0,0,0,0,0,0,0.241596778473415,0,0,0,0,0,0,0,0,0,0,0,0.0808969508347799,0,0,0.00231406466502541,0,0,0,0,0,0,0
X600578.SH,0,0,0,0.169928154375501,0,0,0,0,0,0,0.0741094315915383,0.0800411386530498,0,0,0,0,0,0,0.0866128691962904,0.109820869057896,0,6.93889390390723e-18,0,0,0,0.0851127275446589,0.0674441260587364,0,0,0,0,0,0.0466901246995314,0,0,0,0,0.0635787502407673,0.0525729491863464,0,0,0,0,0,0,0,0,0,1.0842021724855e-19,0,0,0,0,0,0
X600489.SH,0,0,0,0,0.00273619293946259,0,0,0,0.260920089112723,0,0,0,0,0,0,0,0,0,0,0,0,0.00411934160188058,0,4.33680868994202e-19,0.143308902484605,0,0,0,0,0,0,0.143986544313771,0,0.00332584960362723,0,0,0,0,0,0,0,0,0,0.0444675076896021,0,0,0,0,-0.00223538655494798,0,0,0,0,0,0
X600808.SH,0,0,0,0,0,0,0,0,0,0,0.0675803229901457,0,0,0,0,0,0,0.0679675187096012,0.0569093181252562,0,0,0,0,0.0157733122594013,0,0,0.0039784583088711,0,0,0.0333616903501982,0,0.121095089329893,0.0842651552469573,0.144718451838488,0,0,0,0.00030437480860202,0.0232036282365501,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.000165219263163314,0,0,0,0,0,0,0,0,0,0,0,0.0785300557889658,0,0,0.0610228432623943,0,0,0,0,0.201940360504122,-8.67361737988404e-19,0,0,0,0,0,0,0,0.325051076388932,0,0,0.0585718410695633,0,0,4.33680868994202e-19,0,0,0,0,0,0,0
X000060.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0.0235701557890396,0,0,-0.0378983186766537,0,0,-0.0375890091490673,0,0,0.579472994647392,0.00291307108233216,0,0,0,0,0,0,0,-0.0148051731590667,0.0133849164651296,0,0,0,0,0,0
X600612.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.284088770406648,0,0.115961402974182,0,0.00849268806856394,0,0,0,0.175176715703522,0,0,2.16840434497101e-19,0,0,0,0,0,0,0,-0.000549542831954248,0,0,0,0,0,0
Change_TY3M,0,0,-0.0202485753195661,0,0,0,0,0,-0.0779345114866019,0,0,0,0,0,0,-0.0224783371091888,0,0,0,0,0,0,0,0,0,0,0,0,0.00635053535834953,0.186089278251181,0,0,0,0,0,0.160178269656611,0,0,-0.201641587143441,0,0,-0.127592712352981,0,-1.73472347597681e-18,0,0,0,0,0,-0.0796594111775831,0,0,0,0,0
Slope,0,0,0,0,0,0,0,0,0.110623622352794,0,0,0,0,0.185128102220798,-0.155556168327679,0,0,0,0,0,0,0,0,0,-0.0902170168869096,-0.0044956135072043,0,-0.118585756754565,0,0,0,0,0,0.0757983196043376,0,0,0,0,0,0,0,0,-0.32832538175439,0,0,0,-0.424864642646603,0,0.765042688667185,0,-0.0632220564558916,0,-0.941993970914783,0,0
TED,0,0,0,0,0,0,0,0,0.17902028805391,0,0,0,0,0,0,0,0,0,0,0,0,0.0544587269203868,0,0,0,-0.0961852424457267,-0.0227800330780146,0.397422973048212,-0.0382035578237911,-0.352085963396299,0,0,0,0,0,0,0,0,0,0.106016760943424,0,0,0,0,-0.144946818925301,0,0,0.701844737589483,0,0,-0.230201979500938,0,2.64418162886676,0,0
RealEstate_excess,0,0.166952595348031,0,0,-0.366371991590316,0,0,0,0,0,0,0,0,0,0.0466737798953672,0,0,0,0,0,0,0.206855119220531,-0.221141792033055,0,0,0,0,-0.0668579666110302,-0.0560706475510617,0,0,0.180035544172987,0,0.078897054242858,0,0,0,0,0.143642055017199,-0.2095589393911,0,0,0,0,0,0,0,0.0179828229341588,-0.0216344035975786,0,0.00249062240404599,0,0,0,0
