,X601857.SH,X600028.SH,X601088.SH,X600019.SH,X600585.SH,X600010.SH,X601600.SH,X600309.SH,X600011.SH,X601898.SH,X600688.SH,X600188.SH,X600660.SH,X600795.SH,X600362.SH,X300072.SZ,X601992.SH,X002466.SZ,X601991.SH,X600547.SH,X002460.SZ,X600111.SH,X600886.SH,X000898.SZ,X600516.SH,X000709.SZ,X600157.SH,X000553.SZ,X000786.SZ,X600176.SH,X600027.SH,X000792.SZ,X600352.SH,X600808.SH,X000408.SZ,X600219.SH,X000959.SZ,X600489.SH,X002271.SZ,X600339.SH,X601699.SH,X601158.SH,X000723.SZ,X000983.SZ,X002092.SZ,X600299.SH,X000883.SZ,X000825.SZ,X000630.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.566689895309346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0046144431831279,0.0143302036693301,0,0,0,0,0,0,0,0,0,0,0.0372833085631543,0.0625100802060756,-0.0115726196003884,0,-4.33680868994202e-19,0,0,0.0654323132698231,0,0,0,0.0387689513285089,0,0,0,0,0,0,0,-0.0050337037335421,0,0,0,0,0,0,0
X600028.SH,0.558010805268059,0,0,0,0,0,0,0,0,0,0.0197045786375009,0,0,0.014952144439365,0,0,0,0,0,0,0,0,0,0,0.00483788900988901,0,0,0,0,-0.0831079769464288,0,-0.00784578089426961,0,0,-0.0289909992897278,0,0,-0.139378793769694,0,0,0,0,0,0.0342881649600289,0,0.0494160746582824,0,-0.0345847690569466,0,-0.0901895929847921,0.0205761112493751,-0.00723070040139473,0,0,0,0,0,0
X601088.SH,0,0,0,0,0.0896248496738119,0,0,0,0,0,0,0.240913727044974,0,0.727627887030577,-0.0630947571378165,0,-0.0274820134214278,0,0,0,-0.0567667716318522,0,0,0,-0.0270496206409509,0,0,0,0.0488508521496083,0,0,-0.101591048046635,0.175715957263948,0,0,0,0,0,0.0546326092606653,0,0.163600967133364,0,0,0,0.00869564464247519,0,0,0.132116409571319,0,0,0.0390793279977785,-0.0144721890904785,0,0,0,0,0,0
X600019.SH,0,0,0.176982416937088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0872289730641552,0,0.168761623235776,0,0,0,0,0,0,0,-0.0455954507949078,0,0.113631021342266,0,0,0.206162010543352,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0192705937277125,-0.0116494602098815,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.102086010873657,0,0,0,0,0,0,0.119299853278775,0,0,0,0.0463092328293379,0,0,0,0,0,0,-0.124194365696507,0,0.241948124177901,0,0,0,0,0,0,0,0,-0.212778237831633,0,0,0,0,-0.164101598733335,0,-0.0455215890915809,0,0.0335274772765419,-0.13220757322902,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0.0622255385075976,0,0,0,0.132206172846133,0,0,0.0122623790932162,0.0432047614027016,0.0690387727969253,0,0,0,0.0161286583998627,0,0,0,0,0,0,0,0,0.0644337970915516,0,0,0,0.153310956587209,0,0,0,0,0,0,0,0,0,0.0241105289823211,0.0147710965703558,0,0,0.0569166978995599,0,0,-0.0111610566743353,0.00418527958951609,0,0,0,0,0,0
X601600.SH,0,0,0.0407493331931099,0.0118423915030347,-0.0238301627759531,0,0,-0.0750526112392899,0,0,0,0,-0.0298114503708336,0.0296908421339303,0,-0.0783094436199403,0,0,0,0,-0.0604352301468063,0,0,0,-0.0221261521635557,0,0,0,0,0,0,0,0.0578708373088003,0,0,0,0,0,0,0,0,0,0,0,0.0731175700518522,0.0437236964395438,0,0.172410568823779,0,-0.0226190279846821,0,-0.0110958084748142,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.249097402861725,-0.222033891763174,0,0,0.313019224402542,0,-0.0221364083273425,-0.0110982912257689,0,0,0,0,0,-0.108137843829553,-0.036406009742758,0.0763543139042483,0,-0.0570032581469936,0,0,0,0,0,0,-0.145181604716132,0,-0.110166670111368,0,0,0,0.755343484936376,0,0,0,0,0,-0.0136360310377102,0.0335863644323272,0,0,0,0,0,0
X600011.SH,0,0.0538993398243394,0.0110785727298534,0,-0.028182721088174,0,0,0,0,0.215096191410099,0,0.0204070263296213,0,0,0,0,0,0,0,0,-0.00700829131775993,-0.103215635140521,0,0,0,0,0,0,0,-0.0204755662103963,0,0,0,-6.93889390390723e-18,0,0,0,0,0,0,0,0,0.0726523234207659,0.0115247903562545,0,0.0122284038112042,0,0.0609934350053832,0,0,0,0.00944239106492862,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0.062734166174596,0,0,0,0,0,0.209192078241332,0,0.0105592461110645,0,0,0.0103065413006946,0,0,-0.0449617387308446,0,0,0,0,0,0,0,0.0515545367556415,0,0,0,0.0395357188487637,0,0.0180206002035205,0,0,0,0,0,0,0.0541557110176941,0,0,0.207812776713873,0,0,0,0,0,0,-0.00186001904809668,-0.00280592462426637,0,0,0,0,0,0
X600688.SH,0,0.291470507377059,0.000570083914867177,0.0532611141802232,0,0,0,0,0,0,0,0,0,0.0528163155186273,0,0,0,0.0180794716875703,0,0,0,0,0,0,0,0,0,0.0677818736091689,-0.00736622703398139,0.0969295325101322,0,0.0627035213244183,0,0,0,0,0,0,0,0,0,0,0,0,0.0178786884778389,0,0,0,0,0,0.00976975445076222,0,0,0,0,0,0,0
X600188.SH,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0.0607007727648089,0,0,0,0,0.121553193368251,0,0,0.0559506990970737,0.116590245031113,0,0,6.93889390390723e-18,0,0,0.0571513384361223,0,0,0,0.0282889899497596,0,0,0.0406012488803334,0,0,0,0.138312699873679,0,0,0,0,0.310138812700417,0,0.0823892941633988,0,0,0,0,-0.0162638060478226,0,0,0,0,0,0,0
X600660.SH,0,0,0,0,0,0,0,0.0682320111967747,-0.0200897601275078,0,0,0,0,-0.0245387636408172,0,0.21934854904451,0,0,0,0,0,-0.106658455077418,0,0,0.0678873876724089,0,0,0,0,0.092665764783095,0,0.059160265809195,0,0,0,0,0,0,0.152537711506885,0,0,0,0,0,0,0,0,0.0822031656577615,0,0,-0.0187451043616955,0.0304680169503179,0,0,0,0,0,0
X600795.SH,0,0,0,0,0.0297034804599721,0,0,0,0,0,0,0.0438566819790048,0,0,0,0,0,0,0,0,0,0,0,0,0.0935324786216562,0,0,0,0.0534390115379208,0,0,0,0,0,-0.181745971376569,0.149572492604151,0,0,0.130524416323344,0,0.191017348264047,0,0,0,0,0,0,-0.104333249980551,0,0,0,-0.043477907795719,0,0,0,0.259147323591606,0,0
X600362.SH,0,0,0,0,0,0,0,0,0,0,0,0.0778492338396992,0,0,0,0,0,0,0,0,0,0.205703370411364,0,0,0,0,0,-0.0678884325047217,0,0,0,0.0605889351590904,0,0,0,0,0,0,0,0,0,0,0,0,0.00777252022724864,0,0,0,0.198467756058407,0,-0.0448046662236497,0.00624402340044944,0,0,0,0,0,0
X300072.SZ,0,0,0.059050035702529,0,0,0,-0.122508903274026,0,0,0,0,0,-0.363035855279702,0,-0.136047086077513,0,0,0,0,0,0.0193025447154699,0,0,0,-0.0421378051086914,0,0,0.0820735538601535,0.0755442638787476,0.190909836949787,0,-0.0724082359933713,0,0,0,0,0,0,0.237844532595229,0,0,0,0,0,0,0,0,0,0,0,-0.0883204725005493,0.0993869862959417,-0.116369662704924,0,0,0,0,0
X601992.SH,0,0,0,0,0.0126126900152645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0313724485850061,0,0,0,0,0,0,0,0.167653641064052,0.0183757082937071,0,0,0,-0.0503359903170267,0,0,0,0.0360004796877569,0,0,0,0,0,0,0.039260710650226,0,0,0,0,0,-0.122259233987822,0.000964124492389968,-0.00979857188035112,0,0,0,0,0,0
X002466.SZ,0,0,-0.198850315010598,0,-0.0682224634051721,0,0,-0.0499156437078684,0,0,0,0.211027372343274,0,0,0,0,0,0,0,0,0.65259114415716,0.0442711748836182,0.0579502177826012,0,0,0,0,0,0,0.151933024759054,0,-0.0413788652064783,0.172112020605905,0,0.0310031454610001,0.134302473274689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0258849970789758,0,0,0,0,0,0,0
X601991.SH,0,0,0,0,-0.00392639415459213,0,0,0.0589938154147081,0,0,0,0,0,0,-0.0421617706370114,0,0,0.0357348655165768,0,0.0229993820642327,0,0,0,0,0,0,0,0,-0.0159127119600043,0.0470097253003591,0,0,0,0,0,0,0,0,0,0.0777757315872572,-0.0336110563244132,0,0.10597929336272,0,0,0,0,0.0100731183302237,0,0,-0.0334534328704839,0,0,0,0,0.1457262561809,0,0
X600547.SH,0,0,0,0,-0.0877874545087706,0,0,0.00244200457164018,0,0,0,0,0,0,0,0,0.0246085611143113,0,0.0944420911931367,0,-0.093457211471936,0,0,0,0,0,0,0,-0.0245267374593511,0,0,0.0622111153941308,0,-0.0118681636857081,0.0365171544194551,0,0,0.947311028247297,0,0,0,0,0,0,0,0,0,-0.0322308813562928,0,0,0.0359987104039095,-0.022301820920963,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.179683908268949,0,0,0.910974077936473,0,0,0,0.0791771916198438,0,0,0,0,0,-0.0688400065134768,0.142881958238348,0,0,0.0105499102979301,0,0,0.250920166952205,0,0,0,-0.0452069376932779,0,0.0377007428870711,0,0.0510755707941693,0,0,0,0,0,0,0,-0.0520602062150699,0.0430310828974093,0,0,0,0,0,0
X600111.SH,0,0,-0.162974201089183,0,0,0.0344093559775551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0337390153361243,0,0,0,0,0.137428000592697,0,0.126446026348367,0,0,0.132518564822036,0.180166215392776,0,0,-0.173664399074198,0.334784851036926,0,0,0,0.51773773054686,0,0,0,0.14985652524599,0.320772398728295,0,0.00368781649700658,-0.0527072592865244,0,0,0,0,0,0
X600886.SH,0,0,0,0,-0.00936497300663912,0,0,-0.167271064819765,0,0,0,-0.00812173521441843,0,0,0,0,0,0,0,0.0834537505786127,0,0,0,0,0,0,0,0.0658758164791783,-0.0355073745175424,0,0,-0.023680333663312,0,0,0,0.0257425255419017,0,0,0,0,-0.0303189365579965,0,0,0,0,0,0,0,0,-0.127621434863342,0.00640257176826168,0,0,0,0,0,0,0
X000898.SZ,0,0,0,0.124277048247405,0,0,0,0.0934514206199063,0,0,0,0,0,0.0539918299744464,0,0,0,0.138950687548567,0,0,0,0.0458493326475457,0,0,0,0,0,0,0,0,0,0.0767207507352404,0,0.461037735427892,0,0,0.150243918140439,0,0,0,0.0277053585349634,0,0,0,0,0,0,0,0,0,0,-0.00967640863551977,0,0,0,0,0,0
X600516.SH,0,0,0,0.295707564558403,0,0,0,0.146960901571812,0,0,0,0,0.114818125828638,0,0.358950500358509,0,0.0796856299656361,0,0,0,-0.163650812801502,0,-0.139057869611226,0,0,0,0,0,0,0,0,0.101166925463423,0,0,0,0,0.176975054680325,0,-0.328617641834407,0,0,0,0.387943514565107,0,0.63385776472516,0,0,0,0,0,0.0561515365030508,0,0.0644261513343964,0,0,0,0,0
X000709.SZ,0,0,0,0,0,0.243648730490495,0,0,0,0,0,0,0,0,0,0.0214704706638376,0,-0.0339189926506958,0,0,0,0.00511100876811474,0,0.195110347658435,-0.0174557498902513,0,0,0,0,0,0,0,0,0.0553923996647507,0.0396634386512523,0,0.169309294424005,0.054041682815038,0,0,0,0,0,0,0,0,0,0,0,0,-0.00978801980071749,0.00423245403718186,0,0,0,0,0,0
