,X601857.SH,X600028.SH,X601088.SH,X600010.SH,X600011.SH,X600886.SH,X600585.SH,X600019.SH,X601898.SH,X600795.SH,X601991.SH,X601600.SH,X600688.SH,X600027.SH,X600157.SH,X002075.SZ,X600362.SH,X600111.SH,X600188.SH,X600583.SH,X000539.SZ,X000709.SZ,X601158.SH,X000027.SZ,X601992.SH,X600309.SH,X000898.SZ,X000883.SZ,X600021.SH,X600352.SH,X600660.SH,X600022.SH,X000792.SZ,X600307.SH,X000629.SZ,X601918.SH,X600863.SH,X600098.SH,X600623.SH,X002470.SZ,X600808.SH,X600578.SH,X600489.SH,X600612.SH,X000825.SZ,X000060.SZ,X600160.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.722152535129436,0.110219025297494,0,0,0,0,0,0,0,0,-0.025888197687853,0,0,0,0,0,0,0,0,0,0,0,0,-0.0768166738297651,0,0,0,0,0,0,0,0,0,0,0.049184534820797,0,0,0,0,0,-0.00734305316158868,0,0,0,0,0,0,0,-0.011026212345661,0,0.0228191597268276,0,0,0,0
X600028.SH,0.402154152156736,0,0.180828173810291,0,0,0,0.0801395286703741,0.0662573270922394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0899867147107731,0,0,0,0,0,0,0.00346648974254709,0.0502332635155061,0,0,0,0,0,0,0,0,0,0,0,0.0160483928667538,0,0.116781615161192,0,0,0,0,0
X601088.SH,0,0,0,0.287160715563026,0.0189310201941642,0,0,0.0531835806395177,0,0,0.124884622025644,0,0,0,0,0,0,0,0,0.0181302305992725,0,0,0,0,0,0.114362467143701,0,0,0,0,0,-0.0496797856024266,0.0554495746323981,0,-0.0168303808284521,0,0,0,0,0.10608748302849,0,0,0,0,0,0,0,0,-0.00872279395281608,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0.145486628057703,0,0,0,0,0,0,0,0,0.228732255150566,0,0.277132549119362,0,0,0,0,0,0,0,0,0,0,0,0,1.38777878078145e-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0888452325755126,0,0,-0.0177591097462757,-0.00453283366934947,0,0,0,0,0,0
X600011.SH,0,0,0.0527519114068564,0.0463822616290672,0,0,0,0,0,0,0.336096187543133,0,0,0.361618023411779,0,0,0,0,0.105756745333635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0345573603302253,-0.050264517134832,0,0.0659823070231206,0,0,0,0,0,0,0,0,0.00365104719347024,0,0,0,0,0,0,0
X600886.SH,0,0,0,0,0,0,0.0221788503165549,0,-0.016016796374403,0,0,0,0,-1.0842021724855e-19,0,-0.613140685686054,0,0,-0.00787978883827754,0,-0.00814146140647627,0,0,0.0143700229448478,0,0,0,0,0,0,0,0,0,0,0,-0.000436486171661055,0,0,0,0,0,0,0,0,0,0,0,0,-0.0228019078905549,0,0,0,0,0,0,0
X600585.SH,0,0.0111108898895773,0.00969055327306831,0.0245142263189801,0.0576927217667258,0,0,0.0815734230691942,0,0,0,0,0,0,0,0,0,0,0.00143091051591726,0,0,0,0,0,0.00402290852770361,0.132766238503752,0,0,0.0483026626733463,0,0.307734582788032,0,0,0,0,0,0.043552993029188,0,0,0.0447323615716708,0,0,0,0,0,0,0,0,-0.0144903895597293,0,0,0,0,0,0,0
X600019.SH,0,0,0.14958377167426,4.33680868994202e-19,0,0,0,0,0.0305781472135998,0,0,0,0,0.172978000881847,0,0,0,0,0,0.180777935646804,0,0,0,0,0,0.00722776862840734,0.0127108353794717,0,0,0,0,0,0,0,0,0.0485145711191909,0.0574633089474396,0,0,0,0,0,0,0,0,0,0,0,0,-0.0152832878866692,0,0,0,0,0,0
X601898.SH,0,0,0,0.0369658145715108,0,0,0,0,0,0,0,0.0854374742461823,0,0,0,0,0,0,0,0.130839556676917,0,0,0.0365954781676393,0,0,0.00443371161964556,0,0,0,0,0,0,0,0,0,0.233965829517802,0,0,0,0,0,0,0,0,0,0,0,0,0.00676884551918369,0,0,0,0,0,0,0
X600795.SH,0,0,0,0,0,0,0,0,0.0487146482804206,0,0.0614162720903672,0.196573119533089,0,0,0,0,0,0,0.0109594056426338,0,0,0,0,0,0.051558028818148,0,0,0.0778344014938615,0,0,0,0,0,0,0,0,0.242978402610939,0,0,0,0,0.155826746317419,0,0,0,0,0,0,-0.000334394602643392,0,0,0,0,0,0,0
X601991.SH,0,0,0.155333011591814,0,0.241483207713787,0,0,0,0.0110868859278547,0,0,3.46944695195361e-18,0,0.0354188447048475,0,0,0,0,0.175686625381271,0,0,0,0.0306973678828034,0,0.0508911374979226,0,0.0868124689958756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.107115183914895,0,0.0901560425222619,0,0,0,0,-0.0151154207795599,0,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0.0305429923137216,0,0,0,0,0.00292682568820759,0,0,0,0,0,0.0199474490074322,0,0,0.0451891885563858,0,0,0,0,0,0,0,0,0,0,0,0,0.0257181060977252,0,0,0,0,-2.16840434497101e-19,0.277700694863089,0,0,0.127911431665187,0,0.0064996891518425,0,-0.00818477847325648,0,0,0,0,0,0,0
X600688.SH,0,0,0,0,0,0,-0.0736394650315917,0,0,0,0,0,0,0.279455341622926,-0.000831992229961859,0,0,0,0,0.33015276292296,0,0,-0.0158577780099137,0.145572188710618,0,0,0,0,0,-0.163788107018937,0,0,0,0,-0.130259186399345,0.269273964499114,0,0,0.115998149935473,0,0,0,0,0,0,0,-0.0691826816669276,0,0.0144398708342881,0,0,0,0,0,0,0
X600027.SH,0,0,0,0,0.112140823347077,0,0,0,0,0,0.146376378192284,0,0.131758620158888,0,0,0,0,0,0,0,0,0,0.0598028188578057,0,0.0184467973992294,0,0.0479213623492245,0,0,0,0,0,0,0,0,0,0.382865532569236,0.0288284903481614,0,0,0,0,0,0,0,0,0,0,0.0364630415638007,-0.0696498906883456,0,0,0,0,0,0
X600157.SH,-0.0146571169812987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0578324724213698,0,0,0,0,0,0,0,0,0.0560733365642641,0,0.214535095280873,0,0.102203301640229,0,0,0,0.0260415180406372,0,0,0.0529974155372903,0,0.168903147251466,0,0,0,0.0275610040003148,-0.0356131502892753,0,0,0,0,0,0
X002075.SZ,0,-0.00597281700465786,0,0,0,0,0,0,-0.0198694584317786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0359924404534982,0.00729550641754099,0,0,0,0,0.0506143623894736,0,0,0,0,0,0,-0.0919485208900531,-0.0275711341065175,0,0.0109678974407818,0,0,0,0.00328309035147249,0,0,0,0,-0.0225738021132793,0,0.0129371348180876,0,0,0,0,0
X600362.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0805266532208884,0,0,0,0,0.0237379642986561,0,0,0.0787101599687531,0,0,0,0.015174122543376,0.0228960286067194,0,0.265172132478815,0,0.0196062720252324,0,0.0157675487675992,0,0,0,0,0,0,-0.00586389856541093,0,0,0,0,0,0
