,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600309.SH,X600019.SH,X000708.SZ,X002460.SZ,X600547.SH,X600660.SH,X600011.SH,X002271.SZ,X600362.SH,X601600.SH,X600886.SH,X000786.SZ,X601898.SH,X600176.SH,X600426.SH,X600188.SH,X600010.SH,X600801.SH,X600111.SH,X000301.SZ,X600352.SH,X600489.SH,X601991.SH,X600795.SH,X002466.SZ,X600688.SH,X600803.SH,X600486.SH,X600027.SH,X002353.SZ,X600299.SH,X600219.SH,X300037.SZ,X601168.SH,X601992.SH,X000932.SZ,X002080.SZ,X000807.SZ,X000898.SZ,X000723.SZ,X000630.SZ,X000878.SZ,X002075.SZ,X002409.SZ,X000027.SZ,X000883.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.0328086855057161,0,0,0,0,0,0,0,0.0321458124232991,0,0,0,0,0,0,0,0.00727155589882265,0,0,0,0,0,0,0,0,0,0,0,0.0402696550373097,0.0310281388206689,0,0,0,0.0629259698429127,0,0,0,0,0,-0.00119817512235731,-0.0257660215438054,0,0,0,-0.00251824681073896,0,0
X600028.SH,0,0,0,0,0,0,0,0,0,0,0.0169743399526835,-0.009248960325546,0,0,0,0,0,0,0,0.0145990471154478,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0152941386197617,0.0131836780279964,0,0,0.0424547942921362,0,0,0,0,0.0341672055322498,0.0527998167842027,0,0,0,0,-0.0131545336143161,0,0,0,0,-0.0228180788441749,0,0
X601088.SH,0,0,0,0,0,0,-0.00125629328090041,0,0,0,0,0,0.0596571991533395,0,0,0,0,0,0,0.285908002309956,0,0,0,0.00267524045543438,0.0840779935084841,0,0.125282322165716,0,0.00791256482569947,0,0,-0.0230623811689727,0,0,0,0,0,0,0,0,-2.71050543121376e-20,0,0,0,0,0,-0.0208169404231538,0,0,0,0,0,-0.00821285248970042,0,0,0,0,0,0
X600585.SH,0,0,0,0,0.066546077390812,0,0,0.12970314287102,0,0,-0.0095878677330078,0,0,0,0,0,0,0,0.00769378959812814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0528580901501535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0227900905062802,0,0,0,0,0.0114065922749104,0,0
X600309.SH,0,0,0,0,0,0,0.401899917675144,0,0.263570906334246,0,0,0,0,0,0,0,0,0,0.275109351564808,0,-0.0506478700341435,0,0,0,0,0,0,0,0,0,-0.0165829492925999,0,0,0.153904168079711,0,0.0379153522008634,0.0761814862024026,0,0,0,0,0,0,0,0,0,0.18128194594226,0,0,0,0,0.0492791663312043,0.00739209925211885,0,0,0,0.0315036489495395,0,0
X600019.SH,0,0,0,0,0,0,0,0.0172617292983732,0,-0.0572722066816227,0,0,0.136171249695888,0.0207745345909133,0,0,0,0,-0.0184699966826392,0,0,0,0.10125356709329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00894014111720826,0,0,0.0768993880913183,0.00400123759252633,0,0,0,0,0.0716849483899136,0.0158791896051956,0.0684181160167231,0,0,0,0,0,0
X000708.SZ,0,0,0,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0.0213583914380682,0,-0.142244029749024,0,0.0863268774059877,0,0,0,0,0,0,0.0921040382870659,0,0.019676970729278,0,0,0,0.203904765002203,0.192835855397019,0,0,0,0.136703869635169,0,0,0,0,0.0421986114909378,0,0,0.16325773896573,0,0,0,-0.0268599677387163,0,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0.413753951034883,0,0,0,0.110479843750758,0,0.159997147673386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25189521048852,0,0,0,0,0.105215951055754,0,-0.0064076375366044,0.334325303123337,0.0943816563068123,0,0,0,-0.0708960121477868,0,0.0300375211764883,0,0,-0.0551829033093306,-0.0998997866421279,0,0,0,-0.00461219442357097,-0.0512200684448591,0,0,0,-0.0388099801828997,0,0
X600547.SH,0,0,0,0,0.0718265726301792,0,0.114334421221688,0.0600415596566501,0,-0.0444115796951975,0.0543609497994324,0,0,0,0,0,0,-0.0122992617848039,0.0172895116773443,0,0,0,0,-0.0337635475864651,0,0.598986160910604,0,0,0,0,0,0,0,0,0,0.00861871368726768,0.0617652694453387,0,0,0,0,0,0,0,0,0,-0.0141248468918877,0,0,0,0,0,-0.00871914834325944,0,0,0,0,0,0
X600660.SH,0,0,0,0,0,-0.0204024226740453,0,0,0,0,0,-0.0408994143747503,0.0951461022082171,-0.182988618252346,0,-0.0037980386184289,0,0,0,0,-0.0183733727326963,0.0882237375875997,0,0.0287627059273451,0.0728274174671548,0,0,0,0,0,0.133241923375993,0,0,0,0,0,0.259558746955269,0,0,0,0,0,0,0,0,0,0,-0.0958200642343298,0,0,0,0,0.0678477123076281,0,0,0,0.0265334648060218,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0,-0.130329339769124,0,0,0,0,0,0,0,0,0,0,0,0.0252632155138437,0.00196711729613622,0,0,0,0,0,0,0,0,0,0.0921395729809662,0,0,0,0,0,0,0.0179375073327273,0,0,0,0,-0.143315449287949,-0.0378040507434174,0,0,0,-0.0251271915729461,-1.0842021724855e-19,0,0,0,0,0,0
X002271.SZ,0,0,0,0,0,0,0,0.0144884788195917,0,0.169501455580608,0,0,0,0,0,0,0,0.140298402967165,0.0540146865854584,0,0,0,0,0,0,0,0,0,0,0,0.138566962909341,0.14474305198353,0,0,0,-0.0998104152094632,0.115083062099729,0,0,0,0,0,0,0,0,0,-0.146418808844695,0.100225315606712,0,0.0902517947714466,0,0.0318185693763166,0.105715917791415,0,0,0,0.0627248611221001,0,0
X600362.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0206730535103217,0,0,0,0,0,0,0.0262057840415106,0,0,0,0.0725289225282919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00782897766538588,0.121307718590503,0,0,0,0.492764962656818,-0.0397601021725624,0,0,0,0,0.015160098307409,-0.0694363391151528,0,0,0,-0.0179849500247267,0,0
X601600.SH,0,0,0,0,0.0259485742711977,0,0,0,0,0,-0.0438751133581168,0,0,0,0,0,0,0,0,0,0.298874376538884,0,0.224296463727161,0,0,0,0,0,0.0262125386382958,0,0,0.0347340550274867,0,-0.0701867719324922,0,7.44186313633778e-05,0,0,0,0,0,0.00983104203962532,0,0,0,0.148237336382094,0.00936687866369374,0,0,0,0,-0.0131668847353377,0,0,0,0,-0.0139776895311183,0,0
X600886.SH,0,0,0,0,0,0,0,0,0,0,0.217410862511034,-0.0346660753473864,0,0,0,0.136715446874842,0,0.0365524413997999,0,0,0,0,0,0,0,0,0.0308947645254074,0,0,0,0.0582262851797112,0,0,0,0.0133555911619366,0,0,0,0,-0.178761571600926,0,0,0,0,0,0,0,0,0,0,0,0.0306538050138706,-0.00358518950939699,0,0,0,0,0,0
