,X601857.SH,X600028.SH,X601088.SH,X600019.SH,X600585.SH,X600011.SH,X600010.SH,X601600.SH,X601898.SH,X601991.SH,X600188.SH,X002466.SZ,X600688.SH,X600660.SH,X600362.SH,X600795.SH,X600547.SH,X300072.SZ,X002460.SZ,X601992.SH,X600516.SH,X600886.SH,X600111.SH,X600176.SH,X000786.SZ,X000898.SZ,X000792.SZ,X000709.SZ,X600027.SH,X600352.SH,X002271.SZ,X600299.SH,X000553.SZ,X600489.SH,X000408.SZ,X000825.SZ,X601158.SH,X601699.SH,X600219.SH,X600549.SH,X000883.SZ,X002470.SZ,X000630.SZ,X600808.SH,X600583.SH,X600426.SH,X600315.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.370994445974739,0,0,0,0,0,0,0,0,0,0,0,0.0368209634494003,0,0,0,0.126037144518753,0.00918783231440575,0.0409150742613505,0,0,0.0285731846383578,0,0,0,0,0,0,0,0,0,0,0,0,0.0243490041858886,0,0,0,0,0,0,0,0.00374262729593301,0.131559878929302,0.0301511268284198,0,0,-0.00466623870614015,0.0128237089859428,0.0752121267103533,0,0,0,0,0
X600028.SH,0.507998540558678,0,0.2321323555409,0,0,0,0,0,0,0,0,0,0.163727606784614,0,0,0,0.0860212568780865,-0.0240732259886,0,0,0,0,0,0.0510662805775396,0,0,0,0,0,0,0,0,0,0,-0.0291477714652206,0,0,0,0,0,0,0,0,0,0.0666989692525273,0,-0.170992521750148,0,-0.028297461714981,0.0260934753199854,0,0,0,0,0,0
X601088.SH,0,0.013065026909713,0,0.123908297224969,0.0761276150322106,0,0,0.0167529368781193,0,0,0,-0.0559077569731226,0,0,0,0,0,-0.0171356937030617,0,0,-0.061102828598245,0,0,0,0,0.0626344706318326,0,0,0,0,0,-0.174759435913293,0,0,0,0,0,0.429570211087238,0,0,0,0,0,0,0,0,0,0,0,-0.00724365771001384,0,0,0,0,0,0
X600019.SH,0,0.0102985542462141,0.154484555086782,0,0.126970757098772,2.16840434497101e-19,0,0,0,0,0.13500415579303,0,0,0,0,0,0,0,0,0,0,0,-0.147712173502424,-0.0692747403193674,0,0.243656723077447,0,0,0,0,0,-0.0251693233263496,0,0,0,0.0174459243341992,0,0.148399582608262,0,0,0,0,0,0,0,0,0,0,0.0108187286303289,-0.0362712891998568,0,0,0,0,0,0
X600585.SH,0,0,0.128472842577857,0.439633877648114,0,0,0,0,0,0,0.0847085960514785,0,0,0,0,0,0,0,0,0,0,0,0,0.14654825059787,0.0406779416680466,0,-0.192082420613769,0,0,-0.0367699000476053,0,0.251189211755916,0,0,0,0,0,0.132711995162481,0,0,0,0,0,0,0,0.0421803975942394,0,0,-0.0636013282287695,0.0749067458729922,0,0,0,0,0,0
X600011.SH,0,0,0,0,-0.183460177691804,0,0,0,0,0,0.0691995606584375,0,0,0,0,0,-0.0317018637458037,0,0,0.0780041795625315,0,0,0,0,0,-0.0893618514202729,0.00303474005172236,0,0.526700035841843,0,0,0.0162839445253191,0.175557041896094,0,0,0,0,0.127733412505549,0,0,0,0,0,0,0,-0.0264808439440081,0,0,0.0390972063056143,-0.050876150198023,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0.00917435273382492,0,0.0558696382802416,0,0,0,0,0,0,0,0,0.0533513459608484,0.0120439134554123,0,0.0520361047923179,0,0,0,0.00322537797627371,0,0,0.152821467776286,0,0,0,0,0,0.0158973951206838,0,0,0,0,0,0.095344891835078,0,0.144058716254855,0,0,0,0,-0.00263900236922381,0,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,-0.108884640383211,0,0,0,0,0.220440368081242,0,0,0,0,0,0,-0.282916056776551,0,0,-0.0936220317333153,0,0,0,0,0,0,0,0,-0.104305346014515,0.509497730188223,0,-0.155782354577011,0,-0.225674112456098,0,0,0,0,-0.086086232399394,0,-0.42822068812618,0,0,0,0,0,0,0.177406045249235,-0.313767146501693,-0.46493599319038,0,0,0,0,0
X601898.SH,0,0.0242208742522698,0,0,0,0,0,0,0,0,0.0626508580889616,0,0,0,0.25818551551596,0,0.00707815181439471,0,0,0,0,0,0,0,0,0,0.0976086947541106,0,0,0.0710215744707125,0,0,0,0,0,0,0,0.114543737201932,0,0.0269920164607831,0,0.163442983864886,0,0.0315674096233567,0.056777679650116,0,0,0,-4.33680868994202e-19,-0.00520928161532396,0,0,0,0,0,0
X601991.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0111227921309602,0.0633713868907119,0.033836209706888,0,0.0170891096072293,0,0,0,0.00184979958010259,0,0.165514179455915,0,0.0621052478043433,0,0,0,0.12668874966551,0.0490473800895914,0,0,0,0.080225945604098,0,0,0,0.00981221433373718,0,-5.42101086242752e-20,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0
