,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X600585.SH,X002460.SZ,X000792.SZ,X600019.SH,X600111.SH,X002466.SZ,X002271.SZ,X600660.SH,X600011.SH,X000877.SZ,X600188.SH,X000708.SZ,X600010.SH,X000301.SZ,X601600.SH,X600547.SH,X601898.SH,X600886.SH,X600362.SH,X600176.SH,X600426.SH,X000723.SZ,X000786.SZ,X000408.SZ,X600219.SH,X002080.SZ,X600803.SH,X601991.SH,X600795.SH,X300073.SZ,X600688.SH,X600027.SH,X600352.SH,X002353.SZ,X600801.SH,X300037.SZ,X000825.SZ,X600489.SH,X000932.SZ,X000959.SZ,X000807.SZ,X600157.SH,X600516.SH,X600486.SH,X601699.SH,X600378.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0.0167094404111076,-0.0420009584070848,0.0462426949486724,0,0,0,0,-8.67361737988404e-19,0,-0.00339881367917291,0,0,0,0.0427283838423547,0,0,0,0,0,1.73472347597681e-18,0,0.0476902416058183,0,0,0,0,0,0,0,0.15044153106918,0.0970120416645415,0,0,0,0,0.0269379546200654,0,0,0,0,0,0,0,0,0,0,-0.0608741664642282,0,0,0,0,0,0,0
X600028.SH,0.09611501421363,0,0.0341954989009455,0,0,0,0,0,-0.0549117872828561,0,0,-0.0536932547757195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00206146245315145,0.064849100028006,0,0,0,0.0754020202197954,0,0,0,0,0.011350293171153,0,0,0,0,0.0911005787115132,0,0,-0.00560980163558255,0,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,-0.00149974737267238,0,0.0814719335188831,0,0,0,0.147393338211846,0,0.167393403565405,0,0,-0.089256584863917,0,0,0,0,0,0,0,0.13119582075124,0,0,0,0.0203323879017191,0,-0.088239024129145,0,0,0.138378672444722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00617334778501552,-8.67361737988404e-19,0,0,0,0.039553721229469,0,0
X600309.SH,0.0321600110152763,0,0,0,0,0,0,0.0131800465923739,0,-0.0189722896125541,0.0563178870315554,0.058504601389903,0,-0.221032146383914,0.0351754146287083,0,0.0253872271818414,0,0,0,0,0,0,0,0,0,0,0,0,0.131547735901574,0,0,0,0,0,0,0,0,0,0,0,0,0,0.100165943954368,0,0,0,0,0,-0.00806027056528502,0,-0.0338785570775172,0,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0.0608577241529841,0,0,0,0,0,0,0.0568661136363696,0.0154350684499405,0,0.0371689447601262,0,0,0,0,0,0,0.229381284002615,0,0.111103573333293,0,0.0408780302212902,0,-0.197401330568642,0,0,0,0,0,0,0,0,0.326856958361736,0,0,0,0,0,0,0,0,0,0,0,0,-0.0122960936869987,0,0,0,0,0,0,0
X002460.SZ,0.0331788654673123,0,0,0,0,0,0,0,0,0.518844223140483,0,0.336569709007508,-0.0194048656634102,0,0,0,0,0.0909054508592016,0,0.25245571694852,0,0,0,3.46944695195361e-18,0,-0.0618546582235566,0,0.0823615396665323,0,0.0936252977975038,0,0,0,0.113520664768031,-0.0890945482142305,0,0,0,0,0.14675572125357,0,0,0,0,0,0,0,0,0,0,0,-0.0255012455839772,0,0,0,0,-0.0816664081149508,0,0
X000792.SZ,0,0,0,0,0,0,0,-0.0829834192877193,0.273790718635026,0,0,0,0,0,-0.00201143134964104,0,0,0.0910030529226523,0,0,0,0,0,0,0,0.182718707325966,0,0.0839829805382847,0,0.0086765334960464,0,0,0,0,0,0,-0.255622259610636,0,0,0,-0.221998677059653,0,0,0,0,0,-0.075718341886103,0,0,0.23977379938116,0,0,0.00397836612135047,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.0570842548597997,0,0.0106657025178417,0,0,0,0,0,0,0,0,0,0,-0.0772643188853073,0,0,0,0,0,0,0,-0.0121523206450601,0.00461387473062355,0.0797057277741751,0,0,0,0,0.253347089723737,0,0.32085674378659,0,0,0,0,0,0,-0.012840995096667,0,0,0,0,0,0,0.00647798239102636,0,0
X600111.SH,0,0,0,0,0,0.0979002539944607,0,0,0,0.211593606842904,0,0,0,0,0,0.131536744759946,0.204157888082983,0,0.0100841434262449,0,0,0,0,0,0,0.107605242691436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0808278804280934,0,0,0,0,0,0,0,0,0,0,0,0.00577167244334414,0,0
X002466.SZ,0,0,0,0,0,0.521325765718963,0.221326859462213,0,0.0591002794495512,0,0,0,0,0,3.46944695195361e-18,0.0623551767119533,0,0,-0.0870326144723875,0,0,0,0,0,0,-0.0349987836936948,0,0.290238955631546,0,3.46944695195361e-18,0,0,0,0.0913146937352979,0,-0.139553255575487,0,0,-0.0849719398848725,0,0,0,0,0.106319332012371,0.0621532164767629,0,0,0,0.101990927156154,0,0,0.0544204177866073,-0.0527567801706203,0,0,0,0,0,0
