,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600309.SH,X600547.SH,X600019.SH,X002271.SZ,X600011.SH,X000708.SZ,X600660.SH,X002460.SZ,X600886.SH,X600801.SH,X000786.SZ,X600362.SH,X601898.SH,X600010.SH,X600489.SH,X601600.SH,X600176.SH,X600352.SH,X600188.SH,X601991.SH,X600111.SH,X600426.SH,X600795.SH,X600299.SH,X600027.SH,X600688.SH,X601992.SH,X002080.SZ,X002353.SZ,X000932.SZ,X002466.SZ,X600219.SH,X000301.SZ,X600315.SH,X600529.SH,X600486.SH,X000723.SZ,X600612.SH,X002250.SZ,X002075.SZ,X000027.SZ,X002409.SZ,X601158.SH,X300037.SZ,X000959.SZ,X000883.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0.0159827350796781,0,0,0,0.0375013739195906,0,0,0,0,0,0,0,0.110072264000974,0.0813350061614964,0,0,0,0,0,0,0,0,0,0,0,0.051792583409807,0,0,0.0476960441620779,0,0,-0.044090431592043,0,0.0376641784100866,0,0,0,0,0,0,0,0.0239176447775309,0,-0.0113326799295617,-0.00578533912283801,0,0,0,0,0,0,0
X600028.SH,0,0,0.0649497347324594,0,0,0,0,0,0.0274050864260694,0,0,0,0,0,0,0.0550811518381041,0,0,0,0,0.0142696190860835,0,0,0,-0.0144334539055942,0,0,0,0,0,0,0.00826600651804988,0.0904170226333262,0,0,0.0291431689423644,0,0,-0.0175495390986577,0,0,0,0,0,0.0090722480418291,0,0,0,0.0442804047292752,0,0,0,0.00833680611632246,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0.0357650657156252,0,0,0,0,0.150414506391691,0,0,0,0,1.73472347597681e-18,0,0,0,0.0729853038595152,0.0420710429580192,0,0.104316811355017,0,0,0,0,0,0,0,0,0,0,0,-0.0255178451310977,0,0,0,-0.0276152911570211,0,8.67361737988404e-19,0,0,0,0,0.0104466982673942,0,0,0,0,0,0,0.0110797554581836,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0812709237764925,0,0,0,0,0.120245563455682,0.0912132113833221,0,0.203100426233192,0,0.00185652936302376,0,0,0,0,0,0,0,0,0,0.042650523534506,0.00515690546449539,0,0,-0.00661979951485539,0,0,0.0559604216483646,0,0.0366635292999999,0,0,0,0,0,0,0,0.0123869510242687,-0.00137976986715981,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0.153360390607191,0.0703501795694627,0,0.0568413311799152,0,0,0,0,0.171826803957465,0,0,0,0,0,0,0,0,0,0.130736519123978,0,0,0,0,0,0,0.0327271015696678,0,-0.0181758996863283,0.0366052608923174,0,0.0200219156419527,0,0,0,0,0,0,0,0.0333920610951423,0,0,0,0,0,0,-0.0179743578929526,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,0.0239221402315068,0,0,0,0,0,0,0,0,0,0,0.652235291704635,0,0.0307092773009617,0.0732117174367063,0,0,0,0,0,0.0270870224321016,0,0,0,1.0842021724855e-19,-0.0239754313427707,0,0,0,0,0,0.00817104313968606,0,0,0.0471358174878783,0,0,0,0,0,0,0.0684810079489596,0,0,0.00712489333858392,-0.0154492190042837,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0.0894298277403361,0,0,0.00752442768662664,0,8.67361737988404e-19,0,0,0,0,0,0.0989718637415203,0.0394544337029188,0,0,0,0,0,0,0,0,0,0,0,0.0241680219771295,0.1326591340062,-0.0717895377742923,0,0.00335282249222205,0,-0.0108474457004538,0,0.0909839844765414,0,0,0,0,0.0999424115960973,0,0,0,0,0,-0.0126010187638036,0,0,0,0,0,0,0
X002271.SZ,0,0,0,0,0.0766681890084352,0,0,0,0,-0.00980720880013467,0.0900816077554739,0,0,0,0,0,0,0,0,0,0,0,0,0.0501148634178006,0.146356602667359,0,0,0,0,0,0,0,0,0,0.02331333239875,0,0,0.104584183399091,0,0,0,0,0.20798999120843,0.0649293435936365,0,0,0,0.143836998137434,0,0,0,-0.0165050410254824,0,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0.124243232643308,0,0,0,0,0.0934488564049796,0,0,0,0,0,0,0,0,0,0,0,0,0,0.716321282476973,0,0,0,0,0,0.0599776705132286,0,-0.165315970773475,0,0,0,0,0,0,0.206261271340704,0,-0.0153594322279668,0,0,-0.0540796951242295,0,0,0.0503990794048119,-0.000378277641583511,0,0,0,0.205292602638108,0,0
X000708.SZ,0,0,0,0,-0.173250423418468,0,0,0,0,0,0,0,0,0,0,0,0,0,0.189178665536557,0,0,0.134400374137218,0.215705868855109,0,0.0236813416314655,0,0,0,0,0,0,0,0.110912847631768,0,0,0,0,0,0,0,0.210204789063498,0,0,0,0,0,0,0,0,0,0,0.0222157688075082,-0.00537228586117774,0,0,0,0,0,0
