,X601857.SH,X600028.SH,X601088.SH,X600019.SH,X600585.SH,X600011.SH,X600010.SH,X601898.SH,X300072.SZ,X601600.SH,X600688.SH,X600547.SH,X600795.SH,X601991.SH,X600309.SH,X600362.SH,X600660.SH,X600188.SH,X601992.SH,X600886.SH,X600027.SH,X600157.SH,X002466.SZ,X600111.SH,X000709.SZ,X000898.SZ,X000959.SZ,X600489.SH,X600339.SH,X600299.SH,X601158.SH,X000792.SZ,X600583.SH,X000408.SZ,X000630.SZ,X002460.SZ,X000883.SZ,X000983.SZ,X600219.SH,X600352.SH,X000539.SZ,X000825.SZ,X000027.SZ,X002092.SZ,X000723.SZ,X600578.SH,X601699.SH,X600021.SH,X600176.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.204577021324137,0,0.0604111595756467,0,0,-0.0338473647025161,0,0,0.051981159191981,0,0,0,-0.0204657783632123,0,0,0,0,0,0,0,0,0,-0.00530886137501617,0,0,0,0,0,0,0,0,0.0868059518448084,0,0,-0.0630838412098789,0,0,0,0,0,0.0239044845386656,0,0,0,0,0,0.106176948415917,0,0,-0.0111686697509437,0.00109829642694341,0,0,0,0,0,0
X600028.SH,0,0,0,0,0.042021519562253,0,0,0,0.0728592704856323,0,0.222322944243575,0,0,0,0,0.106937110469159,0,0,0.0432423074204276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0355533475654657,0,0,0,0,0,-0.0382174605055568,0,0,0.0457853422598614,0,0,0.0226819694557242,0.000710691189839175,0,-0.00241116493298823,0.0101937940427463,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0.00713181010398453,0,0.150860957441713,0,0,0,0,0,0.117649149106097,0,0.0215911990781747,0,0,0,0.0476143539873213,0,0,0,0,1.38777878078145e-17,0.199762515213594,-0.0508836017397912,0,0,0,0,0,0,0,0.0250080881344446,0,0,0.0155707949410968,0,0,0,0,0,0,0,0,0.00615550307345101,0,0,0,-0.00544990448694537,-0.00429542227912245,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0.097206633433468,0,0,0,0,0,0,0,0,-0.196423975004434,0,0,0,0,0,0,0,0,0,0.357131374457278,0,0,-0.0527253309309832,0,-0.162034368122887,0,0,6.93889390390723e-18,0,0,0,0,0,0,0,0,0,-0.0361975630161679,-0.0317557307009328,0,0,0,0,0.0404430701610378,0,-0.0200891969640409,0.5216715867244,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0.379166820984062,0,0,0,-0.0548796803351508,0.0711933920108598,0,0,0.0941057565751586,0.230334742590085,0,0,0,0.0783895530898212,0,0,0,-0.165481537013807,0,0,0,0,0,0,-0.0992464616571955,0,3.46944695195361e-18,0,0.0015833964951203,0,0,0,0,0,0,-0.135190989487446,0,0,0,-1.73472347597681e-18,0,-0.00378401866817857,-0.000736658700220207,0,0,0,0,0,0
X600011.SH,0,0,0.0812266360656466,0,0,0,0,0,0,0,0,-0.279898705216647,0,0,0.0717762881401912,0.0292942751960203,0,0,0,0.0505623460118249,0.170274950444187,0,0,0,0.0237624674550641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0458130867284138,0,0,0,0,0,0.049079742914581,-0.0213762626260347,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,-0.0197512062889932,0.150072060441365,0,0,0,0,0,0,0.212785281075031,0,0,0,0,0,0,0,0,0.214417630872363,0,0,0,0,0,0,0,0,0,0,0,0.0768100608907232,0,0,0,0,0,-4.33680868994202e-19,0.0312603805907909,0,0,0,0,0,-0.00288701462569598,-0.00617674170413134,0,0,0,0,0,0
X601898.SH,0,0,0.0889241739192364,0,0,0,0,0,0,0,0,0,0,0,0,0.0265596994505036,0,0.0432225348532152,0,0,0,0,0,0,0,0,0,0,0.0568495741915587,0,0,0,0.328607856582197,0,0.0100633720871747,0,0,0.20463412880466,0,0,0,0,0,0,0,0,0,0,0.0535466651429444,0,-0.00101504897582042,-0.00207704180182295,0,0,0,0,0,0
X300072.SZ,0,0.139869011481123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0361837458284038,0,0,0,0,0,0,-0.0429131271302986,0.327349025962038,-0.106770849128334,0,0,0,0,0,0.0129732788841721,0,0,0,0,0,0,0,-0.129073370895468,0,0.0713809006758201,0,0,0,0.0403825711629895,0,0,0.0703432225082434,-0.0149688438369083,0,0,0,0,0,0
X601600.SH,0,-0.0564616193248476,0,0,0,0,0,0,0,0,0,0,0,0,0,0.172561576868793,0,0.0608975681539767,0,0,0,0,0.146163397952955,0,0,0,0,0,-0.112317282671072,0.0124303810101259,0,0,0,0,0,-0.0693786223296938,0,0,0.63255613707707,0,0,-0.0217013717737728,0,0,0,0,0,0,0,0,0.0111298099476962,-0.00884087711132614,0,0,0,0,0,0
